	Unnamed: 0	свой_DET	свой_DET.1	свой_DET.2	свой_DET.3	свой_DET.4	они_PRON	они_PRON.1	они_PRON.2	они_PRON.3	они_PRON.4	он_PRON	он_PRON.1	он_PRON.2	он_PRON.3	он_PRON.4	время_NOUN	время_NOUN.1	время_NOUN.2	время_NOUN.3	время_NOUN.4	человек_NOUN	человек_NOUN.1	человек_NOUN.2	человек_NOUN.3	человек_NOUN.4	очень_ADV	очень_ADV.1	очень_ADV.2	очень_ADV.3	очень_ADV.4	она_PRON	она_PRON.1	она_PRON.2	она_PRON.3	она_PRON.4	мочь_VERB	мочь_VERB.1	мочь_VERB.2	мочь_VERB.3	мочь_VERB.4	мой_DET	мой_DET.1	мой_DET.2	мой_DET.3	мой_DET.4	мы_PRON	мы_PRON.1	мы_PRON.2	мы_PRON.3	мы_PRON.4	жизнь_NOUN	жизнь_NOUN.1	жизнь_NOUN.2	жизнь_NOUN.3	жизнь_NOUN.4	потом_ADV	потом_ADV.1	потом_ADV.2	потом_ADV.3	потом_ADV.4	знать_VERB	знать_VERB.1	знать_VERB.2	знать_VERB.3	знать_VERB.4	год_NOUN	год_NOUN.1	год_NOUN.2	год_NOUN.3	год_NOUN.4	ждать_VERB	ждать_VERB.1	ждать_VERB.2	ждать_VERB.3	ждать_VERB.4	день_NOUN	день_NOUN.1	день_NOUN.2	день_NOUN.3	день_NOUN.4	видеть_VERB	видеть_VERB.1	видеть_VERB.2	видеть_VERB.3	видеть_VERB.4
9	9																															90_отдых-напряжение	0.166639690693503	0.03136921596076045	167.0	5.238659065446995	54_реальность-когнитивные_процессы	-0.2504968617049048	0.0016105809994006743	156	0.2512506359065052											34_духовное_наслаждение-физическое_наслаждение	-0.17232155284725406	0.022586997037834348	175.0	3.9527244816210114	117_живая_природа-неживая_природа	-0.2291657457772225	0.012553509299515006	118.0	1.4813140973427708						102_фантастика-реальность	-0.13932445140012248	0.04579631016779511	206.0	9.434039894565792															
10	10																															137_вертикальные_отношения-горизонтальные_отношения	-0.16271458402280273	0.03564407413592032	167.0	5.952560380698693	122_неопределенная_тема-здоровье	0.2503913314191025	0.0016181731416660386	156	0.25243501009990205											15_древняя_работа-современная_работа	0.16602733889552293	0.028102080873417742	175.0	4.9178641528481055	11_приобретение-постоянное_местонахождение	0.2273091520410375	0.013307997908316436	118.0	1.5703437531813396						38_личное-общее	-0.13715867430513778	0.04930791537072683	206.0	10.157430566369726															
11	11																															249_порыв-покой	-0.1607187417881911	0.03800026830803389	167.0	6.34604480744166	44_упорядоченность-однородная_масса	0.2499807635495998	0.0016480218387047744	156	0.25709140683794485											136_апатия-взбудораженность	0.16552008816778274	0.028592820694711626	175.0	5.003743621574535	228_народ-власть	0.2263949066796269	0.01369385724947692	118.0	1.6158751554382766																									
12	12																															128_неловкость-ловкость	0.16043686671856672	0.038343383742307884	167.0	6.403345084965415	204_столкновение-мир	0.2491201869488278	0.001712220580201992	156	0.26710641051151074											39_целостность-пустота	-0.1622303504953587	0.03195639102132443	175.0	5.592368428731775	275_жизненный_процесс-кончина	0.22557646573509496	0.014047518998656394	118.0	1.6576072418414545																									
13	13																															192_производство-наука	-0.15875200294051928	0.04044916035361175	167.0	6.755009779053163	265_радость-недовольство	-0.2482160081077561	0.0017821183518704766	156	0.2780104628917944											14_изобилие-недостаток	-0.16140856474091916	0.032847269737662325	175.0	5.748272204090908	204_столкновение-мир	-0.22539897912351065	0.014125255231004169	118.0	1.6667801172584915																									
14	14																															150_безопасность-опасность	-0.1587239391489919	0.04048504157564765	167.0	6.761001943133158	34_духовное_наслаждение-физическое_наслаждение	0.24685788203543366	0.0018919977809115872	156	0.2951516538222076											195_болезнь-работа	0.15980226237604986	0.03464958570028984	175.0	6.063677497550723	173_отдых-работа	0.2222815218560908	0.015553032926540162	118.0	1.83525788533174																									
15	15																															64_человеческое_взаимодействие-механическое_взаимодействие	-0.15751120598045446	0.042061334817145	167.0	7.024242914463215	138_война-мир	-0.24613085798013995	0.001953316940595609	156	0.30471744273291496											82_суматоха-спокойствие	0.15710654559173834	0.03786232957571356	175.0	6.625907675749872	234_холодное_отношение-тёплое_отношение	0.22205017150896714	0.015663818048967226	118.0	1.8483305297781327																									
16	16																															188_страх-надёжность	0.15721313621874713	0.0424565439267768	167.0	7.0902428357717255	149_нищета-состояние	-0.2419850161015582	0.002338838143733357	156	0.3648587504224038											224_власть-отставка	-0.15512280161414962	0.040383912007418137	175.0	7.067184601298174	75_действующее_лицо-зритель	0.2219746045714628	0.015700152408862033	118.0	1.85261798424572																									
17	17																															231_злость-радость	0.15622491005104086	0.043789157291599136	167.0	7.312789267697058	282_путешествие-домоседство	-0.23907335725987375	0.002649517780238841	156	0.4133247737172593											290_статистика-отсутствие_системы	-0.15347258152532994	0.04258773231127688	175.0	7.452853154473453	13_личные_отношения-иерархические_отношения	0.21929970551669092	0.017034324993632218	118.0	2.0100503492486017																									
18	18																															122_неопределенная_тема-здоровье	0.15426345951653322	0.04653794971209148	167.0	7.771837601919278	106_кончина-вечное_искусство	0.238744212161821	0.00268689134402887	156	0.4191550496685037																68_власть-народ	-0.2139837059742856	0.01997951587727461	118.0	2.3575828735184046																									
19	19																															29_негативные_чувства-духовные_чувства	-0.15425951263462231	0.046543622723739485	167.0	7.7727849948644945	67_неизменность-изменение	0.2384369775906787	0.0027222068016737365	156	0.4246642610611029																126_путешествие-конец_движения	0.21284750488681814	0.020663002192374748	118.0	2.4382342587002204																									
20	20																															89_апатия-взбудораженность	-0.15406245838705473	0.04682759081210373	167.0	7.820207665621322	260_быт-искусство	0.23802193425964285	0.002770581266763383	156	0.43221067761508775																104_неподвижность-подвижность	0.21126741854899012	0.021646897941251998	118.0	2.5543339570677355																									
21	21																															297_юмор-суровость	-0.15356212561316274	0.04755509896940895	167.0	7.9417015278912935	133_торможение-развитие	0.23671726524376555	0.002927749733744394	156	0.4567289584641255																297_юмор-суровость	-0.2080526453122365	0.02377347302115989	118.0	2.8052698164968675																									
22	22																															20_покой-беспокойство	-0.1532580873426519	0.04800176702126266	167.0	8.016295092550862	131_процесс-завершение	0.23657060179432504	0.0029459122944207198	156	0.4595623179296322																276_начало-конец	0.20641828054926809	0.024921543633588384	118.0	2.9407421487634293																									
23	23																															233_неопределенная_тема-часть_целого	0.15287692008430706	0.04856667606119526	167.0	8.110634902219608	53_подчинение-неповиновение	0.2364186190690193	0.00296484094292927	156	0.4625151870969662																96_наука-быт	-0.2018298931084084	0.028401028782209476	118.0	3.3513213963007176																									
24	24																															2_неживая_природа-живая_природа	-0.1527778225021202	0.048714446325439295	167.0	8.135312536348362	124_сражение-тыл	-0.2356084984548618	0.0030676036225774205	156	0.4785461651220776																20_покой-беспокойство	-0.20070075181884764	0.029318000563413563	118.0	3.4595240664827998																									
25	25																															111_нежелание-желание	0.15207992109489607	0.04976575546875785	167.0	8.310881163282561	99_благоразумие-безолаберность	0.2335061161679594	0.003349458588701684	156	0.5225155398374628																290_статистика-отсутствие_системы	-0.1999466823396659	0.029944278812956332	118.0	3.533424899928848																									
26	26																															110_негативные_эмоции-положительные_эмоции	0.15198571767131194	0.04990909574923932	167.0	8.334818990122965	214_спешка-неторопливость	-0.2334226615745014	0.0033611139598297463	156	0.5243337777334404																261_болезнь-здоровье	0.19886196217231905	0.030865055862753493	118.0	3.642076591804913																									
27	27																																				86_доказательство-совпадение	0.2327221043034129	0.003460405893199527	156	0.5398233193391262																80_сон-бодрствование	-0.19544231090497796	0.03392639703813388	118.0	4.003314850499798																									
28	28																																				212_наука-быт	0.23234214745744436	0.003515356854310477	156	0.5483956692724344																34_духовное_наслаждение-физическое_наслаждение	-0.19494035161369472	0.03439663535085602	118.0	4.058802971401009																									
29	29																																				32_разруха-реализация	0.2316117655683836	0.003623200996430275	156	0.565219355443123																115_наследство-собственность	0.19453244055058547	0.03478280591658391	118.0	4.104371098156902																									
30	30																																				147_рассудительность-беспокойство	0.2313695742780464	0.003659613936220495	156	0.5708997740503973																200_природа-техника	-0.19358725036701166	0.03569168350280676	118.0	4.211618653331198																									
31	31																																				108_творчество-власть	-0.2304078985193079	0.003807473608677769	156	0.5939658829537321																159_реальная_жизнь-выдуманная_жизнь	-0.1930347754494503	0.03623213299739267	118.0	4.275391693692335																									
32	32																																				258_конец-начало	-0.22972877667912125	0.003915105475711125	156	0.6107564542109356																272_образование-невежество	-0.19277128795708576	0.03649230017780245	118.0	4.306091420980689																									
33	33																																				277_неживая_природа-живая_природа	-0.2272111746731606	0.00433839425067524	156	0.6767895031053375																163_человек-инструмент	0.19270993711487547	0.03655310289404886	118.0	4.313266141497765																									
34	34																																				151_забытье-сознание	0.2268180462588992	0.004408077839369596	156	0.687660142941657																147_рассудительность-беспокойство	0.19071851995176034	0.03857349409879445	118.0	4.551672303657744																									
35	35																																				7_чужбина-родной_дом	0.2267861765996985	0.004413770641387347	156	0.6885482200564261																267_неволя-свобода	0.19071620616940027	0.03857589493993911	118.0	4.551955602912813																									
36	36																																				103_познание-непостижимость	-0.22593727256677865	0.004567857479353195	156	0.7125857667790985																91_здоровье-болезнь	0.19017072369407256	0.03914541044904028	118.0	4.619158432986753																									
37	37																																				78_популярность-безвестность	0.22485164500766847	0.004771934987981539	156	0.7444218581251201																241_нападение-оборона	0.188767281625026	0.04064315621866663	118.0	4.795892433802662																									
38	38																																				279_соблюдение_закона-правонарушение	0.223075739226298	0.005123432529154146	156	0.7992554745480467																142_равенство-иерархия	-0.18872709347170888	0.04068674122047263	118.0	4.8010354640157695																									
39	39																																				269_власть-беспорядок	-0.22257303268663514	0.00522705224400673	156	0.8154201500650499																49_развитие-откат	-0.18857016770838675	0.04085730553429978	118.0	4.821162053047374																									
40	40																																				177_изыскание-решение	-0.2225399556878268	0.005233935478759604	156	0.8164939346864981																19_быстрое_явление-длительное_явление	0.18829799366359748	0.04115455255733783	118.0	4.856237201765864																									
41	41																																				150_безопасность-опасность	-0.2220753943318384	0.00533146979833847	156	0.8317092885408013																59_увядание-расцвет	0.1878293401150968	0.04167061567063272	118.0	4.917132649134661																									
42	42																																				60_восстание-смирение	-0.2216815824783761	0.005415419802290577	156	0.8448054891573299																25_скрытность-прозрачность	-0.1870557651537489	0.04253427082877842	118.0	5.019043957795853																									
43	43																																				173_отдых-работа	0.2214449278904433	0.005466434738704418	156	0.8527638192378892																30_стихийное_собрание-мероприятия	0.1868899468133353	0.042721329697996406	118.0	5.041116904363576																									
44	44																																				4_праздник-быт	-0.22122236391642566	0.005514803701647636	156	0.8603093774570313																211_больница-дом	-0.1859667771271387	0.043775346187295616	118.0	5.165490850100882																									
45	45																																				296_равенство-иерархия	0.22117519198119226	0.00552510438475479	156	0.8619162840217472																269_власть-беспорядок	-0.18507005320168812	0.0448198323736218	118.0	5.288740220087372																									
46	46																																				299_веселье-грусть	0.2203425434416407	0.005709777646230394	156	0.8907253128119414																71_изобилие-недостаток	0.1826146534793069	0.04778647135587706	118.0	5.638803619993492																									
47	47																																				75_действующее_лицо-зритель	0.21970603031536293	0.005854647090047852	156	0.913324946047465																190_погода-животное	-0.18214783310353747	0.048368523295728966	118.0	5.707485748896018																									
48	48																																				176_животное-человек	0.21951322063812687	0.005899173095947286	156	0.9202710029677768																278_физический_труд-умственный_труд	-0.18208484887380974	0.048447502872842815	118.0	5.716805338995452																									
49	49																																				207_фантастика-реальность	-0.21929778854205706	0.005949280626114921	156	0.9280877776739276																3_спокойствие-суматоха	-0.18187906283905095	0.04870629548136966	118.0	5.7473428668016195																									
50	50																																				93_учёба-отдых	0.2192958694860064	0.005949728682352324	156	0.9281576744469626																160_победа-поражение	-0.1818083944574498	0.048795430514348814	118.0	5.757860800693159																									
51	51																																				136_апатия-взбудораженность	-0.21850182639331234	0.0061377240806791186	156	0.9574849565859428																50_проблема-взаимовыручка	-0.1815972742592824	0.04906252481158117	118.0	5.789377927766577																									
52	52																																				135_запрет-толчок	0.2183890679984739	0.00616484559462261	156	0.9617159127611272																153_прерывание-продолжение	-0.18123708712436845	0.0495210031206606	118.0	5.843478368237951																									
53	53																																				20_покой-беспокойство	-0.21806751813964945	0.006242775040304232	156	0.97387290628746																																													
54	54																																				287_вода-земля	-0.2172721605352971	0.006439319572411634	156	1.004533853296215																																													
55	55																																				162_история-одномоментное_происшествие	0.21698313266250024	0.006512096724127784	156	1.0158870889639342																																													
56	56																																				102_фантастика-реальность	0.21672421800625946	0.0065779124946794155	156	1.0261543491699892																																													
57	57																																				48_отдаление-приближение	-0.21670781321542534	0.00658210245522906	156	1.0268079830157328																																													
58	58																																				298_очевидный-скрытый	-0.2164128438043803	0.006657847445845224	156	1.038624201551855																																													
59	59																																				146_разум-чувство	-0.2154845336159162	0.006901316672365502	156	1.0766054008890182																																													
60	60																																				220_власть-наука	-0.21493199260865525	0.0070499635397297655	156	1.0997943121978435																																													
61	61																																				206_расслабление-напряжение	0.21330317137749494	0.007504855953397085	156	1.1707575287299452																																													
62	62																																				16_воля-неволя	-0.21316081952717428	0.0075458235338321375	156	1.1771484712778133																																													
63	63																																				272_образование-невежество	-0.21170448036712075	0.007976488897549679	156	1.2443322680177502																																													
64	64																																				231_злость-радость	0.21156268008246965	0.008019564232989492	156	1.2510520203463609																																													
65	65																																				26_ненависть-дружба	-0.21154167033544435	0.008025963973896889	156	1.2520503799279148																																													
66	66																																				276_начало-конец	-0.2114467392701244	0.008054937238925315	156	1.2565702092723492																																													
67	67																																				45_наука-быт	0.21019934689661932	0.008444350578030498	156	1.3173186901727578																																													
68	68																																				90_отдых-напряжение	0.20963140236857808	0.008627110464889502	156	1.3458292325227623																																													
69	69																																				95_доброта-злость	0.20944330744692732	0.008688404959532785	156	1.3553911736871145																																													
70	70																																				14_изобилие-недостаток	-0.20800434727593275	0.009170210672176415	156	1.4305528648595207																																													
71	71																																				288_радость-недовольство	0.2069575196118668	0.009535409004729866	156	1.4875238047378592																																													
72	72																																				96_наука-быт	0.20650574326904167	0.009696943625487469	156	1.5127232055760451																																													
73	73																																				245_любовь-ненависть	-0.2060960705817103	0.009845507105713223	156	1.535899108491263																																													
74	74																																				223_бытовые_ситуации-глобальные_происшествия	-0.2057926129031978	0.009956843949787068	156	1.5532676561667826																																													
75	75																																				171_работа-отдых	-0.20511453170017985	0.010209649650431113	156	1.5927053454672535																																													
76	76																																				193_порядок-беспорядок	-0.2046089925870177	0.010401792251680704	156	1.62267959126219																																													
77	77																																				47_журналистика-литература	0.2038872786280132	0.010681616909532218	156	1.6663322378870258																																													
78	78																																				153_прерывание-продолжение	-0.2033611334845636	0.010889771798630522	156	1.6988044005863614																																													
79	79																																				271_бюрократия-творчество	-0.2032718002379638	0.010925466346938207	156	1.704372750122361																																													
80	80																																				250_быт-война	0.20322319080093856	0.010944932256973391	156	1.7074094320878492																																													
81	81																																				166_порядочность-мошенничество	-0.2031651967174461	0.010968196219021658	156	1.711038610167379																																													
82	82																																				249_порыв-покой	-0.20264420695701751	0.011179146705555556	156	1.7439468860666667																																													
83	83																																				230_отступление-наступление	0.2025810606949007	0.011204955733708888	156	1.7479730944585865																																													
84	84																																				134_физическое-абстрактное	-0.20257820631860904	0.011206123606125985	156	1.7481552825556532																																													
85	85																																				81_религия-наука	-0.2017654514832012	0.01154304968453777	156	1.800715750787892																																													
86	86																																				280_радость-недовольство	0.20118598706378835	0.01178867029662764	156	1.839032566273912																																													
87	87																																				174_праздник-быт	0.20059203350411145	0.012045184411705444	156	1.879048768226049																																													
88	88																																				156_физический_труд-умственный_труд	-0.20057484226320746	0.012052681279309772	156	1.8802182795723248																																													
89	89																																				10_рутина-отдых	0.19955315777762486	0.012505642793681463	156	1.950880275814308																																													
90	90																																				182_светское_общество-религия	0.19944382462363733	0.012554988444679923	156	1.958578197370068																																													
91	91																																				270_древность-современность	-0.1993051508942901	0.01261782197814332	156	1.9683802285903576																																													
92	92																																				205_отдых-рабочий_процесс	0.19800580966814754	0.013220077397185571	156	2.062332073960949																																													
93	93																																				295_прощение-мстительность	0.19766003186916453	0.013384528315637951	156	2.0879864172395206																																													
94	94																																				130_размеренная_жизнь-напряжённая_жизнь	0.1965331195801796	0.0139329742389735	156	2.1735439812798663																																													
95	95																																				23_мир-конфликт	-0.19634259624106853	0.014027614254882241	156	2.188307823761629																																													
96	96																																				236_умственный_труд-физический_труд	0.195921370704996	0.014238849048661082	156	2.221260451591129																																													
97	97																																				105_сущность-внешность	0.1956007309527744	0.014401500008714596	156	2.246634001359477																																													
98	98																																				215_творчество-власть	0.19540345552478686	0.014502376195510815	156	2.2623706864996875																																													
99	99																																				169_потеря-приобретение	0.19539419432814348	0.014507127004053669	156	2.2631118126323724																																													
100	100																																				241_нападение-оборона	0.1952414889119147	0.014585657981892637	156	2.275362645175251																																													
101	101																																				253_соблюдение_закона-правонарушение	0.1945518248726087	0.014944968441472903	156	2.331415076869773																																													
102	102																																				181_дополнение-устранение	-0.19416822687028895	0.015148143334755572	156	2.363110360221869																																													
103	103																																				97_активность-пассивность	-0.19385143090884208	0.015317747943622674	156	2.3895686792051376																																													
104	104																																				197_проблема-решение_проблем	0.19353439523116198	0.015489135766263746	156	2.4163051795371446																																													
105	105																																				79_многообразие-единство	0.19237827421983264	0.016128365777476155	156	2.51602506128628																																													
106	106																																				297_юмор-суровость	-0.192254154533206	0.016198338726860575	156	2.5269408413902497																																													
107	107																																				50_проблема-взаимовыручка	-0.1913161938955636	0.016735711965844828	156	2.6107710666717927																																													
108	108																																				98_разрушение-поддержание	-0.1912921070250591	0.016749713442359534	156	2.612955297008088																																													
109	109																																				120_усталость-покой	-0.19112364619864125	0.016847923145184875	156	2.6282760106488405																																													
110	110																																				35_кончина-вечное_искусство	-0.19033516237791467	0.01731427772721542	156	2.7010273254456054																																													
111	111																																				128_неловкость-ловкость	0.19019024427376446	0.017401199374141276	156	2.714587102366039																																													
112	112																																				27_труд-фортуна	-0.1896368521636128	0.017736618287169742	156	2.766912452798479																																													
113	113																																				29_негативные_чувства-духовные_чувства	-0.18903337118371535	0.0181087782197982	156	2.8249694022885192																																													
114	114																																				6_холодное_отношение-тёплое_отношение	0.18829262075914072	0.018574832461179854	156	2.8976738639440573																																													
115	115																																				25_скрытность-прозрачность	-0.18822382762825826	0.018618637464850308	156	2.904507444516649																																													
116	116																																				64_человеческое_взаимодействие-механическое_взаимодействие	0.18704841376772596	0.01938104648618909	156	3.0234432518454986																																													
117	117																																				175_нематериальное-материальное	0.18496901807236	0.02079608001540707	156	3.2441884824035028																																													
118	118																																				187_гармония-конфликт	0.18460882697603195	0.021050042946514972	156	3.283806699656336																																													
119	119																																				111_нежелание-желание	0.18457108251054966	0.0210768099970096	156	3.2879823595334967																																													
120	120																																				140_шум-тишина	0.18401092467909308	0.021477519360796837	156	3.3504930202843064																																													
121	121																																				37_низ-верх	0.18391322458587	0.02154807775499246	156	3.361500129778824																																													
122	122																																				100_труд-отдых	-0.18359468720874514	0.0217795130143972	156	3.397604030245963																																													
123	123																																				188_страх-надёжность	0.1832880521651604	0.022004320854362696	156	3.4326740532805804																																													
