	Unnamed: 0	свой_DET	свой_DET.1	свой_DET.2	свой_DET.3	свой_DET.4	они_PRON	они_PRON.1	они_PRON.2	они_PRON.3	они_PRON.4	он_PRON	он_PRON.1	он_PRON.2	он_PRON.3	он_PRON.4	время_NOUN	время_NOUN.1	время_NOUN.2	время_NOUN.3	время_NOUN.4	человек_NOUN	человек_NOUN.1	человек_NOUN.2	человек_NOUN.3	человек_NOUN.4	очень_ADV	очень_ADV.1	очень_ADV.2	очень_ADV.3	очень_ADV.4	она_PRON	она_PRON.1	она_PRON.2	она_PRON.3	она_PRON.4	думать_VERB	думать_VERB.1	думать_VERB.2	думать_VERB.3	думать_VERB.4	мочь_VERB	мочь_VERB.1	мочь_VERB.2	мочь_VERB.3	мочь_VERB.4	мой_DET	мой_DET.1	мой_DET.2	мой_DET.3	мой_DET.4	мы_PRON	мы_PRON.1	мы_PRON.2	мы_PRON.3	мы_PRON.4	жизнь_NOUN	жизнь_NOUN.1	жизнь_NOUN.2	жизнь_NOUN.3	жизнь_NOUN.4	потом_ADV	потом_ADV.1	потом_ADV.2	потом_ADV.3	потом_ADV.4	знать_VERB	знать_VERB.1	знать_VERB.2	знать_VERB.3	знать_VERB.4	первый_ADJ	первый_ADJ.1	первый_ADJ.2	первый_ADJ.3	первый_ADJ.4	хороший_ADJ	хороший_ADJ.1	хороший_ADJ.2	хороший_ADJ.3	хороший_ADJ.4	произойти_VERB	произойти_VERB.1	произойти_VERB.2	произойти_VERB.3	произойти_VERB.4	день_NOUN	день_NOUN.1	день_NOUN.2	день_NOUN.3	день_NOUN.4	видеть_VERB	видеть_VERB.1	видеть_VERB.2	видеть_VERB.3	видеть_VERB.4	жить_VERB	жить_VERB.1	жить_VERB.2	жить_VERB.3	жить_VERB.4	ничто_PRON	ничто_PRON.1	ничто_PRON.2	ничто_PRON.3	ничто_PRON.4
9	9	42_деструктивная_коммуникация-конструктивная_коммуникация	-0.13512806793515802	0.04628103500452197	218.0	10.089265630985787						284_учеба-производство	-0.15356712284533675	0.04127835334483065	177.0	7.306268542035023	160_победа-поражение	0.2730671135165531	0.01005042851757952	88.0	0.8844377095469975	298_очевидный-скрытый	0.14666951935176906	0.04818367497599094	183.0	8.81761252060634																										264_безопасность-опасность	0.24871822964579246	0.0408333301538663	69.0	2.817499780616775																247_радостное_событие_грустное_событие	-0.3868073879601325	0.010397414608390587	43	0.4470888281607953	47_журналистика-литература	0.28610861700094325	0.012831490991286618	75.0	0.9623618243464964											7_чужбина-родной_дом	0.23118416673973974	0.018215307566260573	105.0	1.91260729445736										
10	10											182_светское_общество-религия	-0.1530958734797629	0.041912712604737584	177.0	7.418550131038552	210_спешка-неторопливость	0.2721379571124441	0.010318058884496216	88.0	0.907989181835667																															35_кончина-вечное_искусство	0.24730862775613574	0.04202707089871322	69.0	2.8998678920112124																127_начало-конец	0.3849232679531496	0.010809995768016892	43	0.4648298180247264	294_испытание-безмятежность	0.2854986205974132	0.013032710663740248	75.0	0.9774532997805186											185_беда-счастье	-0.22945877356296676	0.01912414892865912	105.0	2.008035637509208										
11	11											142_равенство-иерархия	0.15063296474744572	0.04536264761333708	177.0	8.029188627560664	110_негативные_эмоции-положительные_эмоции	-0.27016658667604154	0.010906596526764477	88.0	0.959780494355274																															165_улучшение-ухудшение	0.2471724938619187	0.04214386995217816	69.0	2.907927026700293																280_радость-недовольство	-0.3848711083693743	0.010821614013222416	43	0.4653294025685638	63_мир-война	0.285308083965211	0.013096120593137554	75.0	0.9822090444853164											231_злость-радость	-0.2293906348518279	0.01916082818620997	105.0	2.0118869595520468										
12	12											255_голод-неопределенная_тема	0.15013712875607513	0.04608514122114762	177.0	8.157069996143129	263_влияние-зависимость	-0.2694863447639532	0.011116371534663057	88.0	0.978240695050349																															100_труд-отдых	0.2464122978171312	0.042801039906889736	69.0	2.9532717535753923																238_дистанция-близость	-0.3846163023979149	0.010878524274758728	43	0.4677765438146253	64_человеческое_взаимодействие-механическое_взаимодействие	-0.2850177640205093	0.013193251702816235	75.0	0.9894938777112178											8_застой-работа	-0.22721940135605	0.020361755879278253	105.0	2.1379843673242167										
13	13																205_отдых-рабочий_процесс	-0.2686798054396149	0.011369649321790094	88.0	1.0005291403175285																															105_сущность-внешность	-0.2455987399685245	0.04351369300022884	69.0	3.00244481701579																217_завоевание-бегство	0.3834075460907085	0.011151998293705615	43	0.4795359266293415	29_негативные_чувства-духовные_чувства	-0.2826280383862013	0.01401674388800883	75.0	1.0512557916006622											52_близость-расстояние	-0.22687140469639536	0.020560128919485263	105.0	2.1588135365459533										
14	14																269_власть-беспорядок	0.2651015056784587	0.012554996763008577	88.0	1.1048397151447549																															68_власть-народ	-0.24491966912887936	0.0441160119838588	69.0	3.044004826886257																81_религия-наука	0.37837908919710905	0.01235364998137374	43	0.5312069491990709	189_наука-религия	0.2823399152022715	0.0141189693538587	75.0	1.0589227015394025											125_разработка-разрушение	0.2162742399015698	0.027448232033659474	105.0	2.8820643635342447										
15	15																198_обучение-достижение	0.2630918893526044	0.013266731224896569	88.0	1.167472347790898																															297_юмор-суровость	0.24431054911142816	0.04466212039097315	69.0	3.0816863069771467																241_нападение-оборона	-0.3734331649009874	0.013641570260559309	43	0.5865875212040503	102_фантастика-реальность	0.2820616499396211	0.014218308152453925	75.0	1.0663731114340445											225_кража-находка	-0.21388198588015234	0.029249405862825636	105.0	3.0711876155966924										
16	16																53_подчинение-неповиновение	-0.2607330130830533	0.014146636950235587	88.0	1.2449040516207317																															227_иерархия-равенство	0.2440842935257655	0.04486638439990095	69.0	3.095780523593165																206_расслабление-напряжение	-0.3709273356960492	0.014336531726643781	43	0.6164708642456825	200_природа-техника	-0.2802635218176299	0.014874901906273082	75.0	1.115617642970481											258_конец-начало	0.2137523768399729	0.029349787108247174	105.0	3.081727646365953										
17	17																47_журналистика-литература	-0.25788436518836	0.015276296141002925	88.0	1.3443140604082575																															218_трусость-мужество	0.2426886759484672	0.04614343474798428	69.0	3.1838969976109155																182_светское_общество-религия	-0.37049458231594173	0.014459543981672224	43	0.6217603912119057	19_быстрое_явление-длительное_явление	0.2797721505704657	0.015058816441213013	75.0	1.1294112330909758											209_отрицание-утверждение	0.21038654216869468	0.03206071658662108	105.0	3.3663752415952137										
18	18																292_экстрим-повседневность	0.2535561524643863	0.017141824661739285	88.0	1.5084805702330568																															91_здоровье-болезнь	-0.2413370418976204	0.0474085973713377	69.0	3.2711932186223014																233_неопределенная_тема-часть_целого	-0.3695027627811323	0.014744857337164075	43	0.6340288654980553	73_наука-физический_труд	-0.2790692754168922	0.015325301973439325	75.0	1.1493976480079493											291_работа-санкция	-0.20783482757097066	0.034254223824179926	105.0	3.5966935015388923										
19	19																89_апатия-взбудораженность	0.25319465565398297	0.017306162523390678	88.0	1.5229423020583797																															36_спокойствие-деятельность	-0.24096497368520506	0.04776182090994573	69.0	3.295565642786256																215_творчество-власть	0.3689056394645839	0.014918922296348076	43	0.6415136587429672	251_недостаток-достоинство	0.27865379624532843	0.015484729109943416	75.0	1.1613546832457562											43_энергия-покой	0.20016448416097268	0.041621939965903146	105.0	4.37030369641983										
20	20																299_веселье-грусть	-0.2522072199387811	0.017761989692061875	88.0	1.563055092901445																															188_страх-надёжность	-0.2405696773934997	0.04813946087364578	69.0	3.3216228002815584																5_польза-вред	-0.3686591411907143	0.014991284501107488	43	0.6446252335476219	58_формирование-перестройка	0.2780656024461385	0.015712872896417734	75.0	1.1784654672313302											215_творчество-власть	-0.1995381850777455	0.0422778827719591	105.0	4.439177691055705										
21	21																239_радость-недовольство	0.2503086275586626	0.018667527100731662	88.0	1.6427423848643865																															294_испытание-безмятежность	-0.2403552799302521	0.04834530502322919	69.0	3.335826046602814																172_наука-быт	-0.3662445431928325	0.015715990018585136	43	0.6757875707991609	193_порядок-беспорядок	-0.27700910699215703	0.016129933257947645	75.0	1.2097449943460734											48_отдаление-приближение	0.19911972535823572	0.042720932511443516	105.0	4.4856979137015704										
22	22																19_быстрое_явление-длительное_явление	-0.24947363860051544	0.01907817067693905	88.0	1.6788790195706362																															24_активность-пассивность	0.2398821682736639	0.04880209830967643	69.0	3.367344783367674																123_отдых-работа	0.3650960464610685	0.016070972349137173	43	0.6910518110128986	115_наследство-собственность	0.27609386488235377	0.016498900196533127	75.0	1.2374175147399846											143_неважность-значимость	0.1983559347754417	0.043539577946335256	105.0	4.5716556843652025										
23	23																200_природа-техника	0.2476089101126601	0.02002332931918929	88.0	1.7620529800886575																															130_размеренная_жизнь-напряжённая_жизнь	-0.2398624641944951	0.04882119928740925	69.0	3.3686627508312377																80_сон-бодрствование	-0.36423246233467893	0.016342340690224805	43	0.7027206496796666	110_негативные_эмоции-положительные_эмоции	0.27597890181976004	0.01654575514710836	75.0	1.2409316360331268											68_власть-народ	-0.19741844341632275	0.0445622034011128	105.0	4.679031357116845										
24	24																113_скрытность-прозрачность	0.2455714850303695	0.021101646025098758	88.0	1.8569448502086907																															73_наука-физический_труд	0.2395449173032135	0.04912987331791669	69.0	3.3899612589362516																19_быстрое_явление-длительное_явление	-0.3573144640894669	0.018659377340970642	43	0.8023532256617376	174_праздник-быт	0.2740854525504668	0.017334082608416082	75.0	1.300056195631206											72_недостаток-достоинство	0.19564951690780436	0.04654615170886218	105.0	4.887345929430528										
25	25																146_разум-чувство	0.24408924196461215	0.021917022868963937	88.0	1.9286980124688264																															258_конец-начало	0.2394773577827264	0.04919575109561439	69.0	3.394506825597393																145_высказывание-умалчивание	-0.3566023279892049	0.018912865813000102	43	0.8132532299590044	50_проблема-взаимовыручка	-0.26828975550099426	0.019950639055259897	75.0	1.4962979291444922											262_серьезность-шутка	0.19546212137696312	0.04676055119624389	105.0	4.909857875605608										
26	26																179_работа-искусство	0.2419377007845156	0.023148410886522468	88.0	2.0370601580139773																															164_устранение-дополнение	-0.2388072849995063	0.049853073313243394	69.0	3.439862058613794																92_жизнь-смерть	0.3548682785391008	0.019542258014945163	43	0.8403170946426421	147_рассудительность-беспокойство	0.26732545564304233	0.0204172135597673	75.0	1.531291016982547											205_отдых-рабочий_процесс	-0.1943622895401861	0.048035434778315934	105.0	5.043720651723174										
27	27																300_беспокойство-спокойствие	0.2387883106459552	0.02505705089616273	88.0	2.2050204788623207																															55_армия-гражданская_жизнь	-0.23870374824168905	0.04995527873936242	69.0	3.446914233016007																41_развлечение-когнитивная-способность	0.3547564657929079	0.019583438985206456	43	0.8420878763638776	66_курируемый-куратор	-0.2665374563218362	0.020805374859133682	75.0	1.560403114435026											26_ненависть-дружба	0.19407267304351966	0.04837589214296892	105.0	5.0794686750117375										
28	28																148_усталость-бодрость	0.23812082236749935	0.02547832133602529	88.0	2.242092277570225																																																			162_история-одномоментное_происшествие	-0.3522806840668976	0.02051414589453893	43	0.8821082734651742	75_действующее_лицо-зритель	0.2662697474725801	0.02093867128392349	75.0	1.5704003462942622											14_изобилие-недостаток	0.1938875989544948	0.04859449903293836	105.0	5.102422398458528										
29	29																153_прерывание-продолжение	0.23760847843564714	0.025805745921123648	88.0	2.270905641058881																																																			111_нежелание-желание	-0.3520438048385201	0.020605108932703498	43	0.8860196841062504	166_порядочность-мошенничество	-0.2654266487147763	0.02136323510941525	75.0	1.6022426332061437											22_деятельность_наверху-деятельность_в_земле	0.19381514018029247	0.04868030862776376	105.0	5.1114324059151945										
30	30																31_интеллект-культура	-0.2369790550976042	0.026212879786184175	88.0	2.306733421184208																																																			82_суматоха-спокойствие	-0.3519467868553845	0.020642462019963077	43	0.8876258668584122	180_потребление-вывод	-0.2631418073530169	0.022550903917828317	75.0	1.6913177938371242																									
31	31																288_радость-недовольство	-0.23498091889972075	0.02754166826797295	88.0	2.42366680758162																																																			227_иерархия-равенство	0.3510391089146643	0.02099469027354936	43	0.9027716817626223	269_власть-беспорядок	-0.2625953488845679	0.0228431390974826	75.0	1.713235432311195																									
32	32																77_природные_процессы-военные_процессы	-0.23376020437146625	0.02838121621844517	88.0	2.4975470272231752																																																			256_фильм-жизнь	0.3502618596798964	0.02130029896129073	43	0.9159128553355016	230_отступление-наступление	0.2610976194303797	0.023660660893034164	75.0	1.7745495669775624																									
33	33																55_армия-гражданская_жизнь	-0.2307324608821973	0.030557503691701432	88.0	2.6890603248697262																																																			124_сражение-тыл	0.3497726062382955	0.021494575931710055	43	0.9242667650635324	150_безопасность-опасность	-0.2606200036622761	0.023926535124224227	75.0	1.794490134316817																									
34	34																219_соблюдение_закона-правонарушение	0.23069895421260395	0.030582353992827292	88.0	2.6912471513688017																																																			106_кончина-вечное_искусство	0.34665617773541035	0.02276724635276565	43	0.9789915931689231	92_жизнь-смерть	-0.2603530338749706	0.02407625153705591	75.0	1.8057188652791931																									
35	35																272_образование-невежество	0.2305575599992365	0.030687407220044757	88.0	2.7004918353639384																																																			220_власть-наука	0.3450959972825336	0.023427690824901776	43	1.0073907054707765	74_тёплые_чувства-холодные_чувства	0.2594113676450451	0.024610704050473886	75.0	1.8458028037855407																									
36	36																72_недостаток-достоинство	0.23031472160642386	0.030868541945844163	88.0	2.7164316912342863																																																			178_мыслительная_работа-физическая_работа	-0.3449612290600379	0.02348548336318787	43	1.0098757846170785	181_дополнение-устранение	-0.2589744736652394	0.024862065652577287	75.0	1.8646549239432968																									
37	37																143_неважность-значимость	0.2292297665400352	0.031688869115734465	88.0	2.7886204821846325																																																			216_старость-смерть	-0.3435009942011218	0.024119347617589517	43	1.0371319475563492	114_церковь-мирская_жизнь	-0.25866398882123925	0.025042019779788784	75.0	1.8781514834841588																									
38	38																186_движение-неподвижность	-0.2288351337936505	0.031991768003034764	88.0	2.8152755842670585																																																			198_обучение-достижение	0.34309861987552026	0.024296499905178653	43	1.0447494959226822	129_успех-беда	0.2584457006345261	0.025169197642847047	75.0	1.8876898232135289																									
39	39																181_дополнение-устранение	0.22879076608048854	0.032025974233119495	88.0	2.818285732514516																																																			89_апатия-взбудораженность	0.3420740568081904	0.02475248914892144	43	1.064357033403622	85_направление-дезориентация	-0.2578151698666688	0.02553963269413963	75.0	1.915472452060472																									
