	Unnamed: 0	я_PRON	я_PRON.1	я_PRON.2	я_PRON.3	я_PRON.4	свой_DET	свой_DET.1	свой_DET.2	свой_DET.3	свой_DET.4	они_PRON	они_PRON.1	они_PRON.2	они_PRON.3	они_PRON.4	хотеть_VERB	хотеть_VERB.1	хотеть_VERB.2	хотеть_VERB.3	хотеть_VERB.4	человек_NOUN	человек_NOUN.1	человек_NOUN.2	человек_NOUN.3	человек_NOUN.4	очень_ADV	очень_ADV.1	очень_ADV.2	очень_ADV.3	очень_ADV.4	она_PRON	она_PRON.1	она_PRON.2	она_PRON.3	она_PRON.4	думать_VERB	думать_VERB.1	думать_VERB.2	думать_VERB.3	думать_VERB.4	мочь_VERB	мочь_VERB.1	мочь_VERB.2	мочь_VERB.3	мочь_VERB.4	мой_DET	мой_DET.1	мой_DET.2	мой_DET.3	мой_DET.4	жизнь_NOUN	жизнь_NOUN.1	жизнь_NOUN.2	жизнь_NOUN.3	жизнь_NOUN.4	первый_ADJ	первый_ADJ.1	первый_ADJ.2	первый_ADJ.3	первый_ADJ.4	произойти_VERB	произойти_VERB.1	произойти_VERB.2	произойти_VERB.3	произойти_VERB.4	жить_VERB	жить_VERB.1	жить_VERB.2	жить_VERB.3	жить_VERB.4	ничто_PRON	ничто_PRON.1	ничто_PRON.2	ничто_PRON.3	ничто_PRON.4
9	9	132_правонарушение-соблюдение_закона	-0.18482694391650106	0.009139888551633307	198.0	1.8096979332233951						272_образование-невежество	-0.2542734113278757	0.03937430266915802	66.0	2.5987039761644293	266_мир-война	0.28064799979516625	0.006733112064642941	92.0	0.6194463099471506	208_неживая_природа-живая_природа	-0.34513764430473554	0.00986147621569152	55.0	0.5423811918630335																65_серьёзность-веселье	-0.44406366089117816	0.0002998915206202808	62.0	0.01859327427845741	264_безопасность-опасность	0.25359606578907884	0.010501577077997816	101	1.0606592848777794	263_влияние-зависимость	0.2588716705264585	0.028111133869927103	72.0	2.0240016386347515	183_неживая_природа-живая_природа	-0.4300178726206049	0.011138123939232795	34.0	0.3786962139339151						100_труд-отдых	-0.3410277922842444	0.023489069048002856	44.0	1.0335190381121258					
10	10	285_опасность-безопасность	0.1823034970557414	0.010153025513939302	198.0	2.010299051759982						253_соблюдение_закона-правонарушение	0.2478180813803696	0.04483171151850173	66.0	2.9588929602211143	277_неживая_природа-живая_природа	0.276705958533919	0.0075821589538888935	92.0	0.6975586237577781	140_шум-тишина	0.3390219281488778	0.011342140158555824	55.0	0.6238177087205703																87_народ-власть	0.43855602257130494	0.00036336469318953266	62.0	0.022528610977751027	86_доказательство-совпадение	-0.2532989658777702	0.010595579621862923	101	1.0701535418081554	180_потребление-вывод	-0.25247042601065445	0.032388579267090205	72.0	2.3319777072304952	258_конец-начало	0.4292040410151779	0.011308926830640166	34.0	0.3845035122417657						133_торможение-развитие	-0.3402392788318647	0.023833046267331525	44.0	1.048654035762587					
11	11	112_профессиональный-любительский	0.180695622174448	0.010849185571229054	198.0	2.148138743103353											275_жизненный_процесс-кончина	0.27618747818878225	0.007700575198294908	92.0	0.7084529182431315	168_работа-праздность	-0.3345781273010669	0.012534813624664895	55.0	0.6894147493565693																37_низ-верх	0.4278524248249109	0.0005228814660142153	62.0	0.03241865089288134	229_закрытие-открытие	-0.2531420184668288	0.010645534689712242	101	1.0751990036609365	106_кончина-вечное_искусство	0.251283493598886	0.03323883486527128	72.0	2.3931961102995323	248_спор-согласие	-0.4256100699381746	0.012089924674173396	34.0	0.41105743892189545						107_мир-драка	0.3319857345667654	0.02769301737519089	44.0	1.2184927645083992					
12	12	61_единство-разрозренность	0.18053426962151653	0.010921318414165118	198.0	2.162421046004693											238_дистанция-близость	0.2734987153310472	0.008341174259118522	92.0	0.767388031838904	37_низ-верх	0.2820588804286372	0.0369490990521529	55.0	2.032200447868409																113_скрытность-прозрачность	0.4277742078334916	0.0005242510020559346	62.0	0.03250356212746795	188_страх-надёжность	0.25264279240640924	0.010805808215319757	101	1.0913866297472952	87_народ-власть	-0.2487289290449969	0.03513230547652129	72.0	2.5295259943095334	49_развитие-откат	0.42542263510249	0.01213187363705702	34.0	0.4124837036599388						4_праздник-быт	-0.3302999927873074	0.028542080703124712	44.0	1.2558515509374872					
13	13	194_контроль-бесконтрольность	0.17844097200017536	0.01189619071441395	198.0	2.355445761453962											194_контроль-бесконтрольность	-0.2677143408162705	0.009880230243577422	92.0	0.9089811824091228																					292_экстрим-повседневность	0.4276129007096458	0.000527085692168075	62.0	0.032679312914420645	187_гармония-конфликт	0.2524679657204545	0.010862432526909991	101	1.0971056852179093	156_физический_труд-умственный_труд	-0.2471416750142699	0.036353550485144215	72.0	2.6174556349303835	247_радостное_событие_грустное_событие	0.42041500654363795	0.013298938040106166	34.0	0.4521638933636097						109_убожество-роскошь	-0.3242050758656632	0.031794207325400115	44.0	1.3989451223176048					
14	14	261_болезнь-здоровье	0.17411658825669424	0.014155458924891316	198.0	2.802780867128481											152_исчезнование-появление	0.2659432542090274	0.010398733115263488	92.0	0.9566834466042408																					297_юмор-суровость	0.4261519581561505	0.0005534002621938164	62.0	0.034310816256016605	89_апатия-взбудораженность	-0.25186722903882725	0.01105898825220336	101	1.1169578134725393	225_кража-находка	0.2406964148419252	0.04168205332629787	72.0	3.0011078394934465	190_погода-животное	0.4123121624212132	0.01538692211584629	34.0	0.5231553519387739						290_статистика-отсутствие_системы	-0.3119315593369902	0.03927455800916922	44.0	1.7280805524034455					
15	15	33_абстрактная_работа-конкретная_работа	0.17374278843746066	0.014367338200565568	198.0	2.8447329637119823											186_движение-неподвижность	0.2560485725719814	0.013756134146054996	92.0	1.2655643414370596																					25_скрытность-прозрачность	0.4247467914557399	0.0005798295662973128	62.0	0.03594943311043339	244_смерть-жизнь	0.2513685845425463	0.01122449647134517	101	1.1336741436058622	76_мир-война	-0.2401306287719558	0.04217919249485063	72.0	3.0369018596292454	180_потребление-вывод	0.4082389707997881	0.01653614591080252	34.0	0.5622289609672857						250_быт-война	-0.3091599243806306	0.041149067038219585	44.0	1.8105589496816616					
16	16	24_активность-пассивность	-0.17096250924589668	0.016032237686587538	198.0	3.174383061944332											99_благоразумие-безолаберность	-0.25370361995414564	0.014677700681456659	92.0	1.3503484626940123																					73_наука-физический_труд	0.4103901639912688	0.0009233617455114699	62.0	0.05724842822171114	247_радостное_событие_грустное_событие	-0.2488386544424156	0.0120980229461122	101	1.2219003175573322	206_расслабление-напряжение	0.23972042964613266	0.04254268285779486	72.0	3.06307316576123	132_правонарушение-соблюдение_закона	0.4017238567823612	0.018523087908166053	34.0	0.6297849888776458						90_отдых-напряжение	0.3047912703325475	0.04425143053577419	44.0	1.9470629435740645					
17	17	293_соблюдение_закона-правонарушение	-0.16998921573403272	0.016653605491395312	198.0	3.297413887296272											34_духовное_наслаждение-физическое_наслаждение	0.2515789932221171	0.01555840678000189	92.0	1.4313734237601738																					255_голод-неопределенная_тема	0.4062057958506614	0.0010534361079842381	62.0	0.06531303869502278	63_мир-война	0.2483204208364621	0.012284103878308686	101	1.2406944917091771	143_неважность-значимость	0.23885402435100545	0.04331895377843475	72.0	3.1189646720473023	36_спокойствие-деятельность	-0.3853016269305141	0.02442861953810736	34.0	0.8305730642956501						174_праздник-быт	0.3034296693265129	0.04525634166714232	44.0	1.9912790333542618					
18	18	175_нематериальное-материальное	-0.16972356420872114	0.01682680570122409	198.0	3.3317075288423705											4_праздник-быт	-0.2450516330431154	0.01855597289908514	92.0	1.7071495067158329																					162_история-одномоментное_происшествие	-0.4053061690521189	0.001083472433361352	62.0	0.06717529086840382	263_влияние-зависимость	0.2477765902738988	0.012482055976242658	101	1.2606876536005085	189_наука-религия	0.2364139288450647	0.04556833738207995	72.0	3.2809202915097564	60_восстание-смирение	-0.3844042518874599	0.0247915620185693	34.0	0.8429131086313562						77_природные_процессы-военные_процессы	0.3025865623162594	0.04588782372125615	44.0	2.0190642437352704					
19	19	275_жизненный_процесс-кончина	0.1684601471273868	0.017672177708871337	198.0	3.499091186356525											12_частное-общее	-0.2361083040413149	0.023460900521412743	92.0	2.1584028479699717																					177_изыскание-решение	0.3998100657804047	0.0012843411435366713	62.0	0.07962915089927362	82_суматоха-спокойствие	-0.24681119787895414	0.012840312660646305	101	1.2968715787252767						230_отступление-наступление	-0.3735722529114416	0.02953411110815589	34.0	1.0041597776773004						53_подчинение-неповиновение	0.3022268315596993	0.04615942774167919	44.0	2.0310148206338843					
20	20	208_неживая_природа-живая_природа	-0.16738259022503382	0.018422135754527943	198.0	3.6475828793965333											175_нематериальное-материальное	0.2307496843728947	0.026899859713600663	92.0	2.474787093651261																					269_власть-беспорядок	0.3897943827924699	0.001738219297809592	62.0	0.1077695964641947	112_профессиональный-любительский	0.24663971080413785	0.012904879928242552	101	1.3033928727524977						188_страх-надёжность	0.3695936603025449	0.03145250339469385	34.0	1.0693851154195908						147_рассудительность-беспокойство	0.2994748759846625	0.04828064332208558	44.0	2.1243483061717656					
21	21	78_популярность-безвестность	0.1664013414609178	0.01912895805365173	198.0	3.7875336946230433											74_тёплые_чувства-холодные_чувства	0.2242351553323509	0.031648290962079134	92.0	2.9116427685112805																					248_спор-согласие	-0.3776046052855291	0.0024812039544412482	62.0	0.15383464517535736	222_религия-повседневность	-0.245945233807173	0.013169261064482084	101	1.3300953675126903						274_единство-разрозренность	-0.3647026477578708	0.033949031114428804	34.0	1.1542670578905794															
22	22	286_начало-конец	-0.1613407807639796	0.023159725882107924	198.0	4.585625724657369											55_армия-гражданская_жизнь	0.2190307830017009	0.0359326636661853	92.0	3.305805057289048																					143_неважность-значимость	0.37677040668450495	0.0025411339221008385	62.0	0.15755030317025198	184_правонарушение-соблюдение_закона	0.2453532405244421	0.013398338574739571	101	1.3532321960486966						47_журналистика-литература	-0.3486460267908838	0.04330024192024634	34.0	1.4722082252883752															
23	23	160_победа-поражение	-0.15938322581833733	0.024904687261815862	198.0	4.93112807783954											96_наука-быт	0.21807584685717868	0.03676935535512271	92.0	3.3827806926712887																					245_любовь-ненависть	0.3762977201255739	0.002575662033583025	62.0	0.15969104608214754	212_наука-быт	0.2449464186723667	0.013557765549135216	101	1.369334320462657																									
24	24	5_польза-вред	0.15517268109686272	0.029044081147215267	198.0	5.750728067148622											76_мир-война	0.2159584092701807	0.038682923081565984	92.0	3.5588289235040698																					279_соблюдение_закона-правонарушение	-0.37383908421820894	0.0027620884868368354	62.0	0.1712494861838838	201_вирус-растение	-0.24439848872341816	0.013775097369877571	101	1.3912848343576347																									
25	25	6_холодное_отношение-тёплое_отношение	0.1549488650983144	0.02927966517121306	198.0	5.7973737039001865											280_радость-недовольство	0.2146811294773804	0.03987694888749055	92.0	3.66867929764913																					156_физический_труд-умственный_труд	0.3617800122888599	0.003861655201963351	62.0	0.23942262252172775	142_равенство-иерархия	-0.2443553784726343	0.013792324532612369	101	1.3930247777938494																									
26	26	75_действующее_лицо-зритель	0.15383347322562782	0.030478173816139393	198.0	6.034678415595599											138_война-мир	-0.21420968777935948	0.04032535997848916	92.0	3.709933118021002																					265_радость-недовольство	0.3609903023530563	0.003945612791050777	62.0	0.24462799304514815	135_запрет-толчок	-0.2441065422377384	0.013892127868696409	101	1.4031049147383374																									
27	27	49_развитие-откат	-0.14974771830664618	0.035231847320147634	198.0	6.975905769389232											6_холодное_отношение-тёплое_отношение	0.21097961760003464	0.04351202733858338	92.0	4.003106515149671																					181_дополнение-устранение	0.34691754451060186	0.005737889401813781	62.0	0.3557491429124544	246_чистота-беспорядок	-0.24396261831759986	0.013950139048559443	101	1.4089640439045037																									
28	28	10_рутина-отдых	0.14465214864452608	0.04202677184229146	198.0	8.32130082477371											260_быт-искусство	0.2101607749489164	0.04435228521197173	92.0	4.080410239501399																					210_спешка-неторопливость	0.3458486626256825	0.005899478011125753	62.0	0.3657676366897966	100_труд-отдых	-0.2423242005196511	0.014625521416905532	101	1.477177663107459																									
29	29	67_неизменность-изменение	-0.1445564941639081	0.04216417464332792	198.0	8.348506579378927											118_покой-беспокойство	-0.208645877921486	0.04594229412594238	92.0	4.226691059586699																					300_беспокойство-спокойствие	0.3448379172316701	0.006055940946374703	62.0	0.3754683386752315	12_частное-общее	0.2413919168415486	0.015022354086309062	101	1.5172577627172152																									
30	30	124_сражение-тыл	-0.14437480116556853	0.04242620611592755	198.0	8.400388810953656											44_упорядоченность-однородная_масса	0.20780622754901745	0.04684372122956969	92.0	4.309622353120411																					13_личные_отношения-иерархические_отношения	-0.32714143820442715	0.00944998688861601	62.0	0.5858991870941925	136_апатия-взбудораженность	0.24102885242628055	0.015179402892601562	101	1.5331196921527577																									
31	31	118_покой-беспокойство	0.14362678971446488	0.043519402632181	198.0	8.616841721171838											297_юмор-суровость	-0.20650927792159726	0.048264811892143294	92.0	4.440362694077184																					167_дополнение-устранение	0.3267822795367664	0.009533266521829323	62.0	0.591062524353418	23_мир-конфликт	-0.2395728825387504	0.01582359186868879	101	1.5981827787375682																									
32	32	249_порыв-покой	-0.14328950996724704	0.04401999613780707	198.0	8.7159592352858											60_восстание-смирение	0.20643836356629924	0.048343529568757364	92.0	4.4476047203256766																					164_устранение-дополнение	-0.3265738132545409	0.009581896438666564	62.0	0.5940775791973268	19_быстрое_явление-длительное_явление	0.2391622562854101	0.01600949856554992	101	1.6169593551205421																									
33	33	20_покой-беспокойство	-0.1420704365494746	0.04586975731748639	198.0	9.082211948862305											14_изобилие-недостаток	-0.2055881516608248	0.049295580483369565	92.0	4.535193404469999																					268_отдых-работа	-0.3262887788558469	0.009648736552439486	62.0	0.5982216662512482	236_умственный_труд-физический_труд	-0.2390147534302887	0.016076739004168974	101	1.6237506394210663																									
34	34	163_человек-инструмент	0.1418184225741596	0.04626014565413858	198.0	9.15950883951944																																				7_чужбина-родной_дом	0.32319410307901186	0.010400912918652888	62.0	0.6448566009564791	53_подчинение-неповиновение	0.23878177189635905	0.01618344363787306	101	1.6345278074251788																									
35	35	82_суматоха-спокойствие	0.14039043677384375	0.048524984895620106	198.0	9.60794700933278																																				93_учёба-отдых	0.3221363997820062	0.010669399755380768	62.0	0.6615027848336076	150_безопасность-опасность	-0.2384297844721677	0.0163458148800184	101	1.6509273028818578																									
36	36	71_изобилие-недостаток	0.13978537305468794	0.04951213089868505	198.0	9.80340191793964																																				165_улучшение-ухудшение	0.32106132418567485	0.010948431163540313	62.0	0.6788027321394993	171_работа-отдых	-0.23838075447528015	0.016368543803566067	101	1.6532229241601732																									
37	37																																									57_улица-дом	0.313768427173373	0.013013505388645069	62.0	0.8068373340959942	235_процесс-итог	0.2381287891616827	0.01648577961461083	101	1.665063741075694																									
38	38																																									271_бюрократия-творчество	0.3109042901893482	0.013911892882669906	62.0	0.8625373587255342	4_праздник-быт	-0.237419714589613	0.016819607538499006	101	1.6987803613883996																									
39	39																																									138_война-мир	0.3075278437699282	0.015039049428499185	62.0	0.9324210645669492	74_тёплые_чувства-холодные_чувства	0.2372457892857882	0.0169023773300606	101	1.7071401103361206																									
40	40																																									110_негативные_эмоции-положительные_эмоции	-0.3070731162043628	0.01519668258231235	62.0	0.9421943201033658	42_деструктивная_коммуникация-конструктивная_коммуникация	-0.2367816608832924	0.017124977922980636	101	1.7296227702210445																									
41	41																																									21_получение_результата-разработка	-0.3064254562582703	0.015423643407456968	62.0	0.9562658912623322	139_свобода-неволя	-0.2350956284572541	0.017955059538883204	101	1.813461013427204																									
42	42																																									205_отдых-рабочий_процесс	-0.29374020004624235	0.020491916657829647	62.0	1.270498832785438	243_проблема-решение_проблем	-0.2347832030130188	0.018112628248777882	101	1.8293754531265656																									
43	43																																									121_несовременность-актуальность	-0.2931884369121242	0.020741220172668638	62.0	1.2859556507054553	88_лишение-наделение	0.23475185937789336	0.018128501721589696	101	1.8309786738805596																									
44	44																																									194_контроль-бесконтрольность	-0.2888361243767658	0.022799576662632742	62.0	1.4135737530832295	160_победа-поражение	-0.23469234070154266	0.018158677004077042	101	1.8340263774117809																									
45	45																																									63_мир-война	-0.28870011769913145	0.02286658988584313	62.0	1.4177285729222742	115_наследство-собственность	0.2346168424633415	0.018197016045440592	101	1.8378986205895																									
46	46																																									235_процесс-итог	-0.2880412246909123	0.02319360552481156	62.0	1.4380035425383169	219_соблюдение_закона-правонарушение	-0.2344406844842196	0.018286742991360024	101	1.8469610421273623																									
47	47																																									67_неизменность-изменение	-0.28622857781376737	0.02411372818093856	62.0	1.4950511472181909	215_творчество-власть	0.23329398480359598	0.018880194583595508	101	1.9068996529431468																									
48	48																																									71_изобилие-недостаток	-0.2818759925800814	0.026449845261737704	62.0	1.6398904062277375	273_жар-холод	-0.23241613065264136	0.019345649791802432	101	1.9539106289720456																									
49	49																																									267_неволя-свобода	-0.28109182273906685	0.02689035858833973	62.0	1.6672022324770637	163_человек-инструмент	0.2320504643856409	0.019542426781569932	101	1.9737851049385629																									
