	Unnamed: 0	свой_DET	свой_DET.1	свой_DET.2	свой_DET.3	свой_DET.4	свой_DET.5	свой_DET.6	они_PRON	они_PRON.1	они_PRON.2	они_PRON.3	они_PRON.4	они_PRON.5	они_PRON.6	он_PRON	он_PRON.1	он_PRON.2	он_PRON.3	он_PRON.4	он_PRON.5	он_PRON.6	хотеть_VERB	хотеть_VERB.1	хотеть_VERB.2	хотеть_VERB.3	хотеть_VERB.4	хотеть_VERB.5	хотеть_VERB.6	время_NOUN	время_NOUN.1	время_NOUN.2	время_NOUN.3	время_NOUN.4	время_NOUN.5	время_NOUN.6	человек_NOUN	человек_NOUN.1	человек_NOUN.2	человек_NOUN.3	человек_NOUN.4	человек_NOUN.5	человек_NOUN.6	очень_ADV	очень_ADV.1	очень_ADV.2	очень_ADV.3	очень_ADV.4	очень_ADV.5	очень_ADV.6	она_PRON	она_PRON.1	она_PRON.2	она_PRON.3	она_PRON.4	она_PRON.5	она_PRON.6	думать_VERB	думать_VERB.1	думать_VERB.2	думать_VERB.3	думать_VERB.4	думать_VERB.5	думать_VERB.6	мочь_VERB	мочь_VERB.1	мочь_VERB.2	мочь_VERB.3	мочь_VERB.4	мочь_VERB.5	мочь_VERB.6	мой_DET	мой_DET.1	мой_DET.2	мой_DET.3	мой_DET.4	мой_DET.5	мой_DET.6	жизнь_NOUN	жизнь_NOUN.1	жизнь_NOUN.2	жизнь_NOUN.3	жизнь_NOUN.4	жизнь_NOUN.5	жизнь_NOUN.6	потом_ADV	потом_ADV.1	потом_ADV.2	потом_ADV.3	потом_ADV.4	потом_ADV.5	потом_ADV.6	знать_VERB	знать_VERB.1	знать_VERB.2	знать_VERB.3	знать_VERB.4	знать_VERB.5	знать_VERB.6	первый_ADJ	первый_ADJ.1	первый_ADJ.2	первый_ADJ.3	первый_ADJ.4	первый_ADJ.5	первый_ADJ.6	хороший_ADJ	хороший_ADJ.1	хороший_ADJ.2	хороший_ADJ.3	хороший_ADJ.4	хороший_ADJ.5	хороший_ADJ.6	еще_ADV	еще_ADV.1	еще_ADV.2	еще_ADV.3	еще_ADV.4	еще_ADV.5	еще_ADV.6	произойти_VERB	произойти_VERB.1	произойти_VERB.2	произойти_VERB.3	произойти_VERB.4	произойти_VERB.5	произойти_VERB.6	ждать_VERB	ждать_VERB.1	ждать_VERB.2	ждать_VERB.3	ждать_VERB.4	ждать_VERB.5	ждать_VERB.6	день_NOUN	день_NOUN.1	день_NOUN.2	день_NOUN.3	день_NOUN.4	день_NOUN.5	день_NOUN.6	видеть_VERB	видеть_VERB.1	видеть_VERB.2	видеть_VERB.3	видеть_VERB.4	видеть_VERB.5	видеть_VERB.6	жить_VERB	жить_VERB.1	жить_VERB.2	жить_VERB.3	жить_VERB.4	жить_VERB.5	жить_VERB.6	ничто_PRON	ничто_PRON.1	ничто_PRON.2	ничто_PRON.3	ничто_PRON.4	ничто_PRON.5	ничто_PRON.6
9	9	98_разрушение-поддержание	2.3103970735780734	0.022221798292271982	54	163	218	4.844352027715291																																																									216_старость-смерть	-2.1282963961492767	0.03950583787542642	26.0	110.0	136.0	5.372793951057992																						169_потеря-приобретение	2.187035174062976	0.0325378481236351	14.0	57.0	71.0	2.3101872167780924																						206_расслабление-напряжение	2.115520055525662	0.04167652262804557	12.0	36.0	48.0	2.0004730861461875																						181_дополнение-устранение	-2.2161891925125703	0.031353105767900215	13.0	52.0	65.0	2.037951874913514							
10	10	181_дополнение-устранение	-2.2968771431822987	0.023473652886050415	54	163	218	5.117256329158991																																																									174_праздник-быт	-2.078881664356473	0.04485766558547522	26.0	110.0	136.0	6.100642519624629																						253_соблюдение_закона-правонарушение	2.1602485661993294	0.03617986443670281	14.0	57.0	71.0	2.5687703750058994																						255_голод-неопределенная_тема	2.2163957648440733	0.04485610265061999	12.0	36.0	48.0	2.15309292722976																						250_быт-война	-2.216183607822051	0.032585236001804366	13.0	52.0	65.0	2.118040340117284							
11	11	234_холодное_отношение-тёплое_отношение	-2.2543030995354854	0.025475988833034827	54	163	218	5.5537655656015925																																																									90_отдых-напряжение	-2.0193517772663694	0.046272822925003516	26.0	110.0	136.0	6.29310391780048																						67_неизменность-изменение	2.130961669929605	0.038016777604279336	14.0	57.0	71.0	2.6991912099038333																						146_разум-чувство	-2.0695021410875265	0.04926505033751953	12.0	36.0	48.0	2.3647224162009373																						164_устранение-дополнение	2.120233947202522	0.037938315590837525	13.0	52.0	65.0	2.465990513404439							
12	12	297_юмор-суровость	-2.2146866942501404	0.028520465270223574	54	163	218	6.217461428908741																																																																																					155_поражение-победа	2.171738255232265	0.038482818421844124	14.0	57.0	71.0	2.732280107950933																																																		42_деструктивная_коммуникация-конструктивная_коммуникация	-2.116756324062803	0.03824072573322508	13.0	52.0	65.0	2.4856471726596303							
13	13	211_больница-дом	2.2025527094084314	0.028690246416482268	54	163	218	6.254473718793134																																																																																					171_работа-отдых	-2.119642605698493	0.040050647369043214	14.0	57.0	71.0	2.8435959632020675																																																		100_труд-отдых	-2.1419708110269733	0.03888963360996248	13.0	52.0	65.0	2.5278261846475614							
14	14	96_наука-быт	2.2065963456869984	0.029416797337136463	54	163	218	6.41286181949575																																																																																					213_обозрение-сокрытие	-2.097914944740239	0.04152234396307269	14.0	57.0	71.0	2.948086421378161																																																		94_проблема-решение_проблем	-2.0836337195420813	0.04133724463922875	13.0	52.0	65.0	2.6869209015498687							
15	15	184_правонарушение-соблюдение_закона	2.1913642577856627	0.0298794797146608	54	163	218	6.513726577796055																																																																																					174_праздник-быт	2.0661148496442427	0.04258141278996257	14.0	57.0	71.0	3.0232803080873416																																																		174_праздник-быт	2.0946278284304225	0.043036098105577764	13.0	52.0	65.0	2.7973463768625546							
16	16	219_соблюдение_закона-правонарушение	-2.1791726605323056	0.030467390398555512	54	163	218	6.641891106885102																																																																																					97_активность-пассивность	-2.0667785413647546	0.04260356809352071	14.0	57.0	71.0	3.02485333463997																																																															
17	17	28_неисправность-отлаженность	-2.143931710393046	0.033335722399605465	54	163	218	7.267187483113991																																																																																					64_человеческое_взаимодействие-механическое_взаимодействие	-2.0544346049946953	0.044309906720373035	14.0	57.0	71.0	3.146003377146485																																																															
18	18	208_неживая_природа-живая_природа	-2.1500874720417764	0.03398823365786953	54	163	218	7.409434937415558																																																																																																																																																										
19	19	20_покой-беспокойство	-2.1146978432576216	0.03570079188808875	54	163	218	7.782772631603347																																																																																																																																																										
20	20	233_неопределенная_тема-часть_целого	2.1282389743279007	0.035769224259862134	54	163	218	7.797690888649945																																																																																																																																																										
21	21	282_путешествие-домоседство	-2.124254362864181	0.035836369856669416	54	163	218	7.812328628753932																																																																																																																																																										
22	22	97_активность-пассивность	-2.086391323599888	0.038384093122511086	54	163	218	8.367732300707418																																																																																																																																																										
23	23	218_трусость-мужество	-2.0599407465507404	0.04259406110475256	54	163	218	9.28550532083606																																																																																																																																																										
24	24	115_наследство-собственность	2.0465156952257697	0.04284659141867959	54	163	218	9.34055692927215																																																																																																																																																										
25	25	46_идея-реализация	-2.0492272103409803	0.04318852396273518	54	163	218	9.415098223876267																																																																																																																																																										
26	26	276_начало-конец	-2.041346397852384	0.04338837544255502	54	163	218	9.458665846476997																																																																																																																																																										
27	27	44_упорядоченность-однородная_масса	2.041867248454612	0.04371372991293152	54	163	218	9.529593121019072																																																																																																																																																										
28	28	108_творчество-власть	-2.0351667685488133	0.044946586658524815	54	163	218	9.798355891558408																																																																																																																																																										
29	29	220_власть-наука	-2.019937935309103	0.045661654117028036	54	163	218	9.954240597512113																																																																																																																																																										
30	30	66_курируемый-куратор	-2.015426022775252	0.046802518885042034	54	163	218	10.202949116939164																																																																																																																																																										
31	31	239_радость-недовольство	-2.0080400401872978	0.047198441681164084	54	163	218	10.289260286493773																																																																																																																																																										
32	32	269_власть-беспорядок	-2.0098361919110577	0.047370055642686766	54	163	218	10.326672130105717																																																																																																																																																										
33	33	199_уют-неуют	-1.9872869536850049	0.048793390632491135	54	163	218	10.636959157883071																																																																																																																																																										
34	34	94_проблема-решение_проблем	-1.989272213156979	0.048921435183283526	54	163	218	10.66487286995581																																																																																																																																																										
35	35	110_негативные_эмоции-положительные_эмоции	1.9849729288307671	0.049245517581393165	54	163	218	10.735522832743712																																																																																																																																																										
36	36	162_история-одномоментное_происшествие	1.9813672712578432	0.049901690506222084	54	163	218	10.878568530356414																																																																																																																																																										
