	Unnamed: 0	они_PRON	они_PRON.1	они_PRON.2	они_PRON.3	они_PRON.4	он_PRON	он_PRON.1	он_PRON.2	он_PRON.3	он_PRON.4	очень_ADV	очень_ADV.1	очень_ADV.2	очень_ADV.3	очень_ADV.4	мы_PRON	мы_PRON.1	мы_PRON.2	мы_PRON.3	мы_PRON.4	жизнь_NOUN	жизнь_NOUN.1	жизнь_NOUN.2	жизнь_NOUN.3	жизнь_NOUN.4	потом_ADV	потом_ADV.1	потом_ADV.2	потом_ADV.3	потом_ADV.4	год_NOUN	год_NOUN.1	год_NOUN.2	год_NOUN.3	год_NOUN.4	хороший_ADJ	хороший_ADJ.1	хороший_ADJ.2	хороший_ADJ.3	хороший_ADJ.4	произойти_VERB	произойти_VERB.1	произойти_VERB.2	произойти_VERB.3	произойти_VERB.4	день_NOUN	день_NOUN.1	день_NOUN.2	день_NOUN.3	день_NOUN.4	видеть_VERB	видеть_VERB.1	видеть_VERB.2	видеть_VERB.3	видеть_VERB.4	жить_VERB	жить_VERB.1	жить_VERB.2	жить_VERB.3	жить_VERB.4	ничто_PRON	ничто_PRON.1	ничто_PRON.2	ничто_PRON.3	ничто_PRON.4
9	9						69_труд-месть	-0.19896989700755965	0.002904403461722899	222.0	0.6447775685024836	203_концепция-хаотичность	-0.13589471823601784	0.008325564791872393	376	3.13041236174402						38_личное-общее	-0.16223480997806006	0.03195161317882784	175.0	5.591532306294871											77_природные_процессы-военные_процессы	0.12578614442118008	0.028319054944060968	304.0	8.608992702994534	289_недовольство-радость	-0.20856687241614344	0.03109454783177369	107.0	3.327116617999785						245_любовь-ненависть	-0.17656200708587333	0.0397606426088443	136.0	5.4074473948028245	64_человеческое_взаимодействие-механическое_взаимодействие	-0.1930360207022264	0.027171616961968292	131.0	3.5594818220178457					
10	10						295_прощение-мстительность	0.1915917342920937	0.0041684161688568255	222.0	0.9253883894862156	182_светское_общество-религия	-0.13587175671729054	0.008336621468153045	376	3.1345696720255445						282_путешествие-домоседство	0.1620476479168561	0.03215265924763218	175.0	5.626715368335632											129_успех-беда	0.12413068672787103	0.03048343052839133	304.0	9.266962880630963	98_разрушение-поддержание	0.20710240236642016	0.03232367690463101	107.0	3.4586334287955185						219_соблюдение_закона-правонарушение	0.17653533054327694	0.039791063275516986	136.0	5.411584605470312	259_процесс-итог	-0.1929542618844796	0.02723800950172339	131.0	3.568179244725764					
11	11						283_героизм-малодушие	-0.1908995272938983	0.004309366373878733	222.0	0.9566793350010788	118_покой-беспокойство	-0.135378662360517	0.008577240092170493	376	3.2250422746561056						134_физическое-абстрактное	0.16019945064768346	0.034196312277703006	175.0	5.984354648598026											61_единство-разрозренность	0.12325365384709197	0.03168631056389491	304.0	9.632638411424056	212_наука-быт	-0.2027733147132928	0.036199436442252236	107.0	3.8733396993209905						168_работа-праздность	0.1754981801787701	0.04098900874994257	136.0	5.5745051899921885	124_сражение-тыл	0.19215817939385826	0.027891735054439242	131.0	3.653817292131541					
12	12						159_реальная_жизнь-выдуманная_жизнь	0.1905083216791348	0.004390910064767857	222.0	0.9747820343784644	58_формирование-перестройка	-0.13536990457519926	0.0085815690103289	376	3.2266699478836665						112_профессиональный-любительский	-0.155759812808012	0.039559238104322485	175.0	6.922866668256434											212_наука-быт	0.1212080513402546	0.034650212523133384	304.0	10.533664607032547	292_экстрим-повседневность	0.1996164409516091	0.03926576104840057	107.0	4.20143643217886						176_животное-человек	0.17497405131509833	0.04160579808648845	136.0	5.658388539762429	25_скрытность-прозрачность	0.1902667713617538	0.029498727814474542	131.0	3.8643333436961655					
13	13						34_духовное_наслаждение-физическое_наслаждение	-0.1897409107770754	0.004554917065034774	222.0	1.0111915884377198	209_отрицание-утверждение	0.1350431100530523	0.008744498480421112	376	3.2879314286383376						208_неживая_природа-живая_природа	0.15518445077733892	0.04030347458352063	175.0	7.053108052116111											225_кража-находка	0.12081999595754647	0.03523828295769448	304.0	10.712438019139123	14_изобилие-недостаток	0.19882268362382266	0.04007006191710623	107.0	4.287496625130366						115_наследство-собственность	-0.1720062105962569	0.04524664688971728	136.0	6.15354397700155	34_духовное_наслаждение-физическое_наслаждение	-0.18989391522221305	0.02982463418176908	131.0	3.9070270778117497					
14	14						170_спокойствие-суматоха	0.18768798721433907	0.005021083244582425	222.0	1.1146804802972978	141_микробиология-неопределенная_тема	0.13346762177637464	0.00956924472721878	376	3.5980360174342616						132_правонарушение-соблюдение_закона	0.15178696993860846	0.04494202089568068	175.0	7.864853656744118											39_целостность-пустота	-0.11922569392738598	0.03774406556792876	304.0	11.474195932650346	35_кончина-вечное_искусство	-0.1970685052164999	0.04189648178837658	107.0	4.482923551356294						83_речь-текст	0.1690161559473226	0.0491795000605387	136.0	6.6884120082332625	5_польза-вред	0.1892036642786524	0.030436046917026064	131.0	3.9871221461304134					
15	15						272_образование-невежество	-0.1875238602453332	0.005060140420706421	222.0	1.123351173396825	52_близость-расстояние	-0.13345441216227155	0.009576442342479764	376	3.6007423207723908						3_спокойствие-суматоха	0.15164035803030335	0.04515183887278376	175.0	7.901571802737157											218_трусость-мужество	-0.11547517175655438	0.044239041504189516	304.0	13.448668617273615	95_доброта-злость	-0.1961249404892274	0.042907293314711235	107.0	4.591080384674103											278_физический_труд-умственный_труд	0.1888448534202158	0.030758057171632755	131.0	4.0293054894838916					
16	16						30_стихийное_собрание-мероприятия	0.1868594119167817	0.005221061005495362	222.0	1.1590755432199704	210_спешка-неторопливость	0.13288806367985315	0.009889589865114908	376	3.718485789283205						14_изобилие-недостаток	-0.14846121146875946	0.04990675938948372	175.0	8.733682893159651											103_познание-непостижимость	-0.11435278871517315	0.046356291555954776	304.0	14.092312633010252	255_голод-неопределенная_тема	-0.19606166744083756	0.04297579650391002	107.0	4.598410225918372											51_творческая_реализация - эмоциональное_переживание	0.1886252051677	0.030956600714046288	131.0	4.055314693540064					
17	17						251_недостаток-достоинство	-0.18665913056713	0.005270459158063753	222.0	1.1700419330901533	90_отдых-напряжение	-0.1326158001363529	0.010043339573388843	376	3.7762956795942064																					74_тёплые_чувства-холодные_чувства	0.11420246395305113	0.04664620526568795	304.0	14.18044640076914	261_болезнь-здоровье	-0.19546793861800127	0.0436230527425635	107.0	4.667666643454295											37_низ-верх	0.18799084640829064	0.0315361222420837	131.0	4.131232013712965					
18	18						64_человеческое_взаимодействие-механическое_взаимодействие	-0.18575530228820952	0.005498638095818321	222.0	1.2206976572716672	121_несовременность-актуальность	-0.1324804514389429	0.010120558302680972	376	3.805329921808045																					59_увядание-расцвет	0.1135593449011814	0.04790371158585515	304.0	14.562728322099964																41_развлечение-когнитивная-способность	-0.18741686051175974	0.032068389502543024	131.0	4.2009590248331365					
19	19						240_осторожность-риск	-0.18378134075490785	0.006028033963430565	222.0	1.3382235398815854	176_животное-человек	0.13224613780962965	0.010255483603979954	376	3.856061835096463																																									138_война-мир	-0.18730323476597646	0.03217465403421005	131.0	4.214879678481517					
20	20						172_наука-быт	-0.1826502852621857	0.0063515128670725545	222.0	1.4100358564901072	287_вода-земля	0.13154312812059374	0.01066991806032408	376	4.0118891906818535																																									202_отставание-лидерство	-0.18711751395845608	0.03234898503612992	131.0	4.23771703973302					
21	21						42_деструктивная_коммуникация-конструктивная_коммуникация	-0.18069723350205966	0.006946755909331024	222.0	1.5421798118714871	139_свобода-неволя	0.1311317546989235	0.010919248375431295	376	4.105637389162167																																									68_власть-народ	0.187071325831286	0.03239246453445371	131.0	4.243412854013436					
22	22						90_отдых-напряжение	0.18003541000179496	0.007159472404467949	222.0	1.5894028737918846	25_скрытность-прозрачность	0.13074211933146365	0.011160144698017323	376	4.196214406454514																																									216_старость-смерть	-0.18582228192919725	0.033587160374906874	131.0	4.399918009112801					
23	23						273_жар-холод	0.17649398164933827	0.008399415706725373	222.0	1.8646702868930327	109_убожество-роскошь	0.13035701239493128	0.011402849035631948	376	4.287471237397612																																									191_техническое_взаимодействие-животные_взаимоотношения	-0.18518921361956905	0.03420677165614699	131.0	4.481087086955255					
24	24						178_мыслительная_работа-физическая_работа	-0.1729266601221804	0.009837734142088205	222.0	2.1839769795435813	300_беспокойство-спокойствие	0.12947067474085236	0.011979250393839343	376	4.504198148083593																																									299_веселье-грусть	-0.18498810992305104	0.03440560997025152	131.0	4.50713490610295					
25	25						85_направление-дезориентация	-0.17275288429726232	0.009913058564084963	222.0	2.200699001226862	239_радость-недовольство	0.12862216892105408	0.012554998260958563	376	4.720679346120421																																									27_труд-фортуна	0.18490783542716285	0.03448525229243867	131.0	4.517568050309466					
26	26						223_бытовые_ситуации-глобальные_происшествия	-0.17191247577590538	0.010284587360866241	222.0	2.283178394112305	238_дистанция-близость	-0.12854109526022034	0.012611267037054064	376	4.74183640593233																																									265_радость-недовольство	0.1847536751422728	0.034638635078548564	131.0	4.537661195289862					
27	27						118_покой-беспокойство	0.17147284929052006	0.010483799111254887	222.0	2.327403402698585	79_многообразие-единство	-0.12793142584711628	0.01304157566578146	376	4.903632450333829																																									161_холодное_отношение-тёплое_отношение	0.18462555404376232	0.03476654783040987	131.0	4.5544177657836915					
28	28						177_изыскание-решение	-0.17103985697985885	0.010683329478122077	222.0	2.371699144143101	22_деятельность_наверху-деятельность_в_земле	0.12756151465171925	0.01330892018648932	376	5.004153990119986																																									197_проблема-решение_проблем	0.1846000503486384	0.03479205757322523	131.0	4.557759542092505					
29	29						80_сон-бодрствование	0.17060556463456775	0.01088682026091402	222.0	2.4168740979229133	173_отдых-работа	-0.1274006943672819	0.013426646173827654	376	5.048418961359198																																									1_иерархия-равенство	0.18385322375350172	0.03554609605624096	131.0	4.656538583367565					
30	30						120_усталость-покой	-0.17057545637788546	0.010901053685905934	222.0	2.420033918271117	254_свобода-неволя	0.1272226298327726	0.013558063951012429	376	5.097832045580673																																									113_скрытность-прозрачность	0.18360655907539689	0.03579815026612568	131.0	4.6895576848624625					
31	31						89_апатия-взбудораженность	-0.16960165796827625	0.011370353884467988	222.0	2.5242185623518933	155_поражение-победа	-0.1267099429570185	0.01394278641852468	376	5.24248769336528																																									293_соблюдение_закона-правонарушение	0.18341133754301905	0.03599870375727705	131.0	4.715830192203293					
32	32						189_наука-религия	0.1676925567272944	0.012342350806911392	222.0	2.740001879134329	233_неопределенная_тема-часть_целого	-0.12622483207203686	0.014315620411583374	376	5.382673274755349																																									287_вода-земля	0.1821849740325655	0.0372803344197522	131.0	4.883723808987538					
33	33						169_потеря-приобретение	0.16598795360449076	0.013271247925398487	222.0	2.9462170394384644	36_спокойствие-деятельность	-0.12603318931468147	0.014465304755186691	376	5.438954587950198																																									133_торможение-развитие	0.18174068125264392	0.037754024724355566	131.0	4.945777238890578					
34	34						49_развитие-откат	-0.16595321140195538	0.013290801770242023	222.0	2.9505579929937285	230_отступление-наступление	-0.12585533589468295	0.014605446849837726	376	5.491648015538983																																									15_древняя_работа-современная_работа	0.18167253420459886	0.03782712656727948	131.0	4.955353580313612					
35	35						253_соблюдение_закона-правонарушение	0.16515931241059956	0.013744575183952269	222.0	3.051295690837404	262_серьезность-шутка	0.12579988071005585	0.014649386669176081	376	5.508169387610207																																									44_упорядоченность-однородная_масса	-0.1812310370251684	0.038303612143104064	131.0	5.017773190746632					
36	36						100_труд-отдых	-0.16508242232773251	0.013789237197310669	222.0	3.0612106578029685	1_иерархия-равенство	0.12577391061933135	0.014670003898114847	376	5.515921465691181																																									71_изобилие-недостаток	0.18096748591781134	0.0385904457971468	131.0	5.05534839942623					
37	37						185_беда-счастье	0.16493320767712802	0.013876272611165752	222.0	3.0805325196787967	108_творчество-власть	0.1255919904090222	0.0148151429462001	376	5.570493747771238																																									209_отрицание-утверждение	0.1809226123912232	0.038639462807228235	131.0	5.061769627746899					
38	38						86_доказательство-совпадение	0.164738612713094	0.013990501419546041	222.0	3.105891315139221	268_отдых-работа	-0.12553954724306615	0.014857216345347087	376	5.586313345850504																																									136_апатия-взбудораженность	0.18063304376310108	0.03895702827584782	131.0	5.103370704136065					
39	39						82_суматоха-спокойствие	0.16381963070324088	0.014541161254861434	222.0	3.2281377985792385	153_прерывание-продолжение	0.12543350779915272	0.01494260873001774	376	5.618420882486671																																									170_спокойствие-суматоха	0.18057636783723308	0.03901943959415035	131.0	5.111546586833696					
40	40						110_негативные_эмоции-положительные_эмоции	0.1636288706930579	0.014657815625739812	222.0	3.2540350689142383	228_народ-власть	-0.12528037812566614	0.015066682271827246	376	5.665072534207043																																									125_разработка-разрушение	0.18018002445786288	0.03945824135889783	131.0	5.169029618015616					
41	41						91_здоровье-болезнь	0.16285543691465526	0.015139225268966447	222.0	3.3609080097105517	193_порядок-беспорядок	0.12525944266607258	0.015083715292141519	376	5.671476949845212																																									48_отдаление-приближение	0.17986294767575367	0.03981225915370317	131.0	5.215405949135115					
42	42						179_работа-искусство	-0.16245922139963476	0.015391156945187556	222.0	3.4168368418316373	158_конец-начало	0.12508608641687893	0.01522540759844718	376	5.724753257016139																																									261_болезнь-здоровье	0.17939657812226914	0.040337800394409117	131.0	5.2842518516675945					
43	43						14_изобилие-недостаток	-0.16207621950909473	0.01563816274862861	222.0	3.4716721301955515	192_производство-наука	0.12474737658534113	0.015505622935963363	376	5.830114223922224																																									9_трудности-отсутствие_проблем	-0.17892853973551506	0.040871055026980165	131.0	5.3541082085344005					
44	44						32_разруха-реализация	0.16175370578280038	0.01584883782164943	222.0	3.5184419964061733	295_прощение-мстительность	-0.12439833125328352	0.015799108008368864	376	5.940464611146692																																									187_гармония-конфликт	-0.17885353214721456	0.040957060610174484	131.0	5.365374939932857					
45	45						66_курируемый-куратор	-0.16154668337244166	0.01598537331206381	222.0	3.548752875278166	281_домоседство-путешествие	-0.12414526466899906	0.016014924116944232	376	6.021611467971032																																									74_тёплые_чувства-холодные_чувства	-0.17883582710814672	0.04097738374684985	131.0	5.3680372708373305					
46	46						125_разработка-разрушение	-0.16122104957599645	0.016202213920941108	222.0	3.596891490448926	77_природные_процессы-военные_процессы	-0.12411929438284827	0.01603721704509306	376	6.0299936089549915																																									150_безопасность-опасность	0.17876345247172487	0.041060548477025664	131.0	5.378931850490361					
47	47						266_мир-война	0.1607903292235644	0.01649297314277941	222.0	3.661440037697029	120_усталость-покой	0.12411049735301262	0.01604477458549904	376	6.032835244147639																																									195_болезнь-работа	-0.17855603838519046	0.041299668469578665	131.0	5.410256569514806					
48	48						79_многообразие-единство	0.1599597615782966	0.01706652319327684	222.0	3.7887681489074576	70_единство-разрозренность	0.12329121324263045	0.016762433926902003	376	6.3026751565151535																																									106_кончина-вечное_искусство	-0.17799720624197435	0.04194973279953028	131.0	5.495414996738466					
49	49						244_смерть-жизнь	0.1597539068028337	0.017211336100571004	222.0	3.8209166143267623	189_наука-религия	-0.12311772812587755	0.016917951214999238	376	6.3611496568397135																																									227_иерархия-равенство	0.17790434812186506	0.04205857531462702	131.0	5.50967336621614					
50	50						209_отрицание-утверждение	-0.1597164464077316	0.017237803220077504	222.0	3.8267923148572063	50_проблема-взаимовыручка	0.12245854337634506	0.01752042276976712	376	6.587678961432437																																									221_получение_денег-отсутствие_денег	0.17785243860077293	0.04211952327514119	131.0	5.517657549043496					
51	51						122_неопределенная_тема-здоровье	0.15960143903587795	0.017319281717235475	222.0	3.8448805412262748	143_неважность-значимость	0.12167989037011928	0.018256146273514802	376	6.864310998841567																																									36_спокойствие-деятельность	-0.1778274883721151	0.04214884408614643	131.0	5.521498575285182					
52	52						201_вирус-растение	-0.15882108636881126	0.0178810448543123	222.0	3.96959195765733	116_смерть-жизнь	-0.12108104879782945	0.01884015990602349	376	7.083900124664832																																									96_наука-быт	0.1777368944983224	0.04225545101130772	131.0	5.535464082481312					
53	53						280_радость-недовольство	0.15767589475896535	0.01873413646894837	222.0	4.15897829610654	14_изобилие-недостаток	0.1205235168879956	0.01939844843185948	376	7.2938166103791655																																									175_нематериальное-материальное	-0.17759804878657987	0.042419276078904174	131.0	5.556925166336447					
54	54						225_кража-находка	0.1575210242586985	0.018852176716470773	222.0	4.185183231056512	200_природа-техника	0.12015355871777847	0.019776806332118983	376	7.436079180876737																																									233_неопределенная_тема-часть_целого	-0.1775669343609653	0.04245606094760369	131.0	5.561743984136083					
55	55						71_изобилие-недостаток	0.15668181787457222	0.019503107761677112	222.0	4.329689923092319	171_работа-отдых	0.11971104385348134	0.02023778390922867	376	7.609406749869978																																									79_многообразие-единство	-0.17743250853239184	0.042615291778839166	131.0	5.582603223027932					
56	56						243_проблема-решение_проблем	-0.15630980353382454	0.01979784335994616	222.0	4.3951212259080465	17_полемика-консенсус	-0.11963368673418386	0.02031932017822676	376	7.640064387013264																																									110_негативные_эмоции-положительные_эмоции	-0.1773778940578296	0.042680126445274656	131.0	5.5910965643309805					
57	57						262_серьезность-шутка	-0.15597107342769914	0.020069560714127962	222.0	4.4554424785364075	112_профессиональный-любительский	-0.11924155102736755	0.020737045889593738	376	7.797129254487245																																									268_отдых-работа	-0.17729603986793033	0.042777452625861516	131.0	5.603846293987858					
58	58						83_речь-текст	0.15591512859500375	0.020114747316209727	222.0	4.46547390419856	232_проблема-решение_проблем	0.11871945338926546	0.021304774235671068	376	8.010595112612323																																									210_спешка-неторопливость	0.1771617717904999	0.04293750146877304	131.0	5.624812692409269					
59	59						235_процесс-итог	-0.1547923267585492	0.021040458795209868	222.0	4.670981852536592	208_неживая_природа-живая_природа	0.1185814573164847	0.021457065240380633	376	8.067856530383116																																									200_природа-техника	0.17714296816370534	0.042959955457231636	131.0	5.627754164897344					
