	Unnamed: 0	свой_DET	свой_DET.1	свой_DET.2	свой_DET.3	свой_DET.4	хотеть_VERB	хотеть_VERB.1	хотеть_VERB.2	хотеть_VERB.3	хотеть_VERB.4	время_NOUN	время_NOUN.1	время_NOUN.2	время_NOUN.3	время_NOUN.4	человек_NOUN	человек_NOUN.1	человек_NOUN.2	человек_NOUN.3	человек_NOUN.4	она_PRON	она_PRON.1	она_PRON.2	она_PRON.3	она_PRON.4	думать_VERB	думать_VERB.1	думать_VERB.2	думать_VERB.3	думать_VERB.4	мочь_VERB	мочь_VERB.1	мочь_VERB.2	мочь_VERB.3	мочь_VERB.4	мой_DET	мой_DET.1	мой_DET.2	мой_DET.3	мой_DET.4	мы_PRON	мы_PRON.1	мы_PRON.2	мы_PRON.3	мы_PRON.4	жизнь_NOUN	жизнь_NOUN.1	жизнь_NOUN.2	жизнь_NOUN.3	жизнь_NOUN.4	потом_ADV	потом_ADV.1	потом_ADV.2	потом_ADV.3	потом_ADV.4	первый_ADJ	первый_ADJ.1	первый_ADJ.2	первый_ADJ.3	первый_ADJ.4	хороший_ADJ	хороший_ADJ.1	хороший_ADJ.2	хороший_ADJ.3	хороший_ADJ.4	еще_ADV	еще_ADV.1	еще_ADV.2	еще_ADV.3	еще_ADV.4	произойти_VERB	произойти_VERB.1	произойти_VERB.2	произойти_VERB.3	произойти_VERB.4	ждать_VERB	ждать_VERB.1	ждать_VERB.2	ждать_VERB.3	ждать_VERB.4	день_NOUN	день_NOUN.1	день_NOUN.2	день_NOUN.3	день_NOUN.4	видеть_VERB	видеть_VERB.1	видеть_VERB.2	видеть_VERB.3	видеть_VERB.4	ничто_PRON	ничто_PRON.1	ничто_PRON.2	ничто_PRON.3	ничто_PRON.4
9	9	64_человеческое_взаимодействие-механическое_взаимодействие	-0.1473041240236714	0.029683345449811	218.0	6.470969308058798						51_творческая_реализация - эмоциональное_переживание	0.2465114934396316	0.02059811916515552	88.0	1.8126344865336852						147_рассудительность-беспокойство	-0.14468679845762655	0.017362142097507336	270.0	4.687778366326981						24_активность-пассивность	-0.2066074508917965	0.015809035218826685	136.0	2.1500287897604293						7_чужбина-родной_дом	0.2525206122358339	0.03631981274221977	69.0	2.5060670792131643	12_частное-общее	-0.16650035348165146	0.039035779461366216	154.0	6.011510037050398	105_сущность-внешность	0.2708180397149157	0.041591655734641984	57.0	2.3707243768745934	140_шум-тишина	0.3350278027073097	0.02808562427166053	43.0	1.2076818436814032	296_равенство-иерархия	0.34997400749964674	0.00208448587243528	75	0.156336440432646																														
10	10	161_холодное_отношение-тёплое_отношение	0.14489669642135106	0.032486546303688864	218.0	7.082067094204173						197_проблема-решение_проблем	0.2437346743676756	0.022116012863851738	88.0	1.9462091320189532						263_влияние-зависимость	-0.1435032617629131	0.01831028281260939	270.0	4.943776359404535						69_труд-месть	-0.2039465057353089	0.01724048692585263	136.0	2.344706221915958						62_жизнь-смерть	0.2413513193268447	0.045735179710837584	69.0	3.1557274000477937	222_религия-повседневность	0.16594423457799634	0.03970364544676618	154.0	6.114361398801992	37_низ-верх	-0.2679403629378231	0.043894292397564726	57.0	2.501974666661189	37_низ-верх	0.3331810531237611	0.02901828370596755	43.0	1.2477861993566046	189_наука-религия	0.3495532980106008	0.002112300756164281	75	0.1584225567123211																														
11	11	117_живая_природа-неживая_природа	-0.14188687496754585	0.03630510923438585	218.0	7.9145138130961135						210_спешка-неторопливость	0.2435282974718851	0.0222325446824909	88.0	1.9564639320591992						127_начало-конец	-0.13959517317868433	0.021768338964470536	270.0	5.877451520407045						196_неуют-уют	0.20256157557846965	0.018029033185876404	136.0	2.451948513279191						192_производство-наука	-0.23983219055568025	0.04715864320585295	69.0	3.2539463812038534	106_кончина-вечное_искусство	-0.16543880884469686	0.04031893462850862	154.0	6.209115932790327	270_древность-современность	-0.26791022254945224	0.04391895259744539	57.0	2.5033802980543878	226_человек-транспорт	0.3298218784423349	0.03078054269366883	43.0	1.32356333582776	278_физический_труд-умственный_труд	-0.3493397001922978	0.0021265497790622858	75	0.15949123342967142																														
12	12	249_порыв-покой	0.13697023201743674	0.043357881869170035	218.0	9.452018247479067						85_направление-дезориентация	0.2410640895146473	0.023664992194865862	88.0	2.0825193131481963						108_творчество-власть	0.13682986273175984	0.02454442099739924	270.0	6.626993669297794						109_убожество-роскошь	-0.20068554628295826	0.019146892256952087	136.0	2.603977346945484						236_умственный_труд-физический_труд	0.23879793260441895	0.048148454438061164	69.0	3.32224335622622	276_начало-конец	0.16520660548626995	0.04060428413365056	154.0	6.2530597565821875	289_недовольство-радость	0.2653312463547395	0.04607152641927464	57.0	2.6260770058986544	13_личные_отношения-иерархические_отношения	-0.3290462609946241	0.031199765578548363	43.0	1.3415899198775794	102_фантастика-реальность	0.34770330439434194	0.002238607987574174	75	0.16789559906806306																														
13	13	199_уют-неуют	-0.13625533691018474	0.04447334391686355	218.0	9.695188973876254						8_застой-работа	-0.23869029351593826	0.02511853863928677	88.0	2.2104314002572356						15_древняя_работа-современная_работа	-0.13626098848935925	0.025151886956759174	270.0	6.791009478324977						85_направление-дезориентация	-0.20045870051037715	0.019286038454215226	136.0	2.6229012297732703						115_наследство-собственность	-0.2372868659641351	0.04962519461510309	69.0	3.4241384284421126	1_иерархия-равенство	0.16485562503727366	0.041038812150848085	154.0	6.319977071230607						194_контроль-бесконтрольность	-0.3208650667790081	0.03591588413606918	43.0	1.5443830178509748	153_прерывание-продолжение	-0.3474971707240497	0.002253093093850268	75	0.16898198203877007																														
14	14	101_фиксация-пересмотр	-0.13503289008255148	0.04643643541405293	218.0	10.123142920263538						200_природа-техника	0.2357059300701537	0.027053073921220284	88.0	2.3806705050673846						51_творческая_реализация - эмоциональное_переживание	0.13611085934917108	0.025314342816225736	270.0	6.834872560380949						299_веселье-грусть	0.19716516153229088	0.02140687561067596	136.0	2.91133508305193											218_трусость-мужество	-0.16362549693771014	0.04259267320541395	154.0	6.5592716736337495						61_единство-разрозренность	0.3196926896920997	0.03663729973156603	43.0	1.5754038884573391	174_праздник-быт	0.3440175707933441	0.0025106305395422948	75	0.18829729046567206																														
15	15											258_конец-начало	0.23505147764713824	0.02749379167583916	88.0	2.419453667473846						9_трудности-отсутствие_проблем	-0.13457022925958928	0.027034315872584612	270.0	7.299265285597847						189_наука-религия	0.1965974892679248	0.021792014260792882	136.0	2.963713939467832											5_польза-вред	0.16284875029942675	0.043598982365212334	154.0	6.7142432842426985						162_история-одномоментное_происшествие	-0.3196113615473609	0.03668778215914517	43.0	1.5775746328432425	216_старость-смерть	0.3434707798382418	0.002553413992055495	75	0.19150604940416213																														
16	16											216_старость-смерть	-0.2321379034342313	0.029530391488459026	88.0	2.5986744509843938						177_изыскание-решение	0.13360043270959482	0.02816768405160553	270.0	7.605274693933492						295_прощение-мстительность	0.19578406433111836	0.022354269219263177	136.0	3.040180613819792											249_порыв-покой	-0.162785197933264	0.04368218988883117	154.0	6.727057242879999						238_дистанция-близость	-0.3171677483711558	0.03823140527480843	43.0	1.6439504268167624	173_отдых-работа	0.34267499003295954	0.002616847024795069	75	0.19626352685963014																														
17	17											288_радость-недовольство	-0.2303297150129219	0.030857332207916838	88.0	2.715445234296682						30_стихийное_собрание-мероприятия	0.13340197126500955	0.02840457175159144	270.0	7.669234372929687						102_фантастика-реальность	0.19458057136929224	0.02320900292841136	136.0	3.1564243982639457											192_производство-наука	0.16227374109145892	0.04435667379852951	154.0	6.830927764973545						229_закрытие-открытие	0.3162641388793396	0.03881550612492255	43.0	1.6690667633716696	253_соблюдение_закона-правонарушение	0.3426739037410513	0.002616934569476365	75	0.1962700927107274																														
18	18											79_многообразие-единство	-0.2300578708836583	0.031061108987431925	88.0	2.7333775908940097						19_быстрое_явление-длительное_явление	-0.13253727620760872	0.029456708271901867	270.0	7.953311233413505						300_беспокойство-спокойствие	-0.19453340377172146	0.02324306551446909	136.0	3.161056909967796											30_стихийное_собрание-мероприятия	0.16081494566824914	0.04632842236193168	154.0	7.134577043737479						14_изобилие-недостаток	-0.31293260893604274	0.04103242492549519	43.0	1.7643942717962933	250_быт-война	-0.3402067456503769	0.0028226625791243857	75	0.21169969343432893																														
19	19											189_наука-религия	-0.22760917247327625	0.03294834494906	88.0	2.8994543555172796						31_интеллект-культура	-0.13231201478924134	0.029736211667447943	270.0	8.028777150210948						297_юмор-суровость	-0.1942444061348808	0.02345270665252203	136.0	3.189568104742996											142_равенство-иерархия	-0.16066180462596716	0.04653958519425662	154.0	7.167096119915519						211_больница-дом	-0.31240373016019873	0.04139367539951145	43.0	1.7799280421789925	54_реальность-когнитивные_процессы	-0.3394825585568681	0.0028857353863612537	75	0.21643015397709406																														
20	20											272_образование-невежество	0.2273666008900317	0.033140438432700134	88.0	2.916358582077612						153_прерывание-продолжение	0.13226243891145106	0.029798028736904375	270.0	8.045467758964179						219_соблюдение_закона-правонарушение	-0.18778802529228167	0.02857743613642249	136.0	3.886531314553458											206_расслабление-напряжение	-0.16028815025476836	0.04705817703318865	154.0	7.2469592631110515						180_потребление-вывод	0.3111500477066824	0.042260368357440466	43.0	1.81719583936994	292_экстрим-повседневность	-0.3379636167157445	0.0030221349544471807	75	0.22666012158353854																														
21	21											109_убожество-роскошь	0.22554908535135065	0.03460990879618304	88.0	3.0456719740641067						195_болезнь-работа	-0.12934373383740488	0.0336362401409042	270.0	9.081784838044133						43_энергия-покой	-0.18663247045745635	0.029588716499217106	136.0	4.024065443893527											158_конец-начало	-0.15924681803058052	0.04852888519579221	154.0	7.473448320152						88_лишение-наделение	-0.30888772116560104	0.0438617283153445	43.0	1.8860543175598137	155_поражение-победа	0.3378640922249141	0.003031269951720643	75	0.2273452463790482																														
22	22											73_наука-физический_труд	0.22416406173587228	0.0357660774441868	88.0	3.1474148150884385						88_лишение-наделение	-0.12912927992476053	0.033934131858183635	270.0	9.16221560170958						91_здоровье-болезнь	0.1831815164490823	0.03279175254476725	136.0	4.459678346088347											204_столкновение-мир	0.1591935267730115	0.048605166753265455	154.0	7.48519568000288						201_вирус-растение	-0.3082943590198017	0.04428979771690661	43.0	1.9044613018269845	134_физическое-абстрактное	-0.3356466018597773	0.003241305900455768	75	0.2430979425341826																														
23	23											26_ненависть-дружба	0.2231911699349359	0.03659741925855706	88.0	3.2205728947530217						179_работа-искусство	0.1286195946280244	0.034651132626013936	270.0	9.355805809023764						135_запрет-толчок	0.1831565674070939	0.03281593771965295	136.0	4.4629675298728015											18_уменьшение-расширение	-0.15852188158688527	0.0495751401234016	154.0	7.634571579003847						219_соблюдение_закона-правонарушение	0.3074512679335526	0.04490386068988169	43.0	1.9308660096649128	150_безопасность-опасность	-0.3350038229194281	0.003304568572601085	75	0.2478426429450814																														
24	24											66_курируемый-куратор	0.22314854421705815	0.03663420993611054	88.0	3.2238104743777267						236_умственный_труд-физический_труд	-0.1282012159116578	0.0352492655256736	270.0	9.517301691931873						1_иерархия-равенство	-0.18252018692190586	0.0334379585426421	136.0	4.547562361799326																					199_уют-неуют	0.3055692975999349	0.04629953937482214	43.0	1.9908801931173519	169_потеря-приобретение	0.33474006075783924	0.003330845253136341	75	0.2498133939852256																														
25	25											280_радость-недовольство	-0.2222835672924257	0.03738749330777301	88.0	3.2900994110840247						85_направление-дезориентация	0.12818926298536815	0.03526648190994078	270.0	9.52195011568401						190_погода-животное	-0.18183425874590556	0.03411954819002895	136.0	4.640258553843936																					122_неопределенная_тема-здоровье	0.3053726904757868	0.04644735043790518	43.0	1.9972360688299229	29_негативные_чувства-духовные_чувства	-0.334628852498219	0.003341979839439107	75	0.25064848795793304																														
26	26											2_неживая_природа-живая_природа	0.2207756376109622	0.03873166829918873	88.0	3.4083868103286084						107_мир-драка	0.12804131482587353	0.03548017036116827	270.0	9.579645997515431						121_несовременность-актуальность	0.18126196922251267	0.0346971680079934	136.0	4.718814849087102																										115_наследство-собственность	0.3338814633492045	0.003417676216994209	75	0.2563257162745657																														
27	27											253_соблюдение_закона-правонарушение	-0.2197765227317135	0.039644316649041896	88.0	3.488699865115686						291_работа-санкция	-0.12748230470325528	0.03629751879517792	270.0	9.800330074698037						296_равенство-иерархия	0.1812311306506405	0.03472852687955531	136.0	4.7230796556195225																										33_абстрактная_работа-конкретная_работа	-0.33277434448329035	0.0035326159597539384	75	0.26494619698154537																														
28	28											111_нежелание-желание	-0.2197297854695168	0.03968744441039662	88.0	3.4924951081149027						165_улучшение-ухудшение	0.12741349306453567	0.03639922522120033	270.0	9.827790809724087						231_злость-радость	0.18065407539245906	0.03531974645196543	136.0	4.8034855174672995																										291_работа-санкция	0.3317674852228493	0.003640123743980968	75	0.2730092807985726																														
