	Unnamed: 0	я_PRON	я_PRON.1	я_PRON.2	я_PRON.3	я_PRON.4	они_PRON	они_PRON.1	они_PRON.2	они_PRON.3	они_PRON.4	он_PRON	он_PRON.1	он_PRON.2	он_PRON.3	он_PRON.4	хотеть_VERB	хотеть_VERB.1	хотеть_VERB.2	хотеть_VERB.3	хотеть_VERB.4	очень_ADV	очень_ADV.1	очень_ADV.2	очень_ADV.3	очень_ADV.4	она_PRON	она_PRON.1	она_PRON.2	она_PRON.3	она_PRON.4	думать_VERB	думать_VERB.1	думать_VERB.2	думать_VERB.3	думать_VERB.4	мочь_VERB	мочь_VERB.1	мочь_VERB.2	мочь_VERB.3	мочь_VERB.4	мы_PRON	мы_PRON.1	мы_PRON.2	мы_PRON.3	мы_PRON.4	жизнь_NOUN	жизнь_NOUN.1	жизнь_NOUN.2	жизнь_NOUN.3	жизнь_NOUN.4	знать_VERB	знать_VERB.1	знать_VERB.2	знать_VERB.3	знать_VERB.4	произойти_VERB	произойти_VERB.1	произойти_VERB.2	произойти_VERB.3	произойти_VERB.4	день_NOUN	день_NOUN.1	день_NOUN.2	день_NOUN.3	день_NOUN.4	жить_VERB	жить_VERB.1	жить_VERB.2	жить_VERB.3	жить_VERB.4	ничто_PRON	ничто_PRON.1	ничто_PRON.2	ничто_PRON.3	ничто_PRON.4
9	9						52_близость-расстояние	-0.4154964168423668	0.027887957625157656	28.0	0.7808628135044143																															7_чужбина-родной_дом	0.970112429073986	0.029887570926013907	4.0	0.11955028370405565	175_нематериальное-материальное	-0.6373620040727314	0.01059370815821766	15	0.1589056223732649	241_нападение-оборона	0.9772830189910888	0.02271698100891117	4.0	0.0908679240356447						215_творчество-власть	-0.5034002642624315	0.04682955586787087	16.0	0.7492728938859339	219_соблюдение_закона-правонарушение	0.6436237902398299	0.04464308007322625	10.0	0.4464308007322625	52_близость-расстояние	0.892833183613025	0.04143019572007155	5.0	0.20715097860035775
10	10						30_стихийное_собрание-мероприятия	0.41145122818671176	0.029606352581309864	28.0	0.8289778722766761																															204_столкновение-мир	-0.9687378806776709	0.03126211932232903	4.0	0.12504847728931612	86_доказательство-совпадение	0.6139421942034433	0.014905682520879641	15	0.2235852378131946	166_порядочность-мошенничество	-0.9719177079053791	0.028082292094620983	4.0	0.11232916837848396											24_активность-пассивность	-0.6364106073299831	0.047890081334548834	10.0	0.4789008133454883	274_единство-разрозренность	-0.8919315488587759	0.0419482634881226	5.0	0.20974131744061295
11	11						268_отдых-работа	-0.3960192713472824	0.03696453486747992	28.0	1.0350069762894378																															27_труд-фортуна	-0.9684851621145528	0.03151483788544729	4.0	0.12605935154178916	248_спор-согласие	0.609958865510644	0.01575711423457615	15	0.23635671351864224	153_прерывание-продолжение	-0.9711029542130832	0.028897045786916875	4.0	0.1155881831476675																27_труд-фортуна	-0.8887390539506824	0.043798975684884896	5.0	0.21899487842442447
12	12						279_соблюдение_закона-правонарушение	0.3873096079187819	0.04172338716023781	28.0	1.1682548404866586																															186_движение-неподвижность	0.9566564475300096	0.043343552469990436	4.0	0.17337420987996174	280_радость-недовольство	0.5970468801354686	0.0187769394159054	15	0.2816540912385809	1_иерархия-равенство	-0.9695975483170725	0.030402451682927656	4.0	0.12160980673171062																82_суматоха-спокойствие	0.8887081417261454	0.04381701940651975	5.0	0.21908509703259876
13	13						296_равенство-иерархия	0.3822179054892051	0.044723678115292535	28.0	1.252262987228191																															165_улучшение-ухудшение	-0.9546722760655812	0.04532772393441886	4.0	0.18131089573767545	5_польза-вред	0.5966847508332835	0.018867592212507032	15	0.28301388318760545	51_творческая_реализация - эмоциональное_переживание	-0.9686676044758292	0.031332395524170886	4.0	0.12532958209668354																58_формирование-перестройка	0.8882905631585678	0.04406099442670048	5.0	0.2203049721335024
14	14						48_отдаление-приближение	-0.37616597050202377	0.048509680283630036	28.0	1.3582710479416409																															202_отставание-лидерство	0.9522198124564256	0.04778018754357438	4.0	0.19112075017429755	20_покой-беспокойство	-0.5930101966454031	0.019806550888497698	15	0.2970982633274655	57_улица-дом	0.9678502034691095	0.03214979653089045	4.0	0.1285991861235618																197_проблема-решение_проблем	-0.8857372644868001	0.0455620928761911	5.0	0.2278104643809555
15	15																																									236_умственный_труд-физический_труд	0.9512251173563128	0.04877488264368735	4.0	0.19509953057474935	2_неживая_природа-живая_природа	-0.5830923086655374	0.02251981512925659	15	0.33779722693884884	19_быстрое_явление-длительное_явление	0.9659910612013822	0.03400893879861777	4.0	0.1360357551944711																233_неопределенная_тема-часть_целого	0.8816120160231844	0.04802072733028537	5.0	0.24010363665142684
16	16																																														174_праздник-быт	0.57840509502241	0.023896584978595	15	0.35844877467892505	145_высказывание-умалчивание	0.9616869708714102	0.038313029128589804	4.0	0.15325211651435922																				
17	17																																														122_неопределенная_тема-здоровье	-0.5756218137020087	0.024743859240010803	15	0.371157888600162	185_беда-счастье	0.9599227017041873	0.040077298295812865	4.0	0.16030919318325146																				
18	18																																														137_вертикальные_отношения-горизонтальные_отношения	-0.5733737424992169	0.025444708601563653	15	0.3816706290234548	226_человек-транспорт	0.9580284127749008	0.041971587225099305	4.0	0.16788634890039722																				
19	19																																														49_развитие-откат	-0.5722755633604483	0.02579249948245517	15	0.3868874922368276	176_животное-человек	0.9574606198601546	0.042539380139845366	4.0	0.1701575205593815																				
20	20																																														94_проблема-решение_проблем	-0.5696900118930689	0.02662556986854326	15	0.3993835480281489	12_частное-общее	-0.9511944726745736	0.04880552732542631	4.0	0.19522210930170525																				
21	21																																														275_жизненный_процесс-кончина	0.5679208006607341	0.027207249618936613	15	0.4081087442840492	116_смерть-жизнь	0.9500384769308756	0.04996152306912427	4.0	0.19984609227649708																				
22	22																																														150_безопасность-опасность	-0.5616637701440739	0.02934184820069195	15	0.4401277230103792																									
23	23																																														241_нападение-оборона	0.5522815068325727	0.03277637204762245	15	0.4916455807143367																									
24	24																																														114_церковь-мирская_жизнь	-0.5518192120460063	0.032953069294226464	15	0.494296039413397																									
25	25																																														90_отдых-напряжение	0.5481224485154699	0.03439188156471558	15	0.5158782234707338																									
26	26																																														230_отступление-наступление	0.5474375057441884	0.03466355509867742	15	0.5199533264801612																									
27	27																																														103_познание-непостижимость	-0.5452780176687817	0.03553062019059755	15	0.5329593028589632																									
28	28																																														295_прощение-мстительность	0.5432195813923554	0.03637212554328257	15	0.5455818831492385																									
29	29																																														169_потеря-приобретение	0.5428263771697577	0.036534550795525915	15	0.5480182619328886																									
30	30																																														140_шум-тишина	0.5390580912985866	0.03811878051469555	15	0.5717817077204332																									
31	31																																														100_труд-отдых	-0.5363653198718102	0.03928185087048429	15	0.5892277630572643																									
32	32																																														24_активность-пассивность	-0.5347124349447061	0.040008740928111866	15	0.6001311139216781																									
33	33																																														290_статистика-отсутствие_системы	-0.5322813510782727	0.041095987908397434	15	0.6164398186259616																									
34	34																																														113_скрытность-прозрачность	-0.5317964132790242	0.04131546635036955	15	0.6197319952555432																									
35	35																																														96_наука-быт	-0.5213504308563223	0.04625775296287315	15	0.6938662944430972																									
36	36																																														161_холодное_отношение-тёплое_отношение	0.5211339195055003	0.04636460360423196	15	0.6954690540634794																									
37	37																																														125_разработка-разрушение	-0.5206135154500312	0.04662217419188068	15	0.6993326128782102																									
38	38																																														286_начало-конец	-0.5143202276825318	0.049821255693033216	15	0.7473188353954984																									
39	39																																														291_работа-санкция	0.5140698402988405	0.04995178898805636	15	0.7492768348208454																									
