	Unnamed: 0	я_PRON	я_PRON.1	я_PRON.2	я_PRON.3	я_PRON.4	свой_DET	свой_DET.1	свой_DET.2	свой_DET.3	свой_DET.4	хотеть_VERB	хотеть_VERB.1	хотеть_VERB.2	хотеть_VERB.3	хотеть_VERB.4	время_NOUN	время_NOUN.1	время_NOUN.2	время_NOUN.3	время_NOUN.4	очень_ADV	очень_ADV.1	очень_ADV.2	очень_ADV.3	очень_ADV.4	она_PRON	она_PRON.1	она_PRON.2	она_PRON.3	она_PRON.4	думать_VERB	думать_VERB.1	думать_VERB.2	думать_VERB.3	думать_VERB.4	мочь_VERB	мочь_VERB.1	мочь_VERB.2	мочь_VERB.3	мочь_VERB.4	мой_DET	мой_DET.1	мой_DET.2	мой_DET.3	мой_DET.4	жизнь_NOUN	жизнь_NOUN.1	жизнь_NOUN.2	жизнь_NOUN.3	жизнь_NOUN.4	потом_ADV	потом_ADV.1	потом_ADV.2	потом_ADV.3	потом_ADV.4	первый_ADJ	первый_ADJ.1	первый_ADJ.2	первый_ADJ.3	первый_ADJ.4	хороший_ADJ	хороший_ADJ.1	хороший_ADJ.2	хороший_ADJ.3	хороший_ADJ.4	еще_ADV	еще_ADV.1	еще_ADV.2	еще_ADV.3	еще_ADV.4	произойти_VERB	произойти_VERB.1	произойти_VERB.2	произойти_VERB.3	произойти_VERB.4	ждать_VERB	ждать_VERB.1	ждать_VERB.2	ждать_VERB.3	ждать_VERB.4	день_NOUN	день_NOUN.1	день_NOUN.2	день_NOUN.3	день_NOUN.4	жить_VERB	жить_VERB.1	жить_VERB.2	жить_VERB.3	жить_VERB.4	ничто_PRON	ничто_PRON.1	ничто_PRON.2	ничто_PRON.3	ничто_PRON.4
9	9						298_очевидный-скрытый	-0.15484061086691325	0.022203982838249085	218.0	4.8404682587383006																										153_прерывание-продолжение	0.20803524610659346	0.015084439887642897	136.0	2.0514838247194342	119_окончание-процесс	-0.2605925201731854	0.03184951559417189	68.0	2.1657670604036885											76_мир-война	0.4235441013622689	0.004653607990852377	43	0.2001051436066522	51_творческая_реализация - эмоциональное_переживание	0.2851492777366013	0.013149174714296184	75.0	0.9861881035722136						212_наука-быт	0.3285453335570101	0.022612154294036475	48.0	1.0853834061137508																				
10	10						159_реальная_жизнь-выдуманная_жизнь	-0.15332332699809398	0.02356297651052026	218.0	5.1367288792934165																										281_домоседство-путешествие	-0.20738735949683354	0.01540957309704636	136.0	2.095701941198305	245_любовь-ненависть	-0.25799040906509296	0.03366159623331557	68.0	2.2889885438654587											214_спешка-неторопливость	0.4215002733549609	0.004877863740215035	43	0.2097481408292465	150_безопасность-опасность	0.2840909402134974	0.01350752078759447	75.0	1.0130640590695854						280_радость-недовольство	0.3280378401370412	0.02283439460405293	48.0	1.0960509409945407																				
11	11						285_опасность-безопасность	-0.15328396730431884	0.023599163374473896	218.0	5.144617615635308																										297_юмор-суровость	0.2063709159345184	0.015931952501336083	136.0	2.1667455401817066	172_наука-быт	0.2575423871825391	0.0339821244766653	68.0	2.3107844644132403											125_разработка-разрушение	0.4208261858633562	0.004953862157260421	43	0.21301607276219808	236_умственный_труд-физический_труд	-0.28401950056519465	0.013532011315714344	75.0	1.0149008486785758						195_болезнь-работа	-0.3144470872647752	0.02950505072029708	48.0	1.4162424345742597																				
12	12						210_спешка-неторопливость	0.1515397289578663	0.025251605262360186	218.0	5.504849947194519																										63_мир-война	-0.20472782836939504	0.0168089555766205	136.0	2.2860179584203872	162_история-одномоментное_происшествие	0.25574308520960315	0.03529518848841739	68.0	2.4000728172123824											264_безопасность-опасность	0.4145850679398878	0.0057078812759274325	43	0.24543889486487966	108_творчество-власть	0.2839542668279052	0.013554407915399856	75.0	1.0165805936549892						263_влияние-зависимость	0.3134650889055656	0.03004405665274206	48.0	1.4421147193316188																				
13	13						4_праздник-быт	0.1502389890919021	0.02654774540373901	218.0	5.787408498015103																										271_бюрократия-творчество	0.2032954061579387	0.01760740215520794	136.0	2.3946066931082797	218_трусость-мужество	-0.25483725685872805	0.035972073935709385	68.0	2.4461010276282393											243_проблема-решение_проблем	0.4031323010940693	0.0073530251163120034	43	0.3161800800014162	184_правонарушение-соблюдение_закона	-0.2829618624507569	0.013899104366887922	75.0	1.0424328275165942						144_физический_труд-искусство	0.3033990829423199	0.03605597255495799	48.0	1.7306866826379834																				
14	14						161_холодное_отношение-тёплое_отношение	-0.15018757914116607	0.02660012491184024	218.0	5.798827230781172																										127_начало-конец	-0.20238929887215065	0.018129274718035947	136.0	2.4655813616528888	76_мир-война	0.25451953585310444	0.03621203983781659	68.0	2.4624187089715286											219_соблюдение_закона-правонарушение	-0.4029835003606729	0.007376845099187738	43	0.3172043392650727	50_проблема-взаимовыручка	0.2824829803714975	0.014068129908333732	75.0	1.05510974312503						168_работа-праздность	0.29336850848881946	0.04300008803685404	48.0	2.064004225768994																				
15	15						49_развитие-откат	0.14894830259126055	0.02788986602972457	218.0	6.079990794479955																										4_праздник-быт	0.2021109385617912	0.01829226228602356	136.0	2.4877476708992035	145_высказывание-умалчивание	0.2495756865295913	0.040121012869708976	68.0	2.7282288751402097											197_проблема-решение_проблем	-0.3989281531556908	0.008052182029611787	43	0.3462438272733068	296_равенство-иерархия	-0.2789401590190901	0.015374694126735759	75.0	1.153102059505182						214_спешка-неторопливость	0.2918969703914456	0.04410512869034939	48.0	2.1170461771367712																				
16	16						137_вертикальные_отношения-горизонтальные_отношения	0.14766163128337825	0.029285211955707824	218.0	6.384176206344305																										294_испытание-безмятежность	-0.2010100990643524	0.01894932215864197	136.0	2.577107813575308	200_природа-техника	-0.24814600993013397	0.04131449261869335	68.0	2.809385498071148											279_соблюдение_закона-правонарушение	0.39099903520984575	0.009527655018915315	43	0.40968916581335857	244_смерть-жизнь	-0.2785706234190333	0.015516815197675832	75.0	1.1637611398256873						278_физический_труд-умственный_труд	0.28772728546826576	0.0473627362271272	48.0	2.2734113389021053																				
17	17						61_единство-разрозренность	0.1421146806688756	0.03600336984739426	218.0	7.84873462673195																										256_фильм-жизнь	0.1998581580569861	0.019658634580058683	136.0	2.6735743028879804	106_кончина-вечное_искусство	0.24539484482570856	0.04369382571428272	68.0	2.9711801485712246											137_вертикальные_отношения-горизонтальные_отношения	-0.38803661715959104	0.010135573176593773	43	0.4358296465935323	85_направление-дезориентация	0.2723659013203909	0.018077742407146963	75.0	1.3558306805360223																														
18	18						94_проблема-решение_проблем	0.14129945275333294	0.0370930681844953	218.0	8.086288864219974																										228_народ-власть	-0.19569107280918344	0.02241933415723854	136.0	3.0490294453844413	4_праздник-быт	-0.24309663303904816	0.045767080597568066	68.0	3.112161480634629											168_работа-праздность	0.38422801760360414	0.01096573899835817	43	0.4715267769294013	173_отдых-работа	-0.2714801326563224	0.01847137676723757	75.0	1.3853532575428178																														
19	19						239_радость-недовольство	0.14111198196530708	0.03734756260045111	218.0	8.141768646898342																										9_трудности-отсутствие_проблем	-0.19556201202732998	0.022509905978877996	136.0	3.061347213127408	120_усталость-покой	-0.24254622120617075	0.04627545233895725	68.0	3.1467307590490927											283_героизм-малодушие	0.38183062142450935	0.0115175873075525	43	0.4952562542247575	66_курируемый-куратор	0.2707203601737301	0.01881484881058184	75.0	1.4111136607936376																														
20	20						254_свобода-неволя	0.14060183914331054	0.038047572298513535	218.0	8.294370761075951																										231_злость-радость	-0.19094454803676025	0.02596380289245526	136.0	3.531077193373916	204_столкновение-мир	0.23920279539289735	0.04946422450031394	68.0	3.3635672660213483											79_многообразие-единство	0.3810563864714796	0.01170079903824256	43	0.5031343586444301	230_отступление-наступление	-0.2682676816631139	0.019961216626887518	75.0	1.497091247016564																														
21	21						33_абстрактная_работа-конкретная_работа	0.14035832841396848	0.03838560108820619	218.0	8.36806103722895																										24_активность-пассивность	0.1903360497668	0.02645111515022884	136.0	3.5973516604311224	265_радость-недовольство	-0.2391028743922698	0.04956222707737397	68.0	3.3702314412614305											206_расслабление-напряжение	0.3780993985940154	0.012423609488672705	43	0.5342152080129262	129_успех-беда	-0.2681345303163845	0.02002512319707393	75.0	1.501884239780545																														
22	22						291_работа-санкция	-0.14004652263255266	0.03882213153860303	218.0	8.463224675415459																										291_работа-санкция	-0.18974744495170995	0.02692990865118922	136.0	3.6624675765617343																67_неизменность-изменение	0.37619775854702986	0.012908284068448229	43	0.5550562149432738	292_экстрим-повседневность	0.2670148454492744	0.02056947239917164	75.0	1.5427104299378729																														
23	23						208_неживая_природа-живая_природа	0.1382387202918323	0.04143641248613927	218.0	9.033137921978359																										102_фантастика-реальность	-0.18811687650890366	0.028295080246416207	136.0	3.8481309135126036																226_человек-транспорт	-0.3748779377801123	0.013254056464382585	43	0.5699244279684511	130_размеренная_жизнь-напряжённая_жизнь	-0.26674198093920337	0.020704027517334325	75.0	1.5528020638000744																														
24	24						76_мир-война	-0.13585776210993694	0.04510402311840014	218.0	9.83267703981123																										74_тёплые_чувства-холодные_чувства	-0.1878773502557189	0.028500504224589617	136.0	3.876068574544188																288_радость-недовольство	0.3692195037040904	0.014827213007713676	43	0.637570159331688	289_недовольство-радость	-0.266629284472295	0.02075981932998244	75.0	1.5569864497486827																														
25	25						62_жизнь-смерть	0.13553264544786492	0.04562531051467077	218.0	9.946317692198226																										189_наука-религия	-0.18786413157915094	0.028511877794455912	136.0	3.877615380046004																95_доброта-злость	0.3658208716028495	0.015846159502305286	43	0.6813848585991273	284_учеба-производство	-0.2664582800571347	0.02084472232059369	75.0	1.5633541740445267																														
26	26						116_смерть-жизнь	-0.1340573846486887	0.0480544722931231	218.0	10.475874959900835																										203_концепция-хаотичность	-0.1867732907114177	0.029463872191536383	136.0	4.007086618048948																40_уклад_жизни-дисциплина	-0.3639624372061819	0.016427983294368714	43	0.7064032816578547	179_работа-искусство	0.26576491584458906	0.02119201840658353	75.0	1.5894013804937648																														
27	27						280_радость-недовольство	-0.1339805534239071	0.048183883776651164	218.0	10.504086663309954																										125_разработка-разрушение	0.1867046628866538	0.029524658165745	136.0	4.01535351054132																132_правонарушение-соблюдение_закона	0.36197367118067536	0.017070518560157788	43	0.7340322980867848	200_природа-техника	0.2650666006477935	0.02154677102373329	75.0	1.6160078267799969																														
28	28						65_серьёзность-веселье	-0.1339622506013907	0.048214755172401945	218.0	10.510816627583623																										255_голод-неопределенная_тема	0.18600885210687698	0.03014700655537007	136.0	4.09999289153033																45_наука-быт	0.3619174963058229	0.017088971560839075	43	0.7348257771160802	75_действующее_лицо-зритель	-0.2648311383792509	0.02166752442540578	75.0	1.6250643319054336																														
29	29						246_чистота-беспорядок	0.13392965986893351	0.04826976685483441	218.0	10.5228091743539																										116_смерть-жизнь	-0.18428890288905989	0.03173336751805022	136.0	4.31573798245483																157_отсутствие_чувств-чувства	0.3584452677872347	0.01826274343435215	43	0.7852979676771424	89_апатия-взбудораженность	0.2644206316336101	0.021879426351358703	75.0	1.6409569763519032																														
30	30						155_поражение-победа	-0.13310253058415286	0.049683546805459784	218.0	10.831013203590233																										261_болезнь-здоровье	-0.18292864414629428	0.033037582587337	136.0	4.4931112318778315																93_учёба-отдых	0.3567807141864906	0.018849097781764804	43	0.8105112046158865	278_физический_труд-умственный_труд	0.26364160566045264	0.0222864136727789	75.0	1.6714810254584176																														
31	31						241_нападение-оборона	-0.1330948381990992	0.04969685523514418	218.0	10.833914441261433																										181_дополнение-устранение	0.1826063963121143	0.033353114792635176	136.0	4.536023611798384																285_опасность-безопасность	-0.3564065207503205	0.0189830703535409	43	0.8162720252022586	171_работа-отдых	0.26280813345951004	0.022728965367877163	75.0	1.7046724025907871																														
32	32						117_живая_природа-неживая_природа	0.13295177311430129	0.049944910620282716	218.0	10.887990515221635																										20_покой-беспокойство	0.17910053177256452	0.03695377767617615	136.0	5.025713763959956																30_стихийное_собрание-мероприятия	-0.3557128465738392	0.019233547179598628	43	0.827042528722741	297_юмор-суровость	0.2626738077510267	0.022800983801682082	75.0	1.7100737851261558																														
33	33																																				95_доброта-злость	-0.17849553702813503	0.037607112919190964	136.0	5.11456735700997																156_физический_труд-умственный_труд	-0.3551725220961565	0.0194305726763728	43	0.8355146250840306	126_путешествие-конец_движения	-0.2626316429902754	0.02282363034240746	75.0	1.7117722756805596																														
34	34																																				239_радость-недовольство	0.1780799960603884	0.038061463897306635	136.0	5.176359090033704																210_спешка-неторопливость	-0.3544919271415417	0.01968115998272344	43	0.8462898792571079	153_прерывание-продолжение	0.2624956995481646	0.022896775422287977	75.0	1.7172581566715983																														
35	35																																				179_работа-искусство	0.17693225887877798	0.039340435966589	136.0	5.350299291456103																139_свобода-неволя	0.3520492822212215	0.02060300176773412	43	0.8859290760125671	216_старость-смерть	-0.26223342226542345	0.023038458651485117	75.0	1.727884398861384																														
36	36																																				79_многообразие-единство	-0.1752783142058209	0.04124680562351751	136.0	5.609565564798381																251_недостаток-достоинство	0.3491330616480051	0.02175076939180897	43	0.935283083847786	291_работа-санкция	-0.2615355463541261	0.02341909027866377	75.0	1.7564317708997823																														
37	37																																				1_иерархия-равенство	0.17470743775041786	0.041922515660912006	136.0	5.701462129884032																21_получение_результата-разработка	-0.34759742718348463	0.02237638797968508	43	0.9621846831264584	79_многообразие-единство	-0.2605569660471736	0.02396181506805447	75.0	1.7971361301040851																														
38	38																																				75_действующее_лицо-зритель	-0.17422530859383795	0.04250037323418707	136.0	5.780050759849441																162_история-одномоментное_происшествие	0.3470505067931072	0.02260280984785892	43	0.9719208234579336	125_разработка-разрушение	0.2591970790903724	0.02473372163837707	75.0	1.8550291228782805																														
39	39																																				164_устранение-дополнение	-0.1738740687866569	0.04292553402522678	136.0	5.837872627430843																128_неловкость-ловкость	-0.3458266451155694	0.023116432250737583	43	0.994006586781716	174_праздник-быт	-0.25883189132409506	0.024944568418819358	75.0	1.870842631411452																														
40	40																																				185_беда-счастье	-0.17371020745290994	0.04312509388834681	136.0	5.865012768815165																34_духовное_наслаждение-физическое_наслаждение	-0.34394404243206805	0.023925536289809767	43	1.0287980604618199	207_фантастика-реальность	0.2570175682738076	0.02601482865486509	75.0	1.9511121491148815																														
41	41																																				69_труд-месть	0.17360715045775402	0.04325099934877186	136.0	5.882135911432973																171_работа-отдых	-0.3435047608845089	0.024117694376945217	43	1.0370608582086442	62_жизнь-смерть	0.2568259449400725	0.026130102781738027	75.0	1.959757708630352																														
42	42																																				51_творческая_реализация - эмоциональное_переживание	0.1734686798050772	0.04342065333180109	136.0	5.9052088531249485																291_работа-санкция	-0.34288613161235554	0.02439048875956305	43	1.0487910166612109	155_поражение-победа	-0.2567252138362285	0.026190872382194964	75.0	1.9643154286646225																														
43	43																																				14_изобилие-недостаток	0.17283411314505104	0.0442052498296956	136.0	6.011913976838603																199_уют-неуют	-0.3425559084740313	0.024537156573630675	43	1.055097732666119	4_праздник-быт	0.2563494474177776	0.026418623179176027	75.0	1.9813967384382019																														
44	44																																				295_прощение-мстительность	-0.17234945304259647	0.0448124359527134	136.0	6.094491289569023																258_конец-начало	-0.34171573714677056	0.024913636610442783	43	1.0712863742490395	103_познание-непостижимость	0.25345297283315216	0.028231040720645195	75.0	2.1173280540483894																														
45	45																																				46_идея-реализация	0.1720591516442749	0.04517944719958791	136.0	6.144404819143954																238_дистанция-близость	0.34130729185938125	0.025098392811856503	43	1.0792308909098296	110_негативные_эмоции-положительные_эмоции	-0.2530109429987154	0.028516653004157545	75.0	2.138748975311816																														
46	46																																				254_свобода-неволя	0.1716563779897771	0.045692797291561615	136.0	6.214220431652381																269_власть-беспорядок	-0.3397418549693551	0.025817110707174386	43	1.1101357604084985	205_отдых-рабочий_процесс	-0.2505900965055174	0.03012442994321472	75.0	2.259332245741104																														
47	47																																				84_последовательность-разлад	0.17127477285392545	0.04618364110651644	136.0	6.280975190486235																88_лишение-наделение	0.33663340919804496	0.027295090063434488	43	1.1736888727276829	189_наука-религия	-0.2487003822041294	0.03143187353531533	75.0	2.3573905151486496																														
48	48																																				225_кража-находка	-0.17068778256185088	0.04694722849767752	136.0	6.384823075684142																49_развитие-откат	-0.33583592642859705	0.027685395564924917	43	1.1904720092917715	247_радостное_событие_грустное_событие	0.2475487392067111	0.032251799028054674	75.0	2.4188849271041004																														
49	49																																				111_нежелание-желание	-0.17044183839726385	0.0472702727022238	136.0	6.428757087502438																23_мир-конфликт	-0.3349622893991329	0.02811827945184591	43	1.2090860164293742	248_спор-согласие	0.2450301510330938	0.03410762017562129	75.0	2.5580715131715963																														
