	Unnamed: 0	свой_DET	свой_DET.1	свой_DET.2	свой_DET.3	свой_DET.4	они_PRON	они_PRON.1	они_PRON.2	они_PRON.3	они_PRON.4	он_PRON	он_PRON.1	он_PRON.2	он_PRON.3	он_PRON.4	хотеть_VERB	хотеть_VERB.1	хотеть_VERB.2	хотеть_VERB.3	хотеть_VERB.4	время_NOUN	время_NOUN.1	время_NOUN.2	время_NOUN.3	время_NOUN.4	человек_NOUN	человек_NOUN.1	человек_NOUN.2	человек_NOUN.3	человек_NOUN.4	очень_ADV	очень_ADV.1	очень_ADV.2	очень_ADV.3	очень_ADV.4	она_PRON	она_PRON.1	она_PRON.2	она_PRON.3	она_PRON.4	думать_VERB	думать_VERB.1	думать_VERB.2	думать_VERB.3	думать_VERB.4	мочь_VERB	мочь_VERB.1	мочь_VERB.2	мочь_VERB.3	мочь_VERB.4	мы_PRON	мы_PRON.1	мы_PRON.2	мы_PRON.3	мы_PRON.4	жизнь_NOUN	жизнь_NOUN.1	жизнь_NOUN.2	жизнь_NOUN.3	жизнь_NOUN.4	потом_ADV	потом_ADV.1	потом_ADV.2	потом_ADV.3	потом_ADV.4	год_NOUN	год_NOUN.1	год_NOUN.2	год_NOUN.3	год_NOUN.4	хороший_ADJ	хороший_ADJ.1	хороший_ADJ.2	хороший_ADJ.3	хороший_ADJ.4	произойти_VERB	произойти_VERB.1	произойти_VERB.2	произойти_VERB.3	произойти_VERB.4	ждать_VERB	ждать_VERB.1	ждать_VERB.2	ждать_VERB.3	ждать_VERB.4	день_NOUN	день_NOUN.1	день_NOUN.2	день_NOUN.3	день_NOUN.4	видеть_VERB	видеть_VERB.1	видеть_VERB.2	видеть_VERB.3	видеть_VERB.4	ничто_PRON	ничто_PRON.1	ничто_PRON.2	ничто_PRON.3	ничто_PRON.4
14	14																					14_изобилие-недостаток	-0.15308282878343568	0.00811773494630308	298	2.4190850139983184																																				93_учёба-отдых	0.2007015027412623	0.029317382485919575	118.0	3.4594511333385096																																			
15	15																					293_соблюдение_закона-правонарушение	-0.1528766492977408	0.008204759281193824	298	2.44501826579576																																				208_неживая_природа-живая_природа	-0.19877938059612585	0.03093612841901717	118.0	3.6504631534440257																																			
16	16																					130_размеренная_жизнь-напряжённая_жизнь	0.15110968436002692	0.008985286229529986	298	2.677615296399936																																				91_здоровье-болезнь	0.1986558475829653	0.031042704015061925	118.0	3.6630390737773073																																			
17	17																					292_экстрим-повседневность	-0.1503532113439238	0.009339142757364857	298	2.783064541694727																																				104_неподвижность-подвижность	0.1975164186271668	0.03204047049863413	118.0	3.780775518838828																																			
18	18																					216_старость-смерть	0.14955786027389073	0.009724473218010492	298	2.8978930189671273																																				267_неволя-свобода	0.19649795433643305	0.032955144776524614	118.0	3.888707083629904																																			
19	19																					59_увядание-расцвет	0.14920341608022653	0.009900688903962541	298	2.950405293380837																																				34_духовное_наслаждение-физическое_наслаждение	-0.19367816578127006	0.03560340058277632	118.0	4.201201268767607																																			
20	20																					158_конец-начало	-0.1469507388010279	0.011088259881740331	298	3.3043014447586185																																				59_увядание-расцвет	0.19243274007041772	0.036828886465694564	118.0	4.345808602951959																																			
21	21																					101_фиксация-пересмотр	-0.14638502394115752	0.01140559632892609	298	3.398867706019975																																				238_дистанция-близость	-0.19209749477180652	0.03716475717654233	118.0	4.3854413468319935																																			
22	22																					154_знание-сомнение	0.14521558773204474	0.01208712187574613	298	3.601962318972346																																				227_иерархия-равенство	-0.19206697594799424	0.03719546034431236	118.0	4.389064320628859																																			
23	23																					152_исчезнование-появление	0.14515630726456208	0.012122606264413034	298	3.612536666795084																																				200_природа-техника	-0.19202611462831196	0.03723660184832586	118.0	4.3939190181024514																																			
24	24																					100_труд-отдых	-0.14475908056191855	0.01236275893850699	298	3.684102163675083																																				235_процесс-итог	-0.1905985796350907	0.03869811256754478	118.0	4.566377282970286																																			
25	25																					225_кража-находка	0.14444419710052192	0.01255609819506191	298	3.7417172621284487																																				163_человек-инструмент	0.18990964542930847	0.03942047519804905	118.0	4.651616073369788																																			
26	26																					169_потеря-приобретение	0.14426105482684132	0.01266976887213586	298	3.775591123896487																																				13_личные_отношения-иерархические_отношения	0.1895958083008579	0.039753266860467436	118.0	4.690885489535157																																			
27	27																					47_журналистика-литература	0.14413945041138831	0.012745744673083285	298	3.7982319125788186																																				173_отдых-работа	0.18937710218157974	0.03998657059473902	118.0	4.718415330179204																																			
28	28																					157_отсутствие_чувств-чувства	0.14402159293983288	0.0128197619909849	298	3.820289073313501																																				25_скрытность-прозрачность	-0.188521015962134	0.040910851939259626	118.0	4.827480528832637																																			
29	29																					241_нападение-оборона	0.14373978928776535	0.012998277559640448	298	3.873486712772853																																				269_власть-беспорядок	-0.18804501984177086	0.041432449795244686	118.0	4.889029075838873																																			
30	30																					2_неживая_природа-живая_природа	-0.14335619732523644	0.01324478756589691	298	3.9469466946372793																																				126_путешествие-конец_движения	0.1851900442083412	0.044678878272288884	118.0	5.272107636130089																																			
31	31																					280_радость-недовольство	0.14207315400071835	0.014099451374161584	298	4.201636509500152																																				260_быт-искусство	0.1838270283543141	0.046301920049999785	118.0	5.4636265658999745																																			
32	32																					155_поражение-победа	0.1411247475144767	0.014761967771962602	298	4.399066396044856																																				47_журналистика-литература	0.1832668967003528	0.046982967378639384	118.0	5.543990150679448																																			
33	33																					45_наука-быт	-0.13976905315087956	0.015756349619094338	298	4.695392186490112																																				241_нападение-оборона	0.18325883355570344	0.04699283151726793	118.0	5.545154119037616																																			
34	34																					252_современность-древность	0.13973302713263214	0.0157835550721322	298	4.703499411495397																																				292_экстрим-повседневность	-0.1822396526182684	0.048253576729248265	118.0	5.693922054051295																																			
35	35																					276_начало-конец	-0.13931078969700095	0.0161054895581098	298	4.79943588831672																																				30_стихийное_собрание-мероприятия	0.18216634652882696	0.04834532854677343	118.0	5.704748768519265																																			
36	36																					35_кончина-вечное_искусство	0.138253774260462	0.016936711111128464	298	5.0471399111162825																																				130_размеренная_жизнь-напряжённая_жизнь	0.18130336657514146	0.04943637143354514	118.0	5.833491829158327																																			
37	37																					105_сущность-внешность	0.1371768170579286	0.017821899747795338	298	5.31092612484301																																				203_концепция-хаотичность	0.18108982948921806	0.04970946454646656	118.0	5.865716816483054																																			
38	38																					42_деструктивная_коммуникация-конструктивная_коммуникация	-0.13612458840173913	0.018725446413750912	298	5.580183031297772																																																																											
39	39																					180_потребление-вывод	-0.13602617284726434	0.01881195992317116	298	5.6059640571050044																																																																											
40	40																					41_развлечение-когнитивная-способность	-0.13589200072211088	0.018930465949347115	298	5.64127885290544																																																																											
41	41																					125_разработка-разрушение	-0.13545013629193242	0.019325341209030653	298	5.758951680291134																																																																											
42	42																					108_творчество-власть	-0.13451850325097536	0.020181431372356395	298	6.014066548962206																																																																											
43	43																					255_голод-неопределенная_тема	-0.13336252135779447	0.02128929637025052	298	6.344210318334656																																																																											
44	44																					291_работа-санкция	0.1329509132324405	0.021696301736374247	298	6.465497917439526																																																																											
45	45																					16_воля-неволя	-0.1325594132204625	0.02208965892542803	298	6.582718359777553																																																																											
46	46																					207_фантастика-реальность	-0.1324438596245302	0.02220693400728872	298	6.6176663341720365																																																																											
47	47																					4_праздник-быт	-0.13223872800886854	0.022416448939545402	298	6.680101783984531																																																																											
48	48																					76_мир-война	0.13218092966799808	0.022475790199092717	298	6.697785479329629																																																																											
49	49																					31_интеллект-культура	0.1321053770887457	0.022553564479729945	298	6.720962214959522																																																																											
50	50																					22_деятельность_наверху-деятельность_в_земле	-0.13191815697267525	0.022747293605002404	298	6.7786934942907155																																																																											
51	51																					37_низ-верх	-0.13056088536142646	0.02419525459147794	298	7.210185868260425																																																																											
52	52																					8_застой-работа	0.12982943838875674	0.02500804259506975	298	7.452396693330786																																																																											
53	53																					111_нежелание-желание	0.12841759662041927	0.026643563431402808	298	7.939781902558037																																																																											
54	54																					271_бюрократия-творчество	-0.12753037789355565	0.027717699651760026	298	8.259874496224487																																																																											
55	55																					134_физическое-абстрактное	-0.12743393765900984	0.027836666176562896	298	8.295326520615745																																																																											
56	56																					44_упорядоченность-однородная_масса	0.12742537604204365	0.02784724873376111	298	8.298480122660811																																																																											
57	57																					220_власть-наука	-0.12741070995478726	0.027865384719743702	298	8.303884646483624																																																																											
58	58																					153_прерывание-продолжение	-0.12729667680921214	0.028006743302702797	298	8.346009504205433																																																																											
59	59																					171_работа-отдых	-0.12531789387237385	0.0305593895209477	298	9.106698077242417																																																																											
60	60																					58_формирование-перестройка	0.1250229623830685	0.03095638116003367	298	9.225001585690034																																																																											
61	61																					189_наука-религия	0.12495645496644738	0.031046509366232336	298	9.251859791137237																																																																											
62	62																					90_отдых-напряжение	0.12461087362316538	0.031518442853743216	298	9.39249597041548																																																																											
63	63																					282_путешествие-домоседство	-0.12431625114687292	0.03192560710023458	298	9.513830915869905																																																																											
64	64																					173_отдых-работа	0.1241897893406063	0.03210174683815115	298	9.566320557769043																																																																											
65	65																					265_радость-недовольство	-0.12408148155237587	0.0322532592299059	298	9.611471250511958																																																																											
66	66																					109_убожество-роскошь	-0.123973751974449	0.03240456710395207	298	9.656560996977717																																																																											
67	67																					275_жизненный_процесс-кончина	0.12355356649258208	0.033000519392848	298	9.834154779068704																																																																											
68	68																					94_проблема-решение_проблем	-0.12274158054603783	0.03417864008250627	298	10.185234744586866																																																																											
69	69																					164_устранение-дополнение	0.12273965401605408	0.034181477289086395	298	10.186080232147743																																																																											
70	70																					70_единство-разрозренность	-0.12218833069700095	0.03500168457922773	298	10.430502004609863																																																																											
71	71																					50_проблема-взаимовыручка	-0.12203975765894952	0.035225556242243786	298	10.49721576018865																																																																											
72	72																					247_радостное_событие_грустное_событие	-0.12162622409595775	0.035855085348426165	298	10.684815433830996																																																																											
73	73																					57_улица-дом	0.12128169124762064	0.03638683862840294	298	10.843277911264076																																																																											
74	74																					181_дополнение-устранение	-0.12120172554415168	0.03651120959226082	298	10.880340458493723																																																																											
75	75																					151_забытье-сознание	0.12086845717034947	0.03703343094261605	298	11.035962420899585																																																																											
76	76																					122_неопределенная_тема-здоровье	0.12010244597950274	0.03825777758572612	298	11.400817720546383																																																																											
77	77																					288_радость-недовольство	0.11998831735501465	0.038443092526975	298	11.456041573038547																																																																											
78	78																					192_производство-наука	-0.1195048017768692	0.0392366373585302	298	11.692517932842																																																																											
79	79																					208_неживая_природа-живая_природа	-0.11897144328175913	0.040127992309706616	298	11.95814170829257																																																																											
80	80																					253_соблюдение_закона-правонарушение	0.11796452737378442	0.04185737717826421	298	12.473498399122734																																																																											
81	81																					20_покой-беспокойство	-0.11739959788446402	0.042854840568420025	298	12.770742489389168																																																																											
82	82																					285_опасность-безопасность	0.117109022910014	0.043375630353671216	298	12.925937845394024																																																																											
83	83																					99_благоразумие-безолаберность	0.11680951829460293	0.0439179817579155	298	13.08755856385882																																																																											
84	84																					150_безопасность-опасность	-0.11624955979399278	0.04494725553826548	298	13.394282150403113																																																																											
85	85																					66_курируемый-куратор	-0.11546931094845955	0.04641513564150971	298	13.831710421169893																																																																											
86	86																					48_отдаление-приближение	-0.11525329292289466	0.046828555367728265	298	13.954909499583021																																																																											
87	87																					185_беда-счастье	0.11488527635669628	0.047539971351326336	298	14.166911462695248																																																																											
88	88																					25_скрытность-прозрачность	-0.11468940600712507	0.047922281768108234	298	14.280839966896252																																																																											
89	89																					28_неисправность-отлаженность	-0.11462257823772558	0.048053306573509036	298	14.319885358905694																																																																											
90	90																					32_разруха-реализация	0.11439515580499901	0.048501444494353424	298	14.45343045931732																																																																											
91	91																					260_быт-искусство	0.11435075242210152	0.0485893479623533	298	14.479625692781287																																																																											
92	92																					63_мир-война	0.11423023411508434	0.04882860399024107	298	14.55092398909184																																																																											
93	93																					146_разум-чувство	-0.11376184063612815	0.049767833927769387	298	14.83081451047528																																																																											
