	Unnamed: 0	свой_DET	свой_DET.1	свой_DET.2	свой_DET.3	свой_DET.4	хотеть_VERB	хотеть_VERB.1	хотеть_VERB.2	хотеть_VERB.3	хотеть_VERB.4	время_NOUN	время_NOUN.1	время_NOUN.2	время_NOUN.3	время_NOUN.4	человек_NOUN	человек_NOUN.1	человек_NOUN.2	человек_NOUN.3	человек_NOUN.4	очень_ADV	очень_ADV.1	очень_ADV.2	очень_ADV.3	очень_ADV.4	она_PRON	она_PRON.1	она_PRON.2	она_PRON.3	она_PRON.4	думать_VERB	думать_VERB.1	думать_VERB.2	думать_VERB.3	думать_VERB.4	мой_DET	мой_DET.1	мой_DET.2	мой_DET.3	мой_DET.4	знать_VERB	знать_VERB.1	знать_VERB.2	знать_VERB.3	знать_VERB.4	год_NOUN	год_NOUN.1	год_NOUN.2	год_NOUN.3	год_NOUN.4	хороший_ADJ	хороший_ADJ.1	хороший_ADJ.2	хороший_ADJ.3	хороший_ADJ.4	еще_ADV	еще_ADV.1	еще_ADV.2	еще_ADV.3	еще_ADV.4	произойти_VERB	произойти_VERB.1	произойти_VERB.2	произойти_VERB.3	произойти_VERB.4	ждать_VERB	ждать_VERB.1	ждать_VERB.2	ждать_VERB.3	ждать_VERB.4	день_NOUN	день_NOUN.1	день_NOUN.2	день_NOUN.3	день_NOUN.4	видеть_VERB	видеть_VERB.1	видеть_VERB.2	видеть_VERB.3	видеть_VERB.4	ничто_PRON	ничто_PRON.1	ничто_PRON.2	ничто_PRON.3	ничто_PRON.4
9	9																					262_серьезность-шутка	0.2493492043789097	0.005610987960297671	122	0.6845405311563159						178_мыслительная_работа-физическая_работа	0.17089231058720233	0.04667998435237123	136.0	6.348477871922487	85_направление-дезориентация	-0.30500210774445285	0.011436992073965254	68.0	0.7777154610296373	255_голод-неопределенная_тема	-0.2886816812384578	0.014625445072671613	71.0	1.0384066001596846																278_физический_труд-умственный_труд	0.3003314192840846	0.038073918191053664	48.0	1.8275480731705755	55_армия-гражданская_жизнь	0.3862250726215378	0.026412645023270342	33.0	0.8716172857679213	244_смерть-жизнь	-0.40462745765538416	0.021614352589501375	32.0	0.6916592828640441	209_отрицание-утверждение	0.1946473579665282	0.04661950490033403	105.0	4.895048014535073					
10	10																					47_журналистика-литература	-0.2474711531783201	0.005993231192304154	122	0.7311742054611069						292_экстрим-повседневность	-0.16923911298995076	0.04887676993117035	136.0	6.647240710639168	209_отрицание-утверждение	-0.29459398897247424	0.0147431165740709	68.0	1.0025319270368211	191_техническое_взаимодействие-животные_взаимоотношения	0.2874892388171916	0.0150576779994171	71.0	1.069095137958614																92_жизнь-смерть	0.29492533075916805	0.041855740513065856	48.0	2.0090755446271613	132_правонарушение-соблюдение_закона	0.38604323759977455	0.026489742188166916	33.0	0.8741614922095081	137_вертикальные_отношения-горизонтальные_отношения	-0.4017757365448905	0.02264539687231421	32.0	0.7246526999140548	11_приобретение-постоянное_местонахождение	-0.19218134963723305	0.04952446501153383	105.0	5.200068826211052					
11	11																					199_уют-неуют	0.2473560454274904	0.006017395495926507	122	0.7341222505030339											27_труд-фортуна	0.2919483205292704	0.015704291435772785	68.0	1.0678918176325494	287_вода-земля	-0.27661337576495393	0.019534130981509832	71.0	1.386923299687198																140_шум-тишина	0.29035043029366736	0.045291358623787886	48.0	2.1739852139418185	10_рутина-отдых	-0.3800662062201544	0.029128696247326433	33.0	0.961246976161772	188_страх-надёжность	-0.3889617026317518	0.027791265003327136	32.0	0.8893204801064684										
12	12																					188_страх-надёжность	-0.2462475429560076	0.0062545742786102405	122	0.7630580619904495											222_религия-повседневность	0.2881580243588783	0.017174894129535486	68.0	1.1678928008084128	63_мир-война	0.27252094342564515	0.02149083405394226	71.0	1.5258492178299006																288_радость-недовольство	-0.2900826032489475	0.04549940500816712	48.0	2.1839714403920216	252_современность-древность	0.37579784037582975	0.031141825028031325	33.0	1.0276802259250335	68_власть-народ	-0.3852320501462333	0.02945682815164465	32.0	0.9426185008526288										
13	13																					1_иерархия-равенство	0.24361079673837466	0.006852439345005774	122	0.8359976000907045											126_путешествие-конец_движения	0.28781857418483103	0.01731217603196443	68.0	1.1772279701735813	207_фантастика-реальность	-0.27250756396026365	0.021497495204103663	71.0	1.5263221594913603																62_жизнь-смерть	0.2857486044219076	0.04897563486484638	48.0	2.350830473512626	109_убожество-роскошь	0.3700196532360195	0.03404637703311286	33.0	1.1235304420927243	81_религия-наука	0.3796243483043715	0.032113587295490784	32.0	1.0276347934557049										
14	14																					235_процесс-итог	-0.2423227628777633	0.007162516609818666	122	0.8738270263978772											237_низшие_слои-высшие_слои	0.2837190114199832	0.019045799250244463	68.0	1.2951143490166237	198_обучение-достижение	-0.2714172246006339	0.02204627759598481	71.0	1.5652857093149215																					191_техническое_взаимодействие-животные_взаимоотношения	0.3698772528734205	0.034120643839568664	33.0	1.1259812467057655	23_мир-конфликт	-0.3782109724868761	0.032813057245599714	32.0	1.0500178318591906										
15	15																					269_власть-беспорядок	0.2389909142033681	0.008023037189146022	122	0.9788105370758148											256_фильм-жизнь	-0.28349521566700525	0.01914456066839093	68.0	1.3018301254505835	290_статистика-отсутствие_системы	0.26921124554371595	0.023193095754768998	71.0	1.6467097985885986																					296_равенство-иерархия	-0.3651015987586188	0.03668853800604207	33.0	1.2107217541993882	149_нищета-состояние	0.3764603252675355	0.03369654380372698	32.0	1.0782894017192637										
16	16																					209_отрицание-утверждение	0.2389501475549794	0.008034108920701692	122	0.9801612883256065											42_деструктивная_коммуникация-конструктивная_коммуникация	-0.2731908756173637	0.024190597725240383	68.0	1.644960645316346	293_соблюдение_закона-правонарушение	-0.2691414667492376	0.023230182818866216	71.0	1.6493429801395014																					127_начало-конец	-0.3630316012428156	0.037849135467517565	33.0	1.2490214704280802	24_активность-пассивность	0.3672276798070888	0.038680551235607416	32.0	1.2377776395394375										
17	17																					265_радость-недовольство	0.23792309702934386	0.008317536725787583	122	1.0147394805460852											49_развитие-откат	-0.2728506615280877	0.02437478502665781	68.0	1.6574853818127313	136_апатия-взбудораженность	-0.2663195886078437	0.02477277129461377	71.0	1.7588667619175775																					245_любовь-ненависть	0.36270081522748016	0.03803731938188045	33.0	1.2552315396020546	215_творчество-власть	-0.3670447129461221	0.03878501442467957	32.0	1.2411204615897462										
18	18																					43_энергия-покой	0.2377089529646897	0.008377733264197667	122	1.0220834582321154											150_безопасность-опасность	-0.26925284989402704	0.02639634462987131	68.0	1.7949514348312487	192_производство-наука	0.26110576898927945	0.02785162138522182	71.0	1.9774651183507488																					273_жар-холод	-0.3609198347351496	0.039063554617721284	33.0	1.2890973023848027	107_мир-драка	-0.3527010115882103	0.0477096480648833	32.0	1.5267087380762656										
19	19																					155_поражение-победа	-0.2370662152264285	0.008560725712994299	122	1.0444085369853044											280_радость-недовольство	0.26777861084716065	0.027264649921595142	68.0	1.85399619466847	152_исчезнование-появление	0.26031780239482843	0.02834388009638478	71.0	2.01241548684332																					52_близость-расстояние	-0.36057439710682	0.039265166313198915	33.0	1.2957504883355642	278_физический_труд-умственный_труд	-0.3497390615625483	0.04974201687158823	32.0	1.5917445398908232										
20	20																					36_спокойствие-деятельность	-0.2368785612013996	0.008614813545682748	122	1.0510072525732952											292_экстрим-повседневность	-0.2676410562426791	0.027346881802463575	68.0	1.8595879625675236	208_неживая_природа-живая_природа	-0.2596980895256804	0.02873615895115637	71.0	2.0402672855321025																					136_апатия-взбудораженность	0.3586409378840024	0.040409168891435934	33.0	1.3335025734173855															
21	21																					267_неволя-свобода	-0.2355096524395136	0.009018585338347844	122	1.1002674112784372											153_прерывание-продолжение	-0.26573096380732586	0.028510538003926337	68.0	1.9387165842669911	20_покой-беспокойство	-0.258748055966922	0.029346402796518664	71.0	2.083594598552825																					258_конец-начало	-0.3542614027150369	0.04309991763506072	33.0	1.4222972819570041															
22	22																					168_работа-праздность	0.23447440945512704	0.009334928872668723	122	1.138861322465584											107_мир-драка	-0.2629646188881242	0.030269511671917392	68.0	2.0583267936903833	297_юмор-суровость	-0.25450746451416273	0.03220489019377596	71.0	2.286547203758093																					122_неопределенная_тема-здоровье	-0.3518395941206465	0.04464852951746042	33.0	1.4734014740761938															
23	23																					283_героизм-малодушие	-0.2339486739319914	0.009499291695782336	122	1.1589135868854448											164_устранение-дополнение	0.2626278830122086	0.030489714626869342	68.0	2.0733005946271152	131_процесс-завершение	0.2525615352486843	0.03359269133562488	71.0	2.385081084829366																					69_труд-месть	0.3494900309483812	0.04619326833983823	33.0	1.5243778552146616															
24	24																					232_проблема-решение_проблем	-0.23288775727342864	0.009838748074667898	122	1.2003272651094836											216_старость-смерть	0.2625425239300059	0.030545746892745862	68.0	2.0771107887067184	179_работа-искусство	-0.2458650299038704	0.038756405228796864	71.0	2.7517047712445764																					214_спешка-неторопливость	-0.34944636481175945	0.04622237659144833	33.0	1.5253384275177948															
25	25																					2_неживая_природа-живая_природа	0.2328862303297913	0.009839244236483044	122	1.200387796850931											65_серьёзность-веселье	0.2622981851101425	0.030706616107962794	68.0	2.08804989534147	120_усталость-покой	-0.237946505759474	0.0456966898989841	71.0	3.2444649828278718																					288_радость-недовольство	-0.3488527590890545	0.04661953761534773	33.0	1.5384447413064752															
26	26																					134_физическое-абстрактное	0.2317181986612516	0.010225292246690876	122	1.2474856540962866											291_работа-санкция	0.26043977272237245	0.03195358152963967	68.0	2.1728435440154974	228_народ-власть	0.23688808353265184	0.04669751732112181	71.0	3.3155237297996485																					25_скрытность-прозрачность	0.34852021316913523	0.0468432225962382	33.0	1.5458263456758603															
27	27																					93_учёба-отдых	-0.231034726425242	0.010457309232356474	122	1.2757917263474898											22_деятельность_наверху-деятельность_в_земле	-0.2564917698746915	0.034743776357776236	68.0	2.362576792328784	143_неважность-значимость	-0.2362315004050422	0.047327389541240994	71.0	3.3602446574281113																					120_усталость-покой	-0.3481017244034069	0.047125935202157264	33.0	1.5551558616711898															
28	28																					211_больница-дом	-0.2293679922009931	0.011042602954603615	122	1.3471975604616409											196_неуют-уют	0.2538768370260717	0.036701529514769474	68.0	2.495704007004324	98_разрушение-поддержание	0.235140352132291	0.04838959314779647	71.0	3.4356611134935493																					65_серьёзность-веселье	0.34752268994844626	0.04751935284607605	33.0	1.5681386439205096															
29	29																					291_работа-санкция	-0.2293122758539517	0.011062655151128992	122	1.3496439284377368											255_голод-неопределенная_тема	-0.25334255335702066	0.03711262878505036	68.0	2.5236587573834246	93_учёба-отдых	-0.235034692418162	0.04849348181410418	71.0	3.4430372088013965																					71_изобилие-недостаток	-0.34732027163475765	0.04765750081364852	33.0	1.572697526850401															
30	30																					294_испытание-безмятежность	-0.2292138132297648	0.011098169753253995	122	1.3539767098969877											161_холодное_отношение-тёплое_отношение	0.2476137899496913	0.04176622246701546	68.0	2.840103127757051	289_недовольство-радость	0.2340879712988226	0.049432532816074785	71.0	3.5097098299413103																					262_серьезность-шутка	0.3462458071096242	0.04839619026091346	33.0	1.5970742786101444															
31	31																					258_конец-начало	0.2291661565194111	0.011115394996130776	122	1.3560781895279546											102_фантастика-реальность	0.2465362857650601	0.042693281452839536	68.0	2.9031431387930886																										95_доброта-злость	-0.34573081610287604	0.048753469505184416	33.0	1.6088644936710854															
32	32																					256_фильм-жизнь	0.2289874859949177	0.011180183358881707	122	1.3639823697835682											41_развлечение-когнитивная-способность	-0.2445386984909099	0.04445692336380205	68.0	3.0230707887385395																																													
33	33																					25_скрытность-прозрачность	0.22883447213399705	0.011235931277128307	122	1.3707836158096536											235_процесс-итог	-0.24369149240381005	0.04522283402682107	68.0	3.0751527138238326																																													
34	34																					29_негативные_чувства-духовные_чувства	0.22880949088319374	0.011245055865930602	122	1.3718968156435334											143_неважность-значимость	-0.2434286414898155	0.045462659693094716	68.0	3.0914608591304407																																													
35	35																					66_курируемый-куратор	0.2281636944776281	0.011483203694133054	122	1.4009508506842323											170_спокойствие-суматоха	0.24284035795385786	0.04600320672299875	68.0	3.128218057163915																																													
36	36																					170_спокойствие-суматоха	-0.22733012447347334	0.01179712307511168	122	1.4392490151636248											118_покой-беспокойство	0.2415549506802287	0.04720272373945292	68.0	3.2097852142827983																																													
37	37																					58_формирование-перестройка	-0.2265167723060931	0.01211064686906192	122	1.4774989180255542											276_начало-конец	0.24002178998349485	0.0486669256649024	68.0	3.309350945213364																																													
38	38																					202_отставание-лидерство	0.22648206819412134	0.012124184987910874	122	1.4791505685251267																																																												
39	39																					8_застой-работа	-0.22628728340808724	0.012200416821071388	122	1.4884508521707094																																																												
40	40																					72_недостаток-достоинство	0.2262376207250536	0.012219919991458016	122	1.4908302389578778																																																												
41	41																					4_праздник-быт	0.2261587029292713	0.01225096813128602	122	1.4946181120168944																																																												
42	42																					59_увядание-расцвет	-0.2259656595916754	0.012327207018011887	122	1.50391925619745																																																												
43	43																					181_дополнение-устранение	0.22425248074139914	0.01302217935842	122	1.5887058817272401																																																												
44	44																					97_активность-пассивность	0.22407725822507835	0.013095153335531542	122	1.597608706934848																																																												
45	45																					272_образование-невежество	0.2238114163458111	0.01320654891624436	122	1.6111989677818117																																																												
46	46																					91_здоровье-болезнь	-0.22363458178431395	0.013281105171422251	122	1.6202948309135148																																																												
47	47																					253_соблюдение_закона-правонарушение	-0.2228932788145829	0.013597662877625285	122	1.6589148710702846																																																												
48	48																					200_природа-техника	0.2228666718538607	0.013609146139305946	122	1.6603158289953257																																																												
49	49																					289_недовольство-радость	-0.22277017529740756	0.013650863956747649	122	1.6654054027232132																																																												
50	50																					138_война-мир	0.22266169632066876	0.013697895201721945	122	1.6711432146100775																																																												
51	51																					49_развитие-откат	0.2225768109004317	0.013734795913142434	122	1.675645101403377																																																												
52	52																					51_творческая_реализация - эмоциональное_переживание	0.222020469321343	0.013978797112290343	122	1.705413247699422																																																												
53	53																					163_человек-инструмент	-0.2219630093661588	0.01400421195669536	122	1.7085138587168338																																																												
54	54																					284_учеба-производство	-0.2219029517235439	0.014030818806908959	122	1.7117598944428931																																																												
55	55																					146_разум-чувство	-0.22172609313024974	0.014109427088858869	122	1.7213501048407822																																																												
56	56																					6_холодное_отношение-тёплое_отношение	-0.221693662965904	0.014123882874469675	122	1.7231137106853005																																																												
57	57																					38_личное-общее	0.221612558039344	0.01416009200379498	122	1.7275312244629877																																																												
58	58																					260_быт-искусство	-0.22154447866071472	0.014190548315832663	122	1.7312468945315849																																																												
59	59																					129_успех-беда	-0.2215053340350005	0.014208086069302982	122	1.7333865004549638																																																												
60	60																					101_фиксация-пересмотр	0.2214416165588588	0.014236673447620257	122	1.7368741606096714																																																												
61	61																					186_движение-неподвижность	-0.22086050723546946	0.014499713760799112	122	1.7689650788174918																																																												
62	62																					136_апатия-взбудораженность	0.21964622245037813	0.015063053772850263	122	1.8376925602877319																																																												
63	63																					176_животное-человек	-0.21896093851225865	0.015389303196089044	122	1.8774949899228637																																																												
64	64																					65_серьёзность-веселье	-0.2186930273944505	0.015518510115150031	122	1.893258234048304																																																												
65	65																					297_юмор-суровость	0.21788189834637325	0.015915461423985422	122	1.9416862937262211																																																												
66	66																					295_прощение-мстительность	-0.21717048118330246	0.01627084297114048	122	1.9850428424791384																																																												
67	67																					68_власть-народ	-0.21714338580768072	0.016284513238923198	122	1.9867106151486298																																																												
68	68																					228_народ-власть	-0.21709108632678792	0.016310927765970932	122	1.9899331874484536																																																												
69	69																					174_праздник-быт	-0.21688820975041226	0.016413745289825706	122	2.002476925358736																																																												
70	70																					102_фантастика-реальность	-0.21675354723544002	0.016482302055196917	122	2.0108408507340245																																																												
