	Unnamed: 0	свой_DET	свой_DET.1	свой_DET.2	свой_DET.3	свой_DET.4	они_PRON	они_PRON.1	они_PRON.2	они_PRON.3	они_PRON.4	хотеть_VERB	хотеть_VERB.1	хотеть_VERB.2	хотеть_VERB.3	хотеть_VERB.4	человек_NOUN	человек_NOUN.1	человек_NOUN.2	человек_NOUN.3	человек_NOUN.4	очень_ADV	очень_ADV.1	очень_ADV.2	очень_ADV.3	очень_ADV.4	мочь_VERB	мочь_VERB.1	мочь_VERB.2	мочь_VERB.3	мочь_VERB.4	мой_DET	мой_DET.1	мой_DET.2	мой_DET.3	мой_DET.4	потом_ADV	потом_ADV.1	потом_ADV.2	потом_ADV.3	потом_ADV.4	первый_ADJ	первый_ADJ.1	первый_ADJ.2	первый_ADJ.3	первый_ADJ.4	хороший_ADJ	хороший_ADJ.1	хороший_ADJ.2	хороший_ADJ.3	хороший_ADJ.4	еще_ADV	еще_ADV.1	еще_ADV.2	еще_ADV.3	еще_ADV.4	произойти_VERB	произойти_VERB.1	произойти_VERB.2	произойти_VERB.3	произойти_VERB.4	день_NOUN	день_NOUN.1	день_NOUN.2	день_NOUN.3	день_NOUN.4	видеть_VERB	видеть_VERB.1	видеть_VERB.2	видеть_VERB.3	видеть_VERB.4	жить_VERB	жить_VERB.1	жить_VERB.2	жить_VERB.3	жить_VERB.4	ничто_PRON	ничто_PRON.1	ничто_PRON.2	ничто_PRON.3	ничто_PRON.4
9	9	49_развитие-откат	0.14619680400605192	0.03094595378507265	218.0	6.746217925145838						279_соблюдение_закона-правонарушение	0.18512726510900435	0.0496400790418464	113.0	5.609328931728643						248_спор-согласие	-0.24423814047534406	0.006705773295408129	122	0.8181043420397918																67_неизменность-изменение	0.35085478460695857	0.021066830486966972	43.0	0.90587371093958											230_отступление-наступление	-0.3086477962235485	0.03280809574004145	48.0	1.5747885955219894											113_скрытность-прозрачность	0.2503376982577301	0.04429642875128704	65.0	2.879267868833657					
10	10	94_проблема-решение_проблем	0.14383575008800584	0.033791632234208266	218.0	7.366575827057402																225_кража-находка	-0.24306398201558455	0.0069825926562644535	122	0.8518763040642632																24_активность-пассивность	-0.3490669386329848	0.021777402744872564	43.0	0.9364283180295204											262_серьезность-шутка	0.303605138101972	0.03592364921995804	48.0	1.7243351625579857											64_человеческое_взаимодействие-механическое_взаимодействие	0.2489553450485768	0.04552141637390009	65.0	2.9588920643035057					
11	11	183_неживая_природа-живая_природа	-0.14320914685123667	0.03458313959033706	218.0	7.539124430693478																269_власть-беспорядок	0.24068500685847602	0.007574707042534169	122	0.9241142591891686																214_спешка-неторопливость	0.3445815248724054	0.023648952457462555	43.0	1.0169049556708898											71_изобилие-недостаток	0.2922706555614578	0.04382234086070536	48.0	2.103472361313857											196_неуют-уют	-0.2487969290168408	0.04566356069260651	65.0	2.968131445019423					
12	12	288_радость-недовольство	-0.1426742272349209	0.03527122489496127	218.0	7.6891270271015575																115_наследство-собственность	-0.24039432335958716	0.007650021231189475	122	0.933302590205116																84_последовательность-разлад	-0.3445801085609044	0.02364956397800912	43.0	1.0169312510543922											291_работа-санкция	-0.2885912031885869	0.04667220081787552	48.0	2.2402656392580247											14_изобилие-недостаток	0.24578176689323075	0.04843933386655785	65.0	3.14855670132626					
13	13	70_единство-разрозренность	0.13623449805683205	0.04450621644002542	218.0	9.702355183925542																14_изобилие-недостаток	0.24000997570954716	0.007750620324247787	122	0.9455756795582302																95_доброта-злость	0.3419003417749128	0.02483050530824972	43.0	1.067711728254738											137_вертикальные_отношения-горизонтальные_отношения	0.2867467708702328	0.0481565079701585	48.0	2.3115123825676083																				
14	14	210_спешка-неторопливость	0.13620431772668876	0.044553860888646615	218.0	9.712741673724961																47_журналистика-литература	-0.2399584951925313	0.007764183330288797	122	0.9472303662952332																93_учёба-отдых	0.34072994479284635	0.02536149664427717	43.0	1.0905443557039185											198_обучение-достижение	0.2850187174737654	0.04958173096967661	48.0	2.3799230865444776																				
15	15	272_образование-невежество	0.13538092231414506	0.04587030101482222	218.0	9.999725621231242																168_работа-праздность	0.23957923256909955	0.00786475235203506	122	0.9594997869482772																171_работа-отдых	-0.340513736382176	0.025460614839313233	43.0	1.0948064380904692											147_рассудительность-беспокойство	0.2848111617595045	0.04975519103245644	48.0	2.388249169557909																				
16	16	279_соблюдение_закона-правонарушение	-0.1347056362043098	0.04697408701094065	218.0	10.240350968385062																2_неживая_природа-живая_природа	0.23742300029494826	0.008458715228736896	122	1.0319632579059013																226_человек-транспорт	-0.34019532661649043	0.02560717336133986	43.0	1.1011084545376142																																			
17	17	81_религия-наука	0.13310844660459356	0.04967331364519182	218.0	10.828782374651816																267_неволя-свобода	-0.235727763440516	0.008953154715510694	122	1.092284875292305																227_иерархия-равенство	-0.3399826223670375	0.02570546832827099	43.0	1.1053351381156524																																			
18	18																					51_творческая_реализация - эмоциональное_переживание	0.2354629191591319	0.0090326594685336	122	1.1019844551610989																206_расслабление-напряжение	0.3398129060642316	0.0257841228429673	43.0	1.108717282247594																																			
19	19																					285_опасность-безопасность	-0.2353131136195901	0.009077905310387385	122	1.1075044478672609																269_власть-беспорядок	-0.33946708928098057	0.025945010763144316	43.0	1.1156354628152054																																			
20	20																					16_воля-неволя	0.2342513902033509	0.009404343799448827	122	1.1473299435327566																42_деструктивная_коммуникация-конструктивная_коммуникация	-0.33771319382771264	0.02677391372457826	43.0	1.151278290156865																																			
21	21																					294_испытание-безмятежность	-0.2339555800646878	0.009497116191556926	122	1.1586481753699451																168_работа-праздность	0.3371950146771736	0.027022979779185226	43.0	1.1619881305049646																																			
22	22																					49_развитие-откат	0.2329995652642372	0.0098024771904064	122	1.1959022172295808																79_многообразие-единство	0.33704803110948695	0.02709397784519601	43.0	1.1650410473434285																																			
23	23																					196_неуют-уют	-0.2326786108267169	0.009906913012183688	122	1.2086433874864098																173_отдых-работа	0.33381524638555204	0.028695147556367945	43.0	1.2338913449238216																																			
24	24																					4_праздник-быт	0.23130275052700566	0.010365778096331223	122	1.264624927752409																14_изобилие-недостаток	0.33294406553024986	0.029139805637290614	43.0	1.2530116424034965																																			
25	25																					129_успех-беда	-0.2306643776857449	0.010584952637588442	122	1.2913642217857901																167_дополнение-устранение	-0.3328788587935083	0.029173316053810263	43.0	1.2544525903138417																																			
26	26																					262_серьезность-шутка	0.229942202735221	0.010837796209265423	122	1.3222111375303818																122_неопределенная_тема-здоровье	-0.3322992012586553	0.029472613674173382	43.0	1.2673223879894553																																			
27	27																					29_негативные_чувства-духовные_чувства	0.2293307783843776	0.011055992589690544	122	1.3488310959422465																288_радость-недовольство	0.3322309152941172	0.029508038931845143	43.0	1.2688456740693412																																			
28	28																					274_единство-разрозренность	0.22840017953162875	0.011395487979636113	122	1.3902495335156058																238_дистанция-близость	0.3321021573448068	0.029574931643765425	43.0	1.2717220606819133																																			
29	29																					105_сущность-внешность	-0.2280810139029601	0.011514010408777777	122	1.4047092698708887																229_закрытие-открытие	-0.3304969900429505	0.030419443708173413	43.0	1.3080360794514567																																			
30	30																					200_природа-техника	0.2277230433730205	0.011648227029948988	122	1.4210836976537766																106_кончина-вечное_искусство	-0.3291533249451923	0.031141618221710837	43.0	1.339089583533566																																			
31	31																					256_фильм-жизнь	0.2275884367524032	0.01169904956814719	122	1.4272840473139572																88_лишение-наделение	0.3278386790420823	0.03186184675371062	43.0	1.3700594104095567																																			
32	32																					297_юмор-суровость	0.22749219749659375	0.01173550496916164	122	1.43173160623772																62_жизнь-смерть	-0.3274363781227207	0.03208497460858236	43.0	1.3796539081690415																																			
33	33																					163_человек-инструмент	-0.2272086004707988	0.011843510641710443	122	1.444908298288674																199_уют-неуют	-0.32668552162851283	0.03250487018299668	43.0	1.3977094178688572																																			
34	34																					22_деятельность_наверху-деятельность_в_земле	0.2269606302989072	0.011938660339041798	122	1.4565165613630997																243_проблема-решение_проблем	0.3248111134842312	0.033572888237901874	43.0	1.4436341942297806																																			
35	35																					186_движение-неподвижность	-0.2260803072526485	0.012281879164078724	122	1.4983892580176044																70_единство-разрозренность	-0.3247874389994645	0.03358656026116148	43.0	1.4442220912299435																																			
36	36																					93_учёба-отдых	-0.2259673972896168	0.01232651889970092	122	1.503835305763512																222_религия-повседневность	0.3235178948381125	0.03432646553890102	43.0	1.4760380181727442																																			
37	37																					223_бытовые_ситуации-глобальные_происшествия	0.22521932487919985	0.012625875399566241	122	1.5403567987470812																252_современность-древность	-0.32096445708073146	0.035855264925125495	43.0	1.5417763917803964																																			
38	38																					209_отрицание-утверждение	0.22490112718803684	0.012755122921627093	122	1.5561249964385047																37_низ-верх	-0.32001832424577953	0.0364357405551506	43.0	1.5667368438714755																																			
39	39																					108_творчество-власть	0.2235117077769764	0.013333126892778662	122	1.6266414809189969																49_развитие-откат	-0.3187566192228508	0.03722180057129081	43.0	1.6005374245655049																																			
40	40																					146_разум-чувство	-0.2226941880063667	0.013683793573990436	122	1.6694228160268332																125_разработка-разрушение	0.31870976625412983	0.03725125614577135	43.0	1.6018040142681682																																			
41	41																					208_неживая_природа-живая_природа	0.22216856601232696	0.013913478406231515	122	1.6974443655602451																217_завоевание-бегство	-0.3185673667651447	0.037340897284439546	43.0	1.6056585832309005																																			
42	42																					39_целостность-пустота	-0.22197586300160166	0.013998523231157594	122	1.7078198342012263																23_мир-конфликт	-0.3174246923438961	0.03806663460944836	43.0	1.6368652882062795																																			
43	43																					106_кончина-вечное_искусство	-0.2211769507906147	0.014355954959995781	122	1.7514265051194853																210_спешка-неторопливость	-0.31702147105298145	0.03832546910571508	43.0	1.6479951715457486																																			
44	44																					288_радость-недовольство	-0.2211018255260299	0.01438997116684857	122	1.755576482355525																39_целостность-пустота	0.3162174044333367	0.03884591306735888	43.0	1.6703742618964317																																			
45	45																					204_столкновение-мир	-0.2207942340356848	0.014529979598997697	122	1.7726575110777187																201_вирус-растение	0.3140473969397545	0.040279389714316376	43.0	1.732013757715604																																			
46	46																					260_быт-искусство	-0.22046769453016826	0.014679909100557331	122	1.7909489102679943																89_апатия-взбудораженность	-0.3101149786691573	0.042987017416131514	43.0	1.8484417488936549																																			
47	47																					155_поражение-победа	-0.2204467453514969	0.014689573642495232	122	1.7921279843844182																258_конец-начало	-0.3078673696555073	0.044599935941674274	43.0	1.9177972454919936																																			
48	48																					97_активность-пассивность	0.22032618567796888	0.01474529947210832	122	1.7989265355972148																267_неволя-свобода	0.3067513959339359	0.04541884500858488	43.0	1.9530103353691497																																			
49	49																					238_дистанция-близость	-0.22011849145385545	0.014841732700796431	122	1.8106913894971643																143_неважность-значимость	0.3058231861552501	0.04610922791178798	43.0	1.9826968002068832																																			
50	50																					25_скрытность-прозрачность	0.21941464151505202	0.015172625281480704	122	1.8510602843406456																162_история-одномоментное_происшествие	0.3041414094259391	0.04738175810462263	43.0	2.0374155984987734																																			
51	51																					134_физическое-абстрактное	0.21927312204033872	0.015239925216330191	122	1.859270876392284																																																							
52	52																					164_устранение-дополнение	-0.21888108630936745	0.015427715775410062	122	1.882181324600028																																																							
53	53																					254_свобода-неволя	0.21853734288390825	0.015594025108176675	122	1.9024710631975543																																																							
54	54																					8_застой-работа	-0.2182521241664688	0.0157331993075175	122	1.9194503155171352																																																							
55	55																					281_домоседство-путешествие	-0.2168377750915164	0.01643939257737553	122	2.005605894439815																																																							
56	56																					249_порыв-покой	0.21528055151898426	0.01724857021818691	122	2.1043255666188028																																																							
57	57																					284_учеба-производство	-0.2138773816034384	0.0180070170938262	122	2.1968560854467967																																																							
58	58																					283_героизм-малодушие	-0.2131995491720464	0.018383620182860737	122	2.24280166230901																																																							
59	59																					121_несовременность-актуальность	-0.21286890839036632	0.018569781087547463	122	2.2655132926807906																																																							
60	60																					211_больница-дом	-0.2127459863247507	0.01863940412975149	122	2.2740073038296815																																																							
61	61																					136_апатия-взбудораженность	0.2115521641869892	0.019327398223224868	122	2.357942583233434																																																							
62	62																					85_направление-дезориентация	0.21110880007647567	0.019588429646160883	122	2.3897884168316272																																																							
63	63																					88_лишение-наделение	-0.2106946506429924	0.01983500189104891	122	2.4198702307079665																																																							
64	64																					235_процесс-итог	-0.21057622821295174	0.019905997167871104	122	2.428531654480275																																																							
65	65																					231_злость-радость	-0.21043098968773735	0.019993367899803563	122	2.4391908837760345																																																							
66	66																					253_соблюдение_закона-правонарушение	-0.2104229499190241	0.019998214000221046	122	2.4397821080269675																																																							
67	67																					295_прощение-мстительность	-0.20978004388570864	0.02038902761863048	122	2.4874613694729177																																																							
68	68																					299_веселье-грусть	-0.20927586250239552	0.020700097767544563	122	2.5254119276404365																																																							
69	69																					170_спокойствие-суматоха	-0.2091778685018494	0.02076103004646945	122	2.532845665669273																																																							
70	70																					63_мир-война	-0.2090454942329066	0.02084358492877993	122	2.542917361311151																																																							
71	71																					162_история-одномоментное_происшествие	-0.2089846094329092	0.02088165034013013	122	2.5475613414958764																																																							
72	72																					66_курируемый-куратор	0.2089686182360901	0.020891658012225613	122	2.548782277491525																																																							
73	73																					86_доказательство-совпадение	-0.20823935335446714	0.02135245672889233	122	2.6049997209248654																																																							
74	74																					48_отдаление-приближение	0.2081378896136315	0.02141725586017341	122	2.6129052149411565																																																							
75	75																					44_упорядоченность-однородная_масса	-0.2075344171209474	0.0218061633986102	122	2.6603519346304445																																																							
76	76																					84_последовательность-разлад	0.2074744279070667	0.02184515294511104	122	2.6651086593035465																																																							
77	77																					130_размеренная_жизнь-напряжённая_жизнь	-0.20733075358075254	0.02193877660965493	122	2.676530746377902																																																							
78	78																					153_прерывание-продолжение	0.20652717376149668	0.022468800084395883	122	2.7411936102962984																																																							
79	79																					179_работа-искусство	0.20649212280601084	0.022492166942283925	122	2.7440443669586387																																																							
80	80																					265_радость-недовольство	0.20622097678685894	0.022673633284055604	122	2.7661832606547843																																																							
81	81																					175_нематериальное-материальное	-0.20541167639148625	0.02322275227123113	122	2.8331757770901977																																																							
82	82																					296_равенство-иерархия	-0.2052788410802512	0.023313963066358925	122	2.8443034940957888																																																							
83	83																					272_образование-невежество	0.20521047174942544	0.023361028156151386	122	2.850045435050469																																																							
84	84																					91_здоровье-болезнь	-0.2051522421261604	0.023401177318245498	122	2.8549436328259508																																																							
85	85																					65_серьёзность-веселье	-0.2046598275713865	0.02374306666528757	122	2.896654133165084																																																							
86	86																					132_правонарушение-соблюдение_закона	-0.2035158061488975	0.024553929556777626	122	2.9955794059268706																																																							
87	87																					181_дополнение-устранение	0.2024395786100203	0.025338253182225882	122	3.0912668882315577																																																							
88	88																					286_начало-конец	0.2016199967333236	0.025949810022996542	122	3.1658768228055783																																																							
89	89																					189_наука-религия	-0.20113069228649946	0.0263208933520332	122	3.2111489889480502																																																							
90	90																					59_увядание-расцвет	-0.20101065321985004	0.026412618263356027	122	3.2223394281294357																																																							
91	91																					289_недовольство-радость	-0.20068281256297546	0.026664520254320468	122	3.2530714710270976																																																							
92	92																					138_война-мир	0.200556488986386	0.026762128490755863	122	3.2649796758722154																																																							
93	93																					114_церковь-мирская_жизнь	0.2002371579482823	0.027010230035698017	122	3.295248064355158																																																							
94	94																					214_спешка-неторопливость	0.20001451584545224	0.02718436758934263	122	3.316492845899801																																																							
95	95																					228_народ-власть	-0.1999500459135907	0.027234970451090072	122	3.322666395032989																																																							
96	96																					12_частное-общее	-0.19984668422249696	0.027316267196271185	122	3.3325845979450848																																																							
97	97																					50_проблема-взаимовыручка	0.1990647298644661	0.027938020027805825	122	3.4084384433923107																																																							
98	98																					6_холодное_отношение-тёплое_отношение	-0.19896870941965386	0.02801519249951731	122	3.4178534849411117																																																							
99	99																					102_фантастика-реальность	-0.1972529491529088	0.029425053073830774	122	3.5898564750073554																																																							
100	100																					58_формирование-перестройка	-0.19707159450992046	0.02957753619458455	122	3.6084594157393153																																																							
101	101																					19_быстрое_явление-длительное_явление	-0.19682064290445855	0.02978964285081341	122	3.6343364277992367																																																							
102	102																					1_иерархия-равенство	0.1966664431947383	0.029920613337621263	122	3.6503148271897943																																																							
103	103																					101_фиксация-пересмотр	0.19662792573391166	0.029953404569974862	122	3.654315357536933																																																							
104	104																					81_религия-наука	0.1966211968826428	0.02995913619998462	122	3.6550146163981228																																																							
105	105																					300_беспокойство-спокойствие	0.19646197397791648	0.030095034019656908	122	3.671594150398143																																																							
106	106																					216_старость-смерть	-0.19609319662691865	0.030411798121570667	122	3.7102393708316215																																																							
107	107																					68_власть-народ	-0.1954917248428452	0.030934503780571505	122	3.774009461229724																																																							
108	108																					293_соблюдение_закона-правонарушение	0.19505372137368573	0.03131992279061805	122	3.8210305804554014																																																							
109	109																					36_спокойствие-деятельность	-0.19472688445244504	0.03161016490492606	122	3.8564401184009793																																																							
110	110																					257_тёплые_чувства-холодные_чувства	0.19352506553042986	0.032697083931069106	122	3.989044239590431																																																							
111	111																					247_радостное_событие_грустное_событие	0.19336341754339256	0.03284566095711268	122	4.007170636767746																																																							
112	112																					250_быт-война	0.19290772219160568	0.033267584318393564	122	4.058645286844014																																																							
113	113																					94_проблема-решение_проблем	0.19288603760099546	0.03328777546346018	122	4.061108606542144																																																							
114	114																					110_негативные_эмоции-положительные_эмоции	-0.1927000972701904	0.03346133526981192	122	4.082282902917053																																																							
115	115																					157_отсутствие_чувств-чувства	0.1920924470998558	0.034033866154579734	122	4.152131670858728																																																							
116	116																					174_праздник-быт	-0.1918218405974792	0.03429148155409744	122	4.183560749599888																																																							
