	Unnamed: 0	я_PRON	я_PRON.1	я_PRON.2	я_PRON.3	я_PRON.4	свой_DET	свой_DET.1	свой_DET.2	свой_DET.3	свой_DET.4	он_PRON	он_PRON.1	он_PRON.2	он_PRON.3	он_PRON.4	хотеть_VERB	хотеть_VERB.1	хотеть_VERB.2	хотеть_VERB.3	хотеть_VERB.4	очень_ADV	очень_ADV.1	очень_ADV.2	очень_ADV.3	очень_ADV.4	она_PRON	она_PRON.1	она_PRON.2	она_PRON.3	она_PRON.4	думать_VERB	думать_VERB.1	думать_VERB.2	думать_VERB.3	думать_VERB.4	мочь_VERB	мочь_VERB.1	мочь_VERB.2	мочь_VERB.3	мочь_VERB.4	мой_DET	мой_DET.1	мой_DET.2	мой_DET.3	мой_DET.4	мы_PRON	мы_PRON.1	мы_PRON.2	мы_PRON.3	мы_PRON.4	потом_ADV	потом_ADV.1	потом_ADV.2	потом_ADV.3	потом_ADV.4	знать_VERB	знать_VERB.1	знать_VERB.2	знать_VERB.3	знать_VERB.4	хороший_ADJ	хороший_ADJ.1	хороший_ADJ.2	хороший_ADJ.3	хороший_ADJ.4	еще_ADV	еще_ADV.1	еще_ADV.2	еще_ADV.3	еще_ADV.4	произойти_VERB	произойти_VERB.1	произойти_VERB.2	произойти_VERB.3	произойти_VERB.4	день_NOUN	день_NOUN.1	день_NOUN.2	день_NOUN.3	день_NOUN.4	жить_VERB	жить_VERB.1	жить_VERB.2	жить_VERB.3	жить_VERB.4
9	9	89_апатия-взбудораженность	-0.5135353946664036	3.7468110642938206e-05	58	0.002173150417290416	298_очевидный-скрытый	-0.4802934998732189	0.002624851909270989	37.0	0.0971195206430266						264_безопасность-опасность	0.930402149232168	0.02180926396894134	5.0	0.10904631984470667						125_разработка-разрушение	-0.9546300214854224	0.003040956850882909	6.0	0.018245741105297454						154_знание-сомнение	0.8470728143785898	0.001981107235259176	10.0	0.01981107235259176						176_животное-человек	-0.9690990419284816	0.030900958071518488	4.0	0.12360383228607395						267_неволя-свобода	0.9750623883908428	0.024937611609157084	4.0	0.09975044643662834																179_работа-искусство	-0.509020925690742	0.044039389188830776	16.0	0.7046302270212924					
10	10	225_кража-находка	0.5125775709973366	3.895888872272528e-05	58	0.0022596155459180664	160_победа-поражение	-0.4793572438256672	0.0026833587478732523	37.0	0.09928427367131032						62_жизнь-смерть	-0.9298100526182168	0.022086157349468876	5.0	0.11043078674734436						32_разруха-реализация	0.9536974301331692	0.0031662572769537247	6.0	0.018997543661722342						20_покой-беспокойство	-0.8405823024170499	0.0023202185813304037	10.0	0.023202185813304032						127_начало-конец	0.9648798551366288	0.03512014486337112	4.0	0.14048057945348447						71_изобилие-недостаток	0.972521640279555	0.02747835972044499	4.0	0.10991343888177996																									
11	11	110_негативные_эмоции-положительные_эмоции	0.5111623228102625	4.126204692934976e-05	58	0.0023931987219022862	162_история-одномоментное_происшествие	-0.4517534358140589	0.00500426050333479	37.0	0.1851576386233872						38_личное-общее	0.9283939368395704	0.022752966488842633	5.0	0.11376483244421315						298_очевидный-скрытый	-0.9509694776331612	0.00354705369055554	6.0	0.02128232214333324						173_отдых-работа	0.8371708978316103	0.0025143300302712173	10.0	0.02514330030271217						267_неволя-свобода	-0.9644431694205791	0.03555683057942105	4.0	0.1422273223176842						24_активность-пассивность	0.9705495401204416	0.0294504598795583	4.0	0.1178018395182332																									
12	12	161_холодное_отношение-тёплое_отношение	0.5034070935009021	5.627276486474957e-05	58	0.003263820362155475	148_усталость-бодрость	-0.4510650843910262	0.005079391310582271	37.0	0.187937478491544						7_чужбина-родной_дом	-0.9276276668645128	0.02311644586615694	5.0	0.1155822293307847						198_обучение-достижение	-0.948460381866555	0.003916045181437932	6.0	0.02349627108862759						50_проблема-взаимовыручка	-0.8296813223604788	0.00298118042295255	10.0	0.0298118042295255						212_наука-быт	-0.956344319816624	0.04365568018337596	4.0	0.17462272073350382						141_микробиология-неопределенная_тема	0.96527936496219	0.03472063503781009	4.0	0.13888254015124035																									
13	13	267_неволя-свобода	0.5001864919922384	6.387136354709942e-05	58	0.0037045390857317674	27_труд-фортуна	-0.4498444443943527	0.005215017538650497	37.0	0.1929556489300684						281_домоседство-путешествие	0.9190394888253168	0.027314805519745626	5.0	0.13657402759872814						140_шум-тишина	-0.9427484839495548	0.00482277645492657	6.0	0.02893665872955942						155_поражение-победа	0.8289147775323435	0.003032237515063871	10.0	0.030322375150638712						152_исчезнование-появление	-0.9555809149244622	0.044419085075537816	4.0	0.1776763403021513						38_личное-общее	0.9649055901375849	0.035094409862414966	4.0	0.14037763944965986																									
14	14	25_скрытность-прозрачность	-0.4905845554850578	9.248670354576496e-05	58	0.005364228805654367	258_конец-начало	0.4470275158213109	0.005539999999985834	37.0	0.20497999999947586						287_вода-земля	-0.9129678960751394	0.03041590186205811	5.0	0.15207950931029054						40_уклад_жизни-дисциплина	-0.9424867843222392	0.0048665347223279575	6.0	0.02919920833396775						169_потеря-приобретение	0.8243778225437074	0.0033473960870862487	10.0	0.03347396087086249						262_серьезность-шутка	-0.9533939307416612	0.04660606925833888	4.0	0.1864242770333555						244_смерть-жизнь	-0.9590418554931064	0.040958144506893716	4.0	0.1638325780275749																									
15	15	11_приобретение-постоянное_местонахождение	0.4883209873602251	0.00010076006535205312	58	0.005844083790419082	150_безопасность-опасность	0.4396470990742956	0.006475532704342772	37.0	0.23959471006068256						21_получение_результата-разработка	-0.9118954785622856	0.03097468041716268	5.0	0.1548734020858134						213_обозрение-сокрытие	0.9419099182258892	0.004963675141805515	6.0	0.02978205085083309						203_концепция-хаотичность	0.8226331624340926	0.0034746236864275338	10.0	0.034746236864275346																213_обозрение-сокрытие	0.9577172425282064	0.04228275747179355	4.0	0.1691310298871742																									
16	16	142_равенство-иерархия	-0.4853302848156372	0.00011273345026862705	58	0.006538540115580371	194_контроль-бесконтрольность	0.4394259873864905	0.006505537401950662	37.0	0.2407048838721745						164_устранение-дополнение	0.9068824951201411	0.033629462600240495	5.0	0.16814731300120248						249_порыв-покой	-0.9416399073541218	0.005009466288612023	6.0	0.03005679773167214						147_рассудительность-беспокойство	0.8190365628557473	0.0037478003589082156	10.0	0.03747800358908216																30_стихийное_собрание-мероприятия	-0.9574342751155202	0.04256572488447985	4.0	0.1702628995379194																									
17	17	109_убожество-роскошь	-0.4816118690878759	0.00012943689239675564	58	0.0075073397590118265	112_профессиональный-любительский	-0.4373239920241222	0.006796797678183524	37.0	0.2514815140927904						280_радость-недовольство	0.9038229975966368	0.03528369574945652	5.0	0.17641847874728256						48_отдаление-приближение	-0.9389628752164998	0.005474598064640339	6.0	0.03284758838784203						249_порыв-покой	-0.8155335412822807	0.004028350534734643	10.0	0.040283505347346434																193_порядок-беспорядок	-0.9554614836137107	0.04453851638628914	4.0	0.17815406554515656																									
18	18	34_духовное_наслаждение-физическое_наслаждение	0.4811798448747269	0.00013151802064591682	58	0.007628045197463175	170_спокойствие-суматоха	-0.4365333201360813	0.0069092190891545295	37.0	0.2556411062987176						217_завоевание-бегство	-0.9037191957188561	0.03534026435270008	5.0	0.1767013217635004						50_проблема-взаимовыручка	-0.9385895950539648	0.005541060132136913	6.0	0.033246360792821485						75_действующее_лицо-зритель	0.813149645250095	0.004227669669326712	10.0	0.04227669669326712																298_очевидный-скрытый	0.954989539968214	0.0450104600317861	4.0	0.1800418401271444																									
19	19	31_интеллект-культура	0.480650769886748	0.00013410841449788098	58	0.0077782880408770955	137_вертикальные_отношения-горизонтальные_отношения	0.4333274576390971	0.007381559841950523	37.0	0.2731177141521694						254_свобода-неволя	-0.8993110038794156	0.03776908413264477	5.0	0.18884542066322385						193_порядок-беспорядок	-0.9377191642199276	0.005697563113221666	6.0	0.03418537867933						130_размеренная_жизнь-напряжённая_жизнь	0.8100404497019467	0.004498113500739157	10.0	0.04498113500739157																119_окончание-процесс	-0.95031815587537	0.04968184412462995	4.0	0.1987273764985198																									
20	20	248_спор-согласие	0.477770670645569	0.000149048104175599	58	0.008644790042184743	88_лишение-наделение	-0.4315889262389424	0.00764909785503469	37.0	0.2830166206362835						186_движение-неподвижность	0.8981965675104913	0.03839122468466912	5.0	0.1919561234233456						53_подчинение-неповиновение	0.9353215021384464	0.0061396770869052795	6.0	0.03683806252143168						66_курируемый-куратор	-0.8083942205913095	0.004646205947467877	10.0	0.04646205947467877																																													
21	21	253_соблюдение_закона-правонарушение	0.4774612120558226	0.00015074084197797894	58	0.008742968834722779	26_ненависть-дружба	0.4248328954225735	0.008769124615533943	37.0	0.3244576107747559						214_спешка-неторопливость	-0.8961984956766202	0.039514735775617926	5.0	0.19757367887808966						253_соблюдение_закона-правонарушение	0.9338550792775938	0.006418028813338521	6.0	0.038508172880031125						187_гармония-конфликт	0.8079790030236017	0.004684101708459274	10.0	0.046841017084592734																																													
22	22	207_фантастика-реальность	-0.4737170071489177	0.00017266430571707234	58	0.010014529731590196	104_неподвижность-подвижность	-0.4202232549861124	0.009611278515468773	37.0	0.35561730507234457						52_близость-расстояние	0.8947104950174256	0.0403581124490734	5.0	0.20179056224536696						19_быстрое_явление-длительное_явление	0.931456360387732	0.0068863288867684535	6.0	0.04131797332061072						200_природа-техника	-0.8060305656335964	0.004864885587098596	10.0	0.04864885587098595																																													
23	23	92_жизнь-смерть	0.4707596310166037	0.00019200118136619132	58	0.011136068519239095	37_низ-верх	0.4164441349597315	0.010352220356298516	37.0	0.38303215318304507						78_популярность-безвестность	-0.8936618111068172	0.04095588615615512	5.0	0.2047794307807756						16_воля-неволя	-0.9300845632562196	0.007161373231996736	6.0	0.04296823939198042						223_бытовые_ситуации-глобальные_происшествия	-0.8056540758255704	0.004900383658931467	10.0	0.04900383658931467																																													
24	24	90_отдых-напряжение	0.4707009960422264	0.0001924038278476161	58	0.011159422015161735	70_единство-разрозренность	0.4134239491341525	0.010978789232530468	37.0	0.40621520160362734						189_наука-религия	0.8929577919463552	0.0413587585238638	5.0	0.20679379261931896						251_недостаток-достоинство	-0.9284553021458806	0.00749485977482955	6.0	0.0449691586489773						144_физический_труд-искусство	-0.8052070956977696	0.0049427677400768035	10.0	0.04942767740076805																																													
25	25	79_многообразие-единство	0.4699210292663144	0.0001978337815848713	58	0.011474359331922536	43_энергия-покой	-0.4119808719525209	0.01128936454122552	37.0	0.41770648802534427						243_проблема-решение_проблем	-0.8914279836953299	0.04223849481737959	5.0	0.21119247408689795						169_потеря-приобретение	0.9261721225666836	0.007974631758269866	6.0	0.04784779054961919						102_фантастика-реальность	0.8047993812017852	0.004981656195440087	10.0	0.049816561954400866																																													
26	26	94_проблема-решение_проблем	-0.4657813183801865	0.00022907046033767792	58	0.01328608669958532	46_идея-реализация	-0.4097335128730544	0.0117878747872405	37.0	0.43615136712789854						239_радость-недовольство	-0.890763662410667	0.04262234975724228	5.0	0.2131117487862114						1_иерархия-равенство	-0.9240396484997296	0.008435817835491334	6.0	0.050614907012948						109_убожество-роскошь	-0.80455046348238	0.005005505458472642	10.0	0.05005505458472642																																													
27	27	75_действующее_лицо-зритель	0.4634666973187488	0.0002484373673238556	58	0.01440936730478362	81_религия-наука	0.4044937564139048	0.013023097693603963	37.0	0.4818546146633466						251_недостаток-достоинство	-0.8831208214323121	0.04711674435070018	5.0	0.2355837217535009						134_физическое-абстрактное	-0.9224550092207404	0.00878669063077594	6.0	0.052720143784655636						2_неживая_природа-живая_природа	-0.8037116059077621	0.005086478187724386	10.0	0.050864781877243866																																													
28	28	106_кончина-вечное_искусство	0.462240837024709	0.0002592887250648561	58	0.015038746053761657	294_испытание-безмятежность	-0.39938257033528496	0.014331746954360288	37.0	0.5302746373113306						137_вертикальные_отношения-горизонтальные_отношения	-0.8807944562921601	0.04851282298733095	5.0	0.24256411493665475						243_проблема-решение_проблем	-0.9219274209331156	0.008905052430153439	6.0	0.05343031458092064						253_соблюдение_закона-правонарушение	0.8021258552267532	0.005242093483002376	10.0	0.05242093483002376																																													
29	29	184_правонарушение-соблюдение_закона	0.45941233967553297	0.0002859949764548611	58	0.016587708634381946	217_завоевание-бегство	0.3920623429369055	0.01639790467668801	37.0	0.6067224730374563																65_серьёзность-веселье	-0.9215572640333248	0.008988554853312009	6.0	0.053931329119872064						297_юмор-суровость	-0.8020831631161403	0.005246329359674709	10.0	0.05246329359674708																																													
30	30	243_проблема-решение_проблем	-0.4576070631209844	0.00030432617876823367	58	0.01765091836855756	84_последовательность-разлад	0.3803991473240361	0.020204038123202803	37.0	0.7475494105585037																173_отдых-работа	0.920210885480436	0.00929547336230334	6.0	0.05577284017382003						16_воля-неволя	-0.7924513297554769	0.006265934411574221	10.0	0.06265934411574221																																													
31	31	159_реальная_жизнь-выдуманная_жизнь	0.4575021110115942	0.0003054240974827342	58	0.017714597653998583	187_гармония-конфликт	-0.3724121994750879	0.023214533643343308	37.0	0.8589377448037024																2_неживая_природа-живая_природа	-0.920059108502309	0.009330386222636029	6.0	0.05598231733581616						31_интеллект-культура	0.7918659423394193	0.0063321129721269406	10.0	0.06332112972126941																																													
32	32	230_отступление-наступление	0.4542781458190417	0.0003409592647013273	58	0.019775637352676984	5_польза-вред	-0.3718882554012783	0.02342438184183516	37.0	0.8667021281479012																59_увядание-расцвет	0.9196204661229086	0.009431643361376824	6.0	0.05658986016826095						11_приобретение-постоянное_местонахождение	0.789450407449813	0.006610453885052497	10.0	0.06610453885052497																																													
33	33	2_неживая_природа-живая_природа	-0.4523731364254736	0.00036368522999076654	58	0.021093743339464455	273_жар-холод	0.3710173994891031	0.0237766555120786	37.0	0.8797362539469082																22_деятельность_наверху-деятельность_в_земле	-0.9194127933252482	0.009479768156741808	6.0	0.05687860894045085						216_старость-смерть	0.7871781949469023	0.006880110671201463	10.0	0.06880110671201463																																													
34	34	166_порядочность-мошенничество	0.4518942218355932	0.0003696110623715705	58	0.02143744161755109	180_потребление-вывод	0.36434710004397897	0.026623249369929797	37.0	0.9850602266874025																119_окончание-процесс	-0.9181535047591632	0.009774134527285526	6.0	0.05864480716371316						108_творчество-власть	-0.7861680051425789	0.0070024665394185425	10.0	0.07002466539418542																																													
35	35	266_мир-война	0.4489215555765407	0.00040839942093582314	58	0.02368716641427774	152_исчезнование-появление	0.3594142893424321	0.028904662114431327	37.0	1.0694724982339592																85_направление-дезориентация	-0.9180690781173174	0.009794026075945716	6.0	0.0587641564556743						121_несовременность-актуальность	0.7795490331168109	0.00784266745000576	10.0	0.0784266745000576																																													
36	36	223_бытовые_ситуации-глобальные_происшествия	-0.4474544838639597	0.00042887388364726026	58	0.02487468525154109	167_дополнение-устранение	0.3545915209237118	0.03128838886690943	37.0	1.1576703880756491																292_экстрим-повседневность	-0.9175186335673154	0.009924196094516505	6.0	0.05954517656709904						3_спокойствие-суматоха	-0.7791922448929138	0.007889889837196299	10.0	0.07889889837196297																																													
37	37	82_суматоха-спокойствие	-0.4470160850424701	0.0004351705815098059	58	0.02523989372756874	24_активность-пассивность	0.35152861763513565	0.03288432173665375	37.0	1.216719904256189																68_власть-народ	-0.9170007211927008	0.010047434376177666	6.0	0.06028460625706599						73_наука-физический_труд	-0.7737855279722025	0.00863035921085966	10.0	0.0863035921085966																																													
38	38	20_покой-беспокойство	-0.4406754093045291	0.0005361282894797981	58	0.03109544078982828	83_речь-текст	0.3503828008026265	0.033498218640392104	37.0	1.2394340896945075																174_праздник-быт	0.9155442020475354	0.010397970322082528	6.0	0.06238782193249516						77_природные_процессы-военные_процессы	0.7717626745647365	0.008919594710257297	10.0	0.08919594710257298																																													
39	39	181_дополнение-устранение	-0.438882739470674	0.0005682893447872888	58	0.03296078199766276	60_восстание-смирение	-0.3499187667432859	0.033749487195323044	37.0	1.2487310262269526																241_нападение-оборона	0.9154572105198022	0.010419090793649818	6.0	0.06251454476189891						48_отдаление-приближение	-0.7714818150446956	0.008960286996244645	10.0	0.08960286996244646																																													
40	40	111_нежелание-желание	0.4378010021462035	0.0005885314611738633	58	0.03413482474808407	45_наука-быт	-0.3415482150936504	0.0385529651784602	37.0	1.426459711603027																159_реальная_жизнь-выдуманная_жизнь	0.9135043996731882	0.010898675378013877	6.0	0.06539205226808326						270_древность-современность	-0.7707009656738728	0.00907410878834567	10.0	0.09074108788345672																																													
41	41	29_негативные_чувства-духовные_чувства	-0.4367395597728576	0.0006090261433004605	58	0.03532351631142671	199_уют-неуют	-0.33704971721121585	0.0413554477551524	37.0	1.530151566940639																25_скрытность-прозрачность	-0.9123920951356129	0.011176515805831986	6.0	0.06705909483499192						9_трудности-отсутствие_проблем	0.7671820768812364	0.009599733172331744	10.0	0.09599733172331744																																													
42	42	254_свобода-неволя	-0.4364304579731756	0.0006151146510536019	58	0.03567664976110892	131_процесс-завершение	-0.3306208625022124	0.045644579150166696	37.0	1.6888494285561677																262_серьезность-шутка	-0.9121468903037356	0.011238220756176195	6.0	0.06742932453705716						291_работа-санкция	0.7664310911505832	0.00971462690170493	10.0	0.0971462690170493																																													
