	Unnamed: 0	я_PRON	я_PRON.1	я_PRON.2	я_PRON.3	я_PRON.4	свой_DET	свой_DET.1	свой_DET.2	свой_DET.3	свой_DET.4	они_PRON	они_PRON.1	они_PRON.2	они_PRON.3	они_PRON.4	он_PRON	он_PRON.1	он_PRON.2	он_PRON.3	он_PRON.4	она_PRON	она_PRON.1	она_PRON.2	она_PRON.3	она_PRON.4	думать_VERB	думать_VERB.1	думать_VERB.2	думать_VERB.3	думать_VERB.4	жизнь_NOUN	жизнь_NOUN.1	жизнь_NOUN.2	жизнь_NOUN.3	жизнь_NOUN.4	потом_ADV	потом_ADV.1	потом_ADV.2	потом_ADV.3	потом_ADV.4	знать_VERB	знать_VERB.1	знать_VERB.2	знать_VERB.3	знать_VERB.4	первый_ADJ	первый_ADJ.1	первый_ADJ.2	первый_ADJ.3	первый_ADJ.4	год_NOUN	год_NOUN.1	год_NOUN.2	год_NOUN.3	год_NOUN.4	хороший_ADJ	хороший_ADJ.1	хороший_ADJ.2	хороший_ADJ.3	хороший_ADJ.4	произойти_VERB	произойти_VERB.1	произойти_VERB.2	произойти_VERB.3	произойти_VERB.4	ждать_VERB	ждать_VERB.1	ждать_VERB.2	ждать_VERB.3	ждать_VERB.4	ничто_PRON	ничто_PRON.1	ничто_PRON.2	ничто_PRON.3	ничто_PRON.4
37	37																																																								222_религия-повседневность	0.4757422581655854	0.009094708504726878	29	0.2637465466370795															
38	38																																																								270_древность-современность	-0.4754331362733271	0.009146196432852187	29	0.2652396965527134															
39	39																																																								185_беда-счастье	0.4735205291094519	0.009470246618209614	29	0.2746371519280788															
40	40																																																								174_праздник-быт	0.47209109240477504	0.009718688342838086	29	0.2818419619423045															
41	41																																																								50_проблема-взаимовыручка	-0.4702421932839605	0.010048134745907713	29	0.2913959076313237															
42	42																																																								58_формирование-перестройка	0.4647632000926641	0.011079947259910874	29	0.32131847053741536															
43	43																																																								299_веселье-грусть	0.4642712764519802	0.01117677500896417	29	0.3241264752599609															
44	44																																																								97_активность-пассивность	-0.4619530259327321	0.01164267555850171	29	0.3376375911965496															
45	45																																																								74_тёплые_чувства-холодные_чувства	0.4597500650158391	0.012100346691939254	29	0.3509100540662384															
46	46																																																								16_воля-неволя	-0.4558508827464714	0.012947251845368787	29	0.3754703035156948															
47	47																																																								102_фантастика-реальность	0.4522245204272439	0.013778707487164471	29	0.3995825171277697															
48	48																																																								181_дополнение-устранение	-0.4519943506543838	0.01383294686028599	29	0.40115545894829374															
49	49																																																								278_физический_труд-умственный_труд	-0.4435923378819474	0.015938072663341084	29	0.4622041072368914															
50	50																																																								171_работа-отдых	-0.4422505299015393	0.016297644636605522	29	0.4726316944615601															
51	51																																																								209_отрицание-утверждение	-0.4405365369872079	0.01676670072417724	29	0.48623432100114															
52	52																																																								126_путешествие-конец_движения	0.44052326424570665	0.016770376099781843	29	0.4863409068936734															
53	53																																																								145_высказывание-умалчивание	-0.4404865028327091	0.016780559240714886	29	0.4866362179807317															
54	54																																																								256_фильм-жизнь	-0.4401802159904569	0.01686560167893049	29	0.4891024486889841															
55	55																																																								219_соблюдение_закона-правонарушение	-0.43962900111050857	0.017019548182995583	29	0.4935668973068718															
56	56																																																								225_кража-находка	0.4373585651358452	0.01766595477245951	29	0.5123126884013258															
57	57																																																								265_радость-недовольство	-0.43537109710030425	0.01824832221374386	29	0.5292013441985719															
58	58																																																								195_болезнь-работа	-0.4351711435243368	0.018307779514556036	29	0.530925605922125															
59	59																																																								103_познание-непостижимость	-0.4332720959111889	0.01888048173263361	29	0.5475339702463748															
60	60																																																								77_природные_процессы-военные_процессы	0.43233606591722107	0.01916815024042404	29	0.5558763569722971															
61	61																																																								279_соблюдение_закона-правонарушение	0.430810529301729	0.019644724435086976	29	0.5696970086175223															
62	62																																																								221_получение_денег-отсутствие_денег	-0.4248496886377525	0.021601360425488592	29	0.6264394523391691															
63	63																																																								216_старость-смерть	0.4236414622267989	0.022016821404088675	29	0.6384878207185716															
64	64																																																								66_курируемый-куратор	-0.4234169243241401	0.022094748340094214	29	0.6407477018627322															
65	65																																																								21_получение_результата-разработка	0.42180255724533344	0.022661705231171208	29	0.657189451703965															
66	66																																																								134_физическое-абстрактное	-0.4209449655752201	0.02296769999398417	29	0.666063299825541															
67	67																																																								277_неживая_природа-живая_природа	0.4162702176595422	0.024695732272488592	29	0.7161762359021692															
68	68																																																								157_отсутствие_чувств-чувства	0.4161684170110835	0.0247345120315778	29	0.7173008489157561															
69	69																																																								121_несовременность-актуальность	0.4158062374194501	0.024872883431889405	29	0.7213136195247928															
70	70																																																								122_неопределенная_тема-здоровье	-0.4131635971272759	0.02590175022513961	29	0.7511507565290487															
71	71																																																								54_реальность-когнитивные_процессы	-0.41299858165124104	0.025967129663987752	29	0.7530467602556448															
72	72																																																								94_проблема-решение_проблем	-0.4114612030693132	0.02658272937772525	29	0.7708991519540322															
73	73																																																								57_улица-дом	-0.4100479922383092	0.02715904251735813	29	0.7876122330033857															
74	74																																																								71_изобилие-недостаток	0.41001228763077535	0.02717373359480523	29	0.7880382742493517															
75	75																																																								235_процесс-итог	-0.4095461462396294	0.02736612680333364	29	0.7936176772966754															
76	76																																																								187_гармония-конфликт	-0.4094909802238455	0.02738896892040272	29	0.7942800986916789															
77	77																																																								65_серьёзность-веселье	0.4084601765719568	0.02781864463431269	29	0.806740694395068															
78	78																																																								143_неважность-значимость	-0.4076843395446304	0.02814564162177846	29	0.8162236070315754															
79	79																																																								262_серьезность-шутка	-0.4072004486410149	0.0283511665931998	29	0.8221838312027943															
80	80																																																								85_направление-дезориентация	-0.4067980584588015	0.028523002193191618	29	0.827167063602557															
81	81																																																								136_апатия-взбудораженность	-0.4036462333786793	0.029898404766804963	29	0.8670537382373438															
82	82																																																								73_наука-физический_труд	-0.4031875113302249	0.030102989101912912	29	0.8729866839554744															
83	83																																																								251_недостаток-достоинство	-0.40134630995683374	0.030935584497517377	29	0.8971319504280039															
84	84																																																								150_безопасность-опасность	-0.400695723257182	0.031234198732051605	29	0.9057917632294964															
85	85																																																								230_отступление-наступление	0.3955847749849208	0.03366206851655385	29	0.9761999869800616															
86	86																																																								20_покой-беспокойство	-0.3951871242451482	0.033857170170208485	29	0.9818579349360462															
87	87																																																								30_стихийное_собрание-мероприятия	0.3928797913022876	0.035007292728876316	29	1.0152114891374129															
88	88																																																								9_трудности-отсутствие_проблем	0.3924271066826587	0.035236586925534434	29	1.0218610208404983															
89	89																																																								153_прерывание-продолжение	-0.3923835079012441	0.03525873426135902	29	1.0225032935794116															
90	90																																																								186_движение-неподвижность	0.3906472612811259	0.036149858602064905	29	1.0483458994598822															
91	91																																																								190_погода-животное	-0.3896338995833743	0.03667827165024442	29	1.063669877857088															
92	92																																																								239_радость-недовольство	-0.3881038118433464	0.03748786608967792	29	1.0871481166006596															
93	93																																																								43_энергия-покой	-0.3876944941472128	0.03770685572040658	29	1.0934988158917909															
94	94																																																								42_деструктивная_коммуникация-конструктивная_коммуникация	0.3869747301245072	0.03809442530370008	29	1.1047383338073022															
95	95																																																								38_личное-общее	0.3866533976921652	0.03826848035369823	29	1.1097859302572486															
96	96																																																								25_скрытность-прозрачность	-0.3862246214624873	0.038501726232933256	29	1.1165500607550645															
97	97																																																								296_равенство-иерархия	0.38372436787607933	0.039884598024042005	29	1.156653342697218															
98	98																																																								178_мыслительная_работа-физическая_работа	-0.3811926187885064	0.04132508866854175	29	1.1984275713877108															
99	99																																																								169_потеря-приобретение	0.38039941553306733	0.04178484519725541	29	1.211760510720407															
100	100																																																								220_власть-наука	-0.3803738164893911	0.04179975062636378	29	1.2121927681645497															
101	101																																																								48_отдаление-приближение	-0.3753808678704656	0.04478911034063916	29	1.2988841998785357															
102	102																																																								269_власть-беспорядок	-0.3678841171919535	0.04959415522555618	29	1.4382305015411294															
