	Unnamed: 0	свой_DET	свой_DET.1	свой_DET.2	свой_DET.3	свой_DET.4	хотеть_VERB	хотеть_VERB.1	хотеть_VERB.2	хотеть_VERB.3	хотеть_VERB.4	человек_NOUN	человек_NOUN.1	человек_NOUN.2	человек_NOUN.3	человек_NOUN.4	очень_ADV	очень_ADV.1	очень_ADV.2	очень_ADV.3	очень_ADV.4	она_PRON	она_PRON.1	она_PRON.2	она_PRON.3	она_PRON.4	думать_VERB	думать_VERB.1	думать_VERB.2	думать_VERB.3	думать_VERB.4	мочь_VERB	мочь_VERB.1	мочь_VERB.2	мочь_VERB.3	мочь_VERB.4	мой_DET	мой_DET.1	мой_DET.2	мой_DET.3	мой_DET.4	потом_ADV	потом_ADV.1	потом_ADV.2	потом_ADV.3	потом_ADV.4	знать_VERB	знать_VERB.1	знать_VERB.2	знать_VERB.3	знать_VERB.4	год_NOUN	год_NOUN.1	год_NOUN.2	год_NOUN.3	год_NOUN.4	хороший_ADJ	хороший_ADJ.1	хороший_ADJ.2	хороший_ADJ.3	хороший_ADJ.4	еще_ADV	еще_ADV.1	еще_ADV.2	еще_ADV.3	еще_ADV.4	произойти_VERB	произойти_VERB.1	произойти_VERB.2	произойти_VERB.3	произойти_VERB.4	день_NOUN	день_NOUN.1	день_NOUN.2	день_NOUN.3	день_NOUN.4	видеть_VERB	видеть_VERB.1	видеть_VERB.2	видеть_VERB.3	видеть_VERB.4	жить_VERB	жить_VERB.1	жить_VERB.2	жить_VERB.3	жить_VERB.4	ничто_PRON	ничто_PRON.1	ничто_PRON.2	ничто_PRON.3	ничто_PRON.4
9	9	190_погода-животное	0.1714180820227433	0.01123831660789953	218.0	2.4499530205220967											164_устранение-дополнение	0.20743774561943093	0.022429036300580667	122.0	2.736342428670842						142_равенство-иерархия	0.20508474097129295	0.017026640552609194	136.0	2.3156231151548505																					166_порядочность-мошенничество	-0.22084029493749285	0.046175762087096735	82.0	3.786412491141932	121_несовременность-актуальность	0.292784653134096	0.010799287338185713	75.0	0.8099465503639285	37_низ-верх	0.2643082155559375	0.027034144150236642	70.0	1.892390090516565	101_фиксация-пересмотр	-0.2937763780396657	0.04269783887588075	48.0	2.049496266042276											265_радость-недовольство	-0.3301083257826072	0.007241917427063252	65	0.4707246327591114					
10	10	54_реальность-когнитивные_процессы	0.1711513564652956	0.011367434865425432	218.0	2.478100800662744											221_получение_денег-отсутствие_денег	-0.2073763092476944	0.022469784262039688	122.0	2.7413136799688416						63_мир-война	0.20287469687110984	0.01828149248144366	136.0	2.4862829774763378																					205_отдых-рабочий_процесс	0.21979758147281614	0.04724118166114243	82.0	3.87377689621368	252_современность-древность	-0.29184157465262306	0.01106818361874765	75.0	0.8301137714060737	92_жизнь-смерть	0.2516790405601214	0.03557575727012406	70.0	2.4903030089086844	198_обучение-достижение	-0.2905543553350272	0.04513347135027203	48.0	2.1664066248130576											86_доказательство-совпадение	0.32880429490881397	0.0074892452495882314	65	0.4868009412232351					
11	11	124_сражение-тыл	0.16955757510878666	0.012166563519389684	218.0	2.652310847226951											168_работа-праздность	-0.20564019352225865	0.023647826700399333	122.0	2.8850348574487183						201_вирус-растение	-0.20139860249472646	0.01916351986733092	136.0	2.6062387019570044																					172_наука-быт	-0.21890056946497924	0.04817388150371695	82.0	3.95025828330479	291_работа-санкция	0.2915218086638223	0.011160670100193884	75.0	0.8370502575145413	128_неловкость-ловкость	0.2454110472975419	0.04058790273254898	70.0	2.8411531912784285	268_отдых-работа	-0.2897147594242494	0.04578641225744013	48.0	2.1977477883571264											70_единство-разрозренность	-0.3286362379889278	0.007521651219620166	65	0.4889073292753108					
12	12	82_суматоха-спокойствие	-0.16933629761063365	0.012281333524717532	218.0	2.6773307083884217											225_кража-находка	0.20557053246058213	0.023696179049327703	122.0	2.89093384401798						71_изобилие-недостаток	-0.20085681856369594	0.019496361376251603	136.0	2.651505147170218																					83_речь-текст	-0.2182479687210117	0.04886194100296196	82.0	4.0066791622428815	186_движение-неподвижность	0.2886067906856409	0.012035245671749404	75.0	0.9026434253812052	81_религия-наука	0.2435324243984691	0.042199405773860624	70.0	2.953958404170244	288_радость-недовольство	0.28551823510275104	0.04916628005051027	48.0	2.359981442424493											95_доброта-злость	0.3265023946972006	0.007943909388357005	65	0.5163541102432052					
13	13	218_трусость-мужество	-0.16920258693038445	0.012351145969215509	218.0	2.6925498212889813											89_апатия-взбудораженность	-0.2049224309643458	0.02415010536039296	122.0	2.9463128539679415						192_производство-наука	0.19885415956489025	0.020770385709237976	136.0	2.8247724564563645																										59_увядание-расцвет	0.28839887497470484	0.012099837932541595	75.0	0.9074878449406196	88_лишение-наделение	0.2394648886426813	0.04587034792530062	70.0	3.2109243547710435																16_воля-неволя	-0.3251325204420179	0.008225779698545028	65	0.5346756804054268					
14	14	10_рутина-отдых	-0.16826701225222787	0.0128494650241581	218.0	2.8011833752664654											267_неволя-свобода	0.20471778534220264	0.024294975338672854	122.0	2.9639869913180883						164_устранение-дополнение	0.19655063840132952	0.022323939878210144	136.0	3.0360558234365795																										68_власть-народ	0.2861637005224086	0.01281345380619371	75.0	0.9610090354645282	257_тёплые_чувства-холодные_чувства	0.2387012576739049	0.0465880210056438	70.0	3.261161470395066																66_курируемый-куратор	-0.32474872290965096	0.008306301075368377	65	0.5399095698989445					
15	15	178_мыслительная_работа-физическая_работа	-0.1658365826404751	0.014227425001624747	218.0	3.1015786503541944											49_развитие-откат	-0.20461922850703465	0.02436500928521497	122.0	2.9725311327962265						4_праздник-быт	-0.19256791307603915	0.02524602984562728	136.0	3.43346005900531																										66_курируемый-куратор	-0.28222486466795466	0.014159968650849472	75.0	1.0619976488137106	221_получение_денег-отсутствие_денег	0.23702735304758474	0.04819353825348557	70.0	3.3735476777439906																109_убожество-роскошь	-0.32429020813531245	0.008403399680690751	65	0.5462209792448988					
16	16	196_неуют-уют	0.16539479581132344	0.014491351432478981	218.0	3.1591146122804177											59_увядание-расцвет	0.2039192020444365	0.02486743288652841	122.0	3.0338268121564664						49_развитие-откат	0.19118723956698708	0.02633267019629432	136.0	3.5812431466960275																										169_потеря-приобретение	0.28183442636322625	0.01429987270448574	75.0	1.0724904528364303																					143_неважность-значимость	-0.3235671298186935	0.008558537586145016	65	0.556304943099426					
17	17	271_бюрократия-творчество	0.16390735466008735	0.015411734311604775	218.0	3.359758079929841											272_образование-невежество	-0.2038177094845236	0.024941006431018254	122.0	3.0428027845842274						196_неуют-уют	0.18804132730756212	0.028958729103283527	136.0	3.93838715804656																										116_смерть-жизнь	0.2814433208301861	0.01444121130714974	75.0	1.0830908480362305																					267_неволя-свобода	0.3221849450077599	0.008862052893644634	65	0.5760334380869012					
18	18	18_уменьшение-расширение	0.16360920821141872	0.015602245013514216	218.0	3.4012894129460998											274_единство-разрозренность	-0.20325671939109596	0.025351042744319777	122.0	3.0928272148070133						247_радостное_событие_грустное_событие	-0.1875665892341976	0.02937375469589935	136.0	3.9948306386423122																										86_доказательство-совпадение	0.2783608844557451	0.015597981981928669	75.0	1.1698486486446502																					18_уменьшение-расширение	0.3177259970400486	0.009906067865039598	65	0.6438944112275738					
19	19	148_усталость-бодрость	-0.1593427985171152	0.018562430961841132	218.0	4.046609949681366											77_природные_процессы-военные_процессы	0.20297661184172144	0.025557924482944475	122.0	3.118066786919226						283_героизм-малодушие	0.1870620831800847	0.02982033808438795	136.0	4.055565979476762																										249_порыв-покой	-0.2783384255724697	0.015606694977751403	75.0	1.1705021233313553																					248_спор-согласие	0.31687295701121315	0.010117544046831376	65	0.6576403630440395					
20	20	187_гармония-конфликт	-0.15903439742291295	0.018794181130451115	218.0	4.097131486438344											300_беспокойство-спокойствие	-0.20288192238575853	0.025628185541585937	122.0	3.1266386360734844						80_сон-бодрствование	-0.18660717545495675	0.030227952750934907	136.0	4.111001574127148																										158_конец-начало	-0.2752248305454736	0.016855934552895583	75.0	1.264195091467169																					146_разум-чувство	-0.3166840762919668	0.010164896164087993	65	0.6607182506657195					
21	21	160_победа-поражение	0.15637782502351022	0.02089670444361509	218.0	4.555481568708091											257_тёплые_чувства-холодные_чувства	-0.2012043558446809	0.026900586369373692	122.0	3.2818715370635907						18_уменьшение-расширение	0.18189434369992452	0.034736606919566364	136.0	4.7241785410610255																										265_радость-недовольство	-0.2750601398473844	0.016924339389266047	75.0	1.2693254541949537																					114_церковь-мирская_жизнь	-0.3139437818301952	0.010873857927365671	65	0.7068007652787687					
22	22	70_единство-разрозренность	-0.15476229996129018	0.0222724299903038	218.0	4.855389737886228											207_фантастика-реальность	-0.20102978038915706	0.02703604003122544	122.0	3.2983968838095032						191_техническое_взаимодействие-животные_взаимоотношения	0.17986289962070826	0.03684836450359635	136.0	5.0113775724891045																										83_речь-текст	0.27478983284808073	0.0170371294419685	75.0	1.277784708147638																					153_прерывание-продолжение	-0.3132974617472213	0.011047190457727065	65	0.7180673797522592					
23	23	214_спешка-неторопливость	-0.1527154401551027	0.02412722647689124	218.0	5.2597353719622895											50_проблема-взаимовыручка	-0.20062121190974394	0.027355323465166448	122.0	3.337349462750306						284_учеба-производство	0.17842677467818954	0.03840563795657434	136.0	5.223166762094111																										218_трусость-мужество	-0.2732589137272665	0.01768819322196486	75.0	1.3266144916473648																					220_власть-наука	-0.3087350546240729	0.012340303179614643	65	0.8021197066749519					
24	24	100_труд-отдых	0.15212771609750728	0.02468378330395371	218.0	5.381064760261909											275_жизненный_процесс-кончина	0.2003009789283604	0.027607815687223237	122.0	3.3681535138412344						182_светское_общество-религия	-0.17823573508480642	0.03861690220902583	136.0	5.251898700427512																										134_физическое-абстрактное	-0.2686139486039055	0.019795839875015483	75.0	1.4846879906261612																					131_процесс-завершение	0.3080571461230827	0.012543192685320104	65	0.8153075245458067					
25	25	131_процесс-завершение	0.15025789875236975	0.02652850138920804	218.0	5.7832133028473525											169_потеря-приобретение	0.1999707216391677	0.027870287697454848	122.0	3.4001750990894912						53_подчинение-неповиновение	0.17758643039110367	0.039342258951842235	136.0	5.350547217450544																										29_негативные_чувства-духовные_чувства	-0.2683997502797212	0.019898002003173997	75.0	1.4923501502380496																					243_проблема-решение_проблем	-0.30748634082998244	0.012716256342930434	65	0.8265566622904782					
26	26	217_завоевание-бегство	0.14795915782034413	0.028957362398570236	218.0	6.312705002888312											162_история-одномоментное_происшествие	0.19925673174136452	0.028444998544711574	122.0	3.470289822454812						140_шум-тишина	0.17665274275157375	0.040405328869835264	136.0	5.495124726297594																										173_отдых-работа	0.2683858124361515	0.01990466526248632	75.0	1.4928498946864737																					155_поражение-победа	0.3061323063927394	0.013135058365334363	65	0.8537787937467336					
27	27	105_сущность-внешность	-0.14765224564735244	0.029295605538796662	218.0	6.386442007457672											23_мир-конфликт	-0.1989161712086405	0.028722656689272194	122.0	3.504164116091208						51_творческая_реализация - эмоциональное_переживание	-0.1759793231989073	0.041186924185610464	136.0	5.601421689243021																										271_бюрократия-творчество	-0.2671548400769461	0.020500728464960517	75.0	1.537554634872039																					179_работа-искусство	-0.3059401428849724	0.01319544834635402	65	0.8577041425130113					
28	28	128_неловкость-ловкость	-0.1465620141930608	0.030524560281108375	218.0	6.654354141281626											68_власть-народ	0.19883430634922036	0.028789743363938657	122.0	3.5123486904005166						270_древность-современность	-0.17568025666733916	0.04153807031677697	136.0	5.649177563081667																										283_героизм-малодушие	0.2661263813980931	0.021010354656843973	75.0	1.5757765992632982																					261_болезнь-здоровье	0.3055650772428356	0.013314008157530298	65	0.8654105302394693					
29	29	176_животное-человек	-0.14376542810691487	0.033879687673853666	218.0	7.385771912900097											297_юмор-суровость	-0.19857180403555172	0.02900575799542458	122.0	3.5387024754417986						144_физический_труд-искусство	0.1747961341393441	0.04259084051734952	136.0	5.792354310359535																										74_тёплые_чувства-холодные_чувства	0.2659395311218173	0.02110409443975543	75.0	1.5828070829816572																					76_мир-война	0.3043612228340851	0.013700780403742554	65	0.890550726243266					
30	30	252_современность-древность	0.1430875938117961	0.034738489415496364	218.0	7.572990692578207											163_человек-инструмент	0.19792393111558695	0.029544798686244843	122.0	3.604465439721871						198_обучение-достижение	-0.17459492199974702	0.04283352509737348	136.0	5.8253594132427935																										250_быт-война	-0.265161614756492	0.02149820713023608	75.0	1.6123655347677062																					163_человек-инструмент	0.3040274225067449	0.013809723017905165	65	0.8976319961638356					
31	31	133_торможение-развитие	-0.13891406690299254	0.04044296775386138	218.0	8.816566970341778											165_улучшение-ухудшение	-0.1975096639850942	0.029893915420113788	122.0	3.647057681253882						141_микробиология-неопределенная_тема	0.17450495466762914	0.042942409203702486	136.0	5.840167651703539																										233_неопределенная_тема-часть_целого	0.2646330118713872	0.02176957712548485	75.0	1.6327182844113637																					152_исчезнование-появление	-0.30394421063680016	0.0138369968738358	65	0.8994047967993269					
32	32	51_творческая_реализация - эмоциональное_переживание	0.13850219276260933	0.04104642600332438	218.0	8.948120868724715											155_поражение-победа	0.1969166543718772	0.030399753763826174	122.0	3.708769959186793						96_наука-быт	-0.17424078182579758	0.04326346533503814	136.0	5.883831285565186																										90_отдых-напряжение	0.2617065415248281	0.023325336110295337	75.0	1.7494002082721505																					183_неживая_природа-живая_природа	0.3035988609224194	0.013950686693521015	65	0.906794635078866					
33	33	298_очевидный-скрытый	0.13835914578957806	0.04125777624353865	218.0	8.994195221091426											60_восстание-смирение	0.1967038128964932	0.030583069703894426	122.0	3.7311345038751202						93_учёба-отдых	-0.17421344529277266	0.0432968023235073	136.0	5.888365115996993																										188_страх-надёжность	0.2600516126755613	0.024246243547511263	75.0	1.8184682660633449																					294_испытание-безмятежность	0.3029196606049128	0.01417662997872396	65	0.9214809486170574					
34	34	257_тёплые_чувства-холодные_чувства	0.13832539554002302	0.041307775087108686	218.0	9.005094968989694											25_скрытность-прозрачность	-0.19562817704657232	0.031523893862525576	122.0	3.84591505122812						145_высказывание-умалчивание	0.17389378075274978	0.04368822936239483	136.0	5.941599193285698																										9_трудности-отсутствие_проблем	0.25783902463529873	0.02552553448746505	75.0	1.9144150865598788																					53_подчинение-неповиновение	0.3022668567376857	0.014396754690624666	65	0.9357890548906032					
35	35	288_радость-недовольство	0.1378565881288478	0.0420075701212108	218.0	9.157650286423957											1_иерархия-равенство	-0.19561678730547236	0.03153398578291594	122.0	3.8471462655157453						199_уют-неуют	-0.17312717033258682	0.04463899135082566	136.0	6.070902823712291																										102_фантастика-реальность	0.25653032118248875	0.026308787890342692	75.0	1.9731590917757016																					130_размеренная_жизнь-напряжённая_жизнь	0.3021651093954079	0.014431327394182698	65	0.9380362806218752					
