	Unnamed: 0	я_PRON	я_PRON.1	я_PRON.2	я_PRON.3	я_PRON.4	свой_DET	свой_DET.1	свой_DET.2	свой_DET.3	свой_DET.4	время_NOUN	время_NOUN.1	время_NOUN.2	время_NOUN.3	время_NOUN.4	человек_NOUN	человек_NOUN.1	человек_NOUN.2	человек_NOUN.3	человек_NOUN.4	мой_DET	мой_DET.1	мой_DET.2	мой_DET.3	мой_DET.4	мы_PRON	мы_PRON.1	мы_PRON.2	мы_PRON.3	мы_PRON.4	жизнь_NOUN	жизнь_NOUN.1	жизнь_NOUN.2	жизнь_NOUN.3	жизнь_NOUN.4	потом_ADV	потом_ADV.1	потом_ADV.2	потом_ADV.3	потом_ADV.4	первый_ADJ	первый_ADJ.1	первый_ADJ.2	первый_ADJ.3	первый_ADJ.4	произойти_VERB	произойти_VERB.1	произойти_VERB.2	произойти_VERB.3	произойти_VERB.4	ждать_VERB	ждать_VERB.1	ждать_VERB.2	ждать_VERB.3	ждать_VERB.4	день_NOUN	день_NOUN.1	день_NOUN.2	день_NOUN.3	день_NOUN.4	видеть_VERB	видеть_VERB.1	видеть_VERB.2	видеть_VERB.3	видеть_VERB.4	жить_VERB	жить_VERB.1	жить_VERB.2	жить_VERB.3	жить_VERB.4	ничто_PRON	ничто_PRON.1	ничто_PRON.2	ничто_PRON.3	ничто_PRON.4
9	9											212_наука-быт	-0.13207657639986198	0.02258327329129569	298.0	6.729815440806116	70_единство-разрозренность	0.17818406768033726	0.037947241351530034	136.0	5.160824823808084	41_развлечение-когнитивная-способность	0.11770495018891745	0.044096218158671284	293.0	12.920191920490684	47_журналистика-литература	-0.12380349788581645	0.01035791487727297	428.0	4.4331875674728325	277_неживая_природа-живая_природа	0.1499309704597407	0.047659152575446326	175.0	8.340351700703106																98_разрушение-поддержание	-0.1459521396808216	0.01542249334585764	276.0	4.256608163456709											206_расслабление-напряжение	-0.2449129904948596	0.00481192903684814	131	0.6303627038271065	220_власть-наука	0.2339509168547517	0.019771184281642304	99.0	1.957347243882588
10	10											12_частное-общее	-0.13147069771599645	0.02321614656342063	298.0	6.918411675899347						187_гармония-конфликт	-0.11615665608671055	0.04697653245812438	293.0	13.764124010230447	58_формирование-перестройка	-0.1217322106523567	0.011721142350297205	428.0	5.016648925927203	30_стихийное_собрание-мероприятия	0.14988870592734227	0.04772258660113303	175.0	8.351452655198282																198_обучение-достижение	0.14484882586447398	0.016225858041067225	276.0	4.4783368193345545											264_безопасность-опасность	-0.2433961877067153	0.005088863204913889	131	0.6666410798437195	164_устранение-дополнение	-0.23153566683199744	0.021115026696790475	99.0	2.0903876429822565
11	11											280_радость-недовольство	-0.12898624523733818	0.025974087446744933	298.0	7.740278059129988						201_вирус-растение	-0.115307141738841	0.04862270581047873	293.0	14.246452802470268	59_увядание-расцвет	-0.11694149203031012	0.01549749787101908	428.0	6.632929088796166	122_неопределенная_тема-здоровье	-0.14941563299778826	0.048437425613418905	175.0	8.47654948234831																205_отдых-рабочий_процесс	0.14268192033356386	0.017910673082484434	276.0	4.943345770765704											50_проблема-взаимовыручка	0.2412729912138412	0.005500417087455442	131	0.7205546384566629	119_окончание-процесс	0.23074281021171214	0.02157291810704645	99.0	2.135718892597599
12	12											114_церковь-мирская_жизнь	-0.12816306455819526	0.02694799818969994	298.0	8.030503460530582						213_обозрение-сокрытие	-0.11523768211820384	0.04875940861003303	293.0	14.286506722739675	43_энергия-покой	0.11685258118698096	0.01557666318591018	428.0	6.666811843569557																					54_реальность-когнитивные_процессы	0.14258486468281142	0.01798957740398991	276.0	4.965123363501214											203_концепция-хаотичность	-0.23382950198932345	0.007187678914046125	131	0.9415859377400424	79_многообразие-единство	-0.22917798081424096	0.02250165195855536	99.0	2.227663543896981
13	13											225_кража-находка	-0.1260245750214528	0.02962582606337299	298.0	8.82849616688515						10_рутина-отдых	-0.11518957744233245	0.04885427097367319	293.0	14.314301395286243	104_неподвижность-подвижность	-0.11664681703792752	0.0157612346632815	428.0	6.7458084358844825																					295_прощение-мстительность	-0.14226577569576312	0.018251128560043697	276.0	5.0373114825720595											199_уют-неуют	0.2330458990736352	0.007389611046591147	131	0.9680390471034402	286_начало-конец	0.22539529254144144	0.024889039844306068	99.0	2.464014944586301
14	14											146_разум-чувство	0.12551027103659734	0.030302791859448543	298.0	9.030231974115669						33_абстрактная_работа-конкретная_работа	-0.11475878106013687	0.049710691153374634	293.0	14.565232507938767	137_вертикальные_отношения-горизонтальные_отношения	0.11608813241277086	0.016272078776314768	428.0	6.964449716262722																					233_неопределенная_тема-часть_целого	-0.1421130164104666	0.01837751013004449	276.0	5.07219279589228											31_интеллект-культура	0.23248343388865075	0.0075376413937132064	131	0.98743102257643	63_мир-война	-0.22373721718476772	0.026001699258375643	99.0	2.5741682265791885
15	15											169_потеря-приобретение	-0.12146948978809853	0.03609616655833864	298.0	10.756657634384915						9_трудности-отсутствие_проблем	-0.11465669952886785	0.04991545397558237	293.0	14.625228014845636	11_приобретение-постоянное_местонахождение	-0.11562201470336095	0.016709317818917026	428.0	7.151588026496488																					278_физический_труд-умственный_труд	0.13773558452107953	0.022337383347446556	276.0	6.1651178038952485											23_мир-конфликт	-0.2322943351194009	0.0075879955997018	131	0.9940274235609358	25_скрытность-прозрачность	0.22350160792567675	0.026163190183012115	99.0	2.5901558281182
16	16											113_скрытность-прозрачность	0.12144217918823726	0.03613831476430436	298.0	10.7692177997627											172_наука-быт	0.11246351304913416	0.019952149819868877	428.0	8.539520122903877																					182_светское_общество-религия	-0.13677172861422907	0.023302297564313262	276.0	6.43143412775046											244_смерть-жизнь	-0.2318877053817503	0.007697285758578119	131	1.0083444343737336	123_отдых-работа	0.2231116447143807	0.02643235322530496	99.0	2.6168029693051915
17	17											59_увядание-расцвет	-0.11937095110848064	0.03945874305104737	298.0	11.758705429212116											297_юмор-суровость	0.11032864586247164	0.022442470579639343	428.0	9.60537740808564																					147_рассудительность-беспокойство	0.13461208181671785	0.025595778740663856	276.0	7.064434932423223											73_наука-физический_труд	0.2253052196304086	0.009670949622416207	131	1.2668944005365232	115_наследство-собственность	-0.22192949397518474	0.027262740433005098	99.0	2.6990113028675045
18	18											189_наука-религия	-0.11830500147957565	0.041265717484610887	298.0	12.297183810414046											22_деятельность_наверху-деятельность_в_земле	0.11019231097700696	0.022610274957604416	428.0	9.67719768185469																					274_единство-разрозренность	0.13408643341568094	0.026182526325631863	276.0	7.226377265874394											107_мир-драка	-0.2251286264555249	0.009729540537890524	131	1.2745698104636587	263_влияние-зависимость	-0.2184946868794095	0.02980225198608152	99.0	2.95042294662207
19	19											47_журналистика-литература	-0.1167597381620402	0.044008674818086	298.0	13.114585095789629											55_армия-гражданская_жизнь	-0.10951523328192014	0.023459831637400643	428.0	10.040807940807476																					84_последовательность-разлад	0.13344412077487966	0.026915161080835828	276.0	7.428584458310689											7_чужбина-родной_дом	-0.2247944250673553	0.009841279766333071	131	1.2892076493896325	73_наука-физический_труд	0.2178419920328452	0.030306792772637245	99.0	3.0003724844910877
20	20																										193_порядок-беспорядок	0.109015536767397	0.024104398385062373	428.0	10.316682508806695																					218_трусость-мужество	0.13323062093565782	0.027162549569125213	276.0	7.496863681078559											282_путешествие-домоседство	0.22464644939988188	0.009891114882161944	131	1.2957360495632146	187_гармония-конфликт	-0.21761602118315834	0.0304831460739305	99.0	3.0178314613191195
21	21																										12_частное-общее	-0.10894272252165622	0.02419958841147438	428.0	10.357423840111032																					188_страх-надёжность	-0.13303347123539885	0.02739272331578244	276.0	7.560391635155952											159_реальная_жизнь-выдуманная_жизнь	-0.22340845509616705	0.010316825931578214	131	1.3515041970367458	44_упорядоченность-однородная_масса	-0.21614637092584635	0.031651398402480636	99.0	3.1334884418455835
22	22																										285_опасность-безопасность	-0.10826244244459723	0.02510471815905853	428.0	10.744819372077053																					3_спокойствие-суматоха	-0.1328462682806443	0.02761283115278213	276.0	7.621141398167867											120_усталость-покой	-0.22337188385402013	0.010329643119380243	131	1.353183248638812	42_деструктивная_коммуникация-конструктивная_коммуникация	0.2155900971400067	0.032103344155236635	99.0	3.1782310713684274
23	23																										119_окончание-процесс	0.108259275734883	0.025108998921283817	428.0	10.746651538309472																					123_отдых-работа	0.13275929805963327	0.027715603235949886	276.0	7.649506493122169											217_завоевание-бегство	0.2219716741729796	0.010831028940514936	131	1.4188647912074566	234_холодное_отношение-тёплое_отношение	0.2149590217651292	0.032622642569096964	99.0	3.2296416143405997
24	24																										289_недовольство-радость	0.10696065296449007	0.026918407826225774	428.0	11.521078549624633																					228_народ-власть	-0.13267023216992518	0.027821191572795917	276.0	7.678648874091673											53_подчинение-неповиновение	-0.2218994756391588	0.010857451647792454	131	1.4223261658608115	185_беда-счастье	-0.2149230307117837	0.03265247107436719	99.0	3.2325946363623514
25	25																										111_нежелание-желание	-0.10583573971376888	0.028575366841193186	428.0	12.230257008030687																					91_здоровье-болезнь	-0.1323360079053859	0.028220498469474005	276.0	7.788857577574825											174_праздник-быт	-0.2213158205174181	0.01107314080446457	131	1.450581445384859	43_энергия-покой	0.21471513945904336	0.03282521660460948	99.0	3.2496964438563385
26	26																										155_поражение-победа	-0.10539182260368453	0.02925292810653133	428.0	12.520253229595413																					206_расслабление-напряжение	-0.13155844322061494	0.029168522662120337	276.0	8.050512254745215											230_отступление-наступление	-0.22091927481643944	0.011221821626800313	131	1.470058633110841	293_соблюдение_закона-правонарушение	0.2144940482778157	0.03300977507151072	99.0	3.2679677320795606
27	27																										241_нападение-оборона	-0.10531362400003952	0.029373700562201493	428.0	12.57194384062224																					178_мыслительная_работа-физическая_работа	-0.1311279095398358	0.029705067712125	276.0	8.198598688546499											32_разруха-реализация	-0.2200251136495176	0.01156352381438666	131	1.5148216196846525	256_фильм-жизнь	0.21431270211815398	0.03316180794027722	99.0	3.283018986087445
28	28																										163_человек-инструмент	-0.10512136058785597	0.029672457215597477	428.0	12.699811688275716																					118_покой-беспокойство	-0.1295633342331028	0.03172653236393884	276.0	8.756522932447119											99_благоразумие-безолаберность	0.21996763950927986	0.01158579629127492	131	1.5177393141570146	262_серьезность-шутка	0.2140203129315654	0.03340817672873298	99.0	3.3074094961445653
29	29																										199_уют-неуют	-0.10497496586156388	0.029901681508597806	428.0	12.797919685679863																					56_протест-мир	-0.12864626561145714	0.03296507467606441	276.0	9.098360610593778											134_физическое-абстрактное	0.21979513476115334	0.011652871688151392	131	1.5265261911478325	155_поражение-победа	-0.21364446324571476	0.03372713252639206	99.0	3.3389861201128137
30	30																										171_работа-отдых	0.10270639988799483	0.03365234981203414	428.0	14.403205719550614																					247_радостное_событие_грустное_событие	0.1281824746756969	0.03360696290429173	276.0	9.275521761584518											104_неподвижность-подвижность	-0.2197650446172015	0.011664606514708784	131	1.5280634534268507	117_живая_природа-неживая_природа	0.213432581613072	0.03390806801819693	99.0	3.356898733801496
31	31																										291_работа-санкция	-0.10165588908461433	0.035520708513304036	428.0	15.202863243694127																					277_неживая_природа-живая_природа	-0.12805921589303007	0.033779330963482776	276.0	9.323095345921246											207_фантастика-реальность	0.21938458456010126	0.01181387792586328	131	1.5476180082880897	290_статистика-отсутствие_системы	-0.2133602255791059	0.03397004299835038	99.0	3.363034256836688
32	32																										180_потребление-вывод	0.101383822756788	0.03601871993619637	428.0	15.416012132692044																					65_серьёзность-веселье	-0.12783483623264644	0.03409503919940687	276.0	9.410230819036297											222_религия-повседневность	-0.21881366638659586	0.01204101566353984	131	1.577373051923719	271_бюрократия-творчество	0.21273960667470146	0.03450554644216152	99.0	3.4160490977739904
33	33																										95_доброта-злость	-0.10091699251261	0.03688706559047273	428.0	15.787664072722327																					211_больница-дом	-0.12755864185324406	0.03448709286951865	276.0	9.51843763198715											8_застой-работа	-0.21802205132339195	0.012362282850218693	131	1.6194590533786486	76_мир-война	-0.21227428812850072	0.03491168969311253	99.0	3.456257279618141
34	34																										228_народ-власть	-0.09960368434533956	0.03942577537328089	428.0	16.874231859764222																					150_безопасность-опасность	0.12743618979588134	0.03466213337953973	276.0	9.566748812752968											223_бытовые_ситуации-глобальные_происшествия	0.21790300451735434	0.012411239965295915	131	1.6258724354537648	26_ненависть-дружба	0.21128287585567784	0.03579043558304574	99.0	3.5432531227215285
35	35																										225_кража-находка	-0.09843049064619594	0.04181713822013223	428.0	17.897735158216594																					137_вертикальные_отношения-горизонтальные_отношения	0.12708770896683114	0.035164408285092784	276.0	9.705376686685607											225_кража-находка	-0.21775808821993434	0.012471064678563208	131	1.6337094728917805	144_физический_труд-искусство	0.21007018553386328	0.03689049073415555	99.0	3.652158582681399
36	36																										48_отдаление-приближение	0.0973648647642232	0.04409416083090817	428.0	18.872300835628696																					151_забытье-сознание	-0.12686223988394127	0.035492664034920685	276.0	9.795975273638106											186_движение-неподвижность	-0.21759242624994146	0.012539762694733472	131	1.642708913010085	172_наука-быт	0.2091139821933003	0.037777743952088896	99.0	3.7399966512568006
37	37																										5_польза-вред	-0.09584394979778674	0.04752400649348905	428.0	20.340274779213317																					162_история-одномоментное_происшествие	-0.12622335672708146	0.03643695449177182	276.0	10.05659943972902											297_юмор-суровость	0.21575483463836792	0.013324282188862134	131	1.7454809667409397	228_народ-власть	-0.20882884460724904	0.038045754306278906	99.0	3.766529676321612
38	38																										288_радость-недовольство	-0.0954342169001147	0.048485323138982586	428.0	20.75171830348455																					238_дистанция-близость	-0.12550812333818312	0.03751926777753015	276.0	10.355317906598325											70_единство-разрозренность	0.2144343651564102	0.013914188860290541	131	1.822758740698061	61_единство-разрозренность	-0.20622407063788745	0.04056855695566479	99.0	4.016287138610815
39	39																										153_прерывание-продолжение	0.0948627664582532	0.049853192047130915	428.0	21.337166196172028																					236_умственный_труд-физический_труд	0.12494835229128555	0.038385198072881266	276.0	10.594314668115231											114_церковь-мирская_жизнь	0.2138990507717093	0.014159750716169862	131	1.8549273438182523	121_несовременность-актуальность	-0.2060967192128333	0.04069539726216891	99.0	4.0288443289547216
40	40																																																			184_правонарушение-соблюдение_закона	0.12461520536910305	0.03890853055717609	276.0	10.7387544337806											81_религия-наука	-0.21343036543437896	0.014377842580339247	131	1.8834973780244413	230_отступление-наступление	-0.20569571082895016	0.04109695952499052	99.0	4.068598992974061
41	41																																																			126_путешествие-конец_движения	0.1244365725863968	0.03919161446190079	276.0	10.816885591484619											129_успех-беда	-0.2122586112409703	0.01493594701424258	131	1.956609058865778	180_потребление-вывод	0.20564921271897801	0.041143734932308634	99.0	4.073229758298554
42	42																																																			52_близость-расстояние	-0.12330978746234048	0.04101763329438216	276.0	11.320866789249475											76_мир-война	-0.2118389033212004	0.015140392089497662	131	1.9833913637241936	275_жизненный_процесс-кончина	-0.20401198148796612	0.04281925542648199	99.0	4.239106287221716
43	43																																																			284_учеба-производство	0.12320909028494338	0.0411842526488278	276.0	11.366853731076471											276_начало-конец	0.21041852447598705	0.015850452729759937	131	2.076409307598552	108_творчество-власть	0.20369649749531635	0.04314855634014286	99.0	4.271707077674144
44	44																																																			298_очевидный-скрытый	0.12223370985698173	0.042827884765925486	276.0	11.820496195395437											180_потребление-вывод	0.20995421104634945	0.01608876093247512	131	2.107627682154241	265_радость-недовольство	0.2034188617259696	0.04344009170298065	99.0	4.300569078595084
45	45																																																			88_лишение-наделение	-0.12223196681204147	0.04283087065858166	276.0	11.821320301768539											84_последовательность-разлад	0.2099281069872637	0.01610225073211963	131	2.1093948459076715	243_проблема-решение_проблем	0.20222208809352346	0.044715594300655005	99.0	4.4268438357648465
46	46																																																			276_начало-конец	0.12167976941140528	0.04378565399601639	276.0	12.084840502900526											85_направление-дезориентация	0.207629898408862	0.01732907254842526	131	2.270108503843709	85_направление-дезориентация	0.20146794050501227	0.045535212501871335	99.0	4.507986037685262
47	47																																																			204_столкновение-мир	-0.1214774023549038	0.044140005729883074	276.0	12.182641581447728											193_порядок-беспорядок	0.2070596676860383	0.01764573030411535	131	2.3115906698391107	207_фантастика-реальность	0.20105718341227127	0.04598684666987436	99.0	4.552697820317562
48	48																																																			62_жизнь-смерть	-0.12130367025000947	0.044446134163569115	276.0	12.267133029145072											78_популярность-безвестность	-0.20677435537683425	0.017806041337916863	131	2.332591415267109	186_движение-неподвижность	-0.20071461173854416	0.04636634453128356	99.0	4.590268108597073
49	49																																																			283_героизм-малодушие	-0.1210525863842423	0.04489170848083876	276.0	12.390111540711498											256_фильм-жизнь	0.20660944881823987	0.017899272831511014	131	2.3448047409279433	182_светское_общество-религия	-0.20061872151676666	0.04647303458893606	99.0	4.60083042430467
50	50																																																			297_юмор-суровость	-0.12096904533212136	0.04504078885707823	276.0	12.431257724553593											42_деструктивная_коммуникация-конструктивная_коммуникация	-0.2059262295577952	0.01829005444096325	131	2.395997131766186	4_праздник-быт	0.2003025792568324	0.046826224958527715	99.0	4.635796270894243
51	51																																																			290_статистика-отсутствие_системы	0.12090715814117899	0.0451514950558884	276.0	12.461812635425195											68_власть-народ	0.20570448405256495	0.018418463126629557	131	2.4128186695884715	231_злость-радость	-0.19945141611843886	0.04778819962674194	99.0	4.731031763047452
52	52																																																			240_осторожность-риск	0.11940532086345695	0.047908790850005975	276.0	13.22282627460165											254_свобода-неволя	0.20567146869660127	0.01843764824534496	131	2.415331920140189	250_быт-война	0.197895065052416	0.04958944587267704	99.0	4.909355141395028
53	53																																																			197_проблема-решение_проблем	-0.11925771511470408	0.04818722534518057	276.0	13.299674195269835											183_неживая_природа-живая_природа	-0.2051883280859814	0.018720383302995355	131	2.4523702126923914					
54	54																																																			89_апатия-взбудораженность	-0.11852076292112285	0.04959766928005886	276.0	13.688956721296243											280_радость-недовольство	-0.20464131503712624	0.019045013893695038	131	2.4948968200740493					
55	55																																																																		160_победа-поражение	0.20338508772871666	0.01980899916342496	131	2.59497889040867					
