	я_PRON	я_PRON	я_PRON	я_PRON	я_PRON	свой_DET	свой_DET	свой_DET	свой_DET	свой_DET	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	время_NOUN	время_NOUN	время_NOUN	время_NOUN	время_NOUN	очень_ADV	очень_ADV	очень_ADV	очень_ADV	очень_ADV	она_PRON	она_PRON	она_PRON	она_PRON	она_PRON	думать_VERB	думать_VERB	думать_VERB	думать_VERB	думать_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мой_DET	мой_DET	мой_DET	мой_DET	мой_DET	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	потом_ADV	потом_ADV	потом_ADV	потом_ADV	потом_ADV	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	еще_ADV	еще_ADV	еще_ADV	еще_ADV	еще_ADV	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	день_NOUN	день_NOUN	день_NOUN	день_NOUN	день_NOUN	жить_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON
9						298	-0.15484061086691323	0.022203982838249085	218.0	4.8404682587383006																										153	0.20803524610659346	0.015084439887642897	136.0	2.051483824719434	119	-0.2605925201731854	0.03184951559417189	68.0	2.1657670604036885											76	0.4235441013622689	0.004653607990852377	43	0.2001051436066522	51	0.28514927773660126	0.013149174714296183	75.0	0.9861881035722136						212	0.3285453335570101	0.022612154294036475	48.0	1.0853834061137508																				
10						159	-0.153323326998094	0.023562976510520264	218.0	5.136728879293417																										281	-0.20738735949683354	0.01540957309704636	136.0	2.095701941198305	245	-0.25799040906509296	0.03366159623331557	68.0	2.2889885438654587											214	0.42150027335496093	0.004877863740215035	43	0.2097481408292465	150	0.2840909402134974	0.01350752078759447	75.0	1.0130640590695854						280	0.3280378401370412	0.02283439460405293	48.0	1.0960509409945407																				
11						285	-0.15328396730431884	0.023599163374473896	218.0	5.144617615635309																										297	0.2063709159345184	0.01593195250133608	136.0	2.1667455401817066	172	0.2575423871825391	0.0339821244766653	68.0	2.3107844644132403											125	0.4208261858633562	0.00495386215726042	43	0.21301607276219806	236	-0.28401950056519465	0.013532011315714344	75.0	1.0149008486785758						195	-0.31444708726477516	0.029505050720297077	48.0	1.4162424345742597																				
12						210	0.1515397289578663	0.025251605262360182	218.0	5.504849947194519																										63	-0.20472782836939504	0.016808955576620495	136.0	2.2860179584203872	162	0.25574308520960315	0.03529518848841739	68.0	2.4000728172123824											264	0.4145850679398878	0.005707881275927433	43	0.24543889486487963	108	0.2839542668279052	0.013554407915399856	75.0	1.0165805936549892						263	0.3134650889055656	0.03004405665274206	48.0	1.4421147193316188																				
13						4	0.1502389890919021	0.02654774540373901	218.0	5.787408498015104																										271	0.2032954061579387	0.01760740215520794	136.0	2.39460669310828	218	-0.25483725685872805	0.03597207393570939	68.0	2.446101027628239											243	0.4031323010940693	0.0073530251163120034	43	0.3161800800014162	184	-0.28296186245075694	0.013899104366887922	75.0	1.0424328275165942						144	0.3033990829423199	0.03605597255495799	48.0	1.7306866826379834																				
14						161	-0.15018757914116607	0.026600124911840238	218.0	5.798827230781172																										127	-0.20238929887215065	0.018129274718035947	136.0	2.4655813616528888	76	0.25451953585310444	0.03621203983781659	68.0	2.462418708971528											219	-0.40298350036067293	0.007376845099187737	43	0.3172043392650727	50	0.2824829803714975	0.014068129908333733	75.0	1.05510974312503						168	0.29336850848881946	0.04300008803685404	48.0	2.064004225768994																				
15						49	0.14894830259126055	0.027889866029724566	218.0	6.079990794479955																										4	0.20211093856179116	0.018292262286023556	136.0	2.4877476708992035	145	0.2495756865295913	0.040121012869708976	68.0	2.72822887514021											197	-0.3989281531556908	0.008052182029611787	43	0.3462438272733068	296	-0.2789401590190901	0.01537469412673576	75.0	1.153102059505182						214	0.2918969703914456	0.04410512869034939	48.0	2.117046177136771																				
16						137	0.14766163128337823	0.029285211955707824	218.0	6.384176206344305																										294	-0.2010100990643524	0.01894932215864197	136.0	2.577107813575308	200	-0.248146009930134	0.04131449261869335	68.0	2.8093854980711477											279	0.39099903520984575	0.009527655018915315	43	0.40968916581335857	244	-0.27857062341903327	0.01551681519767583	75.0	1.1637611398256873						278	0.28772728546826576	0.047362736227127195	48.0	2.2734113389021053																				
17						61	0.1421146806688756	0.036003369847394266	218.0	7.84873462673195																										256	0.1998581580569861	0.01965863458005868	136.0	2.6735743028879804	106	0.24539484482570859	0.04369382571428272	68.0	2.971180148571225											137	-0.388036617159591	0.010135573176593774	43	0.4358296465935323	85	0.2723659013203909	0.018077742407146963	75.0	1.3558306805360223																														
18						94	0.14129945275333294	0.0370930681844953	218.0	8.086288864219975																										228	-0.19569107280918344	0.02241933415723854	136.0	3.0490294453844413	4	-0.24309663303904816	0.04576708059756807	68.0	3.112161480634629											168	0.38422801760360414	0.01096573899835817	43	0.4715267769294013	173	-0.2714801326563224	0.01847137676723757	75.0	1.3853532575428178																														
19						239	0.14111198196530708	0.03734756260045111	218.0	8.141768646898342																										9	-0.19556201202733	0.022509905978878	136.0	3.0613472131274078	120	-0.24254622120617073	0.046275452338957246	68.0	3.1467307590490927											283	0.38183062142450935	0.0115175873075525	43	0.4952562542247575	66	0.27072036017373013	0.018814848810581836	75.0	1.4111136607936376																														
20						254	0.14060183914331056	0.03804757229851354	218.0	8.294370761075951																										231	-0.19094454803676023	0.02596380289245526	136.0	3.5310771933739153	204	0.23920279539289738	0.04946422450031394	68.0	3.363567266021348											79	0.3810563864714796	0.01170079903824256	43	0.5031343586444301	230	-0.2682676816631139	0.01996121662688752	75.0	1.497091247016564																														
21						33	0.14035832841396848	0.03838560108820619	218.0	8.36806103722895																										24	0.19033604976680002	0.02645111515022884	136.0	3.5973516604311224	265	-0.2391028743922698	0.04956222707737397	68.0	3.37023144126143											206	0.3780993985940154	0.012423609488672703	43	0.5342152080129262	129	-0.2681345303163845	0.020025123197073932	75.0	1.501884239780545																														
22						291	-0.14004652263255266	0.038822131538603026	218.0	8.463224675415459																										291	-0.18974744495170995	0.02692990865118922	136.0	3.662467576561734																67	0.37619775854702986	0.012908284068448229	43	0.5550562149432738	292	0.2670148454492744	0.020569472399171635	75.0	1.5427104299378727																														
23						208	0.1382387202918323	0.04143641248613927	218.0	9.03313792197836																										102	-0.18811687650890363	0.028295080246416207	136.0	3.848130913512604																226	-0.3748779377801123	0.013254056464382585	43	0.5699244279684511	130	-0.26674198093920337	0.020704027517334325	75.0	1.5528020638000744																														
24						76	-0.13585776210993694	0.04510402311840014	218.0	9.83267703981123																										74	-0.1878773502557189	0.02850050422458962	136.0	3.8760685745441883																288	0.36921950370409035	0.014827213007713676	43	0.637570159331688	289	-0.266629284472295	0.020759819329982436	75.0	1.5569864497486827																														
25						62	0.13553264544786492	0.04562531051467077	218.0	9.946317692198226																										189	-0.18786413157915097	0.02851187779445591	136.0	3.8776153800460036																95	0.3658208716028495	0.015846159502305286	43	0.6813848585991273	284	-0.2664582800571347	0.02084472232059369	75.0	1.5633541740445267																														
26						116	-0.1340573846486887	0.0480544722931231	218.0	10.475874959900837																										203	-0.1867732907114177	0.029463872191536386	136.0	4.007086618048948																40	-0.3639624372061819	0.016427983294368714	43	0.7064032816578547	179	0.26576491584458906	0.02119201840658353	75.0	1.5894013804937648																														
27						280	-0.1339805534239071	0.04818388377665116	218.0	10.504086663309952																										125	0.1867046628866538	0.029524658165745	136.0	4.01535351054132																132	0.36197367118067536	0.017070518560157788	43	0.7340322980867848	200	0.26506660064779347	0.021546771023733292	75.0	1.6160078267799969																														
28						65	-0.1339622506013907	0.048214755172401945	218.0	10.510816627583624																										255	0.186008852106877	0.03014700655537007	136.0	4.09999289153033																45	0.3619174963058229	0.017088971560839075	43	0.7348257771160802	75	-0.2648311383792509	0.02166752442540578	75.0	1.6250643319054336																														
29						246	0.13392965986893351	0.04826976685483441	218.0	10.5228091743539																										116	-0.18428890288905989	0.03173336751805022	136.0	4.31573798245483																157	0.3584452677872347	0.01826274343435215	43	0.7852979676771424	89	0.2644206316336101	0.021879426351358706	75.0	1.640956976351903																														
30						155	-0.13310253058415286	0.04968354680545978	218.0	10.831013203590231																										261	-0.18292864414629428	0.033037582587337	136.0	4.493111231877832																93	0.3567807141864906	0.018849097781764804	43	0.8105112046158865	278	0.26364160566045264	0.0222864136727789	75.0	1.6714810254584176																														
31						241	-0.1330948381990992	0.04969685523514418	218.0	10.833914441261431																										181	0.1826063963121143	0.033353114792635176	136.0	4.536023611798384																285	-0.3564065207503205	0.0189830703535409	43	0.8162720252022586	171	0.26280813345951004	0.022728965367877163	75.0	1.7046724025907873																														
32						117	0.13295177311430129	0.049944910620282716	218.0	10.887990515221633																										20	0.17910053177256452	0.03695377767617615	136.0	5.025713763959956																30	-0.3557128465738392	0.019233547179598628	43	0.827042528722741	297	0.26267380775102667	0.02280098380168208	75.0	1.7100737851261558																														
33																																				95	-0.178495537028135	0.03760711291919096	136.0	5.11456735700997																156	-0.35517252209615646	0.019430572676372805	43	0.8355146250840306	126	-0.2626316429902754	0.02282363034240746	75.0	1.7117722756805596																														
34																																				239	0.1780799960603884	0.03806146389730664	136.0	5.176359090033704																210	-0.3544919271415417	0.019681159982723438	43	0.8462898792571079	153	0.2624956995481646	0.022896775422287977	75.0	1.7172581566715983																														
35																																				179	0.17693225887877798	0.039340435966588996	136.0	5.350299291456103																139	0.3520492822212215	0.02060300176773412	43	0.8859290760125671	216	-0.26223342226542345	0.02303845865148512	75.0	1.7278843988613841																														
36																																				79	-0.1752783142058209	0.04124680562351751	136.0	5.609565564798382																251	0.3491330616480051	0.021750769391808974	43	0.9352830838477859	291	-0.26153554635412607	0.023419090278663766	75.0	1.7564317708997825																														
37																																				1	0.17470743775041783	0.041922515660912	136.0	5.701462129884032																21	-0.34759742718348463	0.02237638797968508	43	0.9621846831264584	79	-0.2605569660471736	0.02396181506805447	75.0	1.7971361301040851																														
38																																				75	-0.17422530859383795	0.04250037323418707	136.0	5.780050759849441																162	0.34705050679310717	0.02260280984785892	43	0.9719208234579335	125	0.2591970790903724	0.02473372163837707	75.0	1.8550291228782803																														
39																																				164	-0.1738740687866569	0.04292553402522678	136.0	5.837872627430842																128	-0.3458266451155694	0.02311643225073758	43	0.9940065867817159	174	-0.25883189132409506	0.024944568418819358	75.0	1.870842631411452																														
40																																				185	-0.17371020745290994	0.04312509388834681	136.0	5.865012768815166																34	-0.34394404243206805	0.02392553628980977	43	1.02879806046182	207	0.25701756827380756	0.02601482865486509	75.0	1.9511121491148817																														
41																																				69	0.17360715045775402	0.043250999348771864	136.0	5.882135911432973																171	-0.3435047608845089	0.024117694376945217	43	1.0370608582086442	62	0.25682594494007255	0.026130102781738027	75.0	1.9597577086303521																														
42																																				51	0.17346867980507719	0.04342065333180109	136.0	5.9052088531249485																291	-0.34288613161235554	0.02439048875956305	43	1.048791016661211	155	-0.25672521383622854	0.026190872382194964	75.0	1.9643154286646223																														
43																																				14	0.17283411314505104	0.0442052498296956	136.0	6.011913976838602																199	-0.3425559084740313	0.024537156573630675	43	1.055097732666119	4	0.2563494474177776	0.026418623179176027	75.0	1.981396738438202																														
44																																				295	-0.17234945304259647	0.0448124359527134	136.0	6.094491289569023																258	-0.34171573714677056	0.02491363661044278	43	1.0712863742490395	103	0.25345297283315216	0.028231040720645195	75.0	2.1173280540483894																														
45																																				46	0.1720591516442749	0.045179447199587906	136.0	6.144404819143955																238	0.34130729185938125	0.025098392811856503	43	1.0792308909098296	110	-0.2530109429987154	0.028516653004157545	75.0	2.138748975311816																														
46																																				254	0.1716563779897771	0.045692797291561615	136.0	6.21422043165238																269	-0.3397418549693551	0.025817110707174386	43	1.1101357604084985	205	-0.2505900965055174	0.03012442994321472	75.0	2.259332245741104																														
47																																				84	0.17127477285392545	0.04618364110651644	136.0	6.280975190486235																88	0.33663340919804496	0.027295090063434488	43	1.173688872727683	189	-0.2487003822041294	0.03143187353531533	75.0	2.35739051514865																														
48																																				225	-0.17068778256185088	0.04694722849767752	136.0	6.384823075684142																49	-0.33583592642859705	0.02768539556492492	43	1.1904720092917715	247	0.2475487392067111	0.032251799028054674	75.0	2.4188849271041004																														
49																																				111	-0.17044183839726385	0.0472702727022238	136.0	6.428757087502437																23	-0.3349622893991329	0.02811827945184591	43	1.2090860164293742	248	0.2450301510330938	0.03410762017562129	75.0	2.5580715131715963																														
50																																				300	0.16971129117233555	0.04824075294614183	136.0	6.560742400675289																235	0.3336826868057316	0.0287624419866617	43	1.236785005426453	239	0.24483569656498433	0.03425454666294555	75.0	2.5690909997209164																														
51																																				166	0.16962602839134527	0.04835508934197377	136.0	6.576292150508433																122	-0.33192494698911357	0.029667201757189152	43	1.2756896755591336	166	0.2446279287665081	0.03441211737914819	75.0	2.5809088034361145																														
52																																				108	0.1690236977126928	0.04916923452060289	136.0	6.687015894801993																39	0.330709696430798	0.030306401225831954	43	1.303175252710774	137	0.24362642358297287	0.03518018876423281	75.0	2.6385141573174606																														
53																																				263	-0.16860696651178791	0.049739143349947355	136.0	6.76452349559284																290	0.3302034460255297	0.03057601966323518	43	1.3147688455191129	111	-0.24353683879191898	0.035249585575258605	75.0	2.6437189181443954																														
54																																																								77	0.3293638777415772	0.031027526329415737	43	1.3341836321648768	29	0.2432658022836553	0.03546024089066298	75.0	2.6595180667997234																														
55																																																								42	-0.3280627821342275	0.03173810904382147	43	1.3647386888843231	181	0.2430332952564138	0.03564178746701045	75.0	2.673134060025784																														
56																																																								83	-0.3260521720973361	0.032862566887717555	43	1.413090376171855	115	-0.24302230579157624	0.03565038746142248	75.0	2.6737790596066864																														
57																																																								242	-0.32486279516327915	0.03354305797143863	43	1.4423514927718613	250	0.24246634938878248	0.03608772815873541	75.0	2.706579611905156																														
58																																																								280	0.3236310684300035	0.03425996694916035	43	1.4731785788138951	180	0.24209179093831634	0.03638489099936925	75.0	2.7288668249526937																														
59																																																								173	0.32241983107074523	0.0349771957898688	43	1.5040194189643583	267	-0.24043393411856684	0.0377248134608658	75.0	2.829361009564935																														
60																																																								64	-0.322168750022721	0.035127405815784836	43	1.510478450078748	172	0.23969119087588767	0.03833831598288384	75.0	2.875373698716288																														
61																																																								167	-0.32154727586396414	0.03550148566567701	43	1.5265638836241116	19	-0.23529570684014472	0.04214129067267203	75.0	3.160596800450402																														
62																																																								37	-0.3206180172662144	0.03606692681736944	43	1.550877853146886	63	-0.23401049832779264	0.043310550360996285	75.0	3.2482912770747214																														
63																																																								252	-0.317128561546432	0.03825658586684049	43	1.645033192274141	35	0.23341274690317557	0.04386344904808343	75.0	3.2897586786062574																														
64																																																								277	-0.31669782072698416	0.03853426612842895	43	1.656973443522445	251	-0.23158105309022334	0.0455941522239157	75.0	3.419561416793677																														
65																																																								298	0.31596157358627625	0.039012710290127456	43	1.6775465424754805	280	-0.23058346148838074	0.04656019821890507	75.0	3.4920148664178803																														
66																																																								236	0.31514708061946706	0.03954764966835851	43	1.700548935739416	290	0.2304885511881445	0.046652979617024366	75.0	3.4989734712768277																														
67																																																								212	0.3148376423584146	0.03975244588260478	43	1.7093551729520056	203	-0.23014942979109845	0.04698573997022989	75.0	3.5239304977672417																														
68																																																								86	0.3131937280229498	0.04085501818136023	43	1.75676578179849	162	-0.22962563337089031	0.04750355179800564	75.0	3.562766384850423																														
69																																																								227	-0.31001465919898286	0.043057981782836	43	1.851493216661948	22	0.22950752288055354	0.047620959634188186	75.0	3.5715719725641137																														
70																																																								98	-0.3062408965005832	0.04579749825561087	43	1.9692924249912676	272	0.228481991471036	0.0486504648372616	75.0	3.6487848627946198																														
71																																																								182	0.30362700811968374	0.04777661226556621	43	2.054394327419347																																			
72																																																								218	-0.30320045239720683	0.04810605179286464	43	2.0685602270931795																																			
73																																																								260	-0.30220598572851454	0.04888124115605351	43	2.101893369710301																																			
74																																																								57	-0.3020740902452972	0.04898480796410474	43	2.1063467424565037																																			
75																																																								89	-0.30199623548995314	0.04904602415170954	43	2.1089790385235103																																			
76																																																								225	0.30156265882726024	0.04938807145473894	43	2.1236870725537744																																			
