	я_PRON	я_PRON	я_PRON	я_PRON	я_PRON	свой_DET	свой_DET	свой_DET	свой_DET	свой_DET	они_PRON	они_PRON	они_PRON	они_PRON	они_PRON	он_PRON	он_PRON	он_PRON	он_PRON	он_PRON	очень_ADV	очень_ADV	очень_ADV	очень_ADV	очень_ADV	она_PRON	она_PRON	она_PRON	она_PRON	она_PRON	думать_VERB	думать_VERB	думать_VERB	думать_VERB	думать_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	потом_ADV	потом_ADV	потом_ADV	потом_ADV	потом_ADV	знать_VERB	знать_VERB	знать_VERB	знать_VERB	знать_VERB	год_NOUN	год_NOUN	год_NOUN	год_NOUN	год_NOUN	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	день_NOUN	день_NOUN	день_NOUN	день_NOUN	день_NOUN	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON
9																										равный_ADJ	0.1193842539166156	0.03090452516150556	5	71.45126217340086																																																												
10																										все_ADV	0.1193842539166156	0.03090452516150556	5	71.45126217340086																																																												
11																										ситуация_NOUN	-0.11813054971432671	0.032722332922408	6	75.65403371660729																																																												
12																										показывать_VERB	0.11807441568957981	0.03280581256914899	8	75.84703865987247																																																												
13																										стоить_VERB	0.11489942416879281	0.037832175068656666	13	87.46798875873421																																																												
14																										мой_DET	-0.1139761275866911	0.039410886915030335	7	91.11797054755013																																																												
15																										делать_VERB	0.11358270598357545	0.04010030646653331	10	92.71190855062501																																																												
16																										можно_ADV	-0.1135384372214597	0.04017851517156042	8	92.89272707664769																																																												
17																										они_PRON	-0.11337877286542163	0.04046166149024841	16	93.54736136545432																																																												
18																										возраст_NOUN	0.11134078221857859	0.044226181190577835	14	102.25093091261596																																																												
19																										заботиться_VERB	0.11106924004703743	0.044749306978991446	5	103.46039773542822																																																												
20																										об_ADP	0.11060885320884914	0.04564811053662662	7	105.53843156068073																																																												
21																										по_ADV	0.11041044075565853	0.04604010968219604	7	106.44473358523724																																																												
