	Unnamed: 0	я_PRON	я_PRON.1	я_PRON.2	я_PRON.3	я_PRON.4	свой_DET	свой_DET.1	свой_DET.2	свой_DET.3	свой_DET.4	они_PRON	они_PRON.1	они_PRON.2	они_PRON.3	они_PRON.4	он_PRON	он_PRON.1	он_PRON.2	он_PRON.3	он_PRON.4	хотеть_VERB	хотеть_VERB.1	хотеть_VERB.2	хотеть_VERB.3	хотеть_VERB.4	время_NOUN	время_NOUN.1	время_NOUN.2	время_NOUN.3	время_NOUN.4	очень_ADV	очень_ADV.1	очень_ADV.2	очень_ADV.3	очень_ADV.4	мочь_VERB	мочь_VERB.1	мочь_VERB.2	мочь_VERB.3	мочь_VERB.4	мой_DET	мой_DET.1	мой_DET.2	мой_DET.3	мой_DET.4	мы_PRON	мы_PRON.1	мы_PRON.2	мы_PRON.3	мы_PRON.4	потом_ADV	потом_ADV.1	потом_ADV.2	потом_ADV.3	потом_ADV.4	первый_ADJ	первый_ADJ.1	первый_ADJ.2	первый_ADJ.3	первый_ADJ.4	год_NOUN	год_NOUN.1	год_NOUN.2	год_NOUN.3	год_NOUN.4	хороший_ADJ	хороший_ADJ.1	хороший_ADJ.2	хороший_ADJ.3	хороший_ADJ.4	еще_ADV	еще_ADV.1	еще_ADV.2	еще_ADV.3	еще_ADV.4	произойти_VERB	произойти_VERB.1	произойти_VERB.2	произойти_VERB.3	произойти_VERB.4	ждать_VERB	ждать_VERB.1	ждать_VERB.2	ждать_VERB.3	ждать_VERB.4	день_NOUN	день_NOUN.1	день_NOUN.2	день_NOUN.3	день_NOUN.4	видеть_VERB	видеть_VERB.1	видеть_VERB.2	видеть_VERB.3	видеть_VERB.4	ничто_PRON	ничто_PRON.1	ничто_PRON.2	ничто_PRON.3	ничто_PRON.4
9	9																										204_столкновение-мир	-0.3453166250216536	0.0009841513605536036	88	0.08660531972871714	72_недостаток-достоинство	0.198031443748752	0.02877805715042572	122.0	3.510922972351937						100_труд-отдых	-0.2898502901910177	0.016504335751932855	68.0	1.1222948311314342																					197_проблема-решение_проблем	-0.2673968849666403	0.020382335887616117	75.0	1.5286751915712091	285_опасность-безопасность	-0.24810255172540796	0.038368266133833484	70.0	2.685778629368343																					156_физический_труд-умственный_труд	0.3581928281116452	0.029493769004970187	37.0	1.0912694531838971
10	10																										251_недостаток-достоинство	-0.3413749889111089	0.0011340856059076554	88	0.09979953331987368	294_испытание-безмятежность	-0.19655004749737512	0.030019798170341963	122.0	3.6624153767817194						231_злость-радость	0.2882313475039998	0.01714536331070515	68.0	1.1658847051279502																					191_техническое_взаимодействие-животные_взаимоотношения	0.2662231822676012	0.02096193107582921	75.0	1.5721448306871906	244_смерть-жизнь	-0.24527194048173526	0.04070545502125681	70.0	2.8493818514879767																					228_народ-власть	0.35415448321503923	0.03151214311082439	37.0	1.1659492951005024
11	11																										30_стихийное_собрание-мероприятия	-0.3400879307713558	0.0011873610669960195	88	0.10448777389564973	282_путешествие-домоседство	0.19360747446853116	0.03262155760541175	122.0	3.9798300278602334						268_отдых-работа	0.2843297413227777	0.018778494627808152	68.0	1.2769376346909544																					229_закрытие-открытие	-0.2643523875017822	0.02191482430776928	75.0	1.643611823082696	172_наука-быт	0.24435767199023686	0.041485098266002385	70.0	2.9039568786201677																					208_неживая_природа-живая_природа	-0.3517174999506493	0.03278401368033505	37.0	1.213008506172397
12	12																										221_получение_денег-отсутствие_денег	-0.3377617288931852	0.001289445505261349	88	0.11347120446299873	129_успех-беда	-0.1912694208702949	0.03482249152366459	122.0	4.24834396588708						5_польза-вред	-0.2813460689489163	0.02011545621713589	68.0	1.3678510227652407																					84_последовательность-разлад	-0.263655906164286	0.022278884968582272	75.0	1.6709163726436704	141_микробиология-неопределенная_тема	0.2385768844324433	0.04670577938919655	70.0	3.269404557243759																					142_равенство-иерархия	0.35031440752325843	0.03353515630133252	37.0	1.240800783149303
13	13																										276_начало-конец	-0.3367949383451678	0.0013341652744299633	88	0.11740654414983676	28_неисправность-отлаженность	0.1858006434888174	0.04046350255759715	122.0	4.9365473120268515						262_серьезность-шутка	-0.2807731276787951	0.020381265483902268	68.0	1.3859260529053543																					274_единство-разрозренность	0.26256752747662376	0.022858103223622018	75.0	1.7143577417716516	185_беда-счастье	0.2382158216349633	0.04704902701256152	70.0	3.2934318908793063																					205_отдых-рабочий_процесс	0.3494436551622035	0.03400834862349386	37.0	1.2583088990692728
14	14																										51_творческая_реализация - эмоциональное_переживание	-0.33361769524901	0.0014912089431853225	88	0.1312263870003084	38_личное-общее	0.1856338825626738	0.04064688015209808	122.0	4.958919378555966						213_обозрение-сокрытие	-0.27697063417486434	0.022222356629577843	68.0	1.5111202508112933																					36_спокойствие-деятельность	0.26244782591322163	0.02292258151228692	75.0	1.7191936134215189	146_разум-чувство	0.2374719475694181	0.04776273930302535	70.0	3.3433917512117746																					197_проблема-решение_проблем	-0.3450084216108513	0.036504015404756715	37.0	1.3506485699759982
15	15																										166_порядочность-мошенничество	-0.3314802193284272	0.0016060794736780346	88	0.14133499368366706	176_животное-человек	-0.18266291738775156	0.04403223517317769	122.0	5.371932691127678						202_отставание-лидерство	-0.2690213175906303	0.02653114827308593	68.0	1.8041180825698429																					124_сражение-тыл	-0.26133976757909033	0.02352682603170153	75.0	1.7645119523776147	90_отдых-напряжение	-0.2374159281198698	0.04781684562292282	70.0	3.3471791936045974																					250_быт-война	-0.3441385355923753	0.03701057142444377	37.0	1.3693911427044194
16	16																										273_жар-холод	-0.33098515314653776	0.0016338006955889045	88	0.1437744612118236	191_техническое_взаимодействие-животные_взаимоотношения	0.1806631944473845	0.04644072600503107	122.0	5.66576857261379						7_чужбина-родной_дом	-0.2665489399875116	0.028007211904014215	68.0	1.9044904094729669																					152_исчезнование-появление	0.26042916456495835	0.024033476663498404	75.0	1.80251074976238	299_веселье-грусть	-0.2367780056468449	0.04843654208226317	70.0	3.3905579457584216																					213_обозрение-сокрытие	-0.3426909833960078	0.03786619237907006	37.0	1.4010491180255922
17	17																										214_спешка-неторопливость	-0.33037626618581606	0.0016684880973530606	88	0.14682695256706935	259_процесс-итог	-0.18064077127604675	0.046468341391010574	122.0	5.66913764970329						178_мыслительная_работа-физическая_работа	-0.266272767008031	0.02817630631609068	68.0	1.915988829494166																					31_интеллект-культура	0.2595285115747961	0.02454367442283139	75.0	1.840775581712354																										164_устранение-дополнение	0.3366665950369849	0.04160155481136765	37.0	1.5392575280206031
18	18																										81_религия-наука	-0.32955402567475905	0.0017163861193750342	88	0.15104197850500303											77_природные_процессы-военные_процессы	-0.2658266473137048	0.02845127062417157	68.0	1.9346864024436667																					15_древняя_работа-современная_работа	0.2592971945706165	0.024676183136010738	75.0	1.8507137352008052																										118_покой-беспокойство	0.3328512972120134	0.04411766948460629	37.0	1.6323537709304323
19	19																										201_вирус-растение	0.32916030002422	0.0017397587540472804	88	0.15309877035616068											18_уменьшение-расширение	-0.2651649266888217	0.028863276645609327	68.0	1.962702811901434																					21_получение_результата-разработка	-0.25839350225682484	0.02519969015316381	75.0	1.8899767614872856																										203_концепция-хаотичность	0.33281465502527924	0.04414241655323025	37.0	1.6332694124695193
20	20																										68_власть-народ	0.32825335980461656	0.0017946947049869183	88	0.15793313403884884											56_протест-мир	-0.26193281882790864	0.030948493733502645	68.0	2.10449757387818																					226_человек-транспорт	-0.25717997677095394	0.02591746651853129	75.0	1.9438099888898468																										63_мир-война	0.3298845313756458	0.046157902574428714	37.0	1.7078423952538622
21	21																										174_праздник-быт	0.32767729284254343	0.0018303971798083294	88	0.16107495182313294											176_животное-человек	0.26119589873433746	0.03144120873997626	68.0	2.1380021943183856																					264_безопасность-опасность	0.2570713987684876	0.025982523607584282	75.0	1.9486892705688208																										278_физический_труд-умственный_труд	-0.3292920614585954	0.04657430100022826	37.0	1.7232491370084455
22	22																										2_неживая_природа-живая_природа	-0.32668828248710025	0.001893190203709063	88	0.16660073792639754											142_равенство-иерархия	0.26106392713328713	0.03153013719939484	68.0	2.144049329558849																					107_мир-драка	0.25103013457027124	0.0298266384938912	75.0	2.23699788704184																										239_радость-недовольство	-0.3283214934170617	0.04726296150924391	37.0	1.7487295758420247
23	23																										267_неволя-свобода	0.3259520004757692	0.001941192287191227	88	0.17082492127282795											151_забытье-сознание	0.252987752216476	0.03738773780358525	68.0	2.5423661706437968																					88_лишение-наделение	0.2497581002221625	0.030694314954993182	75.0	2.3020736216244893																														
24	24																										184_правонарушение-соблюдение_закона	-0.32515827864310365	0.0019941663024455308	88	0.1754866346152067											197_проблема-решение_проблем	-0.25294024867192644	0.037424699937425386	68.0	2.5448795957449266																					105_сущность-внешность	0.24475149638014446	0.03431833101322112	75.0	2.573874825991584																														
25	25																										13_личные_отношения-иерархические_отношения	-0.32463542269713336	0.0020297708430373623	88	0.17861983418728788											276_начало-конец	0.2437061403675435	0.04520949990775425	68.0	3.074245993727289																					255_голод-неопределенная_тема	-0.2446039383344545	0.0344303506701051	75.0	2.5822763002578832																														
26	26																										70_единство-разрозренность	-0.3235801386406849	0.002103382310024133	88	0.18509764328212372											139_свобода-неволя	-0.2404098956487129	0.04829279973915853	68.0	3.28391038226278																					201_вирус-растение	0.24006362149573696	0.03802965980042192	75.0	2.8522244850316443																														
27	27																										155_поражение-победа	0.3231149355245025	0.002136589717552175	88	0.1880198951445914											94_проблема-решение_проблем	-0.23971979756472894	0.048959682184931234	68.0	3.3292583885753237																					99_благоразумие-безолаберность	-0.2392227851424519	0.03872947057229486	75.0	2.9047102929221142																														
28	28																										118_покой-беспокойство	0.32263378232891043	0.002171431760904017	88	0.1910859949595535											67_неизменность-изменение	-0.2392588479002941	0.049409317742498265	68.0	3.359833606489882																					25_скрытность-прозрачность	-0.2387156120140461	0.03915673722257263	75.0	2.936755291692948																														
29	29																										63_мир-война	0.32079718655078665	0.002309179292254625	88	0.20320777771840706											16_воля-неволя	-0.23920375590859894	0.049463283197225434	68.0	3.3635032574113297																					283_героизм-малодушие	0.2372304460514727	0.04043051253335832	75.0	3.0322884400018735																														
30	30																										105_сущность-внешность	0.3174284428120948	0.00258242436164344	88	0.2272533438246227																																				232_проблема-решение_проблем	0.2359665746766824	0.041541412516025375	75.0	3.1156059387019037																														
31	31																										187_гармония-конфликт	0.3151263837672557	0.0027855032931310727	88	0.2451242897955344																																				48_отдаление-приближение	-0.2349804502086659	0.04242565651921817	75.0	3.1819242389413627																														
32	32																										150_безопасность-опасность	-0.3145540250918327	0.0028381684136057892	88	0.2497588203973094																																				61_единство-разрозренность	-0.234851965836803	0.0425420061692722	75.0	3.190650462695415																														
33	33																										203_концепция-хаотичность	0.3137517146586857	0.0029134958002793405	88	0.256387630424582																																				12_частное-общее	0.2325899222919601	0.04463406629635915	75.0	3.3475549722269364																														
34	34																										175_нематериальное-материальное	0.3134146470738716	0.002945673585841464	88	0.25921927555404883																																				254_свобода-неволя	-0.23245951975195334	0.04475721548637203	75.0	3.356791161477902																														
35	35																										103_познание-непостижимость	-0.3128923802247405	0.002996160698109782	88	0.26366214143366085																																				217_завоевание-бегство	-0.2306347526875172	0.04651012085169196	75.0	3.4882590638768973																														
36	36																										247_радостное_событие_грустное_событие	-0.31260076218613153	0.003024687315547382	88	0.2661724837681696																																																																						
37	37																										173_отдых-работа	0.3115825461592455	0.00312620928329554	88	0.2751064169300075																																																																						
38	38																										37_низ-верх	-0.31092319475072744	0.003193567740843992	88	0.2810339611942713																																																																						
39	39																										172_наука-быт	-0.3106199652989687	0.0032249791588958056	88	0.2837981659828309																																																																						
40	40																										142_равенство-иерархия	0.3100388676319125	0.0032859486372958826	88	0.2891634800820377																																																																						
41	41																										209_отрицание-утверждение	-0.30930239481510025	0.0033647012556399297	88	0.29609371049631383																																																																						
42	42																										213_обозрение-сокрытие	-0.308093638978826	0.003497620706703217	88	0.3077906221898831																																																																						
43	43																										44_упорядоченность-однородная_масса	0.30634131926306685	0.003698649990968508	88	0.3254811992052287																																																																						
44	44																										127_начало-конец	0.3051135011136659	0.0038455921527083188	88	0.33841210943833205																																																																						
45	45																										165_улучшение-ухудшение	-0.3047591323303661	0.0038889600423255696	88	0.3422284837246501																																																																						
46	46																										233_неопределенная_тема-часть_целого	0.3039641818144129	0.003987837941696633	88	0.3509297388693037																																																																						
47	47																										107_мир-драка	0.3038788247161875	0.003998587051542482	88	0.3518756605357384																																																																						
48	48																										73_наука-физический_труд	-0.3036711811736793	0.004024843791356399	88	0.3541862536393631																																																																						
49	49																										254_свобода-неволя	-0.3035869024835587	0.004035544712437401	88	0.3551279346944913																																																																						
50	50																										241_нападение-оборона	0.3030283092365159	0.004107113274260503	88	0.3614259681349243																																																																						
51	51																										48_отдаление-приближение	-0.30280904509513695	0.0041355138273114255	88	0.3639252168034055																																																																						
52	52																										216_старость-смерть	0.3022621866889328	0.004207110748478572	88	0.3702257458661143																																																																						
53	53																										162_история-одномоментное_происшествие	0.2995424104146125	0.0045798592382113494	88	0.4030276129625987																																																																						
54	54																										248_спор-согласие	0.2991609537741269	0.004634422357471398	88	0.40782916745748304																																																																						
55	55																										193_порядок-беспорядок	-0.29911219491087565	0.004641438285237678	88	0.4084465691009157																																																																						
56	56																										96_наука-быт	0.2982195323601773	0.004771564387664271	88	0.4198976661144559																																																																						
57	57																										125_разработка-разрушение	0.2944688601262384	0.005354449300029649	88	0.4711915384026091																																																																						
58	58																										259_процесс-итог	0.2919438664177351	0.0057816163816173044	88	0.5087822415823229																																																																						
59	59																										129_успех-беда	-0.29014639091245364	0.0061038313900558215	88	0.5371371623249123																																																																						
60	60																										199_уют-неуют	0.2901145812647775	0.006109673860916349	88	0.5376512997606387																																																																						
61	61																										79_многообразие-единство	0.28976600626438376	0.006174021473129751	88	0.5433138896354179																																																																						
62	62																										177_изыскание-решение	-0.2889842274548846	0.006320523796675287	88	0.5562060941074253																																																																						
63	63																										35_кончина-вечное_искусство	-0.2889614951848901	0.006324829336207048	88	0.5565849815862203																																																																						
64	64																										106_кончина-вечное_искусство	0.2889407048899139	0.006328769331681247	88	0.5569317011879498																																																																						
65	65																										66_курируемый-куратор	-0.28766236071438034	0.006575237776743544	88	0.5786209243534318																																																																						
66	66																										178_мыслительная_работа-физическая_работа	-0.2876313575547454	0.0065813191503486575	88	0.5791560852306818																																																																						
67	67																										108_творчество-власть	-0.2862253895094417	0.006862379408249245	88	0.6038893879259336																																																																						
68	68																										135_запрет-толчок	0.285274809444632	0.00705835801205468	88	0.6211355050608117																																																																						
69	69																										56_протест-мир	0.2830379929367982	0.007539112456006381	88	0.6634418961285615																																																																						
