	Unnamed: 0	свой_DET	свой_DET.1	свой_DET.2	свой_DET.3	свой_DET.4	он_PRON	он_PRON.1	он_PRON.2	он_PRON.3	он_PRON.4	хотеть_VERB	хотеть_VERB.1	хотеть_VERB.2	хотеть_VERB.3	хотеть_VERB.4	время_NOUN	время_NOUN.1	время_NOUN.2	время_NOUN.3	время_NOUN.4	человек_NOUN	человек_NOUN.1	человек_NOUN.2	человек_NOUN.3	человек_NOUN.4	очень_ADV	очень_ADV.1	очень_ADV.2	очень_ADV.3	очень_ADV.4	мочь_VERB	мочь_VERB.1	мочь_VERB.2	мочь_VERB.3	мочь_VERB.4	мы_PRON	мы_PRON.1	мы_PRON.2	мы_PRON.3	мы_PRON.4	жизнь_NOUN	жизнь_NOUN.1	жизнь_NOUN.2	жизнь_NOUN.3	жизнь_NOUN.4	потом_ADV	потом_ADV.1	потом_ADV.2	потом_ADV.3	потом_ADV.4	знать_VERB	знать_VERB.1	знать_VERB.2	знать_VERB.3	знать_VERB.4	первый_ADJ	первый_ADJ.1	первый_ADJ.2	первый_ADJ.3	первый_ADJ.4	год_NOUN	год_NOUN.1	год_NOUN.2	год_NOUN.3	год_NOUN.4	произойти_VERB	произойти_VERB.1	произойти_VERB.2	произойти_VERB.3	произойти_VERB.4	день_NOUN	день_NOUN.1	день_NOUN.2	день_NOUN.3	день_NOUN.4	жить_VERB	жить_VERB.1	жить_VERB.2	жить_VERB.3	жить_VERB.4	ничто_PRON	ничто_PRON.1	ничто_PRON.2	ничто_PRON.3	ничто_PRON.4
9	9						247_радостное_событие_грустное_событие	-0.18489737693916933	0.005723379454339225	222.0	1.270590238863308																150_безопасность-опасность	0.13511460310507073	0.008708620871237692	376.0	3.2744414475853723	285_опасность-безопасность	0.16128568477366054	0.044278479953090984	156.0	6.907442872682192																276_начало-конец	0.16106176236017786	0.02202813064453562	202	4.449682390196196						97_активность-пассивность	0.1938925563069729	0.0052302788529386786	206.0	1.0774374437053678																				
10	10						104_неподвижность-подвижность	0.18294980536428926	0.006264374410235576	222.0	1.390691119072298																168_работа-праздность	0.13510564294502306	0.00871311018675162	376.0	3.2761294302186093	254_свобода-неволя	-0.15942673261893325	0.046816293681391834	156.0	7.303341814297125																114_церковь-мирская_жизнь	0.15987594068530636	0.023038111387056737	202	4.653698500185461						168_работа-праздность	0.19145627549668195	0.005838041430543657	206.0	1.2026365346919934																				
11	11						82_суматоха-спокойствие	0.18008449848196198	0.007143497799859955	222.0	1.5858565115689098																36_спокойствие-деятельность	-0.13432523054669834	0.009112112153142194	376.0	3.4261541695814652																					140_шум-тишина	0.15903044998058846	0.02378237887568528	202	4.8040405328884255						1_иерархия-равенство	0.18209022246400747	0.008805364665835891	206.0	1.8139051211621933																				
12	12						202_отставание-лидерство	0.17828268518711665	0.007751131761397495	222.0	1.7207512510302443																153_прерывание-продолжение	0.13390251414445434	0.009334948704237652	376.0	3.509940712793357																					34_духовное_наслаждение-физическое_наслаждение	-0.158977823491892	0.023829381525966087	202	4.813535068245151						137_вертикальные_отношения-горизонтальные_отношения	0.1810141763972158	0.009220235625073406	206.0	1.8993685387651216																				
13	13						251_недостаток-достоинство	-0.1773832908979858	0.008071314503784222	222.0	1.791831819840097																63_мир-война	-0.13377679385587066	0.009402150391341195	376.0	3.5352085471442893																					244_смерть-жизнь	0.15866438761141324	0.02411098240127105	202	4.870418445056752						268_отдых-работа	-0.17758694262793154	0.010659331630206072	206.0	2.195822315822451																				
14	14						157_отсутствие_чувств-чувства	0.17538338259677644	0.008825762655239322	222.0	1.9593193094631296																73_наука-физический_труд	0.13290937415278453	0.009877644248099554	376.0	3.7139942372854327																					263_влияние-зависимость	-0.15865032752035085	0.02412368126607238	202	4.87298361574662						19_быстрое_явление-длительное_явление	-0.17684089413686604	0.010997689508171751	206.0	2.2655240386833806																				
15	15						272_образование-невежество	-0.17233267198279995	0.010097315401441086	222.0	2.241604019119921																278_физический_труд-умственный_труд	0.13249061924172212	0.010114739160887495	376.0	3.8031419244936986																					44_упорядоченность-однородная_масса	-0.15856937449134634	0.024196908853725625	202	4.887775588452576						181_дополнение-устранение	0.17631801929604066	0.01124044281286504	206.0	2.315531219450198																				
16	16						170_спокойствие-суматоха	0.1698023980020855	0.011272179598958309	222.0	2.502423870968745																238_дистанция-близость	-0.13210142653120047	0.01033960737240567	376.0	3.887692372024532																					6_холодное_отношение-тёплое_отношение	-0.15826040901732893	0.024478149951934564	202	4.944586290290783						214_спешка-неторопливость	-0.17563345927442406	0.011565394200581943	206.0	2.3824712053198804																				
17	17						62_жизнь-смерть	-0.1696332233748317	0.011354866672112123	222.0	2.5207804012088912																22_деятельность_наверху-деятельность_в_земле	0.131776870819867	0.010530506300002865	376.0	3.959470368801077																					35_кончина-вечное_искусство	-0.15736684948807414	0.025307403266426637	202	5.11209545981818						21_получение_результата-разработка	-0.17557482673852173	0.011593607210949649	206.0	2.3882830854556274																				
18	18						159_реальная_жизнь-выдуманная_жизнь	0.1695050006431539	0.011417893608239754	222.0	2.5347723810292253																200_природа-техника	0.13158032141984746	0.01064762598689122	376.0	4.003507371071098																					152_исчезнование-появление	-0.15709048039941045	0.025568720272083442	202	5.164881494960857						291_работа-санкция	-0.17170441814760534	0.013595327155467476	206.0	2.8006373940262996																				
19	19						177_изыскание-решение	-0.16849846198068527	0.01192345645928847	222.0	2.647007333962041																220_власть-наука	0.13132778530162212	0.010799799641078413	376.0	4.060724665045482																					85_направление-дезориентация	0.15699828074310385	0.02565641220665838	202	5.182595265744993						54_реальность-когнитивные_процессы	0.16801366594008868	0.015780140257357002	206.0	3.2507088930155423																				
20	20						189_наука-религия	0.16798228470575344	0.012190288278305124	222.0	2.7062439977837367																121_несовременность-актуальность	-0.13095019876127226	0.01103091867130457	376.0	4.147625420410519																					82_суматоха-спокойствие	-0.15693302205049128	0.02571863627966769	202	5.1951645284928745						10_рутина-отдых	-0.1657363460641916	0.017276113354674487	206.0	3.5588793510629437																				
21	21						248_спор-согласие	0.166669621844855	0.012892663391887752	222.0	2.8621712729990807																25_скрытность-прозрачность	0.1304391324492182	0.011350706900378595	376.0	4.267865794542352																					226_человек-транспорт	-0.15661752854735075	0.026021289084225626	202	5.256300395013576						210_спешка-неторопливость	0.16395086920553953	0.018533910332322004	206.0	3.817985528458333																				
22	22						67_неизменность-изменение	0.16655921535263327	0.012953329322149956	222.0	2.87563910951729																70_единство-разрозренность	0.13042318736044933	0.011360814710799843	376.0	4.271666331260741																					70_единство-разрозренность	-0.15649225500122993	0.026142308786066337	202	5.280746374785401						92_жизнь-смерть	-0.1629917595497928	0.019241848032970073	206.0	3.9638206947918353																				
23	23						280_радость-недовольство	0.16589797553782892	0.013321942075272729	222.0	2.9574711407105454																111_нежелание-желание	-0.13040648115499584	0.011371413540471071	376.0	4.275651491217122																					187_гармония-конфликт	-0.1564290770227039	0.026203524400220515	202	5.293111928844544						220_власть-наука	0.1622304349051472	0.019820384380031048	206.0	4.082999182286397																				
24	24						225_кража-находка	0.1658705715650649	0.013337415362274495	222.0	2.9609062104249384																213_обозрение-сокрытие	-0.13023317031605622	0.011481883086251005	376.0	4.317188040430377																					292_экстрим-повседневность	-0.15628488602921764	0.0263436973944703	202	5.321426873683						228_народ-власть	-0.1611911051769944	0.02063448130478886	206.0	4.2507031487865055																				
25	25						91_здоровье-болезнь	0.16512677837158535	0.01376345724507778	222.0	3.055487508407268																210_спешка-неторопливость	0.12997284469437118	0.01164959925593054	376.0	4.380249320229884																					111_нежелание-желание	0.1562451912583941	0.026382398735688883	202	5.329244544609153						251_недостаток-достоинство	0.15909204556569595	0.0223672580447792	206.0	4.607655157224515																				
26	26						140_шум-тишина	0.16495527148442746	0.013863372741298487	222.0	3.0776687485682643																162_история-одномоментное_происшествие	-0.12969775607829367	0.011829175415891884	376.0	4.447769956375349																					21_получение_результата-разработка	0.15616353539097053	0.02646216435375989	202	5.3453571994594995						149_нищета-состояние	0.1585854814606339	0.022803763926196163	206.0	4.69757536879641																				
27	27						179_работа-искусство	-0.16389660970480255	0.014494317447855582	222.0	3.21773847342394																90_отдых-напряжение	-0.1291720582436068	0.012179159662469848	376.0	4.579364033088663																					17_полемика-консенсус	-0.15613788816579696	0.02648726050817485	202	5.35042662265132						262_серьезность-шутка	0.15791270439774474	0.023394839298797303	206.0	4.8193368955522455																				
28	28						97_активность-пассивность	-0.16379534615721805	0.014555966540991344	222.0	3.2314245721000785																155_поражение-победа	-0.12860320560609947	0.012568139783209606	376.0	4.725620558486812																					284_учеба-производство	0.15607321289802206	0.02655063675848545	202	5.363228625214061						50_проблема-взаимовыручка	0.15756716451052952	0.02370351506577429	206.0	4.882924103549504																				
29	29						122_неопределенная_тема-здоровье	0.16341091592299214	0.014792102351845375	222.0	3.2838467221096734																186_движение-неподвижность	-0.12831844964728062	0.012766938520702079	376.0	4.800368883783981																					91_здоровье-болезнь	0.15604447241890465	0.02657884167420897	202	5.368926018190212						115_наследство-собственность	-0.15744958710882487	0.023809345395786025	206.0	4.904725151531921																				
30	30						89_апатия-взбудораженность	-0.16326289663180366	0.014883913100572804	222.0	3.3042287083271624																19_быстрое_явление-длительное_явление	-0.1274943424289062	0.013357981594234635	376.0	5.0226010794322224																					60_восстание-смирение	-0.15599263182211873	0.026629781203088718	202	5.3792158030239206						222_религия-повседневность	-0.1573548071233228	0.023894951908184317	206.0	4.922360093085969																				
31	31						163_человек-инструмент	0.16273820974577485	0.015213385178667774	222.0	3.3773715096642465																115_наследство-собственность	-0.12652484124614233	0.014084027632302553	376.0	5.29559438974576																					39_целостность-пустота	0.1559279769232289	0.02669342955841957	202	5.392072770800754						122_неопределенная_тема-здоровье	-0.15458415260362046	0.0265172155023599	206.0	5.4625463934861385																				
32	32						253_соблюдение_закона-правонарушение	0.16161881965837058	0.015937681823278243	222.0	3.53816536476777																233_неопределенная_тема-часть_целого	-0.12617477765045118	0.014354583997851698	376.0	5.397323583192239																					255_голод-неопределенная_тема	0.1559235349677011	0.02669780714478597	202	5.392957043246766						90_отдых-напряжение	-0.15452178203940073	0.026578978664017924	206.0	5.475269604787692																				
33	33						125_разработка-разрушение	-0.16146463657605115	0.016039768367271612	222.0	3.5608285775342976																108_творчество-власть	0.12487003290902884	0.01540363133468615	376.0	5.7917653818419925																					8_застой-работа	-0.15585601814772365	0.026764421363280312	202	5.406413115382622						31_интеллект-культура	-0.15405727134042235	0.027042857599434856	206.0	5.57082866548358																				
34	34						50_проблема-взаимовыручка	-0.16013128515434685	0.016946673354733224	222.0	3.7621614847507763																116_смерть-жизнь	-0.12397322653586736	0.01616310875315768	376.0	6.077328891187287																					227_иерархия-равенство	-0.15584723111201046	0.026773101396424952	202	5.4081664820778395						232_проблема-решение_проблем	0.1538151540438863	0.027287383830729726	206.0	5.621201069130324																				
35	35						69_труд-месть	-0.16002078803627315	0.017023797382507838	222.0	3.7792830189167392																277_неживая_природа-живая_природа	0.12362494695071727	0.01646677709765967	376.0	6.191508188720036																					40_уклад_жизни-дисциплина	0.1557945319442756	0.026825209469176426	202	5.418692312773638						256_фильм-жизнь	0.15325138647871994	0.027864109617618774	206.0	5.740006581229467																				
36	36						201_вирус-растение	-0.1592496630745027	0.017570587790991753	222.0	3.900670489600169																5_польза-вред	-0.12304953321628816	0.016979427654039887	376.0	6.3842647979189975																					97_активность-пассивность	0.15572634422986334	0.02689276132516024	202	5.432337787682369						82_суматоха-спокойствие	-0.15307096425380828	0.028050868591088476	206.0	5.7784789297642245																				
37	37						197_проблема-решение_проблем	-0.15884803003973194	0.017861387439355357	222.0	3.9652280115368894																185_беда-счастье	-0.1228790188070344	0.017133998396783996	376.0	6.442383397190782																					256_фильм-жизнь	-0.1557159875446618	0.026903034173543	202	5.434412903055687						25_скрытность-прозрачность	0.1524302270245076	0.028722789357433894	206.0	5.916894607631383																				
38	38						235_процесс-итог	-0.15495207243405626	0.020906544857570764	222.0	4.64125295838071																208_неживая_природа-живая_природа	0.12284097318298905	0.017168653925469755	376.0	6.455413875976628																					89_апатия-взбудораженность	-0.15568212222681674	0.026936648830725992	202	5.4412030638066495						179_работа-искусство	0.15181307952119213	0.02938293146639012	206.0	6.052883882076364																				
39	39						172_наука-быт	-0.1533894052692298	0.02224874654403595	222.0	4.939221732775981																127_начало-конец	-0.12233527814208292	0.017635138602794132	376.0	6.630812114650594																					81_религия-наука	0.1556321476419118	0.026986319253625626	202	5.451236489232374						235_процесс-итог	0.1503370623444094	0.03101452033382865	206.0	6.388991188768702																				
40	40						71_изобилие-недостаток	0.15309977584453222	0.022505524205700508	222.0	4.996226373665513																144_физический_труд-искусство	0.12229160868269047	0.017675936254112342	376.0	6.646152031546238																					151_забытье-сознание	0.1554172356425355	0.027200818567452763	202	5.494565350625458						73_наука-физический_труд	0.15015664119910585	0.03121915452015129	206.0	6.431145831151166																				
41	41						250_быт-война	-0.15308425372148116	0.02251935763894809	222.0	4.999297395846477																193_порядок-беспорядок	0.1221914168176331	0.017769850745668468	376.0	6.681463880371344																					18_уменьшение-расширение	-0.1553507474547825	0.02726747415208885	202	5.508029778721948						22_деятельность_наверху-деятельность_в_земле	0.14732994580964412	0.03457841961959362	206.0	7.123154441636284																				
42	42						228_народ-власть	0.15278285995731142	0.02278942071351514	222.0	5.059251398400361																102_фантастика-реальность	-0.12215940873406896	0.017799945055167632	376.0	6.692779340743028																					260_быт-искусство	0.15532748751834846	0.02729082565526592	202	5.512746782363715						275_жизненный_процесс-кончина	-0.14717032667365176	0.034776921966692236	206.0	7.1640459251386																				
43	43						24_активность-пассивность	-0.1523827371418637	0.02315226432472985	222.0	5.1398026800900265																58_формирование-перестройка	-0.12215423658679385	0.017804812130089356	376.0	6.6946093609135975																					92_жизнь-смерть	-0.15531466742632155	0.027303703535202516	202	5.515348114110909						37_низ-верх	0.14664505877003914	0.035436978207819915	206.0	7.300017510810901																				
44	44						249_порыв-покой	-0.1508614110606563	0.024577696282256617	222.0	5.456248574660969																299_веселье-грусть	-0.12160530986043455	0.01832800879092065	376.0	6.891331305386165																					113_скрытность-прозрачность	-0.15525151021351244	0.027367221430005216	202	5.528178728861054						247_радостное_событие_грустное_событие	0.1435308379144164	0.03957202516092352	206.0	8.151837183150244																				
45	45						110_негативные_эмоции-положительные_эмоции	0.1506841702873463	0.024748576554650056	222.0	5.494183995132311																239_радость-недовольство	0.12125076653852772	0.018673014424029626	376.0	7.02105342343514																					127_начало-конец	0.1550618582680683	0.02755871743499391	202	5.56686092186877						240_осторожность-риск	0.14314508486872213	0.04011145227611556	206.0	8.262959168879805																				
46	46						85_направление-дезориентация	-0.15014568490262226	0.025274021318299075	222.0	5.610832732662394																4_праздник-быт	0.12120081347810666	0.018722075685262518	376.0	7.039500457658707																					234_холодное_отношение-тёплое_отношение	0.15497360360713672	0.0276482206054304	202	5.584940562296941						201_вирус-растение	0.14201487519665099	0.04172767115048249	206.0	8.595900256999393																				
47	47						173_отдых-работа	0.15008729895462675	0.02533156539952456	222.0	5.623607518694452																173_отдых-работа	-0.12115286533804878	0.018769273420310414	376.0	7.0572468060367175																					279_соблюдение_закона-правонарушение	-0.15493423306427473	0.02768822829424269	202	5.593022115437024						56_протест-мир	0.14193371120852866	0.04184581353800311	206.0	8.62023758882864																				
48	48						162_история-одномоментное_происшествие	-0.15003068173788775	0.02538747375904035	222.0	5.636019174506957																97_активность-пассивность	0.120305237697336	0.01962091421617524	376.0	7.377463745281889																					175_нематериальное-материальное	0.15492434595724006	0.02769828318806201	202	5.595053203988526						186_движение-неподвижность	-0.14145160748947105	0.04255337094443231	206.0	8.765994414553058																				
49	49						86_доказательство-совпадение	0.14972897832960708	0.02568719132479844	222.0	5.702556474105253																256_фильм-жизнь	0.12018882433574793	0.019740465363759698	376.0	7.422414976773647																					27_труд-фортуна	-0.15483148304604702	0.027792874623697703	202	5.6141606739869365						284_учеба-производство	-0.14126899038408247	0.042823997993306315	206.0	8.8217435866211																				
50	50						274_единство-разрозренность	0.14961271655025415	0.025803496519937377	222.0	5.728376227426097																55_армия-гражданская_жизнь	-0.11969600968573052	0.02025360798868833	376.0	7.61535660374681																					14_изобилие-недостаток	-0.15480689901698316	0.02781796248335289	202	5.619228421637285						189_наука-религия	-0.13974102100931468	0.045145447405863286	206.0	9.299962165607838																				
51	51						34_духовное_наслаждение-физическое_наслаждение	-0.14848076079290176	0.02695971073185837	222.0	5.985055782472558																79_многообразие-единство	-0.11918413847640015	0.02079882660696197	376.0	7.820358804217701																					195_болезнь-работа	-0.15469447069469766	0.027932942044958886	202	5.642454293081694						83_речь-текст	0.13937971658731366	0.045709513045408816	206.0	9.416159687354217																				
52	52						178_мыслительная_работа-физическая_работа	-0.14830073469410046	0.027147629418098083	222.0	6.026773730817776																192_производство-наука	0.11911892238865228	0.020869198377584382	376.0	7.846818589971727																					46_идея-реализация	-0.15468136781421388	0.027946368676157612	202	5.6451664725838375						183_неживая_природа-живая_природа	-0.13852015618797636	0.04707517821582665	206.0	9.69748671246029																				
53	53						150_безопасность-опасность	-0.14814714677126806	0.02730883729812883	222.0	6.0625618801845995																67_неизменность-изменение	-0.11879736054055523	0.02121921150634264	376.0	7.978423526384832																					153_прерывание-продолжение	0.15466368875240086	0.027964493309508183	202	5.648827648520652						68_власть-народ	-0.1378020307238427	0.04824210013146765	206.0	9.937872627082337																				
54	54						42_деструктивная_коммуникация-конструктивная_коммуникация	-0.14765699671253785	0.027828803013514158	222.0	6.177994269000143																160_победа-поражение	0.11865624185819346	0.02137441704377523	376.0	8.036780808459486																					116_смерть-жизнь	0.1545957432276763	0.02803424491723304	202	5.662917473281072						80_сон-бодрствование	-0.13711771949286894	0.049376421839555394	206.0	10.171542898948411																				
