	Unnamed: 0	свой_DET	свой_DET.1	свой_DET.2	свой_DET.3	свой_DET.4	они_PRON	они_PRON.1	они_PRON.2	они_PRON.3	они_PRON.4	время_NOUN	время_NOUN.1	время_NOUN.2	время_NOUN.3	время_NOUN.4	человек_NOUN	человек_NOUN.1	человек_NOUN.2	человек_NOUN.3	человек_NOUN.4	она_PRON	она_PRON.1	она_PRON.2	она_PRON.3	она_PRON.4	думать_VERB	думать_VERB.1	думать_VERB.2	думать_VERB.3	думать_VERB.4	мочь_VERB	мочь_VERB.1	мочь_VERB.2	мочь_VERB.3	мочь_VERB.4	мой_DET	мой_DET.1	мой_DET.2	мой_DET.3	мой_DET.4	жизнь_NOUN	жизнь_NOUN.1	жизнь_NOUN.2	жизнь_NOUN.3	жизнь_NOUN.4	потом_ADV	потом_ADV.1	потом_ADV.2	потом_ADV.3	потом_ADV.4	первый_ADJ	первый_ADJ.1	первый_ADJ.2	первый_ADJ.3	первый_ADJ.4	хороший_ADJ	хороший_ADJ.1	хороший_ADJ.2	хороший_ADJ.3	хороший_ADJ.4	еще_ADV	еще_ADV.1	еще_ADV.2	еще_ADV.3	еще_ADV.4	произойти_VERB	произойти_VERB.1	произойти_VERB.2	произойти_VERB.3	произойти_VERB.4	ждать_VERB	ждать_VERB.1	ждать_VERB.2	ждать_VERB.3	ждать_VERB.4	день_NOUN	день_NOUN.1	день_NOUN.2	день_NOUN.3	день_NOUN.4	видеть_VERB	видеть_VERB.1	видеть_VERB.2	видеть_VERB.3	видеть_VERB.4	жить_VERB	жить_VERB.1	жить_VERB.2	жить_VERB.3	жить_VERB.4	ничто_PRON	ничто_PRON.1	ничто_PRON.2	ничто_PRON.3	ничто_PRON.4
9	9	286_начало-конец	0.13316833930438654	0.04956981382500166	218.0	10.806219413850362																																														214_спешка-неторопливость	0.3518721765972958	0.02067122650935292	43.0	0.8888627399021755	292_экстрим-повседневность	0.3243749421194	0.00452283281567226	75	0.3392124611754195	15_древняя_работа-современная_работа	-0.3045630302883152	0.010362568489929495	70.0	0.7253797942950647	146_разум-чувство	0.2950700478635805	0.041750643945468416	48.0	2.004030909382484	22_деятельность_наверху-деятельность_в_земле	0.4177189301446848	0.015570178436982909	33.0	0.513815888420436						151_забытье-сознание	0.22123295695260034	0.02332875636938253	105.0	2.4495194187851657										
10	10																																																			37_низ-верх	-0.3451064238778612	0.023423224553792244	43.0	1.0071986558130666	276_начало-конец	0.3218441738559194	0.0048659836096374	75	0.36494877072280496	259_процесс-итог	-0.3021509395386109	0.011016398226781458	70.0	0.7711478758747021						201_вирус-растение	-0.4121995985560664	0.017140831962822966	33.0	0.5656474547731579						288_радость-недовольство	-0.21806098344476202	0.025438537963341026	105.0	2.6710464861508068										
11	11																																																			256_фильм-жизнь	-0.3403817798817189	0.025521267140468196	43.0	1.0974144870401323	153_прерывание-продолжение	0.31963736615292176	0.005183826967244688	75	0.3887870225433516	136_апатия-взбудораженность	-0.3001824287243377	0.011576257399441322	70.0	0.8103380179608926						206_расслабление-напряжение	-0.4121782891318004	0.01714714275591728	33.0	0.5658557109452703						8_застой-работа	0.2180572514462338	0.025441112988859718	105.0	2.671316863830271										
12	12																																																			162_история-одномоментное_происшествие	0.3396967541072356	0.025838068525194127	43.0	1.1110369465833474	53_подчинение-неповиновение	-0.3177936723941163	0.005463314439633072	75	0.4097485829724804	262_серьезность-шутка	0.29911096424275924	0.011891239457014485	70.0	0.8323867619910138						138_война-мир	0.4107312471747712	0.01758023955683264	33.0	0.5801479053754771						247_радостное_событие_грустное_событие	-0.2129893740877241	0.029149262187064037	105.0	3.060672529641724										
13	13																																																			279_соблюдение_закона-правонарушение	0.3354624756897927	0.027869757101642648	43.0	1.1983995553706341	230_отступление-наступление	-0.3151815131215396	0.005882080618427561	75	0.4411560463820671	46_идея-реализация	-0.2957184706201532	0.012938042943251056	70.0	0.905663006027574						260_быт-искусство	-0.4057410198362127	0.019144306716891882	33.0	0.6317621216574321						78_популярность-безвестность	-0.20702522898546594	0.034090710840521815	105.0	3.5795246382547905										
14	14																																																			64_человеческое_взаимодействие-механическое_взаимодействие	-0.3331126764279715	0.02905330256586377	43.0	1.249292010332142	110_негативные_эмоции-положительные_эмоции	-0.31412722885916056	0.006058963700760521	75	0.454422277557039	204_столкновение-мир	0.2932958500277583	0.01373351605396218	70.0	0.9613461237773526						3_спокойствие-суматоха	-0.4054589458894192	0.019236059743696736	33.0	0.6347899715419922						230_отступление-наступление	0.20282441413285365	0.037979746491397265	105.0	3.987873381596712										
15	15																																																			232_проблема-решение_проблем	0.33291580514262503	0.029154325025322926	43.0	1.2536359760888858	207_фантастика-реальность	0.31340249470726306	0.006183261641617266	75	0.4637446231212949	75_действующее_лицо-зритель	-0.2930484493018995	0.013817078115419802	70.0	0.9671954680793862						217_завоевание-бегство	0.4000721588434133	0.021059577274147576	33.0	0.69496605004687						258_конец-начало	-0.20147176655638668	0.0393085279875927	105.0	4.127395438697233										
16	16																																																			81_религия-наука	-0.3323410165589183	0.029450938205985558	43.0	1.2663903428573788	75_действующее_лицо-зритель	-0.3124043387159601	0.006358132321759909	75	0.4768599241319931	48_отдаление-приближение	0.2904847292029731	0.014709162933673775	70.0	1.0296414053571643						93_учёба-отдых	-0.3996898837584423	0.021194243464960013	33.0	0.6994100343436804						197_проблема-решение_проблем	-0.1981418028604063	0.04274625874793783	105.0	4.488357168533472										
17	17																																																			67_неизменность-изменение	0.32981683286345553	0.030783254717250283	43.0	1.3236799528417618	147_рассудительность-беспокойство	-0.3121343911406248	0.006406167857277128	75	0.4804625892957845	1_иерархия-равенство	0.290237422968924	0.014797784595102509	70.0	1.0358449216571757						33_абстрактная_работа-конкретная_работа	0.3995347009762145	0.021249113604704484	33.0	0.701220748955248						152_исчезнование-появление	0.19672216116829092	0.04428617239956531	105.0	4.650048101954358										
18	18																																																			88_лишение-наделение	0.3285036084113839	0.03149586589117025	43.0	1.3543222333203206	129_успех-беда	-0.31164150952314273	0.006494698524645989	75	0.4871023893484492	8_застой-работа	-0.2894518870980175	0.015082337617410778	70.0	1.0557636332187543						233_неопределенная_тема-часть_целого	-0.3988278683975872	0.021500527837305963	33.0	0.7095174186310967						142_равенство-иерархия	-0.1960016466049816	0.0450852084676273	105.0	4.733946889100866										
19	19																																																			255_голод-неопределенная_тема	-0.3276566973128418	0.031962619995629764	43.0	1.3743926598120797	200_природа-техника	0.31122744563414023	0.006569903147864839	75	0.4927427360898629	141_микробиология-неопределенная_тема	0.2864106804248208	0.016228861805855938	70.0	1.1360203264099151						246_чистота-беспорядок	0.39757774004373403	0.021951212204091148	33.0	0.7243900027350079						300_беспокойство-спокойствие	-0.19317275142616225	0.0483390985004647	105.0	5.075605342548793										
20	20																																																			50_проблема-взаимовыручка	-0.32755316202982754	0.032020070437451004	43.0	1.3768630288103931	85_направление-дезориентация	0.3070843596103611	0.007365653732904151	75	0.5524240299678114	7_чужбина-родной_дом	0.2854485486274764	0.01660683360048961	70.0	1.1624783520342723						39_целостность-пустота	-0.3974309364453429	0.02200464509656781	33.0	0.7261532881867377						122_неопределенная_тема-здоровье	0.1921579575160853	0.04955272126738091	105.0	5.203035733074995										
21	21																																																			227_иерархия-равенство	-0.32665398859271194	0.032522602825056535	43.0	1.3984719214774306	223_бытовые_ситуации-глобальные_происшествия	0.30659322106268505	0.007465381908136684	75	0.5599036431102513	291_работа-санкция	-0.2836606383777817	0.017329307347386445	70.0	1.213051514317051						296_равенство-иерархия	-0.3965202443789012	0.022338522154982332	33.0	0.7371712311144168																				
22	22																																																			229_закрытие-открытие	-0.3224876232373166	0.034936729552125005	43.0	1.5022793707413753	180_потребление-вывод	0.305600811928235	0.007670520498544527	75	0.5752890373908395	162_история-одномоментное_происшествие	-0.2836390543273156	0.017338191266499815	70.0	1.213673388654987						207_фантастика-реальность	0.3959769000652715	0.0225397083805144	33.0	0.7438103765569751																				
23	23																																																			89_апатия-взбудораженность	-0.3216532029113051	0.035437495386307895	43.0	1.5238123016112397	81_религия-наука	0.3048587153442888	0.007827134137766839	75	0.587035060332513	131_процесс-завершение	-0.28213441142136736	0.017967197745046255	70.0	1.2577038421532378						177_изыскание-решение	0.3956102781020375	0.02267630269253728	33.0	0.7483179888537301																				
24	24																																																			204_столкновение-мир	-0.3201062195120547	0.03638149189519715	43.0	1.5644041514934777	278_физический_труд-умственный_труд	0.3033847914863021	0.008146532378304486	75	0.6109899283728365	148_усталость-бодрость	0.2805352697572829	0.018657031167406798	70.0	1.3059921817184756						236_умственный_труд-физический_труд	0.39475323888621894	0.02299828268295615	33.0	0.7589433285375529																				
25	25																																																			171_работа-отдых	-0.3198115142996025	0.036563644742266165	43.0	1.5722367239174448	19_быстрое_явление-длительное_явление	-0.3032166490387617	0.008183684765124937	75	0.6137763573843703	114_церковь-мирская_жизнь	0.27990031424021744	0.018937153288722232	70.0	1.325600730210556						69_труд-месть	0.3933604014308607	0.023529599817968132	33.0	0.7764767939929482																				
26	26																																																			242_отдых-работа	-0.3185077011669196	0.037378509564110735	43.0	1.6072759112567618	189_наука-религия	-0.30233963373359835	0.008379885046659132	75	0.6284913784994348	191_техническое_взаимодействие-животные_взаимоотношения	-0.2751402059978937	0.021153953002134043	70.0	1.480776710149383						106_кончина-вечное_искусство	-0.3918307110167059	0.024124742968039056	33.0	0.7961165179452888																				
27	27																																																			112_профессиональный-любительский	0.31394921893042865	0.04034525221583655	43.0	1.7348458452809716	50_проблема-взаимовыручка	0.29875228970318657	0.00922595657796107	75	0.6919467433470803	285_опасность-безопасность	-0.2743865122552895	0.021524465731215275	70.0	1.5067126011850691						27_труд-фортуна	0.3901788801868869	0.02478127739459066	33.0	0.8177821540214918																				
28	28																																																			199_уют-неуют	-0.3106564572157713	0.04260562565261453	43.0	1.8320419030624249	165_улучшение-ухудшение	0.2986841797235736	0.009242717222973068	75	0.6932037917229801	61_единство-разрозренность	0.2730493458906723	0.02219540980326377	70.0	1.5536786862284642						176_животное-человек	-0.3886833461331666	0.025388307513714143	33.0	0.8378141479525668																				
29	29																																																			118_покой-беспокойство	0.30786689752595425	0.044600279840526016	43.0	1.9178120331426187	150_безопасность-опасность	0.2985580113152115	0.009273835311315641	75	0.6955376483486729	232_проблема-решение_проблем	0.2724003489791447	0.02252741187693122	70.0	1.5769188313851854						104_неподвижность-подвижность	-0.38746473205505627	0.02589193068631949	33.0	0.8544337126485433																				
30	30																																																			31_интеллект-культура	0.3073119316194054	0.04500600828474938	43.0	1.935258356244224	89_апатия-взбудораженность	0.2980608522496437	0.009397347070161042	75	0.7048010302620782	33_абстрактная_работа-конкретная_работа	0.27146091157166946	0.0230154621776636	70.0	1.611082352436452						257_тёплые_чувства-холодные_чувства	0.3861374705609953	0.02644976484053419	33.0	0.8728422397376283																				
31	31																																																			19_быстрое_явление-длительное_явление	0.3067652146378973	0.04540863066783202	43.0	1.952571118716777	173_отдых-работа	-0.29783045280834186	0.009455071963532909	75	0.7091303972649683	70_единство-разрозренность	-0.26940619976623004	0.02411427946336052	70.0	1.6879995624352364						263_влияние-зависимость	0.3853467962868179	0.026786740740332996	33.0	0.8839624444309888																				
32	32																																																			223_бытовые_ситуации-глобальные_происшествия	-0.30663458998177623	0.045505258704078906	43.0	1.9567261242753933	22_деятельность_наверху-деятельность_в_земле	0.2969512799171693	0.00967819735222054	75	0.7258648014165405	10_рутина-отдых	-0.2685672012572852	0.02457557602873608	70.0	1.7202903220115255						122_неопределенная_тема-здоровье	-0.3850094769682424	0.026931570267537026	33.0	0.8887418188287218																				
33	33																																																			222_религия-повседневность	0.3059890128942879	0.045985269154760734	43.0	1.977366573654712	63_мир-война	-0.2968385929506922	0.0097071258735471	75	0.7280344405160326	120_усталость-покой	0.2673563805701993	0.025254470751857445	70.0	1.7678129526300213						41_развлечение-когнитивная-способность	0.3847832093686913	0.02702907877284895	33.0	0.8919595995040154																				
34	34																																																			39_целостность-пустота	0.3058531457076059	0.046086812527776536	43.0	1.9817329386943916	115_наследство-собственность	-0.2942114072826507	0.010403293066509948	75	0.7802469799882461	233_неопределенная_тема-часть_целого	-0.2665130816630432	0.025736618620346752	70.0	1.8015633034242728						219_соблюдение_закона-правонарушение	-0.3845544334403786	0.027127962467628875	33.0	0.8952227614317528																				
35	35																																																			245_любовь-ненависть	-0.30567817437254285	0.046217848978595585	43.0	1.9873675060796103	102_фантастика-реальность	-0.2918925012512681	0.011053515743739941	75	0.8290136807804955	168_работа-праздность	0.2663613129584783	0.025824212123844646	70.0	1.8076948486691256						204_столкновение-мир	0.3839705579025026	0.02738167624864766	33.0	0.9035953162053728																				
36	36																																																			200_природа-техника	-0.30434363119368274	0.04722725800650248	43.0	2.0307720942796066	269_власть-беспорядок	0.2910778028323248	0.011290204920603071	75	0.8467653690452303	43_энергия-покой	0.26068565632150825	0.029285704664751007	70.0	2.0499993265325704						221_получение_денег-отсутствие_денег	0.38376651182299815	0.0274707986181088	33.0	0.9065363543975904																				
37	37																																																			234_холодное_отношение-тёплое_отношение	-0.3023723103215638	0.04875089231218433	43.0	2.096288369423926	179_работа-искусство	0.2908641855117292	0.011352990270060986	75	0.8514742702545741	9_трудности-отсутствие_проблем	-0.2575771177907442	0.03134160899782101	70.0	2.1939126298474707						158_конец-начало	-0.3831785036423331	0.02772895716452611	33.0	0.9150555864293616																				
38	38																																																			197_проблема-решение_проблем	-0.3014572385441148	0.04947152769153182	43.0	2.127275690735868	166_порядочность-мошенничество	0.2906615223535687	0.011412836381404728	75	0.8559627286053546	240_осторожность-риск	-0.257310836747253	0.031523214158808155	70.0	2.2066249911165707						77_природные_процессы-военные_процессы	-0.3830521356409413	0.027784696367833917	33.0	0.9168949801385192																				
39	39																																																			164_устранение-дополнение	0.3010037999543235	0.049831792901173885	43.0	2.142767094750477	295_прощение-мстительность	-0.2904595265882272	0.011472758079959766	75	0.8604568559969824	242_отдых-работа	0.25498842410309963	0.03314484126067272	70.0	2.32013888824709						40_уклад_жизни-дисциплина	0.3830369711280697	0.02779139139306324	33.0	0.9171159159710868																				
40	40																																																								171_работа-отдых	0.2886586209404717	0.012019190474389931	75	0.9014392855792448	54_реальность-когнитивные_процессы	0.25469958343307697	0.03335132014514364	70.0	2.3345924101600546						230_отступление-наступление	-0.3828260740104665	0.02788463808332181	33.0	0.9201930567496196																				
41	41																																																								260_быт-искусство	-0.28677247741793555	0.012615567413409056	75	0.9461675560056791	219_соблюдение_закона-правонарушение	-0.25360434897575274	0.03414405354024795	70.0	2.3900837478173567						157_отсутствие_чувств-чувства	-0.382633851606746	0.02796985101270408	33.0	0.9230050834192348																				
