	свой_DET	свой_DET	свой_DET	свой_DET	свой_DET	они_PRON	они_PRON	они_PRON	они_PRON	они_PRON	время_NOUN	время_NOUN	время_NOUN	время_NOUN	время_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	она_PRON	она_PRON	она_PRON	она_PRON	она_PRON	думать_VERB	думать_VERB	думать_VERB	думать_VERB	думать_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мой_DET	мой_DET	мой_DET	мой_DET	мой_DET	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	потом_ADV	потом_ADV	потом_ADV	потом_ADV	потом_ADV	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	еще_ADV	еще_ADV	еще_ADV	еще_ADV	еще_ADV	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	день_NOUN	день_NOUN	день_NOUN	день_NOUN	день_NOUN	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON
9	286	0.13316833930438657	0.04956981382500166	218.0	10.806219413850362																																														214	0.3518721765972958	0.02067122650935292	43.0	0.8888627399021755	292	0.3243749421194	0.00452283281567226	75	0.3392124611754195	15	-0.3045630302883152	0.010362568489929495	70.0	0.7253797942950647	146	0.2950700478635805	0.041750643945468416	48.0	2.004030909382484	22	0.4177189301446848	0.01557017843698291	33.0	0.513815888420436						151	0.22123295695260034	0.02332875636938253	105.0	2.4495194187851657										
10																																																			37	-0.34510642387786117	0.023423224553792244	43.0	1.0071986558130666	276	0.3218441738559194	0.0048659836096374	75	0.364948770722805	259	-0.30215093953861094	0.011016398226781458	70.0	0.7711478758747021						201	-0.4121995985560664	0.017140831962822966	33.0	0.5656474547731579						288	-0.218060983444762	0.025438537963341022	105.0	2.671046486150807										
11																																																			256	-0.3403817798817189	0.025521267140468193	43.0	1.0974144870401323	153	0.31963736615292176	0.005183826967244688	75	0.38878702254335157	136	-0.3001824287243377	0.011576257399441322	70.0	0.8103380179608926						206	-0.4121782891318004	0.01714714275591728	33.0	0.5658557109452703						8	0.2180572514462338	0.02544111298885972	105.0	2.671316863830271										
12																																																			162	0.3396967541072356	0.025838068525194123	43.0	1.1110369465833474	53	-0.3177936723941163	0.005463314439633072	75	0.40974858297248035	262	0.29911096424275924	0.011891239457014483	70.0	0.8323867619910138						138	0.4107312471747712	0.01758023955683264	33.0	0.5801479053754771						247	-0.21298937408772406	0.029149262187064033	105.0	3.0606725296417236										
13																																																			279	0.3354624756897927	0.027869757101642648	43.0	1.198399555370634	230	-0.3151815131215396	0.005882080618427561	75	0.4411560463820671	46	-0.29571847062015316	0.012938042943251056	70.0	0.9056630060275739						260	-0.4057410198362127	0.01914430671689188	33.0	0.6317621216574321						78	-0.20702522898546594	0.03409071084052181	105.0	3.57952463825479										
14																																																			64	-0.3331126764279715	0.02905330256586377	43.0	1.249292010332142	110	-0.31412722885916056	0.0060589637007605205	75	0.454422277557039	204	0.2932958500277583	0.01373351605396218	70.0	0.9613461237773526						3	-0.4054589458894192	0.019236059743696736	33.0	0.6347899715419922						230	0.20282441413285363	0.03797974649139726	105.0	3.987873381596712										
15																																																			232	0.332915805142625	0.029154325025322926	43.0	1.2536359760888858	207	0.31340249470726306	0.006183261641617266	75	0.46374462312129494	75	-0.2930484493018995	0.013817078115419802	70.0	0.9671954680793862						217	0.40007215884341324	0.021059577274147576	33.0	0.69496605004687						258	-0.20147176655638668	0.0393085279875927	105.0	4.127395438697233										
16																																																			81	-0.3323410165589183	0.029450938205985554	43.0	1.2663903428573788	75	-0.31240433871596013	0.0063581323217599085	75	0.47685992413199313	48	0.2904847292029731	0.014709162933673777	70.0	1.0296414053571643						93	-0.3996898837584423	0.021194243464960013	33.0	0.6994100343436804						197	-0.1981418028604063	0.042746258747937825	105.0	4.488357168533471										
17																																																			67	0.32981683286345553	0.030783254717250276	43.0	1.3236799528417618	147	-0.3121343911406248	0.006406167857277127	75	0.4804625892957845	1	0.290237422968924	0.01479778459510251	70.0	1.0358449216571757						33	0.39953470097621446	0.021249113604704484	33.0	0.701220748955248						152	0.19672216116829094	0.04428617239956531	105.0	4.650048101954358										
18																																																			88	0.3285036084113839	0.03149586589117025	43.0	1.3543222333203206	129	-0.31164150952314273	0.006494698524645989	75	0.4871023893484492	8	-0.2894518870980175	0.015082337617410778	70.0	1.0557636332187545						233	-0.39882786839758716	0.021500527837305963	33.0	0.7095174186310967						142	-0.19600164660498157	0.0450852084676273	105.0	4.733946889100866										
19																																																			255	-0.3276566973128418	0.03196261999562976	43.0	1.3743926598120795	200	0.31122744563414023	0.006569903147864839	75	0.4927427360898629	141	0.2864106804248208	0.016228861805855935	70.0	1.1360203264099153						246	0.397577740043734	0.021951212204091148	33.0	0.7243900027350079						300	-0.19317275142616225	0.0483390985004647	105.0	5.075605342548793										
20																																																			50	-0.32755316202982754	0.032020070437451004	43.0	1.3768630288103931	85	0.3070843596103611	0.007365653732904152	75	0.5524240299678114	7	0.2854485486274764	0.016606833600489607	70.0	1.1624783520342725						39	-0.3974309364453429	0.02200464509656781	33.0	0.7261532881867377						122	0.1921579575160853	0.04955272126738091	105.0	5.203035733074995										
21																																																			227	-0.32665398859271194	0.03252260282505653	43.0	1.3984719214774306	223	0.30659322106268505	0.007465381908136685	75	0.5599036431102513	291	-0.28366063837778166	0.017329307347386445	70.0	1.213051514317051						296	-0.39652024437890115	0.02233852215498233	33.0	0.7371712311144168																				
22																																																			229	-0.3224876232373166	0.034936729552125005	43.0	1.5022793707413753	180	0.305600811928235	0.007670520498544527	75	0.5752890373908395	162	-0.28363905432731557	0.017338191266499815	70.0	1.213673388654987						207	0.39597690006527153	0.022539708380514396	33.0	0.7438103765569751																				
23																																																			89	-0.3216532029113051	0.035437495386307895	43.0	1.5238123016112395	81	0.3048587153442888	0.007827134137766839	75	0.587035060332513	131	-0.28213441142136736	0.017967197745046255	70.0	1.2577038421532378						177	0.39561027810203747	0.022676302692537276	33.0	0.7483179888537301																				
24																																																			204	-0.3201062195120547	0.036381491895197154	43.0	1.5644041514934777	278	0.30338479148630215	0.008146532378304486	75	0.6109899283728365	148	0.28053526975728293	0.018657031167406794	70.0	1.3059921817184756						236	0.394753238886219	0.02299828268295615	33.0	0.7589433285375529																				
25																																																			171	-0.3198115142996025	0.03656364474226616	43.0	1.5722367239174448	19	-0.3032166490387617	0.008183684765124937	75	0.6137763573843703	114	0.27990031424021744	0.01893715328872223	70.0	1.325600730210556						69	0.39336040143086065	0.02352959981796813	33.0	0.7764767939929482																				
26																																																			242	-0.3185077011669196	0.03737850956411074	43.0	1.6072759112567618	189	-0.30233963373359835	0.008379885046659132	75	0.6284913784994348	191	-0.27514020599789374	0.021153953002134043	70.0	1.480776710149383						106	-0.3918307110167059	0.024124742968039056	33.0	0.7961165179452888																				
27																																																			112	0.31394921893042865	0.04034525221583655	43.0	1.7348458452809716	50	0.29875228970318657	0.00922595657796107	75	0.6919467433470803	285	-0.2743865122552895	0.021524465731215275	70.0	1.5067126011850693						27	0.39017888018688685	0.02478127739459066	33.0	0.8177821540214918																				
28																																																			199	-0.3106564572157713	0.04260562565261453	43.0	1.8320419030624249	165	0.2986841797235736	0.009242717222973068	75	0.6932037917229801	61	0.2730493458906723	0.022195409803263774	70.0	1.5536786862284642						176	-0.38868334613316663	0.025388307513714146	33.0	0.8378141479525668																				
29																																																			118	0.30786689752595425	0.044600279840526016	43.0	1.9178120331426187	150	0.2985580113152115	0.00927383531131564	75	0.6955376483486729	232	0.2724003489791447	0.02252741187693122	70.0	1.5769188313851854						104	-0.38746473205505627	0.025891930686319495	33.0	0.8544337126485433																				
30																																																			31	0.3073119316194054	0.045006008284749384	43.0	1.9352583562442236	89	0.2980608522496437	0.009397347070161042	75	0.7048010302620782	33	0.27146091157166946	0.0230154621776636	70.0	1.611082352436452						257	0.3861374705609953	0.02644976484053419	33.0	0.8728422397376283																				
31																																																			19	0.3067652146378973	0.04540863066783202	43.0	1.9525711187167767	173	-0.29783045280834186	0.00945507196353291	75	0.7091303972649683	70	-0.26940619976623	0.02411427946336052	70.0	1.6879995624352364						263	0.3853467962868179	0.026786740740332993	33.0	0.8839624444309888																				
32																																																			223	-0.30663458998177623	0.045505258704078906	43.0	1.956726124275393	22	0.29695127991716935	0.00967819735222054	75	0.7258648014165405	10	-0.26856720125728517	0.024575576028736078	70.0	1.7202903220115255						122	-0.38500947696824234	0.026931570267537026	33.0	0.8887418188287218																				
33																																																			222	0.30598901289428787	0.04598526915476074	43.0	1.977366573654712	63	-0.2968385929506922	0.009707125873547101	75	0.7280344405160326	120	0.2673563805701993	0.025254470751857445	70.0	1.7678129526300213						41	0.38478320936869126	0.02702907877284895	33.0	0.8919595995040154																				
34																																																			39	0.3058531457076059	0.04608681252777654	43.0	1.9817329386943914	115	-0.2942114072826507	0.010403293066509948	75	0.7802469799882461	233	-0.2665130816630432	0.025736618620346752	70.0	1.8015633034242726						219	-0.3845544334403786	0.027127962467628875	33.0	0.8952227614317528																				
35																																																			245	-0.30567817437254285	0.04621784897859559	43.0	1.9873675060796105	102	-0.2918925012512681	0.011053515743739941	75	0.8290136807804955	168	0.2663613129584783	0.025824212123844652	70.0	1.8076948486691258						204	0.3839705579025026	0.02738167624864766	33.0	0.9035953162053727																				
36																																																			200	-0.30434363119368274	0.04722725800650248	43.0	2.0307720942796066	269	0.2910778028323248	0.01129020492060307	75	0.8467653690452303	43	0.26068565632150825	0.029285704664751007	70.0	2.0499993265325704						221	0.38376651182299815	0.0274707986181088	33.0	0.9065363543975904																				
37																																																			234	-0.3023723103215638	0.04875089231218433	43.0	2.096288369423926	179	0.2908641855117292	0.011352990270060986	75	0.851474270254574	9	-0.2575771177907442	0.03134160899782101	70.0	2.193912629847471						158	-0.3831785036423331	0.02772895716452611	33.0	0.9150555864293616																				
38																																																			197	-0.3014572385441148	0.04947152769153182	43.0	2.127275690735868	166	0.2906615223535687	0.011412836381404728	75	0.8559627286053546	240	-0.257310836747253	0.031523214158808155	70.0	2.2066249911165707						77	-0.38305213564094126	0.027784696367833917	33.0	0.9168949801385192																				
39																																																			164	0.3010037999543235	0.049831792901173885	43.0	2.142767094750477	295	-0.2904595265882272	0.011472758079959766	75	0.8604568559969824	242	0.25498842410309963	0.033144841260672714	70.0	2.32013888824709						40	0.38303697112806967	0.027791391393063237	33.0	0.9171159159710868																				
40																																																								171	0.2886586209404717	0.012019190474389931	75	0.9014392855792448	54	0.25469958343307697	0.03335132014514364	70.0	2.3345924101600546						230	-0.38282607401046653	0.027884638083321808	33.0	0.9201930567496196																				
41																																																								260	-0.28677247741793555	0.012615567413409055	75	0.9461675560056791	219	-0.25360434897575274	0.03414405354024795	70.0	2.3900837478173567						157	-0.38263385160674596	0.02796985101270408	33.0	0.9230050834192347																				
42																																																								205	-0.28658274957966196	0.012676953408931569	75	0.9507715056698677	248	-0.253226428350074	0.03442122146991519	70.0	2.4094855028940634						210	-0.3824837336654732	0.028036547116704315	33.0	0.9252060548512424																				
43																																																								74	-0.28649016678511185	0.012707002229708731	75	0.9530251672281549	93	-0.2522694053845539	0.035131520758173475	70.0	2.4592064530721434						166	0.3815953864764819	0.028433903574805366	33.0	0.9383188179685771																				
44																																																								79	-0.28620660840877765	0.012799418777870388	75	0.9599564083402791	2	0.25165574258577766	0.035593384137446324	70.0	2.491536889621243						199	-0.38086378339697124	0.028764599872040296	33.0	0.9492317957773297																				
45																																																								226	0.28514561840648683	0.013150399416742746	75	0.986279956255706	147	-0.2511961072209714	0.03594262892075798	70.0	2.5159840244530587						224	-0.3800804536341885	0.02912215935695352	33.0	0.9610312587794662																				
46																																																								73	0.28388597849440866	0.013577887593970184	75	1.0183415695477638	206	-0.25060694353519525	0.03639446664139775	70.0	2.5476126648978425						30	-0.3792232112429372	0.029517614257553178	33.0	0.9740812704992549																				
47																																																								66	0.2835826490955089	0.013682607535184167	75	1.0261955651388126	90	-0.24860248694460943	0.037967297455839745	70.0	2.657710821908782						91	-0.37894630370118454	0.029646288507435763	33.0	0.9783275207453802																				
48																																																								199	0.2834682486768851	0.013722283584067088	75	1.0291712688050316	212	0.2477224277389919	0.03867549111529848	70.0	2.7072843780708933						234	-0.37782944273311114	0.030169936333928803	33.0	0.9956078990196505																				
49																																																								133	-0.2834580528643991	0.013725824492726857	75	1.0294368369545142	227	0.24689637265802022	0.03935017813349625	70.0	2.7545124693447374						235	-0.3778203103417126	0.030174249044257816	33.0	0.9957502184605079																				
50																																																								237	0.28306373530435336	0.013863374805377991	75	1.0397531104033493	146	0.24610944986916125	0.04000196169414662	70.0	2.8001373185902634						5	0.37734208170572525	0.03040079374729134	33.0	1.0032261936606142																				
51																																																								163	-0.2829503509533229	0.013903146761549752	75	1.0427360071162315	26	-0.24604200118727473	0.040058241520727685	70.0	2.804076906450938						95	-0.375992719569838	0.031047504550770665	33.0	1.024567650175432																				
52																																																								95	-0.2827726074044584	0.01396569257640231	75	1.0474269432301733	20	0.2453745828918091	0.040618689754438546	70.0	2.8433082828106984						96	-0.37446019862876584	0.0317955616902702	33.0	1.0492535357789166																				
53																																																								162	-0.28248104346564534	0.014068817146745679	75	1.0551612860059258	133	0.2439988452420586	0.04179444734617977	70.0	2.925611314232584						229	0.37294096486381795	0.03255156347043266	33.0	1.0742015945242778																				
54																																																								271	0.28245954679156077	0.014076446383522147	75	1.055733478764161	286	-0.24313718537606677	0.042545097780214175	70.0	2.9781568446149924						278	-0.3722753594847856	0.032887359664370466	33.0	1.0852828689242253																				
55																																																								244	-0.28171909116041055	0.014341428038601814	75	1.0756071028951362	85	0.2405366113174436	0.04487850421612607	70.0	3.141495295128825						252	0.3703247297700686	0.03388771085768151	33.0	1.11829445830349																				
56																																																								18	-0.2815628421963117	0.014397890960669195	75	1.0798418220501897	150	0.24013570248818863	0.045247441467280575	70.0	3.16732090270964						285	0.36890367355077486	0.034631932247971425	33.0	1.142853764183057																				
57																																																								137	0.28156242011272137	0.014398043746573351	75	1.0798532809930013	295	-0.2395508707560801	0.04579011393445972	70.0	3.2053079754121803						141	-0.3664997208225409	0.035921074039943414	33.0	1.1853954433181326																				
58																																																								210	0.28130341971076295	0.014492061204236047	75	1.0869045903177035	49	0.23925907531788201	0.046062872463400774	70.0	3.224401072438054						75	0.3657636620126041	0.03632347682136441	33.0	1.1986747351050255																				
59																																																								88	-0.28071520861140387	0.014707553578665223	75	1.1030665183998918	275	-0.23921651954700543	0.04610276342057816	70.0	3.2271934394404713						180	-0.3656506989136084	0.036385555560340274	33.0	1.200723333491229																				
60																																																								289	-0.2806173294536154	0.014743678890016501	75	1.1057759167512375	19	0.2391189026980978	0.0461943750293794	70.0	3.233606252056558						215	-0.3653827658868885	0.03653314147895804	33.0	1.2055936688056152																				
61																																																								274	-0.28057546604153144	0.014759153233886052	75	1.106936492541454	28	-0.23743831108470662	0.047795221024045306	70.0	3.3456654716831715						231	-0.36492188663679553	0.03678814200056721	33.0	1.2140086860187178																				
62																																																								206	-0.28032651039400713	0.014851466736353468	75	1.1138600052265102	182	0.23684373672206088	0.04837238580648343	70.0	3.3860670064538403						123	0.36417250680378577	0.03720584173543047	33.0	1.2277927772692054																				
63																																																								175	0.2782529856488531	0.01563988000038586	75	1.1729910000289394	41	-0.23644560138646306	0.04876205348410746	70.0	3.4133437438875225						264	0.3636376773003841	0.037506292316877715	33.0	1.2377076464569645																				
64																																																								103	0.27792636665476556	0.01576730039469028	75	1.182547529601771	14	0.23632074656932023	0.04888478221741721	70.0	3.4219347552192048						68	-0.36242942068971784	0.03819227959909601	33.0	1.2603452267701685																				
65																																																								33	0.2764544643868697	0.016352671998271603	75	1.2264503998703702											249	0.3619776193641517	0.0384513791770322	33.0	1.2688955128420627																				
66																																																								52	0.2751412656858117	0.01689061374267982	75	1.2667960307009865											270	-0.36134940838832064	0.03881400413644602	33.0	1.2808621365027186																				
67																																																								220	0.2749801171361469	0.01695766312413534	75	1.2718247343101503											271	-0.36123898136162863	0.038878030811984474	33.0	1.2829750167954876																				
68																																																								121	-0.2745357097241417	0.01714375490407653	75	1.2857816178057397											175	0.36018688480575206	0.039492332940164736	33.0	1.3032469870254362																				
69																																																								181	0.2742368402259287	0.017269888211785222	75	1.2952416158838918											76	0.3598970333472079	0.03966294117525575	33.0	1.3088770587834397																				
70																																																								108	0.2734887301381052	0.017589116280562925	75	1.3191837210422195											289	-0.3594392932167702	0.039933579847159215	33.0	1.317808134956254																				
71																																																								235	-0.2731744589389688	0.017724722964827484	75	1.3293542223620614											87	-0.3579536057950192	0.04082226676647029	33.0	1.3471348032935198																				
72																																																								297	0.2728333510163261	0.01787292397593949	75	1.3404692981954618											115	-0.35750024136349073	0.041096602945836974	33.0	1.3561878972126202																				
73																																																								29	0.2715994341947108	0.01841793498237932	75	1.381345123678449											261	0.35711027613900215	0.04133376124273957	33.0	1.3640141210104058																				
74																																																								256	0.2712829980420978	0.01855997553194907	75	1.3919981648961803											79	-0.356610977773354	0.04163901753960805	33.0	1.3740875788070657																				
75																																																								114	0.2706127585669754	0.018863931955216174	75	1.414794896641213											280	0.354189768898676	0.04314509584796186	33.0	1.4237881629827414																				
