	Unnamed: 0	я_PRON	я_PRON.1	я_PRON.2	я_PRON.3	я_PRON.4	свой_DET	свой_DET.1	свой_DET.2	свой_DET.3	свой_DET.4	время_NOUN	время_NOUN.1	время_NOUN.2	время_NOUN.3	время_NOUN.4	человек_NOUN	человек_NOUN.1	человек_NOUN.2	человек_NOUN.3	человек_NOUN.4	она_PRON	она_PRON.1	она_PRON.2	она_PRON.3	она_PRON.4	думать_VERB	думать_VERB.1	думать_VERB.2	думать_VERB.3	думать_VERB.4	мочь_VERB	мочь_VERB.1	мочь_VERB.2	мочь_VERB.3	мочь_VERB.4	потом_ADV	потом_ADV.1	потом_ADV.2	потом_ADV.3	потом_ADV.4	знать_VERB	знать_VERB.1	знать_VERB.2	знать_VERB.3	знать_VERB.4	хороший_ADJ	хороший_ADJ.1	хороший_ADJ.2	хороший_ADJ.3	хороший_ADJ.4	произойти_VERB	произойти_VERB.1	произойти_VERB.2	произойти_VERB.3	произойти_VERB.4	ждать_VERB	ждать_VERB.1	ждать_VERB.2	ждать_VERB.3	ждать_VERB.4	видеть_VERB	видеть_VERB.1	видеть_VERB.2	видеть_VERB.3	видеть_VERB.4	жить_VERB	жить_VERB.1	жить_VERB.2	жить_VERB.3	жить_VERB.4
9	9						288_радость-недовольство	0.1561919247110806	0.021051172149232262	218.0	4.5891555285326335	278_физический_труд-умственный_труд	0.22483018740483	0.03520604262576915	88.0	3.0981317510676853																					286_начало-конец	0.34312905734597243	0.008974362877283005	57.0	0.5115386840051313						200_природа-техника	-0.3619920997320593	0.0014165386925915331	75	0.106240401944365																155_поражение-победа	0.3133481248869602	0.011033517433035022	65.0	0.7171786331472765
10	10						129_успех-беда	0.15593561148469826	0.02126576668077156	218.0	4.635937136408199	181_дополнение-устранение	0.22410171840297605	0.03581887150060479	88.0	3.152060692053221																					202_отставание-лидерство	0.3338091497910767	0.011161043170552365	57.0	0.6361794607214847						278_физический_труд-умственный_труд	-0.35986572300749603	0.0015183909062528936	75	0.113879317968967																38_личное-общее	0.31257731344769585	0.011243139214502004	65.0	0.7308040489426303
11	11						218_трусость-мужество	-0.15554207790766975	0.021598929191592942	218.0	4.708566563767262	186_движение-неподвижность	-0.22395550474899265	0.03594294543208437	88.0	3.1629791980234248																					267_неволя-свобода	-0.33150755397413345	0.01176705905054418	57.0	0.6707223658810183						54_реальность-когнитивные_процессы	-0.35812267870568426	0.0016067575512882818	75	0.12050681634662115																131_процесс-завершение	0.3104313247186664	0.011845017050147587	65.0	0.7699261082595933
12	12						42_деструктивная_коммуникация-конструктивная_коммуникация	-0.1554525306877735	0.021675366264426024	218.0	4.725229845644873	124_сражение-тыл	0.2233983533028937	0.036419037411759315	88.0	3.2048752922348194																					210_спешка-неторопливость	0.3251859696052664	0.013579627165505677	57.0	0.7740387484338235						174_праздник-быт	0.35650015589285	0.0016931515165326556	75	0.12698636373994918																114_церковь-мирская_жизнь	-0.3079988009123392	0.01256078861177647	65.0	0.8164512597654704
13	13						142_равенство-иерархия	0.15398658141633334	0.022960341229578688	218.0	5.005354388048153	101_фиксация-пересмотр	0.22268407921757852	0.037037104349034206	88.0	3.2592651827150103																					109_убожество-роскошь	-0.3236208326129153	0.014063763960152721	57.0	0.801634545728705						292_экстрим-повседневность	-0.3558394438063598	0.0017295149135211686	75	0.12971361851408764																273_жар-холод	-0.30783005266844	0.012611800314359278	65.0	0.819767020433353
14	14						177_изыскание-решение	-0.15288027825785538	0.023973083283609045	218.0	5.226132155826771	198_обучение-достижение	0.22243460610877247	0.03725503243374243	88.0	3.278442854169334																					292_экстрим-повседневность	0.32166639736813185	0.014689052829670387	57.0	0.837276011291212						248_спор-согласие	-0.3544053066915588	0.0018108754433435973	75	0.1358156582507698																146_разум-чувство	-0.30661756276251523	0.012983620467865291	65.0	0.8439353304112438
15	15						266_мир-война	0.15236869827125346	0.024454258708711173	218.0	5.331028398499035	58_формирование-перестройка	-0.2183612809920149	0.04096770781839396	88.0	3.6051582880186688																					204_столкновение-мир	-0.3203745775643605	0.015115301436628434	57.0	0.8615721818878207						134_физическое-абстрактное	-0.35354393630256337	0.0018613819715042567	75	0.13960364786281926																150_безопасность-опасность	-0.3047228049716849	0.013583607189653749	65.0	0.8829344673274937
16	16						117_живая_природа-неживая_природа	-0.1517930439664192	0.025005615824572988	218.0	5.451224249756911	294_испытание-безмятежность	-0.21814832274681012	0.04116999221739073	88.0	3.6229593151303847																					7_чужбина-родной_дом	0.3174856881222001	0.016106995041175555	57.0	0.9180987173470068						172_наука-быт	-0.35324487026065626	0.001879211861132744	75	0.14094088958495582																235_процесс-итог	-0.3046567573369743	0.013604945667712072	65.0	0.8843214684012848
17	17						146_разум-чувство	-0.15081527542107973	0.025966619710758775	218.0	5.6607230969454125	275_жизненный_процесс-кончина	-0.21667226861504651	0.04259502874172333	88.0	3.7483625292716534																					81_религия-наука	-0.3157871417945884	0.016715631777945657	57.0	0.9527910113429024						236_умственный_труд-физический_труд	0.35257164428366033	0.0019199119399866019	75	0.14399339549899515																39_целостность-пустота	0.3044445847212049	0.013673689413777905	65.0	0.8887898118955637
18	18						104_неподвижность-подвижность	0.15019003726082894	0.026597618417278892	218.0	5.798280814966799	110_негативные_эмоции-положительные_эмоции	-0.21501978900970614	0.044238768112991385	88.0	3.8930115939432426																					141_микробиология-неопределенная_тема	0.31507362003158423	0.016977102253290858	57.0	0.9676948284375791						150_безопасность-опасность	-0.3514737424643336	0.0019879884557806858	75	0.14909913418355142																16_воля-неволя	-0.3042677365327411	0.01373121664958383	65.0	0.8925290822229491
19	19						208_неживая_природа-живая_природа	-0.14950119316900576	0.02730799244499076	218.0	5.953142353007985	167_дополнение-устранение	0.2125444168568112	0.04679917755399975	88.0	4.118327624751978																					112_профессиональный-любительский	-0.31476887712577306	0.017089834430824395	57.0	0.9741205625569904						29_негативные_чувства-духовные_чувства	-0.3509838919304034	0.00201905599425009	75	0.15142919956875675																33_абстрактная_работа-конкретная_работа	-0.3037418411193554	0.013903520084954943	65.0	0.9037288055220716
20	20						298_очевидный-скрытый	0.14938221154018486	0.02743232509139133	218.0	5.9802468699233104	76_мир-война	-0.2122188988871669	0.04714481420850785	88.0	4.148743650348691																					190_погода-животное	-0.3075571224071284	0.019950213354739583	57.0	1.1371621612201563						180_потребление-вывод	-0.3495924614436294	0.0021096974998971478	75	0.15822731249228605																102_фантастика-реальность	0.3019092634226623	0.014518577107603497	65.0	0.9437075119942272
21	21						64_человеческое_взаимодействие-механическое_взаимодействие	-0.14898541145700558	0.02785048225759281	218.0	6.071405132155232	182_светское_общество-религия	-0.21150218184735914	0.047913266625269714	88.0	4.216367463023734																					43_энергия-покой	0.3072216611971165	0.0200926047717389	57.0	1.1452784719891171						173_отдых-работа	0.3485898351567478	0.0021772588196518074	75	0.16329441147388554																272_образование-невежество	-0.3016923136309289	0.014592917526885057	65.0	0.9485396392475286
22	22						214_спешка-неторопливость	-0.1468384323451774	0.030208881377069174	218.0	6.5855361402010795	239_радость-недовольство	0.21120519402678628	0.04823470820862958	88.0	4.244654322359404																					27_труд-фортуна	-0.3024650446676752	0.022206262531182814	57.0	1.2657569642774205						153_прерывание-продолжение	-0.3467195374767384	0.002308497687181343	75	0.17313732653860073																199_уют-неуют	-0.3001231986822609	0.015140407842207528	65.0	0.9841265097434893
23	23						210_спешка-неторопливость	-0.1462219293890484	0.03091680514697865	218.0	6.7398635220413485	280_радость-недовольство	-0.2103105487089651	0.04921378970027769	88.0	4.3308134936244365																					176_животное-человек	-0.3018633531434443	0.02248656462667541	57.0	1.2817341837204983						167_дополнение-устранение	-0.3458279514443222	0.0023735222622484715	75	0.17801416966863534																201_вирус-растение	0.2998207917020237	0.015247927135390946	65.0	0.9911152638004116
24	24						30_стихийное_собрание-мероприятия	-0.14522650159815698	0.03208968706192359	218.0	6.995551779499342																										152_исчезнование-появление	-0.3001569779638243	0.023297806903098142	57.0	1.3279749934765943						155_поражение-победа	0.34578711006427343	0.0023765398243387787	75	0.17824048682540836																207_фантастика-реальность	-0.2994771664431197	0.01537089702620385	65.0	0.9991083067032502
25	25						68_власть-народ	0.14442448101819494	0.03306203313113516	218.0	7.207523222587464																										87_народ-власть	-0.2997250447162592	0.02350702986276316	57.0	1.3399007021775005						233_неопределенная_тема-часть_целого	0.3450571673708557	0.0024310547356258803	75	0.182329105171941																183_неживая_природа-живая_природа	0.2988620140431101	0.01559316396593285	65.0	1.0135556577856353
26	26						152_исчезнование-появление	0.1439615346937132	0.03363461253614156	218.0	7.332345532878861																										14_изобилие-недостаток	0.29953343325283965	0.023600350420219515	57.0	1.3452199739525124						121_несовременность-актуальность	0.3433666703258059	0.0025616335956817077	75	0.1921225196761281																292_экстрим-повседневность	-0.2984259148338257	0.01575240204943917	65.0	1.0239061332135457
27	27						290_статистика-отсутствие_системы	-0.14331459951010253	0.034448844494313215	218.0	7.509848099760278																										270_древность-современность	-0.29632931074473146	0.02520776831187413	57.0	1.4368427937768251						202_отставание-лидерство	0.3433244680206764	0.0025649722745974364	75	0.19237292059480773																121_несовременность-актуальность	0.29827854152769073	0.0158065288240098	65.0	1.0274243735606374
28	28						168_работа-праздность	0.14326387824343687	0.034513383245600764	218.0	7.523917547540966																										195_болезнь-работа	0.2962880759512621	0.02522904052582219	57.0	1.4380553099718647						294_испытание-безмятежность	0.3431681252269953	0.0025773747353110546	75	0.1933031051483291																153_прерывание-продолжение	-0.2978494137896553	0.015965047461893627	65.0	1.0377280850230857
29	29						175_нематериальное-материальное	-0.14187455430772514	0.03632148935568245	218.0	7.918084679538772																										264_безопасность-опасность	-0.296097121562221	0.025327747187938503	57.0	1.4436815897124946						272_образование-невежество	-0.3359227700521369	0.003214458732661976	75	0.24108440494964814																87_народ-власть	0.29688363425255565	0.016326800229133385	65.0	1.06124201489367
30	30						230_отступление-наступление	0.1416395565032813	0.03663511460948282	218.0	7.986454984867255																										32_разруха-реализация	-0.29497026768239004	0.02591687170707681	57.0	1.4772616873033784						269_власть-беспорядок	-0.3358552103408018	0.003221008024850926	75	0.24157560186381946																91_здоровье-болезнь	0.2966832806564953	0.016402720695644704	65.0	1.0661768452169058
31	31						154_знание-сомнение	0.13887098308595672	0.04050574024513686	218.0	8.830251373439836																										211_больница-дом	0.293149722035902	0.026892986236964653	57.0	1.5329002155069853						188_страх-надёжность	0.3356289713498352	0.0032430265904548933	75	0.24322699428411704																257_тёплые_чувства-холодные_чувства	-0.2964677940188531	0.016484713171385834	65.0	1.0715063561400793
32	32						94_проблема-решение_проблем	-0.13631053957867809	0.0443863620526887	218.0	9.676226927486137																										150_безопасность-опасность	0.2928212820661485	0.02707232997273736	57.0	1.5431228084460296						251_недостаток-достоинство	0.3338486665669238	0.0034210326372765124	75	0.25657744779573843																177_изыскание-решение	-0.2957551965746402	0.01675836245783485	65.0	1.0892935597592652
33	33						196_неуют-уют	0.13564847363597413	0.0454390181299922	218.0	9.905705952338302																										61_единство-разрозренность	0.2919125360019398	0.027573786482287883	57.0	1.5717058294904092						283_героизм-малодушие	0.33330268332587426	0.003477341764251788	75	0.2608006323188841																22_деятельность_наверху-деятельность_в_земле	-0.2950783848597655	0.017021863721445447	65.0	1.106421141893954
34	34						249_порыв-покой	0.1354652558700546	0.04573399038293728	218.0	9.970009903480326																										56_протест-мир	-0.2906038786105805	0.02830958727263772	57.0	1.61364647454035						296_равенство-иерархия	0.3327853901393844	0.003531452411660271	75	0.26485893087452034																203_концепция-хаотичность	0.29456723239981786	0.017223213503650473	65.0	1.1195088777372808
35	35						55_армия-гражданская_жизнь	0.13504439002037302	0.046417635901937725	218.0	10.119044626622424																										259_процесс-итог	0.2901430614685836	0.028572569576465413	57.0	1.6286364658585286						114_церковь-мирская_жизнь	-0.3321994104978309	0.003593652990810328	75	0.2695239743107746																3_спокойствие-суматоха	-0.2939728721759472	0.017459900241561452	65.0	1.1348935157014943
36	36						45_наука-быт	-0.13435287115749536	0.047559465890122166	218.0	10.367963564046633																										279_соблюдение_закона-правонарушение	-0.2890780801216867	0.029188176204891163	57.0	1.663726043678796						291_работа-санкция	0.3321917765692807	0.003594469715188139	75	0.26958522863911044																68_власть-народ	-0.29278778816965195	0.017940141095393915	65.0	1.1661091712006044
37	37						217_завоевание-бегство	0.1331633616227786	0.04957840884435374	218.0	10.808093128069112																										266_мир-война	0.2886386649946121	0.029445391977385174	57.0	1.6783873427109552						35_кончина-вечное_искусство	-0.3310823469001076	0.0037149357632201173	75	0.27862018224150875																81_религия-наука	0.29274178379321025	0.017959009256706283	65.0	1.1673356016859084
38	38																																				92_жизнь-смерть	-0.2845233625566985	0.03194763789587906	57.0	1.821015360065107						95_доброта-злость	0.32921423321813525	0.0039259199550753954	75	0.2944439966306547																192_производство-наука	-0.29052014463712106	0.018890603410134627	65.0	1.2278892216587505
39	39																																				12_частное-общее	0.2844690076736155	0.03198183761151642	57.0	1.822964743856436						25_скрытность-прозрачность	-0.32915080223765825	0.0039332672071540325	75	0.2949950405365525																67_неизменность-изменение	-0.2904727647103881	0.01891091194898929	65.0	1.2292092766843037
40	40																																				297_юмор-суровость	0.2837471356963505	0.03243893540714105	57.0	1.8490193182070402						73_наука-физический_труд	-0.3286429942116709	0.003992529094333096	75	0.29943968207498217																75_действующее_лицо-зритель	0.2896222778105587	0.019278639057516287	65.0	1.2531115387385587
41	41																																				159_реальная_жизнь-выдуманная_жизнь	-0.2829983249661596	0.0329188281295281	57.0	1.8763732033831015						19_быстрое_явление-длительное_явление	0.32863142341318946	0.003993888622307599	75	0.29954164667306993																66_курируемый-куратор	-0.28935409960207736	0.019395849236836838	65.0	1.2607302003943943
42	42																																				191_техническое_взаимодействие-животные_взаимоотношения	0.2802948497793365	0.03470086408770835	57.0	1.977949252999376						88_лишение-наделение	0.32826632800910466	0.00403699796300832	75	0.30277484722562403																58_формирование-перестройка	0.2888846834182372	0.019602475447864167	65.0	1.2741609041111708
43	43																																				221_получение_денег-отсутствие_денег	0.2790571976907607	0.03554301665896418	57.0	2.0259519495609584						295_прощение-мстительность	0.3276590460985073	0.0041096206236985264	75	0.3082215467773895																83_речь-текст	0.2886291930028596	0.019715722858398003	65.0	1.2815219857958702
44	44																																				154_знание-сомнение	-0.2767014198764409	0.03719285255405036	57.0	2.1199925955808707						234_холодное_отношение-тёплое_отношение	-0.326059468756676	0.004306494144422893	75	0.32298706083171697																200_природа-техника	-0.28794609062061605	0.020021253214412303	65.0	1.3013814589367998
45	45																																				174_праздник-быт	-0.27639124484088623	0.03741472746244408	57.0	2.1326394653593126						64_человеческое_взаимодействие-механическое_взаимодействие	-0.32555775494703465	0.004369946270425031	75	0.3277459702818773																186_движение-неподвижность	0.2875333575547345	0.02020780313735272	65.0	1.3135072039279263
46	46																																				47_журналистика-литература	-0.2758894364797779	0.037776000616495206	57.0	2.1532320351402268						220_власть-наука	-0.325288376317506	0.004404356020927786	75	0.330326701569584																234_холодное_отношение-тёплое_отношение	-0.28732378513118056	0.020303092317626968	65.0	1.3197010006457532
47	47																																				245_любовь-ненависть	0.27535903283086643	0.03816099264435187	57.0	2.1751765807280563						52_близость-расстояние	-0.32444205424015804	0.004514032807154093	75	0.33855246053655697																9_трудности-отсутствие_проблем	0.2872943409246841	0.020316510719520817	65.0	1.3205731967688534
48	48																																				273_жар-холод	-0.2745271548271469	0.03877133859333673	57.0	2.2099662998201937						102_фантастика-реальность	0.3243586807576584	0.004524967359144786	75	0.339372551935859																115_наследство-собственность	0.2870919927186578	0.02040892982827054	65.0	1.3265804388375853
49	49																																				194_контроль-бесконтрольность	-0.2743589429426517	0.03889573007182192	57.0	2.217056614093849						230_отступление-наступление	0.3224781472981961	0.004777924493311863	75	0.3583443369983897																25_скрытность-прозрачность	-0.2867963574325789	0.020544599437231508	65.0	1.3353989634200478
50	50																																				41_развлечение-когнитивная-способность	0.2720516863255937	0.04063545445093356	57.0	2.3162209037032127						217_завоевание-бегство	-0.319797618383331	0.005160142512009049	75	0.3870106884006787																245_любовь-ненависть	-0.28674459267384245	0.020568433519793226	65.0	1.3369481787865598
51	51																																				131_процесс-завершение	-0.2709517537428009	0.041487126980710116	57.0	2.364766237900477						85_направление-дезориентация	-0.3185217926580468	0.005351385168871232	75	0.4013538876653424																60_восстание-смирение	0.2850063493285145	0.02138254773883469	65.0	1.3898656030242547
52	52																																				288_радость-недовольство	-0.26963315090981443	0.04252742942861973	57.0	2.424063477431325						44_упорядоченность-однородная_масса	0.31803112360469105	0.005426587310550839	75	0.4069940482913128																220_власть-наука	-0.2841999882730323	0.021769411345846444	65.0	1.4150117374800188
53	53																																				73_наука-физический_труд	0.2695790743154574	0.042570546510379864	57.0	2.426521151091652						181_дополнение-устранение	-0.3172228439731684	0.005552506144330501	75	0.4164379608247876																291_работа-санкция	0.2841619602122676	0.02178780169601357	65.0	1.4162071102408822
54	54																																				291_работа-санкция	-0.26955710492976664	0.04258807370326525	57.0	2.427520201086119						239_радость-недовольство	-0.3166747291884381	0.00563935719509891	75	0.4229517896324183																178_мыслительная_работа-физическая_работа	-0.2831825733975539	0.02226599858817627	65.0	1.4472899082314576
55	55																																				99_благоразумие-безолаберность	0.2682943038737469	0.043605555363979545	57.0	2.4855166557468342						127_начало-конец	0.3160588286504075	0.005738379037273878	75	0.4303784277955408																267_неволя-свобода	0.2823150082865628	0.02269700761377201	65.0	1.4753054948951807
56	56																																				17_полемика-консенсус	0.26809379788640275	0.04376893148115933	57.0	2.4948290944260822						36_спокойствие-деятельность	0.3157066126258467	0.005795694186591446	75	0.4346770639943585																275_жизненный_процесс-кончина	0.2818415053484399	0.02293521535303698	65.0	1.4907889979474036
57	57																																				192_производство-наука	0.26550502436754864	0.04592381632903731	57.0	2.617657530755127						81_религия-наука	-0.3156149478096931	0.0058106931836716825	75	0.4358019887753761																36_спокойствие-деятельность	0.2814557604800618	0.02313083744123628	65.0	1.5035044336803582
58	58																																				4_праздник-быт	0.2630923872130299	0.048009572807048734	57.0	2.7365456500017773						75_действующее_лицо-зритель	0.3135562723011704	0.006156701188458978	75	0.4617525891344234																31_интеллект-культура	0.28097685649869275	0.02337566883703691	65.0	1.5194184744073993
59	59																																				212_наука-быт	-0.2614315622496268	0.0494898681874068	57.0	2.820922486682188						165_улучшение-ухудшение	-0.31349671954697905	0.006166975175549818	75	0.4625231381662364																169_потеря-приобретение	0.2805201187175783	0.023611209747439358	65.0	1.5347286335835586
60	60																																														83_речь-текст	0.3132348278544402	0.006212336124406555	75	0.4659252093304917																108_творчество-власть	-0.28009113802430724	0.023834263412549274	65.0	1.5492271218157028
61	61																																														169_потеря-приобретение	0.3128060707558477	0.006287234153047798	75	0.4715425614785849																47_журналистика-литература	0.2796591568716552	0.02406067704745069	65.0	1.5639440080842948
62	62																																														92_жизнь-смерть	-0.312203309502443	0.006393873955949717	75	0.4795405466962288																243_проблема-решение_проблем	-0.2792916397275436	0.024254733575145446	65.0	1.576557682384454
63	63																																														51_творческая_реализация - эмоциональное_переживание	-0.3120708283611342	0.006417524867453078	75	0.4813143650589808																297_юмор-суровость	-0.2780173040311717	0.02493789481444287	65.0	1.6209631629387866
64	64																																														184_правонарушение-соблюдение_закона	0.31153564131978306	0.006513854400628781	75	0.4885390800471585																233_неопределенная_тема-часть_целого	0.2779570789467519	0.02497057934484899	65.0	1.6230876574151842
