	я_PRON	я_PRON	я_PRON	я_PRON	я_PRON	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	очень_ADV	очень_ADV	очень_ADV	очень_ADV	очень_ADV	она_PRON	она_PRON	она_PRON	она_PRON	она_PRON	думать_VERB	думать_VERB	думать_VERB	думать_VERB	думать_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	потом_ADV	потом_ADV	потом_ADV	потом_ADV	потом_ADV	знать_VERB	знать_VERB	знать_VERB	знать_VERB	знать_VERB	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	еще_ADV	еще_ADV	еще_ADV	еще_ADV	еще_ADV	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	день_NOUN	день_NOUN	день_NOUN	день_NOUN	день_NOUN	жить_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON
9						108	-0.2307744164316839	0.02688305440995807	92.0	2.4732410057161425	156	-0.23129668653871813	0.00810361725679748	130	1.0534702433836722	197	-0.3462059640291074	0.01481949701335062	49.0	0.7261553536541804						138	-0.32400440037871986	0.01019921006094103	62.0	0.6323510237783438	25	-0.38458521613605146	0.0008515358305256485	72.0	0.061310579797846695																151	0.22180716535277975	0.04520565001282105	82.0	3.706863301051326	36	0.2750124976715535	0.005380546747338653	101.0	0.5434352214812039	97	0.28460494979410383	0.02377661099764144	63.0	1.4979264928514107						247	-0.35454164940573063	0.0313138559822875	37.0	1.1586126713446376
10						259	0.2300019099852584	0.02741219584037536	92.0	2.521922017314533	79	0.2304869748827507	0.008334875607545006	130	1.0835338289808507	276	-0.34587513612806164	0.014921587055082746	49.0	0.7311577656990546						162	0.3186540301862792	0.011596247657176121	62.0	0.7189673547449196	60	0.3839651561566304	0.0008695696052445467	72.0	0.06260901157760736																					14	-0.27484995630497716	0.005408999499341587	101.0	0.5463089494335003	52	0.28325278232066053	0.024479731027992006	63.0	1.5422230547634963						82	0.3432461981291379	0.03753613319476059	37.0	1.3888369282061417
11						44	0.22591938629579686	0.030357557745272365	92.0	2.7928953125650575	130	0.2302029742678374	0.00841735906050014	130	1.0942566778650182	23	0.3336634782278189	0.01913287929223538	49.0	0.9375110853195336						298	0.3159555935746289	0.01236156875963348	62.0	0.7664172630972758	231	0.38115450580668164	0.0009557368206568765	72.0	0.06881305108729512																					29	-0.27234877069227265	0.005864013913076935	101.0	0.5922654052207704	133	-0.27430393148770144	0.029589881250885273	63.0	1.8641625188057722						102	0.3425635230618011	0.037942296035735804	37.0	1.4038649533222247
12						245	0.21981723261013625	0.03525563619417865	92.0	3.243518529864436	185	0.22966810846682773	0.008574663103620865	130	1.1147062034707125	49	-0.3293924348159661	0.02082542187469575	49.0	1.0204456718600918						8	0.30782786325615324	0.014935816801694727	62.0	0.9260206417050731	54	-0.3800795712157093	0.0009906863613824489	72.0	0.07132941801953632																					228	0.2666659952518659	0.007026242365600912	101.0	0.7096504789256921	126	0.2730011364155474	0.030403596298134165	63.0	1.9154265667824524						269	-0.33967658100818393	0.03969960428729515	37.0	1.4688853586299206
13						187	0.2176530721662201	0.037144957397457684	92.0	3.417336080566107	74	0.22962051820140225	0.008588784423396624	130	1.116541975041561	72	-0.32786241495382934	0.021461687349526817	49.0	1.051622680126814						25	-0.3025187210370682	0.016855286652171907	62.0	1.0450277724346582	230	0.3746319988886679	0.0011862518432278854	72.0	0.08541013271240776																					58	0.2637334679024245	0.007702217567249484	101.0	0.777923974292198	110	-0.260614894308282	0.03911823425257488	63.0	2.4644487579122174						90	0.33724457841682887	0.04123072740100737	37.0	1.5255369138372725
14						256	-0.21051314409500244	0.043989064865707035	92.0	4.046993967645047	100	-0.22956798570664316	0.008604396088523744	130	1.1185714915080867	264	-0.32548715429422437	0.02248185628115502	49.0	1.101610957776596						210	-0.29312967589470007	0.02076792139845077	62.0	1.2876111267039478	214	-0.3701409907628036	0.0013730168720006198	72.0	0.09885721478404463																					1	-0.263213436759976	0.007827903873932172	101.0	0.7906182912671493	275	0.2595971417427916	0.039918032074945944	63.0	2.5148360207215945						237	0.33080430819291057	0.04551741075038313	37.0	1.6841441977641758
15						165	-0.2102937469576492	0.04421492707921492	92.0	4.067773291287772	249	-0.22854189045384304	0.008914399996694262	130	1.158871999570254	77	-0.32536493627986	0.02253543328597767	49.0	1.1042362310129057						229	0.2890508175475893	0.022694131504474007	62.0	1.4070361532773885	187	0.3663693642070701	0.0015499279715813512	72.0	0.11159481395385729																					167	-0.2624294019056048	0.008020817879775655	101.0	0.8101026058573411															
16						194	0.20839795777405595	0.0462069476864669	92.0	4.251039187154955	209	-0.2269127668576766	0.009426861108931872	130	1.2254919441611434	172	-0.32341812869623887	0.023403442624676044	49.0	1.1467686886091262						294	0.2801105893820404	0.027450254648772304	62.0	1.701915788223883	83	-0.3662968023707597	0.001553524184659384	72.0	0.11185374129547565																					33	0.2612606337123218	0.008316178819412734	101.0	0.8399340607606862															
17						237	0.2078473400734722	0.04679924573524324	92.0	4.305530607642378	221	-0.22686715285150158	0.009441575808384199	130	1.227404855089946	68	0.3218084771880213	0.0241421717673287	49.0	1.1829664165991063						206	0.27853903589754564	0.028367398123203276	62.0	1.758778683638603	128	0.36232893185510107	0.0017619974077844253	72.0	0.1268638133604786																					239	-0.26074018636706603	0.008450756465477032	101.0	0.8535264030131803															
18						272	-0.20597543956145578	0.048860002176522706	92.0	4.4951202002400885	4	-0.22653734331672631	0.009548573345154457	130	1.2413145348700794	56	-0.32140686305268623	0.0243295059137888	49.0	1.192145789775651						250	-0.2741991296619074	0.03103470240642555	62.0	1.924151549198384	115	0.3588946418238246	0.0019623910773798035	72.0	0.14129215757134586																					34	0.260178030181645	0.008598270292990415	101.0	0.8684252995920319															
19						122	0.20512115547770232	0.049825060796027415	92.0	4.5839055932345225	228	0.22468314976436884	0.010170233965721896	130	1.3221304155438465	61	-0.3154247907478226	0.02726731444950329	49.0	1.3360984080256613						121	0.2602072997810192	0.04110114921808634	62.0	2.548271251521353	47	0.3519256474439288	0.0024330810402771364	72.0	0.17518183489995381																					174	0.2582184637122642	0.009130347440152961	101.0	0.9221650914554491															
20											238	0.22286687127811622	0.010813429099350399	130	1.4057457829155517	94	0.3142001527012222	0.02790387590733981	49.0	1.3672899194596506						54	-0.25987681568308507	0.041368159136540676	62.0	2.564825866465522	189	0.34963764099860023	0.0026083229544609813	72.0	0.18779925272119066																					198	-0.24830850085112927	0.01228841317354117	101.0	1.2411297305276583															
21											62	-0.22070982699675556	0.011623494154563957	130	1.5110542400933145	3	0.3111050479198387	0.029568143909029072	49.0	1.4488390515424245						66	-0.25927291397379726	0.04185977144374217	62.0	2.595305829512015	52	0.34942150976073305	0.0026254465458789805	72.0	0.1890321513032866																					153	-0.24742564791781266	0.012611269194617086	101.0	1.2737381886563257															
22											92	-0.2203674971570793	0.011756830516684353	130	1.5283879671689657	152	-0.3073839170917589	0.03167756524158089	49.0	1.5522006968374638						185	0.25888527745591955	0.04217786318360331	62.0	2.615027517383405	57	-0.3389166063222955	0.0035890490359285917	72.0	0.2584115305868586																					262	-0.24724454828153275	0.012678403118742753	101.0	1.280518714993018															
23											66	-0.21989709916216013	0.011942234966665173	130	1.5524905456664724	258	0.3045964190121389	0.03333826884696914	49.0	1.6335751735014878						20	-0.2578316683445436	0.043052531867832165	62.0	2.6692569758055944	188	-0.3334567755032749	0.004204890493782251	72.0	0.3027521155523221																					61	0.24362936845274788	0.014085270418573955	101.0	1.4226123122759695															
24											48	-0.21979593168957354	0.011982442565221473	130	1.5577175334787916	69	-0.303714060329924	0.0338787291288766	49.0	1.6600577273149535						211	0.2559568467625052	0.04464587479399121	62.0	2.7680442372274547	124	-0.33276449662746227	0.004289321785423058	72.0	0.30883116855046017																					271	-0.24340978150544834	0.014174932434100052	101.0	1.4316681758441052															
25											211	0.21955282837372322	0.012079545822887833	130	1.5703409569754183	261	-0.3018182323175659	0.03506449709763396	49.0	1.7181603577840643						75	0.2558734790902532	0.044717836906150936	62.0	2.772505888181358	228	0.3301076183508494	0.004627488177445712	72.0	0.3331791487760912																					97	-0.2401385450863818	0.015570557424982494	101.0	1.5726262999232319															
26											108	-0.21954083779700695	0.012084353028378812	130	1.5709658936892457	112	0.3009413166524805	0.03562445625689966	49.0	1.7455983565880833						271	-0.2548114401066668	0.0456429521399094	62.0	2.8298630326743828	300	-0.32869407439741943	0.004816858169166025	72.0	0.3468137881799538																					51	-0.24000325815724885	0.0156307533581216	101.0	1.5787060891702815															
27											186	0.21918737013373188	0.012226818386469442	130	1.5894863902410274	110	0.3003488168711231	0.036006962235855366	49.0	1.764341149556913						230	0.25388674948827505	0.046461173010828714	62.0	2.8805927266713804	263	0.32497420975115454	0.005348370162162164	72.0	0.3850826516756758																					217	-0.23958366008314347	0.015818737734981804	101.0	1.5976925112331621															
28											189	0.2191710052643103	0.01223344972797105	130	1.5903484646362365	11	-0.29993493360139184	0.036276161859631964	49.0	1.7775319311219662						219	-0.2525168049836705	0.047695468697674374	62.0	2.9571190592558114	19	0.3213748057039846	0.00591133102853566	72.0	0.4256158340545675																					73	-0.23955311127392925	0.01583250006768417	101.0	1.5990825068361012															
29											60	0.21895472789025736	0.012321385508168145	130	1.601780116061859	116	0.29973329270926824	0.036407913966887424	49.0	1.7839877843774838											287	0.31849782879375926	0.006398226331976184	72.0	0.46067229590228526																					71	0.23895826540496506	0.016102554213961815	101.0	1.6263579756101434															
30											24	-0.21885489016359563	0.012362164657605585	130	1.607081405488726	158	0.2993685497791835	0.036647239165435226	49.0	1.795714719106326											100	-0.31475515713483204	0.007084261312639054	72.0	0.5100668145100119																					241	0.23449404318497097	0.018259524289292495	101.0	1.8442119532185421															
31											230	0.21865800740696945	0.01244292858636693	130	1.617580716227701	145	-0.2992407967144734	0.036731370048173735	49.0	1.7998371323605131											1	-0.3080265029826224	0.008481304275623772	72.0	0.6106539078449116																					20	-0.2342612058349606	0.018378553345660444	101.0	1.8562338879117048															
32											68	0.21864310033583131	0.012449062428260464	130	1.6183781156738604	182	-0.29763985140358457	0.037799223663433586	49.0	1.8521619595082457											276	-0.3073205268556771	0.008640995629472636	72.0	0.6221516853220298																					133	0.2339320375133119	0.01854796864262127	101.0	1.8733448329047482															
33											243	-0.2183320182053003	0.012577669188530363	130	1.635096994508947	41	-0.296669785514279	0.038458612203117845	49.0	1.8844719979527744											259	-0.30520827079511276	0.009134592563076761	72.0	0.6576906645415268																					19	0.23379772811667557	0.01861748015392266	101.0	1.8803654955461888															
34											151	0.21823795063411955	0.012616786557982377	130	1.640182252537709	126	-0.29554068927730415	0.03923798204683091	49.0	1.9226611202947146											173	0.30112071075300123	0.010160089044284646	72.0	0.7315264111884945																					165	-0.23254575485199286	0.019276305271509538	101.0	1.9469068324224632															
35											110	0.21778360246421846	0.012807226395384086	130	1.6649394313999313	57	-0.2952257258029014	0.039457688455129564	49.0	1.9334267343013487											163	0.2968637416632774	0.011333288541064466	72.0	0.8159967749566416																					54	-0.23248839195659585	0.019306966031445598	101.0	1.9500035691760054															
36											258	-0.21745614331691485	0.012946034934941142	130	1.6829845415423486	5	-0.29462053105009955	0.03988268512631223	49.0	1.9542515711892994											136	-0.29515621145551385	0.011835946248524321	72.0	0.8521881298937511																					59	0.23246736734779386	0.019318214297062125	101.0	1.9511396440032747															
37											298	0.2170638555635281	0.013114054110789112	130	1.7048270344025847	214	-0.2941911742992469	0.040186472863566	49.0	1.9691371703147338											109	-0.2881101126972166	0.0141201846704352	72.0	1.0166532962713344																					231	0.23132299652385824	0.019939025244170672	101.0	2.013841549661238															
38											218	-0.21627392105546814	0.013458178605172472	130	1.7495632186724215	245	-0.29262025447597634	0.041314189482060566	49.0	2.024395284620968											66	-0.2872528960629485	0.014422489188717297	72.0	1.0384192215876453																					44	0.23008622939296916	0.0206291674977419	101.0	2.0835459172719317															
39											155	0.21616768801889918	0.013505053964419016	130	1.7556570153744722	224	0.2912822827369258	0.04229501026069499	49.0	2.0724555027740545											280	0.28276010652877603	0.016099890785805565	72.0	1.1591921365780007																					224	-0.22913380100956623	0.021174529008829976	101.0	2.1386274298918275															
40											296	0.21567009382488816	0.01372652028810207	130	1.7844476374532692	109	0.2904483256077398	0.04291593943037041	49.0	2.1028810320881504											72	-0.2807301859947477	0.01691117212811609	72.0	1.2176043932243585																					206	0.2288179266256101	0.0213581090815075	101.0	2.1571690172322575															
41											219	-0.21509418984467293	0.013986791643670452	130	1.8182829136771588	212	-0.2892466033595103	0.04382378480396689	49.0	2.1473654553943775											224	0.27687087570224483	0.018550694890058856	72.0	1.3356500320842377																					115	0.22881515804948682	0.021359724139153647	101.0	2.1573321380545183															
42											200	-0.21498773958752196	0.01403536881218322	130	1.8245979455838186	210	0.2888222606837076	0.04414808014729381	49.0	2.1632559272173966											254	-0.2754198482385099	0.019201389872982807	72.0	1.3825000708547621																					163	0.2263595389079473	0.02283408976917576	101.0	2.306243066686752															
43											173	0.21390363009241495	0.014538528428759656	130	1.8900086957387554	291	-0.2883906991645758	0.04447989982675495	49.0	2.179515091510993											239	-0.274078447534981	0.019820187126710635	72.0	1.4270534731231657																					4	-0.22554501052902037	0.023341986492086637	101.0	2.3575406357007505															
44											153	-0.21389887120445794	0.014540771337214235	130	1.8903002738378505	147	-0.2878630489833382	0.04488836381518388	49.0	2.1995298269440102											249	-0.27368597211921325	0.020004428570400766	72.0	1.4403188570688552																					25	-0.2229705608380998	0.025011247737068858	101.0	2.5261360214439548															
45											297	-0.2133980739614762	0.01477849343480964	130	1.9212041465252532	195	0.2850224220258946	0.04714025648539822	49.0	2.3098725677845127											77	0.2727341025212506	0.020457353143362556	72.0	1.472929426322104																					247	-0.2227370031325965	0.025167599619988573	101.0	2.541927561618846															
46											293	-0.2133789354047553	0.014787645021696728	130	1.9223938528205746	191	-0.28498658267979937	0.04716924448098022	49.0	2.3112929795680306											84	-0.26991423947078147	0.021850810350135245	72.0	1.5732583452097377																					79	0.2221217003486269	0.025583499269537166	101.0	2.5839334262232536															
47											203	0.21170493126515658	0.015607450286588232	130	2.0289685372564703	36	0.2846427351355291	0.04744809712794788	49.0	2.3249567592694462											120	0.269773164162236	0.021922595857039352	72.0	1.5784269017068333																					24	0.2217081088870812	0.025866335222760665	101.0	2.612499857498827															
48											269	-0.2108831170134056	0.016024180224792517	130	2.083143429223027	243	0.2841913404500035	0.04781620249091367	49.0	2.34299392205477											159	0.26846673437191027	0.022596956230728084	72.0	1.626980848612422																					121	0.21983220355485567	0.027182838152691846	101.0	2.7454666534218766															
49											241	0.21080070699882014	0.016066497596770198	130	2.0886446875801257	111	-0.2841792275795445	0.047826112251605574	49.0	2.343479500328673											62	-0.2640832764897998	0.02498996050071209	72.0	1.7992771560512704																					21	0.2185332349526572	0.02812745317253874	101.0	2.840872770426413															
50											239	-0.2106950295951413	0.01612090476386952	130	2.095717619303038	227	-0.28364182533341353	0.04826745437576964	49.0	2.3651052644127124											38	0.2630141721640724	0.025605121120223995	72.0	1.8435687206561278																					269	-0.21830111020448692	0.028299155929060037	101.0	2.8582147488350635															
51											116	0.21055506938425317	0.016193208445681343	130	2.1051170979385745	156	0.2836417377637744	0.04826752656122916	49.0	2.3651088015002286											10	0.262378016656149	0.02597720948540771	72.0	1.8703590829493553																					230	0.2159126958892101	0.03011811193865735	101.0	3.041929305804392															
52											89	-0.21026386147724851	0.01634455005987836	130	2.124791507784187																101	0.26060667150049727	0.027037449822719814	72.0	1.9466963872358267																					26	-0.21367665852683887	0.03190974759141713	101.0	3.22288450673313															
53											137	-0.2094070334507063	0.0167969902263361	130	2.183608729423693																205	0.25767161227798074	0.028874623970807343	72.0	2.0789729258981287																					232	-0.2121157277904563	0.03321309188445507	101.0	3.354522280329962															
54											171	-0.20888739025281783	0.017076643105920077	130	2.21996360376961																142	0.2571459902512436	0.02921448937517942	72.0	2.103443235012918																					122	0.21049363969263807	0.034614746353006765	101.0	3.4960893816536833															
55											300	-0.20886531659915833	0.017088611191651823	130	2.221519454914737																8	0.2565914481925623	0.029576698765199444	72.0	2.1295223110943597																					179	-0.20951729037348601	0.03548215936669699	101.0	3.583698096036396															
56											150	-0.2079999537749679	0.01756356771980097	130	2.283263803574126																56	-0.2547707907912011	0.03079257028706692	72.0	2.2170650606688183																					45	-0.20944953901559724	0.035543022992492596	101.0	3.5898453222417523															
57											85	-0.20708093131020025	0.01808045530107854	130	2.35045918914021																227	-0.2539371607273419	0.03136314234123018	72.0	2.258146248568573																					65	-0.20927140016628756	0.035703470519769215	101.0	3.6060505224966906															
58											11	0.20687949010881876	0.018195495219411138	130	2.365414378523448																146	-0.25334713548561205	0.031772321766050236	72.0	2.287607167155617																					280	0.20901957173906252	0.03593132691244522	101.0	3.6290640181569676															
59											295	0.2062822310214881	0.018540310917834944	130	2.410240419318543																250	-0.25330086689347725	0.0318045972684914	72.0	2.2899310033313807																					296	0.2088581159202777	0.036078054854873406	101.0	3.643883540342214															
60											208	-0.20606461266855233	0.01866734563316012	130	2.4267549323108155																129	0.25238750627805345	0.03244738035310315	72.0	2.3362113854234265																					93	0.208454994565242	0.036446601054955015	101.0	3.6811067065504566															
61											254	-0.20574012671791858	0.018858161686715773	130	2.4515610192730506																166	-0.2504493762103766	0.03384746721309904	72.0	2.437017639343131																					9	0.20814618464148796	0.036731057175980734	101.0	3.7098367747740544															
62											262	-0.20558199040454495	0.01895176413901941	130	2.463729338072523																209	-0.2502549976499861	0.033990631353966363	72.0	2.447325457485578																					186	0.20812510862749853	0.03675053876176467	101.0	3.7118044149382317															
63											122	0.20549148365742279	0.019005516410220975	130	2.4707171333287268																179	-0.24994204508171383	0.03422219180577338	72.0	2.463997810015683																					86	0.20768540659757154	0.037158957557840516	101.0	3.7530547133418923															
64											63	0.20538547735679805	0.019068641372198904	130	2.4789233783858577																268	0.24801353864968212	0.035678423337475194	72.0	2.568846480298214																					172	-0.20711638849757788	0.03769313423158537	101.0	3.8070065573901224															
65											279	0.2045822902033388	0.019552838450951515	130	2.541868998623697																197	-0.24547576534534277	0.037673178773453095	72.0	2.712468871688623																					99	0.20700255826325192	0.03780076314216407	101.0	3.8178770773585713															
66											102	0.20453242000312885	0.01958324928140171	130	2.5458224065822224																73	0.24325282432935952	0.0394959286228133	72.0	2.8437068608425577																					89	0.20598577040986238	0.03877362674298481	101.0	3.916136301041466															
67											16	-0.20423121839363506	0.01976779123442341	130	2.5698128604750434																192	-0.24148314130361356	0.04099885504649109	72.0	2.9519175633473584																					32	0.20411566625721048	0.04061765392311421	101.0	4.102383046234535															
68											207	0.20416540458322646	0.019808313594090715	130	2.575080767231793																147	0.23986498685818447	0.04241429154938527	72.0	3.0538289915557395																					91	0.20391702879168902	0.0408177525792356	101.0	4.122593010502796															
69											73	-0.20385581655771948	0.01999989366407025	130	2.5999861763291325																105	0.2395353979809044	0.04270749139051609	72.0	3.0749393801171587																					292	-0.2039028680354546	0.04083204886172478	101.0	4.124036935034202															
