	Unnamed: 0	я_PRON	я_PRON.1	я_PRON.2	я_PRON.3	я_PRON.4	свой_DET	свой_DET.1	свой_DET.2	свой_DET.3	свой_DET.4	они_PRON	они_PRON.1	они_PRON.2	они_PRON.3	они_PRON.4	он_PRON	он_PRON.1	он_PRON.2	он_PRON.3	он_PRON.4	хотеть_VERB	хотеть_VERB.1	хотеть_VERB.2	хотеть_VERB.3	хотеть_VERB.4	она_PRON	она_PRON.1	она_PRON.2	она_PRON.3	она_PRON.4	потом_ADV	потом_ADV.1	потом_ADV.2	потом_ADV.3	потом_ADV.4	первый_ADJ	первый_ADJ.1	первый_ADJ.2	первый_ADJ.3	первый_ADJ.4	год_NOUN	год_NOUN.1	год_NOUN.2	год_NOUN.3	год_NOUN.4	хороший_ADJ	хороший_ADJ.1	хороший_ADJ.2	хороший_ADJ.3	хороший_ADJ.4	произойти_VERB	произойти_VERB.1	произойти_VERB.2	произойти_VERB.3	произойти_VERB.4	ждать_VERB	ждать_VERB.1	ждать_VERB.2	ждать_VERB.3	ждать_VERB.4	видеть_VERB	видеть_VERB.1	видеть_VERB.2	видеть_VERB.3	видеть_VERB.4
39	39																					105_сущность-внешность	0.3016777216760493	0.017177919905015188	62	1.0650310341109417																																								
40	40																					227_иерархия-равенство	0.2886547027874195	0.022889003834693642	62	1.419118237751006																																								
41	41																					65_серьёзность-веселье	0.2821115130248755	0.026318732523352456	62	1.6317614164478522																																								
42	42																					139_свобода-неволя	-0.28081692108628964	0.0270462409898032	62	1.676866941367798																																								
43	43																					276_начало-конец	0.27741275987331915	0.029040394562501494	62	1.8005044628750928																																								
44	44																					165_улучшение-ухудшение	-0.2752363066893196	0.03037889686233728	62	1.883491605464912																																								
45	45																					25_скрытность-прозрачность	-0.2722816399470843	0.03227832464054209	62	2.0012561277136096																																								
46	46																					222_религия-повседневность	0.2722248371489618	0.03231579065543372	62	2.00357902063689																																								
47	47																					286_начало-конец	-0.2713081003604166	0.032925492340640516	62	2.0413805251197124																																								
48	48																					21_получение_результата-разработка	-0.2711955106550857	0.033001030796589025	62	2.04606390938852																																								
49	49																					229_закрытие-открытие	0.2700954970771776	0.03374668580630559	62	2.0922945199909466																																								
50	50																					172_наука-быт	-0.2696928311724605	0.03402312445500618	62	2.109433716210383																																								
51	51																					147_рассудительность-беспокойство	-0.268861147274442	0.034600068467593094	62	2.1452042449907722																																								
52	52																					195_болезнь-работа	-0.2680365617033981	0.035180106565892016	62	2.181166607085305																																								
53	53																					256_фильм-жизнь	-0.2650681347554339	0.03733557168554879	62	2.314805444504025																																								
54	54																					104_неподвижность-подвижность	-0.26485691643308473	0.03749302980190808	62	2.324567847718301																																								
55	55																					46_идея-реализация	-0.2644105314550244	0.037827611423291455	62	2.3453119082440703																																								
56	56																					130_размеренная_жизнь-напряжённая_жизнь	0.2642699435858888	0.03793349827409544	62	2.3518768929939173																																								
57	57																					67_неизменность-изменение	0.26340487736343504	0.03859046264106786	62	2.392608683746208																																								
58	58																					96_наука-быт	0.2633580749627232	0.038626273227500216	62	2.3948289401050133																																								
59	59																					184_правонарушение-соблюдение_закона	0.2632808643288986	0.03868541065244003	62	2.3984954604512816																																								
60	60																					255_голод-неопределенная_тема	0.2585281699513492	0.04247266448694073	62	2.633305198190325																																								
61	61																					210_спешка-неторопливость	0.25767448768333784	0.043184289394539575	62	2.6774259424614537																																								
62	62																					159_реальная_жизнь-выдуманная_жизнь	0.2557748276450067	0.044803114973140566	62	2.777793128334716																																								
63	63																					245_любовь-ненависть	-0.2555573562652569	0.04499157776311247	62	2.789477821312973																																								
64	64																					232_проблема-решение_проблем	0.25506690141083144	0.04541900302963413	62	2.8159781878373162																																								
65	65																					34_духовное_наслаждение-физическое_наслаждение	-0.25479499082567275	0.045657403355869854	62	2.830759008063931																																								
66	66																					152_исчезнование-появление	-0.25435345781668023	0.04604671038480528	62	2.854896043857928																																								
67	67																					231_злость-радость	0.25413435232822795	0.046240908554518685	62	2.8669363303801587																																								
68	68																					9_трудности-отсутствие_проблем	0.2539896082365547	0.04636956682797783	62	2.8749131433346258																																								
69	69																					76_мир-война	-0.2533504988822822	0.046941166762623165	62	2.9103523392826363																																								
70	70																					282_путешествие-домоседство	-0.2512700729265658	0.048841979589876135	62	3.0282027345723206																																								
