	Unnamed: 0	свой_DET	свой_DET.1	свой_DET.2	свой_DET.3	свой_DET.4	они_PRON	они_PRON.1	они_PRON.2	они_PRON.3	они_PRON.4	он_PRON	он_PRON.1	он_PRON.2	он_PRON.3	он_PRON.4	хотеть_VERB	хотеть_VERB.1	хотеть_VERB.2	хотеть_VERB.3	хотеть_VERB.4	человек_NOUN	человек_NOUN.1	человек_NOUN.2	человек_NOUN.3	человек_NOUN.4	очень_ADV	очень_ADV.1	очень_ADV.2	очень_ADV.3	очень_ADV.4	она_PRON	она_PRON.1	она_PRON.2	она_PRON.3	она_PRON.4	мы_PRON	мы_PRON.1	мы_PRON.2	мы_PRON.3	мы_PRON.4	жизнь_NOUN	жизнь_NOUN.1	жизнь_NOUN.2	жизнь_NOUN.3	жизнь_NOUN.4	потом_ADV	потом_ADV.1	потом_ADV.2	потом_ADV.3	потом_ADV.4	знать_VERB	знать_VERB.1	знать_VERB.2	знать_VERB.3	знать_VERB.4	год_NOUN	год_NOUN.1	год_NOUN.2	год_NOUN.3	год_NOUN.4	хороший_ADJ	хороший_ADJ.1	хороший_ADJ.2	хороший_ADJ.3	хороший_ADJ.4	произойти_VERB	произойти_VERB.1	произойти_VERB.2	произойти_VERB.3	произойти_VERB.4	день_NOUN	день_NOUN.1	день_NOUN.2	день_NOUN.3	день_NOUN.4	видеть_VERB	видеть_VERB.1	видеть_VERB.2	видеть_VERB.3	видеть_VERB.4	ничто_PRON	ничто_PRON.1	ничто_PRON.2	ничто_PRON.3	ничто_PRON.4
9	9						68_власть-народ	0.14884600180801605	0.04259975174843393	186.0	7.92355382520871	174_праздник-быт	-0.16652139487278492	0.012974168436339169	222	2.880265392867296						38_личное-общее	-0.22159772962878035	0.009522151413075613	136.0	1.2950125921782831	266_мир-война	0.116288109911528	0.02412968965563271	376.0	9.0727633105179	98_разрушение-поддержание	0.16759438911847818	0.030397993380798613	167.0	5.076464894593368											46_идея-реализация	-0.20164075893116126	0.02855290175113372	118.0	3.369242406633778																										141_микробиология-неопределенная_тема	-0.1893955740449214	0.02721965204708169	136.0	3.70187267840311	61_единство-разрозренность	-0.2464686914111121	0.01392269207424154	99.0	1.3783465153499124
10	10						17_полемика-консенсус	0.14586974005090886	0.046963873105750835	186.0	8.735280397669657	37_низ-верх	0.16358739744295805	0.014683285678103803	222	3.2596894205390448						130_размеренная_жизнь-напряжённая_жизнь	-0.219817820795378	0.0101298952102116	136.0	1.3776657485887776	287_вода-земля	-0.11436115741330286	0.026592949026539837	376.0	9.998948833978975	209_отрицание-утверждение	-0.16738747859666933	0.030606284079138527	167.0	5.111249441216134											44_упорядоченность-однородная_масса	-0.19923456945798784	0.030546095176999626	118.0	3.6044392308859554																										79_многообразие-единство	0.1880033762241808	0.02839226327613012	136.0	3.861347805553696	9_трудности-отсутствие_проблем	-0.2419090812355313	0.015850443414494958	99.0	1.5691938980350009
11	11						139_свобода-неволя	-0.1447698246458837	0.048668375423204936	186.0	9.05231782871612	122_неопределенная_тема-здоровье	-0.16311076231373772	0.014978795506442431	222	3.32529260243022						47_журналистика-литература	-0.21741784224759236	0.011003302962136993	136.0	1.4964492028506309	25_скрытность-прозрачность	-0.11382079312509424	0.02732139842999581	376.0	10.272845809678424	121_несовременность-актуальность	0.16678890758485215	0.031215699156449207	167.0	5.213021759127017											221_получение_денег-отсутствие_денег	0.1932374050710072	0.036033119803938085	118.0	4.251908136864694																										203_концепция-хаотичность	0.18531572146159814	0.030778004910249318	136.0	4.185808667793907	233_неопределенная_тема-часть_целого	-0.2410158119921525	0.016254045067576363	99.0	1.6091504616900598
12	12											272_образование-невежество	0.16221585944285594	0.015547707755678746	222	3.451591121760682						183_неживая_природа-живая_природа	-0.21641376602633414	0.011387908883307629	136.0	1.5487556081298377	225_кража-находка	0.11329930513211588	0.02804059565871069	376.0	10.543263967675221	221_получение_денег-отсутствие_денег	-0.1661632657475152	0.03186367264101126	167.0	5.321233331048879											159_реальная_жизнь-выдуманная_жизнь	0.18689970334401412	0.04271030442624523	118.0	5.0398159222969365																										235_процесс-итог	-0.18362958945951924	0.032359960724288116	136.0	4.400954658503184	256_фильм-жизнь	0.2408985974293907	0.016307659784094753	99.0	1.6144583186253805
13	13											112_профессиональный-любительский	-0.16127867477353353	0.01616365517523113	222	3.588331448901311						66_курируемый-куратор	0.2098806432519192	0.014190877988347169	136.0	1.9299594064152148	20_покой-беспокойство	-0.11213224214559432	0.029709217052822093	376.0	11.170665611861107	27_труд-фортуна	-0.1661516911160579	0.031875767261114483	167.0	5.323253132606117																																									185_беда-счастье	0.1748691017306307	0.04173023070716925	136.0	5.675311376175019	41_развлечение-когнитивная-способность	0.2397605589009929	0.01683620822548449	99.0	1.6667846143229643
14	14											178_мыслительная_работа-физическая_работа	0.16127064114026007	0.016169025910285552	222	3.5895237520833927						134_физическое-абстрактное	0.2091842277310396	0.014522513106720888	136.0	1.9750617825140409	300_беспокойство-спокойствие	-0.1117454966024398	0.030280612229007936	376.0	11.385510198106985	250_быт-война	-0.16402066233245627	0.0341699991394901	167.0	5.706389856294846																																									294_испытание-безмятежность	0.1744366105479018	0.04224630182452167	136.0	5.745497048134947	265_радость-недовольство	0.23907812297201475	0.017160205177885687	99.0	1.6988603126106832
15	15											66_курируемый-куратор	0.1608446484430305	0.016456055712272294	222	3.6532443681244486						292_экстрим-повседневность	0.20632755948263973	0.015954572909397387	136.0	2.1698219156780447	19_быстрое_явление-длительное_явление	0.11152714678454816	0.03060734651291106	376.0	11.508362288854562	113_скрытность-прозрачность	-0.1630053555044222	0.03531133230990588	167.0	5.896992495754282																																														131_процесс-завершение	-0.2375093441771403	0.017925486552388854	99.0	1.7746231686864966
16	16											280_радость-недовольство	-0.1595851441477967	0.017330853135257	222	3.8474493960270535						70_единство-разрозренность	0.2031165597287625	0.017709365006613232	136.0	2.4084736408993987	203_концепция-хаотичность	0.11105219154325127	0.03132848704176674	376.0	11.779511127704295	214_спешка-неторопливость	0.16261045258823875	0.03576387876491252	167.0	5.972567753740389																																														263_влияние-зависимость	-0.23498363833275646	0.01921941549977436	99.0	1.9027221344776617
17	17											210_спешка-неторопливость	0.15849832886754928	0.01811798779185089	222	4.022193289790898						222_религия-повседневность	-0.2014042872657323	0.01871173434231166	136.0	2.5447958705543856	291_работа-санкция	0.11096454409580904	0.03146313990344965	376.0	11.83014060369707	77_природные_процессы-военные_процессы	0.16224365560430518	0.036188597744622984	167.0	6.043495823352037																																														215_творчество-власть	-0.23414213373298026	0.01966800451365084	99.0	1.9471324468514333
18	18											181_дополнение-устранение	0.15706515951181835	0.019203387932054283	222	4.263152120916051						141_микробиология-неопределенная_тема	0.1997640155168421	0.019717603702127297	136.0	2.6815941034893123	108_творчество-власть	-0.11042877509377612	0.032297037236461365	376.0	12.143686000909474	135_запрет-толчок	0.16214611901126436	0.036302251030039964	167.0	6.062475922016673																																														103_познание-непостижимость	0.23341181452177875	0.020064590109837074	99.0	1.9863944208738704
19	19											75_действующее_лицо-зритель	-0.15467583326762174	0.02113858209109393	222	4.6927652242228515						282_путешествие-домоседство	0.1988131896780245	0.02032179482361614	136.0	2.7637640960117946	153_прерывание-продолжение	-0.10998298010317233	0.03300520109279078	376.0	12.409955610889337	215_творчество-власть	-0.16183027314908432	0.036672357077183936	167.0	6.124283631889718																																														132_правонарушение-соблюдение_закона	0.2328211412287458	0.0203903505377589	99.0	2.0186447032381314
20	20											2_неживая_природа-живая_природа	0.1543208470788019	0.021440034846895387	222	4.759687736010776						63_мир-война	-0.1968984421986629	0.021587095905890804	136.0	2.9358450432011494	160_победа-поражение	-0.10997896802197107	0.0330116340815284	376.0	12.412374414654677	32_разруха-реализация	0.1613899939180251	0.03719358392223053	167.0	6.211328515012497																																														279_соблюдение_закона-правонарушение	-0.2325867840052965	0.02052085291105501	99.0	2.031564438194446
21	21											147_рассудительность-беспокойство	-0.1541802155394801	0.02156048267843133	222	4.786427154611756						154_знание-сомнение	-0.1961602392514044	0.02209271846124169	136.0	3.00460971072887	164_устранение-дополнение	0.10983331151926144	0.03324590530754016	376.0	12.5004603956351	119_окончание-процесс	-0.1610917958303186	0.037550145602518674	167.0	6.2708743156206195																																														109_убожество-роскошь	0.2314325876362621	0.021174081686755983	99.0	2.096234086988842
22	22											253_соблюдение_закона-правонарушение	-0.1538996660454769	0.021802515849880827	222	4.840158518673544						172_наука-быт	0.19549995879535267	0.02255356530950592	136.0	3.067284882092805	22_деятельность_наверху-деятельность_в_земле	-0.10929221730210804	0.034128639869549365	376.0	12.832368590950566	99_благоразумие-безолаберность	0.16087298848875126	0.037813607676231764	167.0	6.3148724819307045																																														217_завоевание-бегство	-0.2299501749834985	0.02203916129974576	99.0	2.18187696867483
23	23											101_фиксация-пересмотр	0.15373414950310374	0.02194640735214343	222	4.872102432175842						265_радость-недовольство	0.18364607669556346	0.03234416488142787	136.0	4.39880642387419	198_обучение-достижение	-0.10909420618620468	0.03445662196798982	376.0	12.955689859964172	237_низшие_слои-высшие_слои	-0.16006663560360948	0.03879801306170373	167.0	6.479268181304523																																														292_экстрим-повседневность	0.22881487113682145	0.022721984416364367	99.0	2.2494764572200725
24	24											54_реальность-когнитивные_процессы	0.15324430053646454	0.022377074467391702	222	4.967710531760958						253_соблюдение_закона-правонарушение	-0.1824839394716087	0.033473686276554955	136.0	4.552421333611473	299_веселье-грусть	0.10846143622844014	0.03552276809024929	376.0	13.356560801933734	234_холодное_отношение-тёплое_отношение	0.15974471723296355	0.03919699643596102	167.0	6.545898404805491																																														259_процесс-итог	-0.2254239861362498	0.02487014787771684	99.0	2.4621446398939666
25	25											170_спокойствие-суматоха	-0.15303702048368367	0.022561497419128818	222	5.008652427046599						48_отдаление-приближение	0.1814337471527067	0.034522929126660884	136.0	4.69511836122588	63_мир-война	0.10843272685786336	0.03557179765471154	376.0	13.374995918171534	206_расслабление-напряжение	0.1592127951654004	0.0398638204624294	167.0	6.65725801722571																																														1_иерархия-равенство	0.2252914940848923	0.024957483332082333	99.0	2.470790849876151
26	26											189_наука-религия	-0.15241772332411305	0.023120340229010057	222	5.1327155308402315						230_отступление-наступление	-0.1790205368195101	0.037039612300899714	136.0	5.037387272922362	36_спокойствие-деятельность	0.10833356549912956	0.03574158691117635	376.0	13.438836678602307	88_лишение-наделение	0.1590154826125212	0.04011358701146025	167.0	6.698969030913862																																														139_свобода-неволя	0.2252257512132123	0.025000916347340384	99.0	2.4750907183866984
27	27											47_журналистика-литература	-0.15209851611403144	0.02341302128770436	222	5.197690725870367						126_путешествие-конец_движения	-0.17855886654548328	0.03753827097962478	136.0	5.1052048532289716	127_начало-конец	0.10786103702685734	0.036560161877203366	376.0	13.746620865828467	114_церковь-мирская_жизнь	-0.1586312557787704	0.040603732794947126	167.0	6.78082337675617																																														290_статистика-отсутствие_системы	-0.2239129354442903	0.025881811698136963	99.0	2.5622993581155598
28	28											223_бытовые_ситуации-глобальные_происшествия	0.15168390549491445	0.02379794198036229	222	5.283143119640428						56_протест-мир	0.1774679268070908	0.038739098077535686	136.0	5.268517338544854	155_поражение-победа	0.10737352559605737	0.037421311114591516	376.0	14.070412979086411	67_неизменность-изменение	-0.15860995078996978	0.04063105744580675	167.0	6.785386593449728																																														239_радость-недовольство	0.2237183016200411	0.02601463294023296	99.0	2.5754486610830627
29	29											8_застой-работа	-0.15133106979647135	0.0241297932821122	222	5.3568141086289085						16_воля-неволя	0.1760284561997912	0.040372799557282964	136.0	5.490700739790484	200_природа-техника	-0.1065217295990253	0.03896721254862072	376.0	14.65167191828139	74_тёплые_чувства-холодные_чувства	0.1583567181213931	0.040957024771799966	167.0	6.839823136890594																																														93_учёба-отдых	-0.2226777972399199	0.026734570419954463	99.0	2.6467224715754916
30	30											97_активность-пассивность	0.1510467841355664	0.02440006271241	222	5.416813922155019						220_власть-наука	0.17281458854926876	0.044229576993979815	136.0	6.0152224711812545	182_светское_общество-религия	0.10647673158167403	0.03905035900455588	376.0	14.68293498571301	242_отдых-работа	-0.15795080303695055	0.0414841078769333	167.0	6.927846015447861																																														106_кончина-вечное_искусство	-0.22245581823289307	0.02689033318667484	99.0	2.6621429854808087
31	31											150_безопасность-опасность	0.15093507993204094	0.024506970360741898	222	5.440547420084702						231_злость-радость	-0.17018658338128256	0.04760749909335527	136.0	6.474619876696316	278_физический_труд-умственный_труд	-0.10647140195605954	0.03906021691568693	376.0	14.686641560298286	159_реальная_жизнь-выдуманная_жизнь	0.15777375192830126	0.04171578605336805	167.0	6.9665362709124645																																														208_неживая_природа-живая_природа	0.2223479321236948	0.02696631502863655	99.0	2.6696651878350184
32	32											59_увядание-расцвет	-0.15056975361379238	0.02485942926091638	222	5.5187932959234365						200_природа-техника	0.1695954370792507	0.04839616675566843	136.0	6.581878678770906	141_микробиология-неопределенная_тема	-0.10644084977206976	0.03911676821694659	376.0	14.707904849571918	36_спокойствие-деятельность	0.1576907146698134	0.04182481680260338	167.0	6.984744406034764																																														134_физическое-абстрактное	0.22207451735501246	0.02715969265891159	99.0	2.6888095732322475
33	33											157_отсутствие_чувств-чувства	-0.15045792942913525	0.024968182625386647	222	5.542936542835837						281_домоседство-путешествие	-0.1694349341622486	0.04861216208082257	136.0	6.611254042991869	85_направление-дезориентация	-0.1063325530556448	0.0393177807651628	376.0	14.783485567701213	138_война-мир	0.15691586016231748	0.04285379560915651	167.0	7.156583866729138																																														99_благоразумие-безолаберность	-0.22165799519787732	0.027456549556807656	99.0	2.718198406123958
34	34											44_упорядоченность-однородная_масса	-0.1503758943598529	0.025048224861387147	222	5.560705919227947						117_живая_природа-неживая_природа	0.16910440155562045	0.049059495044178725	136.0	6.672091326008308	173_отдых-работа	0.1057131574678377	0.04048431708097064	376.0	15.22210322244496	274_единство-разрозренность	0.15664514617193714	0.043218256379388885	167.0	7.217448815357945																																														153_прерывание-продолжение	0.21956102637696445	0.028993257751222707	99.0	2.8703325173710486
35	35											110_негативные_эмоции-положительные_эмоции	-0.15010172454474027	0.025317337347949054	222	5.62044889124469											58_формирование-перестройка	0.10538914458553694	0.04110610075293488	376.0	15.455893883103515	270_древность-современность	0.15660207741046026	0.0432764782304739	167.0	7.227171864489142																																														228_народ-власть	-0.2182334049433948	0.030003366117363275	99.0	2.970333245618964
36	36											275_жизненный_процесс-кончина	-0.1492339216134291	0.026185575539057197	222	5.813197769670698											193_порядок-беспорядок	-0.10479693167040258	0.04226339186537868	376.0	15.891035341382382	266_мир-война	0.15595650025939448	0.044157090450688836	167.0	7.374234105265035																																														231_злость-радость	-0.21567072472707932	0.032037502650882184	99.0	3.171712762437336
37	37											73_наука-физический_труд	0.14848674220275807	0.02695348628044161	222	5.9836739542580375											239_радость-недовольство	-0.10468382208003614	0.042487522456442	376.0	15.975308443622188	75_действующее_лицо-зритель	-0.15575091061589086	0.04444065606040553	167.0	7.421589562087724																																														89_апатия-взбудораженность	0.21518387138657724	0.032436812319743664	99.0	3.211244419654622
38	38											173_отдых-работа	-0.14833152150794726	0.02711541350748105	222	6.019621798660794											66_курируемый-куратор	-0.10447420209216224	0.04290553923768632	376.0	16.132482753370052	172_наука-быт	-0.15568667774419725	0.04452956268865276	167.0	7.436436969005011																																														187_гармония-конфликт	-0.21415485834488268	0.03329461719720584	99.0	3.2961671025233774
